t,x,y,r,θr,vx,vy,v,θv,ax,ay,a,θa,ω,α,frame,px,py,p,θp,pixelx,pixely,L,K
3.980000E0,-3.667605E-2,1.925193E0,1.925542E0,9.109139E1,-5.334691E-2,-1.981457E-1,2.052014E-1,-1.050685E2,-9.798413E-1,-2.395168E0,2.587840E0,-1.122490E2,1.703199E0,3.073948E1,1.990000E2,-5.334691E-2,-1.981457E-1,2.052014E-1,-1.050685E2,1.440891E3,5.202877E2,5.649075E-1,2.105380E-2
4.000000E0,-3.880992E-2,1.920620E0,1.921013E0,9.115762E1,-5.334691E-2,-2.895975E-1,2.944701E-1,-1.004375E2,7.620988E-1,2.177425E-1,7.925947E-1,1.594540E1,1.761776E0,-2.270083E1,2.000000E2,-5.334691E-2,-2.895975E-1,2.944701E-1,-1.004375E2,1.437550E3,5.187285E2,5.699535E-1,4.335631E-2
4.020000E0,-3.880992E-2,1.913609E0,1.914003E0,9.116186E1,-1.554205E-17,-2.210086E-1,2.210086E-1,-9.000000E1,1.741940E0,9.798413E-1,1.998611E0,2.935775E1,1.337880E-1,-5.244441E1,2.010000E2,-1.554205E-17,-2.210086E-1,2.210086E-1,-9.000000E1,1.432427E3,5.187285E2,5.769648E-1,2.442241E-2
4.040000E0,-3.880992E-2,1.911780E0,1.912174E0,9.116297E1,7.620988E-3,-1.905247E-1,1.906771E-1,-8.770939E1,-9.798413E-1,1.633069E0,1.904469E0,1.209638E2,-1.128913E-1,2.851703E1,2.020000E2,7.620988E-3,-1.905247E-1,1.906771E-1,-8.770939E1,1.431090E3,5.187285E2,5.787938E-1,1.817887E-2
4.060000E0,-3.850508E-2,1.905988E0,1.906377E0,9.115734E1,-3.048395E-2,-2.133877E-1,2.155541E-1,-9.813010E1,-6.532275E-1,4.354850E-1,7.850818E-1,1.463099E2,1.047657E0,1.943402E1,2.030000E2,-3.048395E-2,-2.133877E-1,2.155541E-1,-9.813010E1,1.426858E3,5.189513E2,5.845938E-1,2.323178E-2
4.080000E0,-4.002928E-2,1.903245E0,1.903665E0,9.120487E1,-3.810494E-2,-1.371778E-1,1.423718E-1,-1.055241E2,3.266138E-1,1.741940E0,1.772296E0,7.938034E1,1.231801E0,-1.081299E1,2.040000E2,-3.810494E-2,-1.371778E-1,1.423718E-1,-1.055241E2,1.424854E3,5.178376E2,5.877323E-1,1.013486E-2
4.100000E0,-4.002928E-2,1.900501E0,1.900923E0,9.120661E1,-1.071865E-17,-1.524198E-1,1.524198E-1,-9.000000E1,1.088713E0,-1.306455E0,1.700623E0,-5.019443E1,9.677278E-2,-3.186579E1,2.050000E2,-1.071865E-17,-1.524198E-1,1.524198E-1,-9.000000E1,1.422849E3,5.178376E2,5.904759E-1,1.161589E-2
4.120000E0,-4.002928E-2,1.897148E0,1.897570E0,9.120875E1,-1.339832E-17,-1.905247E-1,1.905247E-1,-9.000000E1,-1.760922E-16,-2.504039E0,2.504039E0,-9.000000E1,1.214135E-1,1.624681E0,2.060000E2,-1.339832E-17,-1.905247E-1,1.905247E-1,-9.000000E1,1.420399E3,5.178376E2,5.938291E-1,1.814983E-2
4.140000E0,-4.002928E-2,1.892880E0,1.893303E0,9.121147E1,-1.768578E-17,-2.514926E-1,2.514926E-1,-9.000000E1,-8.421800E-17,-1.197584E0,1.197584E0,-9.000000E1,1.610416E-1,7.985017E-1,2.070000E2,-1.768578E-17,-2.514926E-1,2.514926E-1,-9.000000E1,1.417281E3,5.178376E2,5.980969E-1,3.162426E-2
4.160000E0,-4.002928E-2,1.887088E0,1.887513E0,9.121519E1,-1.768578E-17,-2.514926E-1,2.514926E-1,-9.000000E1,5.359327E-17,7.620988E-1,7.620988E-1,9.000000E1,1.617702E-1,-4.558120E-1,2.080000E2,-1.768578E-17,-2.514926E-1,2.514926E-1,-9.000000E1,1.413049E3,5.178376E2,6.038888E-1,3.162426E-2
4.180000E0,-4.002928E-2,1.882820E0,1.883246E0,9.121794E1,-1.447018E-17,-2.057667E-1,2.057667E-1,-9.000000E1,-8.709700E-1,1.088713E-1,8.777481E-1,1.728750E2,1.330434E-1,2.660341E1,2.090000E2,-1.447018E-17,-2.057667E-1,2.057667E-1,-9.000000E1,1.409930E3,5.178376E2,6.081566E-1,2.116996E-2
4.200000E0,-4.002928E-2,1.878857E0,1.879284E0,9.122051E1,-3.048395E-2,-2.438716E-1,2.457695E-1,-9.712502E1,-4.354850E-1,6.532275E-1,7.850818E-1,1.236901E2,1.090571E0,1.295274E1,2.100000E2,-3.048395E-2,-2.438716E-1,2.457695E-1,-9.712502E1,1.407035E3,5.178376E2,6.121195E-1,3.020132E-2
4.220000E0,-4.124864E-2,1.873065E0,1.873520E0,9.126156E1,-3.048395E-2,-2.057667E-1,2.080125E-1,-9.842697E1,-4.354850E-1,-5.443563E-1,6.971162E-1,-1.286598E2,1.067472E0,1.394305E1,2.110000E2,-3.048395E-2,-2.057667E-1,2.080125E-1,-9.842697E1,1.402803E3,5.169466E2,6.180384E-1,2.163460E-2
4.240000E0,-4.124864E-2,1.870627E0,1.871081E0,9.126321E1,-3.048395E-2,-2.210086E-1,2.231011E-1,-9.785331E1,-8.709700E-1,-1.088713E-1,8.777481E-1,-1.728750E2,1.085946E0,2.721610E1,2.120000E2,-3.048395E-2,-2.210086E-1,2.231011E-1,-9.785331E1,1.401021E3,5.169466E2,6.204771E-1,2.488705E-2
4.260000E0,-4.246800E-2,1.864225E0,1.864709E0,9.130500E1,-7.620988E-2,-2.591136E-1,2.700885E-1,-1.063895E2,-2.177425E-1,1.531236E-17,2.177425E-1,1.800000E2,2.521904E0,6.919215E0,2.130000E2,-7.620988E-2,-2.591136E-1,2.700885E-1,-1.063895E2,1.396343E3,5.160557E2,6.269938E-1,3.647390E-2
4.280000E0,-4.429703E-2,1.860262E0,1.860790E0,9.136408E1,-4.572593E-2,-1.905247E-1,1.959350E-1,-1.034957E2,2.395168E0,1.088713E-1,2.397641E0,2.602562E0,1.544229E0,-7.357401E1,2.140000E2,-4.572593E-2,-1.905247E-1,1.959350E-1,-1.034957E2,1.393448E3,5.147193E2,6.313585E-1,1.919526E-2
4.300000E0,-4.429703E-2,1.856604E0,1.857133E0,9.136677E1,3.048395E-2,-2.514926E-1,2.533334E-1,-8.308877E1,1.741940E0,-9.798413E-1,1.998611E0,-2.935775E1,-7.581344E-1,-5.290713E1,2.150000E2,3.048395E-2,-2.514926E-1,2.533334E-1,-8.308877E1,1.390775E3,5.147193E2,6.350165E-1,3.208890E-2
4.320000E0,-4.307768E-2,1.850203E0,1.850704E0,9.133376E1,3.048395E-2,-2.591136E-1,2.609006E-1,-8.329016E1,-4.354850E-1,1.306455E0,1.377125E0,1.084349E2,-7.537542E-1,1.247149E1,2.160000E2,3.048395E-2,-2.591136E-1,2.609006E-1,-8.329016E1,1.386097E3,5.156102E2,6.415333E-1,3.403456E-2
4.340000E0,-4.307768E-2,1.846240E0,1.846742E0,9.133662E1,-1.232645E-17,-1.752827E-1,1.752827E-1,-9.000000E1,-1.721541E0,1.080932E0,2.032761E0,1.478758E2,1.267909E-1,5.262966E1,2.170000E2,-1.232645E-17,-1.752827E-1,1.752827E-1,-9.000000E1,1.383202E3,5.156102E2,6.454962E-1,1.536202E-2
4.360000E0,-4.307768E-2,1.843191E0,1.843695E0,9.133883E1,-2.976998E-2,-2.098495E-1,2.119506E-1,-9.807430E1,-1.248398E0,6.383737E-1,1.402148E0,1.529169E2,1.080133E0,3.851100E1,2.180000E2,-2.976998E-2,-2.098495E-1,2.119506E-1,-9.807430E1,1.380974E3,5.156102E2,6.485446E-1,2.246153E-2
4.380000E0,-4.426847E-2,1.837846E0,1.838379E0,9.137983E1,-5.857892E-2,-1.816545E-1,1.908660E-1,-1.078732E2,1.372915E-2,-4.405565E-1,4.407704E-1,-8.821506E1,1.959498E0,1.045111E-1,2.190000E2,-5.857892E-2,-1.816545E-1,1.908660E-1,-1.078732E2,1.377069E3,5.147401E2,6.540212E-1,1.821492E-2
4.400000E0,-4.542083E-2,1.835925E0,1.836487E0,9.141721E1,-2.880894E-2,-1.824566E-1,1.847170E-1,-9.897263E1,1.536498E0,-1.806328E0,2.371423E0,-4.961486E1,1.038652E0,-4.634043E1,2.200000E2,-2.880894E-2,-1.824566E-1,1.847170E-1,-9.897263E1,1.375665E3,5.138981E2,6.562610E-1,1.706018E-2
4.420000E0,-4.542083E-2,1.830547E0,1.831111E0,9.142137E1,9.602979E-3,-2.880894E-1,2.882494E-1,-8.809085E1,9.602979E-1,-2.743708E0,2.906907E0,-7.070995E1,-7.770065E-2,-2.780086E1,2.210000E2,9.602979E-3,-2.880894E-1,2.882494E-1,-8.809085E1,1.371736E3,5.138981E2,6.616386E-1,4.154385E-2
4.440000E0,-4.503671E-2,1.824401E0,1.824957E0,9.141410E1,9.602979E-3,-2.880894E-1,2.882494E-1,-8.809085E1,-1.371854E-1,1.646225E0,1.651931E0,9.476364E1,-7.727097E-2,3.044350E0,2.220000E2,9.602979E-3,-2.880894E-1,2.882494E-1,-8.809085E1,1.367245E3,5.141788E2,6.677965E-1,4.154385E-2
4.460000E0,-4.503671E-2,1.819024E0,1.819581E0,9.141828E1,-1.553220E-17,-2.208685E-1,2.208685E-1,-9.000000E1,-2.743708E-1,2.606523E0,2.620924E0,9.600901E1,1.719589E-1,6.599853E0,2.230000E2,-1.553220E-17,-2.208685E-1,2.208685E-1,-9.000000E1,1.363316E3,5.141788E2,6.731742E-1,2.439145E-2
4.480000E0,-4.503671E-2,1.815567E0,1.816125E0,9.142098E1,-1.215563E-17,-1.728536E-1,1.728536E-1,-9.000000E1,-1.929465E-17,-2.743708E-1,2.743708E-1,-9.000000E1,1.352315E-1,2.611448E-1,2.240000E2,-1.215563E-17,-1.728536E-1,1.728536E-1,-9.000000E1,1.360790E3,5.141788E2,6.766313E-1,1.493919E-2
4.500000E0,-4.503671E-2,1.812110E0,1.812669E0,9.142369E1,-1.620751E-17,-2.304715E-1,2.304715E-1,-9.000000E1,-7.717861E-17,-1.097483E0,1.097483E0,-9.000000E1,1.812276E-1,8.983038E-1,2.250000E2,-1.620751E-17,-2.304715E-1,2.304715E-1,-9.000000E1,1.358264E3,5.141788E2,6.800884E-1,2.655856E-2
4.520000E0,-4.503671E-2,1.806348E0,1.806909E0,9.142823E1,-1.688282E-17,-2.400745E-1,2.400745E-1,-9.000000E1,2.743708E-1,-1.234669E0,1.264787E0,-7.747119E1,1.895415E-1,-7.719665E0,2.260000E2,-1.688282E-17,-2.400745E-1,2.400745E-1,-9.000000E1,1.354054E3,5.141788E2,6.858501E-1,2.881788E-2
4.540000E0,-4.503671E-2,1.802507E0,1.803069E0,9.143127E1,9.602979E-3,-2.496775E-1,2.498621E-1,-8.779740E1,1.371854E-1,8.231125E-1,8.344663E-1,8.053768E1,-1.076731E-1,-4.993324E0,2.270000E2,9.602979E-3,-2.496775E-1,2.498621E-1,-8.779740E1,1.351247E3,5.141788E2,6.896913E-1,3.121553E-2
4.560000E0,-4.465259E-2,1.796361E0,1.796916E0,9.142392E1,9.602979E-3,-2.400745E-1,2.402665E-1,-8.770939E1,-1.371854E-1,1.371854E-1,1.940095E-1,1.350000E2,-1.151196E-1,4.276780E0,2.280000E2,9.602979E-3,-2.400745E-1,2.402665E-1,-8.770939E1,1.346757E3,5.144595E2,6.958492E-1,2.886399E-2
4.580000E0,-4.465259E-2,1.792904E0,1.793460E0,9.142667E1,-1.485688E-17,-2.112655E-1,2.112655E-1,-9.000000E1,-2.743708E-1,2.743708E-1,3.880190E-1,1.350000E2,1.681858E-1,8.552684E0,2.290000E2,-1.485688E-17,-2.112655E-1,2.112655E-1,-9.000000E1,1.344231E3,5.144595E2,6.993063E-1,2.231657E-2
4.600000E0,-4.465259E-2,1.787910E0,1.788468E0,9.143065E1,-1.755813E-17,-2.496775E-1,2.496775E-1,-9.000000E1,-1.350626E-16,-1.920596E0,1.920596E0,-9.000000E1,1.997054E-1,1.590794E0,2.300000E2,-1.755813E-17,-2.496775E-1,2.496775E-1,-9.000000E1,1.340582E3,5.144595E2,7.042999E-1,3.116942E-2
4.620000E0,-4.465259E-2,1.782917E0,1.783476E0,9.143466E1,-1.958407E-17,-2.784864E-1,2.784864E-1,-9.000000E1,1.640045E-16,2.332152E0,2.332152E0,9.000000E1,2.241423E-1,-1.836765E0,2.310000E2,-1.958407E-17,-2.784864E-1,2.784864E-1,-9.000000E1,1.336933E3,5.144595E2,7.092934E-1,3.877734E-2
4.640000E0,-4.465259E-2,1.776771E0,1.777332E0,9.143962E1,-1.283094E-17,-1.824566E-1,1.824566E-1,-9.000000E1,1.254152E-16,1.783410E0,1.783410E0,9.000000E1,1.473584E-1,-1.398270E0,2.320000E2,-1.283094E-17,-1.824566E-1,1.824566E-1,-9.000000E1,1.332443E3,5.144595E2,7.154393E-1,1.664521E-2
4.660000E0,-4.465259E-2,1.775618E0,1.776180E0,9.144055E1,-1.080501E-17,-1.536477E-1,1.536477E-1,-9.000000E1,-1.350626E-16,-1.920596E0,1.920596E0,-9.000000E1,1.248712E-1,1.617053E0,2.330000E2,-1.080501E-17,-1.536477E-1,1.536477E-1,-9.000000E1,1.331601E3,5.144595E2,7.165917E-1,1.180380E-2
4.680000E0,-4.465259E-2,1.770625E0,1.771188E0,9.144461E1,-2.093470E-17,-2.976924E-1,2.976924E-1,-9.000000E1,-2.990671E-16,-4.252748E0,4.252748E0,-9.000000E1,2.430433E-1,3.525139E0,2.340000E2,-2.093470E-17,-2.976924E-1,2.976924E-1,-9.000000E1,1.327952E3,5.144595E2,7.215852E-1,4.431037E-2
4.700000E0,-4.465259E-2,1.763711E0,1.764276E0,9.145027E1,-2.296064E-17,-3.265013E-1,3.265013E-1,-9.000000E1,-5.487417E-1,2.469338E0,2.529574E0,1.025288E2,2.682491E-1,1.592126E1,2.350000E2,-2.296064E-17,-3.265013E-1,3.265013E-1,-9.000000E1,1.322900E3,5.144595E2,7.284994E-1,5.330155E-2
4.720000E0,-4.465259E-2,1.757565E0,1.758132E0,9.145534E1,-1.920596E-2,-2.016626E-1,2.025751E-1,-9.544033E1,-2.743708E-1,3.978377E0,3.987827E0,9.394519E1,7.928921E-1,5.750385E0,2.360000E2,-1.920596E-2,-2.016626E-1,2.025751E-1,-9.544033E1,1.318410E3,5.144595E2,7.346453E-1,2.051833E-2
4.740000E0,-4.542083E-2,1.755644E0,1.756232E0,9.148199E1,-1.920596E-2,-1.344417E-1,1.358066E-1,-9.813010E1,2.743708E-1,2.743708E-1,3.880190E-1,4.500000E1,7.392292E-1,-9.063627E0,2.370000E2,-1.920596E-2,-1.344417E-1,1.358066E-1,-9.813010E1,1.317006E3,5.138981E2,7.367138E-1,9.221721E-3
4.760000E0,-4.542083E-2,1.752187E0,1.752776E0,9.148491E1,-1.485688E-17,-2.112655E-1,2.112655E-1,-9.000000E1,5.487417E-1,-2.743708E0,2.798045E0,-7.869007E1,1.791170E-1,-1.551464E1,2.380000E2,-1.485688E-17,-2.112655E-1,2.112655E-1,-9.000000E1,1.314480E3,5.138981E2,7.401709E-1,2.231657E-2
4.780000E0,-4.542083E-2,1.747193E0,1.747784E0,9.148915E1,-1.755813E-17,-2.496775E-1,2.496775E-1,-9.000000E1,-9.647326E-17,-1.371854E0,1.371854E0,-9.000000E1,2.127087E-1,1.222436E0,2.390000E2,-1.755813E-17,-2.496775E-1,2.496775E-1,-9.000000E1,1.310832E3,5.138981E2,7.451644E-1,3.116942E-2
4.800000E0,-4.542083E-2,1.742200E0,1.742792E0,9.149342E1,-1.823345E-17,-2.592804E-1,2.592804E-1,-9.000000E1,4.823663E-17,6.859271E-1,6.859271E-1,9.000000E1,2.222061E-1,-5.323601E-1,2.400000E2,-1.823345E-17,-2.592804E-1,2.592804E-1,-9.000000E1,1.307183E3,5.138981E2,7.501580E-1,3.361317E-2
4.820000E0,-4.542083E-2,1.736822E0,1.737416E0,9.149804E1,-1.620751E-17,-2.304715E-1,2.304715E-1,-9.000000E1,0.000000E0,0.000000E0,0.000000E0,0.000000E0,1.985210E-1,6.301315E-2,2.410000E2,-1.620751E-17,-2.304715E-1,2.304715E-1,-9.000000E1,1.303254E3,5.138981E2,7.555357E-1,2.655856E-2
4.840000E0,-4.542083E-2,1.732981E0,1.733576E0,9.150136E1,-1.688282E-17,-2.400745E-1,2.400745E-1,-9.000000E1,2.894198E-17,4.115563E-1,4.115563E-1,9.000000E1,2.081241E-1,-3.017249E-1,2.420000E2,-1.688282E-17,-2.400745E-1,2.400745E-1,-9.000000E1,1.300447E3,5.138981E2,7.593768E-1,2.881788E-2
4.860000E0,-4.542083E-2,1.727219E0,1.727816E0,9.150636E1,-1.688282E-17,-2.400745E-1,2.400745E-1,-9.000000E1,-1.447099E-16,-2.057781E0,2.057781E0,-9.000000E1,2.090496E-1,1.866406E0,2.430000E2,-1.688282E-17,-2.400745E-1,2.400745E-1,-9.000000E1,1.296237E3,5.138981E2,7.651386E-1,2.881788E-2
4.880000E0,-4.542083E-2,1.723378E0,1.723977E0,9.150972E1,-2.025939E-17,-2.880894E-1,2.880894E-1,-9.000000E1,3.858931E-17,5.487417E-1,5.487417E-1,9.000000E1,2.528221E-1,-4.184340E-1,2.440000E2,-2.025939E-17,-2.880894E-1,2.880894E-1,-9.000000E1,1.293430E3,5.138981E2,7.689798E-1,4.149775E-2
4.900000E0,-4.542083E-2,1.715696E0,1.716297E0,9.151648E1,-1.890876E-17,-2.688834E-1,2.688834E-1,-9.000000E1,1.929465E-16,2.743708E0,2.743708E0,9.000000E1,2.369169E-1,-2.377381E0,2.450000E2,-1.890876E-17,-2.688834E-1,2.688834E-1,-9.000000E1,1.287817E3,5.138981E2,7.766622E-1,3.614915E-2
4.920000E0,-4.542083E-2,1.712623E0,1.713225E0,9.151920E1,-9.454380E-18,-1.344417E-1,1.344417E-1,-9.000000E1,-5.487417E-1,2.743708E0,2.798045E0,1.013099E2,1.191487E-1,1.603802E1,2.460000E2,-9.454380E-18,-1.344417E-1,1.344417E-1,-9.000000E1,1.285572E3,5.138981E2,7.797352E-1,9.037287E-3
4.940000E0,-4.542083E-2,1.710318E0,1.710921E0,9.152124E1,-1.920596E-2,-1.632506E-1,1.643765E-1,-9.670984E1,-2.743708E-1,-2.057781E0,2.075992E0,-9.759464E1,7.898286E-1,1.112908E1,2.470000E2,-1.920596E-2,-1.632506E-1,1.643765E-1,-9.670984E1,1.283888E3,5.138981E2,7.820399E-1,1.350982E-2
4.960000E0,-4.618907E-2,1.706093E0,1.706718E0,9.155079E1,-1.920596E-2,-2.304715E-1,2.312704E-1,-9.476364E1,2.743708E-1,-1.646225E0,1.668933E0,-8.053768E1,8.524255E-1,-7.624041E0,2.480000E2,-1.920596E-2,-2.304715E-1,2.312704E-1,-9.476364E1,1.280800E3,5.133368E2,7.863345E-1,2.674299E-2
4.980000E0,-4.618907E-2,1.701099E0,1.701726E0,9.155534E1,-1.620751E-17,-2.304715E-1,2.304715E-1,-9.000000E1,5.487417E-1,-3.858931E-17,5.487417E-1,-4.029226E-15,2.105266E-1,-1.831541E1,2.490000E2,-1.620751E-17,-2.304715E-1,2.304715E-1,-9.000000E1,1.277152E3,5.133368E2,7.913280E-1,2.655856E-2
5.000000E0,-4.618907E-2,1.696874E0,1.697502E0,9.155921E1,-1.553220E-17,-2.208685E-1,2.208685E-1,-9.000000E1,2.743708E-1,-4.115563E-1,4.946291E-1,-5.630993E1,2.028972E-1,-8.870350E0,2.500000E2,-1.553220E-17,-2.208685E-1,2.208685E-1,-9.000000E1,1.274064E3,5.133368E2,7.955533E-1,2.439145E-2
5.020000E0,-4.618907E-2,1.692264E0,1.692895E0,9.156346E1,9.602979E-3,-2.496775E-1,2.498621E-1,-8.779740E1,1.371854E-1,-5.487417E-1,5.656300E-1,-7.596376E1,-9.526145E-2,-4.115307E0,2.510000E2,9.602979E-3,-2.496775E-1,2.498621E-1,-8.779740E1,1.270696E3,5.133368E2,8.001628E-1,3.121553E-2
5.040000E0,-4.580495E-2,1.686887E0,1.687509E0,9.155540E1,9.602979E-3,-2.496775E-1,2.498621E-1,-8.779740E1,6.859271E-1,-8.231125E-1,1.071452E0,-5.019443E1,-9.489207E-2,-2.266725E1,2.520000E2,9.602979E-3,-2.496775E-1,2.498621E-1,-8.779740E1,1.266767E3,5.136175E2,8.055541E-1,3.121553E-2
5.060000E0,-4.580495E-2,1.682277E0,1.682901E0,9.155966E1,2.880894E-2,-2.688834E-1,2.704224E-1,-8.388450E1,1.371854E-1,-8.231125E-1,8.344663E-1,-8.053768E1,-7.346771E-1,-4.026082E0,2.530000E2,2.880894E-2,-2.688834E-1,2.704224E-1,-8.388450E1,1.263399E3,5.136175E2,8.101636E-1,3.656412E-2
5.080000E0,-4.465259E-2,1.676131E0,1.676726E0,9.152601E1,2.880894E-2,-2.976924E-1,2.990831E-1,-8.447246E1,-4.115563E-1,9.602979E-1,1.044773E0,1.131986E2,-7.096357E-1,1.312044E1,2.540000E2,2.880894E-2,-2.976924E-1,2.990831E-1,-8.447246E1,1.258909E3,5.144595E2,8.164166E-1,4.472535E-2
5.100000E0,-4.465259E-2,1.670370E0,1.670966E0,9.153128E1,-1.620751E-17,-2.304715E-1,2.304715E-1,-9.000000E1,-8.231125E-1,2.743708E0,2.864516E0,1.066992E2,2.108899E-1,2.556476E1,2.550000E2,-1.620751E-17,-2.304715E-1,2.304715E-1,-9.000000E1,1.254699E3,5.144595E2,8.221783E-1,2.655856E-2
5.120000E0,-4.465259E-2,1.666913E0,1.667511E0,9.153445E1,-1.215563E-17,-1.728536E-1,1.728536E-1,-9.000000E1,3.858931E-17,5.487417E-1,5.487417E-1,9.000000E1,1.590423E-1,-4.480239E-1,2.560000E2,-1.215563E-17,-1.728536E-1,1.728536E-1,-9.000000E1,1.252173E3,5.144595E2,8.256354E-1,1.493919E-2
5.140000E0,-4.465259E-2,1.663456E0,1.664055E0,9.153764E1,-1.485688E-17,-2.112655E-1,2.112655E-1,-9.000000E1,5.487417E-1,-1.646225E0,1.735274E0,-7.156505E1,1.953739E-1,-1.742899E1,2.570000E2,-1.485688E-17,-2.112655E-1,2.112655E-1,-9.000000E1,1.249647E3,5.144595E2,8.290925E-1,2.231657E-2
5.160000E0,-4.465259E-2,1.658462E0,1.659063E0,9.154226E1,1.920596E-2,-2.496775E-1,2.504151E-1,-8.560129E1,1.097483E0,-1.646225E0,1.978516E0,-5.630993E1,-4.329716E-1,-3.657420E1,2.580000E2,1.920596E-2,-2.496775E-1,2.504151E-1,-8.560129E1,1.245998E3,5.144595E2,8.340860E-1,3.135385E-2
5.180000E0,-4.388436E-2,1.653468E0,1.654051E0,9.152032E1,4.801490E-2,-2.688834E-1,2.731368E-1,-7.987533E1,1.371854E-1,-5.487417E-1,5.656300E-1,-7.596376E1,-1.416897E0,-4.397736E0,2.590000E2,4.801490E-2,-2.688834E-1,2.731368E-1,-7.987533E1,1.242349E3,5.150208E2,8.391383E-1,3.730186E-2
5.200000E0,-4.273200E-2,1.647707E0,1.648261E0,9.148559E1,2.880894E-2,-2.784864E-1,2.799726E-1,-8.409386E1,-1.509040E0,4.115563E-1,1.564154E0,1.647449E2,-7.466813E-1,5.199540E1,2.600000E2,2.880894E-2,-2.784864E-1,2.799726E-1,-8.409386E1,1.238139E3,5.158628E2,8.450142E-1,3.919232E-2
5.220000E0,-4.273200E-2,1.642329E0,1.642885E0,9.149045E1,-1.920596E-2,-2.496775E-1,2.504151E-1,-9.439871E1,-1.097483E0,-5.487417E-1,1.227024E0,-1.534349E2,8.978390E-1,3.876551E1,2.610000E2,-1.920596E-2,-2.496775E-1,2.504151E-1,-9.439871E1,1.234210E3,5.158628E2,8.503919E-1,3.135385E-2
5.240000E0,-4.350024E-2,1.637720E0,1.638297E0,9.152150E1,-1.920596E-2,-2.880894E-1,2.887289E-1,-9.381407E1,2.743708E-1,1.646225E0,1.668933E0,8.053768E1,9.374749E-1,-1.097381E1,2.620000E2,-1.920596E-2,-2.880894E-1,2.887289E-1,-9.381407E1,1.230842E3,5.153015E2,8.550649E-1,4.168218E-2
5.260000E0,-4.350024E-2,1.630805E0,1.631385E0,9.152795E1,-1.553220E-17,-2.208685E-1,2.208685E-1,-9.000000E1,5.487417E-1,-1.371854E-1,5.656300E-1,-1.403624E1,2.062102E-1,-1.892367E1,2.630000E2,-1.553220E-17,-2.208685E-1,2.208685E-1,-9.000000E1,1.225790E3,5.153015E2,8.619791E-1,2.439145E-2
5.280000E0,-4.350024E-2,1.628885E0,1.629466E0,9.152975E1,-1.620751E-17,-2.304715E-1,2.304715E-1,-9.000000E1,5.487417E-1,-3.858931E-17,5.487417E-1,-4.029226E-15,2.170594E-1,-1.935044E1,2.640000E2,-1.620751E-17,-2.304715E-1,2.304715E-1,-9.000000E1,1.224387E3,5.153015E2,8.638997E-1,2.655856E-2
5.300000E0,-4.350024E-2,1.621587E0,1.622170E0,9.153663E1,1.920596E-2,-2.880894E-1,2.887289E-1,-8.618593E1,2.743708E-1,-1.929465E-17,2.743708E-1,-4.029226E-15,-4.075438E-1,-9.709195E0,2.650000E2,1.920596E-2,-2.880894E-1,2.887289E-1,-8.618593E1,1.219054E3,5.153015E2,8.711979E-1,4.168218E-2
5.320000E0,-4.273200E-2,1.617361E0,1.617926E0,9.151345E1,1.920596E-2,-1.920596E-1,1.930175E-1,-8.428941E1,-2.743708E-1,3.292450E0,3.303862E0,9.476364E1,-4.985755E-1,6.587321E0,2.660000E2,1.920596E-2,-1.920596E-1,1.930175E-1,-8.428941E1,1.215967E3,5.158628E2,8.754925E-1,1.862788E-2
5.340000E0,-4.273200E-2,1.613904E0,1.614470E0,9.151669E1,-1.148032E-17,-1.632506E-1,1.632506E-1,-9.000000E1,-5.487417E-1,6.859271E-1,8.784153E-1,1.286598E2,1.533096E-1,1.876852E1,2.670000E2,-1.148032E-17,-1.632506E-1,1.632506E-1,-9.000000E1,1.213441E3,5.158628E2,8.789496E-1,1.332539E-2
5.360000E0,-4.273200E-2,1.610831E0,1.611398E0,9.151958E1,-1.148032E-17,-1.632506E-1,1.632506E-1,-9.000000E1,5.487417E-1,-2.606523E0,2.663659E0,-7.811134E1,1.539680E-1,-1.711475E1,2.680000E2,-1.148032E-17,-1.632506E-1,1.632506E-1,-9.000000E1,1.211195E3,5.158628E2,8.820225E-1,1.332539E-2
5.380000E0,-4.273200E-2,1.607374E0,1.607942E0,9.152285E1,1.920596E-2,-2.592804E-1,2.599908E-1,-8.576361E1,8.231125E-1,-3.429635E0,3.527026E0,-7.650427E1,-4.410228E-1,-2.627277E1,2.690000E2,1.920596E-2,-2.592804E-1,2.599908E-1,-8.576361E1,1.208669E3,5.158628E2,8.854796E-1,3.379761E-2
5.400000E0,-4.196376E-2,1.600460E0,1.601010E0,9.150194E1,3.841192E-2,-3.265013E-1,3.287531E-1,-8.329016E1,-3.858931E-17,-5.487417E-1,5.487417E-1,-9.000000E1,-1.067758E0,4.111159E-1,2.700000E2,3.841192E-2,-3.265013E-1,3.287531E-1,-8.329016E1,1.203617E3,5.164241E2,8.924363E-1,5.403929E-2
5.420000E0,-4.119552E-2,1.594314E0,1.594846E0,9.148014E1,1.920596E-2,-2.688834E-1,2.695685E-1,-8.591438E1,1.543572E-16,2.194967E0,2.194967E0,9.000000E1,-4.378222E-1,-2.398440E0,2.710000E2,1.920596E-2,-2.688834E-1,2.695685E-1,-8.591438E1,1.199127E3,5.169854E2,8.986300E-1,3.633358E-2
