 
t,x,y,r,vx,vy,v,ax,ay,a,step,frame,px,p,pixelx,pixely
9.166667E-1,1.468154E-1,2.193924E-1,2.639844E-1,1.984786E-1,-1.323191E-1,2.385416E-1,7.561091E0,-1.512218E0,7.710830E0,1.100000E2,1.100000E2,1.984786E-1,2.385416E-1,1.558333E2,1.384167E2
9.250000E-1,1.490207E-1,2.182897E-1,2.643059E-1,2.977180E-1,-1.323191E-1,3.257980E-1,5.670818E0,0.000000E0,5.670818E0,1.110000E2,1.110000E2,2.977180E-1,3.257980E-1,1.568333E2,1.389167E2
9.333333E-1,1.517774E-1,2.171871E-1,2.649653E-1,2.977180E-1,-1.323191E-1,3.257980E-1,-4.914709E0,2.268327E0,5.412917E0,1.120000E2,1.120000E2,2.977180E-1,3.257980E-1,1.580833E2,1.394167E2
9.416667E-1,1.539827E-1,2.160844E-1,2.653359E-1,2.095052E-1,-9.923932E-2,2.318208E-1,-3.402491E0,3.780546E-1,3.423430E0,1.130000E2,1.130000E2,2.095052E-1,2.318208E-1,1.590833E2,1.399167E2
9.500000E-1,1.552691E-1,2.155331E-1,2.656370E-1,2.205318E-1,-1.102659E-1,2.465621E-1,1.134164E1,-2.268327E0,1.156625E1,1.140000E2,1.140000E2,2.205318E-1,2.465621E-1,1.596667E2,1.401667E2
9.583333E-1,1.576582E-1,2.142467E-1,2.660033E-1,4.079839E-1,-1.543723E-1,4.362128E-1,7.939146E0,-7.561091E-1,7.975070E0,1.150000E2,1.150000E2,4.079839E-1,4.362128E-1,1.607500E2,1.407500E2
9.666667E-1,1.620688E-1,2.129602E-1,2.676161E-1,3.969573E-1,-1.212925E-1,4.150746E-1,-3.024436E0,2.646382E0,4.018775E0,1.160000E2,1.160000E2,3.969573E-1,4.150746E-1,1.627500E2,1.413333E2
9.750000E-1,1.642742E-1,2.122251E-1,2.683757E-1,2.977180E-1,-9.923932E-2,3.138223E-1,-7.183036E0,-1.890273E0,7.427593E0,1.170000E2,1.170000E2,2.977180E-1,3.138223E-1,1.637500E2,1.416667E2
9.833333E-1,1.670308E-1,2.113062E-1,2.693504E-1,3.087446E-1,-1.543723E-1,3.451869E-1,-1.512218E0,-1.512218E0,2.138599E0,1.180000E2,1.180000E2,3.087446E-1,3.451869E-1,1.650000E2,1.420833E2
9.916667E-1,1.694199E-1,2.096523E-1,2.695499E-1,2.646382E-1,-1.433457E-1,3.009674E-1,-2.268327E0,1.134164E0,2.536067E0,1.190000E2,1.190000E2,2.646382E-1,3.009674E-1,1.660833E2,1.428333E2
1.000000E0,1.714414E-1,2.089171E-1,2.702564E-1,2.646382E-1,-1.102659E-1,2.866914E-1,4.536655E0,-7.561091E-1,4.599232E0,1.200000E2,1.200000E2,2.646382E-1,2.866914E-1,1.670000E2,1.431667E2
1.008333E0,1.738305E-1,2.078145E-1,2.709316E-1,3.418243E-1,-1.653989E-1,3.797376E-1,8.695255E0,-3.402491E0,9.337259E0,1.210000E2,1.210000E2,3.418243E-1,3.797376E-1,1.680833E2,1.436667E2
1.016667E0,1.771385E-1,2.061605E-1,2.718091E-1,4.190105E-1,-1.764255E-1,4.546380E-1,1.058553E1,-1.512218E0,1.069300E1,1.220000E2,1.220000E2,4.190105E-1,4.546380E-1,1.695833E2,1.444167E2
1.025000E0,1.808140E-1,2.048741E-1,2.732528E-1,5.072232E-1,-1.764255E-1,5.370301E-1,1.512218E1,-3.024436E0,1.542166E1,1.230000E2,1.230000E2,5.072232E-1,5.370301E-1,1.712500E2,1.450000E2
1.033333E0,1.855922E-1,2.032201E-1,2.752142E-1,6.726221E-1,-2.315584E-1,7.113647E-1,8.695255E0,-1.890273E0,8.898347E0,1.240000E2,1.240000E2,6.726221E-1,7.113647E-1,1.734167E2,1.457500E2
1.041667E0,1.920244E-1,2.010148E-1,2.779934E-1,6.836486E-1,-2.205318E-1,7.183382E-1,-8.317200E0,2.268327E0,8.620970E0,1.250000E2,1.250000E2,6.836486E-1,7.183382E-1,1.763333E2,1.467500E2
1.050000E0,1.969864E-1,1.995445E-1,2.803955E-1,5.072232E-1,-1.764255E-1,5.370301E-1,-2.041495E1,9.073309E0,2.234043E1,1.260000E2,1.260000E2,5.072232E-1,5.370301E-1,1.785833E2,1.474167E2
1.058333E0,2.004781E-1,1.980743E-1,2.818243E-1,3.418243E-1,-8.821273E-2,3.530232E-1,-9.451364E0,7.561091E-1,9.481560E0,1.270000E2,1.270000E2,3.418243E-1,3.530232E-1,1.801667E2,1.480833E2
1.066667E0,2.026834E-1,1.980743E-1,2.833973E-1,3.307977E-1,-1.212925E-1,3.523337E-1,0.000000E0,-1.134164E0,1.134164E0,1.280000E2,1.280000E2,3.307977E-1,3.523337E-1,1.811667E2,1.480833E2
1.075000E0,2.059914E-1,1.960528E-1,2.843750E-1,3.749041E-1,-1.653989E-1,4.097681E-1,3.780546E0,-4.914709E0,6.200556E0,1.290000E2,1.290000E2,3.749041E-1,4.097681E-1,1.826667E2,1.490000E2
1.083333E0,2.089318E-1,1.953177E-1,2.860096E-1,3.749041E-1,-1.543723E-1,4.054428E-1,5.292764E0,-1.512218E0,5.504557E0,1.300000E2,1.300000E2,3.749041E-1,4.054428E-1,1.840000E2,1.493333E2
1.091667E0,2.122398E-1,1.934799E-1,2.871937E-1,4.631168E-1,-2.205318E-1,5.129439E-1,1.512218E0,-2.268327E0,2.726190E0,1.310000E2,1.310000E2,4.631168E-1,5.129439E-1,1.855000E2,1.501667E2
1.100000E0,2.166505E-1,1.916422E-1,2.892475E-1,4.300371E-1,-1.874520E-1,4.691163E-1,2.646382E0,4.914709E0,5.581909E0,1.320000E2,1.320000E2,4.300371E-1,4.691163E-1,1.875000E2,1.510000E2
1.108333E0,2.194071E-1,1.903557E-1,2.904734E-1,4.520902E-1,-1.323191E-1,4.710562E-1,1.890273E0,3.024436E0,3.566560E0,1.330000E2,1.330000E2,4.520902E-1,4.710562E-1,1.887500E2,1.515833E2
1.116667E0,2.241853E-1,1.894368E-1,2.935053E-1,5.182498E-1,-1.323191E-1,5.348749E-1,3.780546E-1,-2.268327E0,2.299616E0,1.340000E2,1.340000E2,5.182498E-1,5.348749E-1,1.909167E2,1.520000E2
1.125000E0,2.280446E-1,1.881504E-1,2.956432E-1,4.300371E-1,-1.764255E-1,4.648202E-1,-7.939146E0,-7.561091E-1,7.975070E0,1.350000E2,1.350000E2,4.300371E-1,4.648202E-1,1.926667E2,1.525833E2
1.133333E0,2.313526E-1,1.864964E-1,2.971615E-1,3.859307E-1,-1.543723E-1,4.156601E-1,3.402491E0,-1.512218E0,3.723406E0,1.360000E2,1.360000E2,3.859307E-1,4.156601E-1,1.941667E2,1.533333E2
1.141667E0,2.344768E-1,1.855775E-1,2.990291E-1,4.741434E-1,-1.764255E-1,5.059031E-1,2.646382E0,1.512218E0,3.047973E0,1.370000E2,1.370000E2,4.741434E-1,5.059031E-1,1.955833E2,1.537500E2
1.150000E0,2.392550E-1,1.835560E-1,3.015555E-1,4.741434E-1,-1.653989E-1,5.021641E-1,9.451364E0,-4.158600E0,1.032580E1,1.380000E2,1.380000E2,4.741434E-1,5.021641E-1,1.977500E2,1.546667E2
1.158333E0,2.423792E-1,1.828209E-1,3.035970E-1,5.623561E-1,-1.984786E-1,5.963541E-1,7.183036E0,-7.561091E-1,7.222722E0,1.390000E2,1.390000E2,5.623561E-1,5.963541E-1,1.991667E2,1.550000E2
1.166667E0,2.486276E-1,1.802480E-1,3.070912E-1,6.726221E-1,-2.315584E-1,7.113647E-1,4.914709E0,1.890273E0,5.265691E0,1.400000E2,1.400000E2,6.726221E-1,7.113647E-1,2.020000E2,1.561667E2
1.175000E0,2.535895E-1,1.789616E-1,3.103786E-1,5.954359E-1,-1.323191E-1,6.099609E-1,-1.134164E1,6.804982E0,1.322651E1,1.410000E2,1.410000E2,5.954359E-1,6.099609E-1,2.042500E2,1.567500E2
1.183333E0,2.585515E-1,1.780427E-1,3.139237E-1,5.072232E-1,-1.212925E-1,5.215240E-1,-1.058553E1,-3.402491E0,1.111892E1,1.420000E2,1.420000E2,5.072232E-1,5.215240E-1,2.065000E2,1.571667E2
1.191667E0,2.620433E-1,1.769400E-1,3.161874E-1,3.969573E-1,-1.874520E-1,4.389913E-1,-2.268327E0,-3.402491E0,4.089285E0,1.430000E2,1.430000E2,3.969573E-1,4.389913E-1,2.080833E2,1.576667E2
1.200000E0,2.651675E-1,1.749185E-1,3.176638E-1,4.631168E-1,-1.984786E-1,5.038561E-1,7.561091E-1,-1.512218E0,1.690711E0,1.440000E2,1.440000E2,4.631168E-1,5.038561E-1,2.095000E2,1.585833E2
1.208333E0,2.697619E-1,1.736321E-1,3.208108E-1,4.520902E-1,-1.874520E-1,4.894117E-1,-3.780546E-1,1.134164E0,1.195513E0,1.450000E2,1.450000E2,4.520902E-1,4.894117E-1,2.115833E2,1.591667E2
1.216667E0,2.727023E-1,1.717943E-1,3.223039E-1,4.079839E-1,-1.984786E-1,4.537010E-1,-3.780546E-1,0.000000E0,3.780546E-1,1.460000E2,1.460000E2,4.079839E-1,4.537010E-1,2.129167E2,1.600000E2
1.225000E0,2.765616E-1,1.703241E-1,3.248024E-1,4.741434E-1,-1.764255E-1,5.059031E-1,2.646382E0,2.268327E0,3.485491E0,1.470000E2,1.470000E2,4.741434E-1,5.059031E-1,2.146667E2,1.606667E2
1.233333E0,2.806047E-1,1.688539E-1,3.274914E-1,4.520902E-1,-1.653989E-1,4.813963E-1,3.780546E-1,-1.134164E0,1.195513E0,1.480000E2,1.480000E2,4.520902E-1,4.813963E-1,2.165000E2,1.613333E2
1.241667E0,2.840964E-1,1.675674E-1,3.298327E-1,4.631168E-1,-1.874520E-1,4.996153E-1,-3.780546E0,-3.780546E-1,3.799401E0,1.490000E2,1.490000E2,4.631168E-1,4.996153E-1,2.180833E2,1.619167E2
1.250000E0,2.883233E-1,1.657297E-1,3.325607E-1,4.190105E-1,-1.874520E-1,4.590295E-1,-7.561091E-1,1.890273E0,2.035886E0,1.500000E2,1.500000E2,4.190105E-1,4.590295E-1,2.200000E2,1.627500E2
1.258333E0,2.910800E-1,1.644432E-1,3.343189E-1,4.079839E-1,-1.433457E-1,4.324336E-1,-2.646382E0,1.134164E0,2.879178E0,1.510000E2,1.510000E2,4.079839E-1,4.324336E-1,2.212500E2,1.633333E2
1.266667E0,2.951230E-1,1.633406E-1,3.373096E-1,4.190105E-1,-1.653989E-1,4.504737E-1,7.561091E-1,-1.890273E0,2.035886E0,1.520000E2,1.520000E2,4.190105E-1,4.504737E-1,2.230833E2,1.638333E2
1.275000E0,2.980635E-1,1.616866E-1,3.390935E-1,3.859307E-1,-1.874520E-1,4.290463E-1,4.158600E0,-2.646382E0,4.929228E0,1.530000E2,1.530000E2,3.859307E-1,4.290463E-1,2.244167E2,1.645833E2
1.283333E0,3.015552E-1,1.602164E-1,3.414745E-1,4.961966E-1,-1.984786E-1,5.344201E-1,1.171969E1,-1.512218E0,1.181685E1,1.540000E2,1.540000E2,4.961966E-1,5.344201E-1,2.260000E2,1.652500E2
1.291667E0,3.063334E-1,1.583786E-1,3.448535E-1,5.954359E-1,-2.205318E-1,6.349632E-1,6.048873E0,7.561091E-1,6.095946E0,1.550000E2,1.550000E2,5.954359E-1,6.349632E-1,2.281667E2,1.660833E2
1.300000E0,3.114791E-1,1.565408E-1,3.486033E-1,5.954359E-1,-1.874520E-1,6.242453E-1,0.000000E0,1.890273E0,1.890273E0,1.560000E2,1.560000E2,5.954359E-1,6.242453E-1,2.305000E2,1.669167E2
1.308333E0,3.162573E-1,1.552544E-1,3.523104E-1,5.844093E-1,-1.764255E-1,6.104590E-1,1.890273E0,-4.536655E0,4.914709E0,1.570000E2,1.570000E2,5.844093E-1,6.104590E-1,2.326667E2,1.675000E2
1.316667E0,3.212193E-1,1.536004E-1,3.560547E-1,6.285157E-1,-2.646382E-1,6.819570E-1,-4.158600E0,-6.048873E0,7.340492E0,1.580000E2,1.580000E2,6.285157E-1,6.819570E-1,2.349167E2,1.682500E2
1.325000E0,3.267326E-1,1.508438E-1,3.598722E-1,5.403030E-1,-2.977180E-1,6.168981E-1,-7.183036E0,8.695255E0,1.127845E1,1.590000E2,1.590000E2,5.403030E-1,6.168981E-1,2.374167E2,1.695000E2
1.333333E0,3.302244E-1,1.486384E-1,3.621347E-1,4.631168E-1,-1.212925E-1,4.787369E-1,-8.317200E0,9.451364E0,1.258984E1,1.600000E2,1.600000E2,4.631168E-1,4.787369E-1,2.390000E2,1.705000E2
1.341667E0,3.344512E-1,1.488222E-1,3.660678E-1,4.410636E-1,-8.821273E-2,4.497984E-1,7.561091E-1,-1.512218E0,1.690711E0,1.610000E2,1.610000E2,4.410636E-1,4.497984E-1,2.409167E2,1.704167E2
1.350000E0,3.375754E-1,1.471682E-1,3.682603E-1,4.410636E-1,-1.984786E-1,4.836640E-1,8.317200E0,-1.209775E1,1.468098E1,1.620000E2,1.620000E2,4.410636E-1,4.836640E-1,2.423333E2,1.711667E2
1.358333E0,3.418023E-1,1.455142E-1,3.714878E-1,5.954359E-1,-2.646382E-1,6.515960E-1,-9.025764E-13,7.561091E-1,7.561091E-1,1.630000E2,1.630000E2,5.954359E-1,6.515960E-1,2.442500E2,1.719167E2
1.366667E0,3.474993E-1,1.427576E-1,3.756801E-1,4.851700E-1,-2.205318E-1,5.329392E-1,-5.292764E0,4.536655E0,6.970982E0,1.640000E2,1.640000E2,4.851700E-1,5.329392E-1,2.468333E2,1.731667E2
1.375000E0,3.498884E-1,1.418387E-1,3.775449E-1,4.190105E-1,-1.433457E-1,4.428518E-1,5.292764E0,2.646382E0,5.917490E0,1.650000E2,1.650000E2,4.190105E-1,4.428518E-1,2.479167E2,1.735833E2
1.383333E0,3.544829E-1,1.403685E-1,3.812629E-1,6.285157E-1,-1.984786E-1,6.591098E-1,9.451364E0,-7.561091E-1,9.481560E0,1.660000E2,1.660000E2,6.285157E-1,6.591098E-1,2.500000E2,1.742500E2
1.391667E0,3.603637E-1,1.385307E-1,3.860735E-1,5.954359E-1,-1.653989E-1,6.179812E-1,-3.024436E0,1.890273E0,3.566560E0,1.670000E2,1.670000E2,5.954359E-1,6.179812E-1,2.526667E2,1.750833E2
1.400000E0,3.644068E-1,1.376119E-1,3.895245E-1,5.292764E-1,-1.433457E-1,5.483443E-1,-6.804982E0,-3.402491E0,7.608201E0,1.680000E2,1.680000E2,5.292764E-1,5.483443E-1,2.545000E2,1.755000E2
1.408333E0,3.691850E-1,1.361416E-1,3.934871E-1,5.182498E-1,-2.315584E-1,5.676285E-1,8.695255E0,-4.914709E0,9.988084E0,1.690000E2,1.690000E2,5.182498E-1,5.676285E-1,2.566667E2,1.761667E2
1.416667E0,3.730443E-1,1.337526E-1,3.962976E-1,6.285157E-1,-2.425850E-1,6.737058E-1,1.134164E0,1.512218E0,1.890273E0,1.700000E2,1.700000E2,6.285157E-1,6.737058E-1,2.584167E2,1.772500E2
1.425000E0,3.796602E-1,1.320986E-1,4.019850E-1,6.174891E-1,-1.874520E-1,6.453147E-1,7.561091E-1,2.646382E0,2.752279E0,1.710000E2,1.710000E2,6.174891E-1,6.453147E-1,2.614167E2,1.780000E2
1.433333E0,3.833358E-1,1.306283E-1,4.049816E-1,5.513296E-1,-1.984786E-1,5.859676E-1,-8.317200E0,-7.561091E-1,8.351498E0,1.720000E2,1.720000E2,5.513296E-1,5.859676E-1,2.630833E2,1.786667E2
1.441667E0,3.888491E-1,1.287906E-1,4.096225E-1,5.513296E-1,-2.095052E-1,5.897938E-1,-3.024436E0,1.134164E0,3.230100E0,1.730000E2,1.730000E2,5.513296E-1,5.897938E-1,2.655833E2,1.795000E2
1.450000E0,3.925246E-1,1.271366E-1,4.126006E-1,4.520902E-1,-1.764255E-1,4.852953E-1,-8.695255E0,7.561091E-1,8.728067E0,1.740000E2,1.740000E2,4.520902E-1,4.852953E-1,2.672500E2,1.802500E2
1.458333E0,3.963839E-1,1.258502E-1,4.158827E-1,4.300371E-1,-1.874520E-1,4.691163E-1,-4.158600E0,-5.670818E0,7.032221E0,1.750000E2,1.750000E2,4.300371E-1,4.691163E-1,2.690000E2,1.808333E2
1.466667E0,3.996919E-1,1.240124E-1,4.184886E-1,3.749041E-1,-2.756648E-1,4.653430E-1,-1.512218E0,-2.646382E0,3.047973E0,1.760000E2,1.760000E2,3.749041E-1,4.653430E-1,2.705000E2,1.816667E2
1.475000E0,4.026323E-1,1.212557E-1,4.204946E-1,3.969573E-1,-2.536116E-1,4.710562E-1,8.317200E0,3.402491E0,8.986254E0,1.770000E2,1.770000E2,3.969573E-1,4.710562E-1,2.718333E2,1.829167E2
1.483333E0,4.063078E-1,1.197855E-1,4.235972E-1,5.182498E-1,-1.874520E-1,5.511090E-1,1.701245E1,-3.780546E-1,1.701665E1,1.780000E2,1.780000E2,5.182498E-1,5.511090E-1,2.735000E2,1.835833E2
1.491667E0,4.112698E-1,1.181315E-1,4.278994E-1,6.836486E-1,-2.646382E-1,7.330817E-1,8.317200E0,-3.780546E0,9.136101E0,1.790000E2,1.790000E2,6.836486E-1,7.330817E-1,2.757500E2,1.843333E2
1.500000E0,4.177020E-1,1.153749E-1,4.333432E-1,6.836486E-1,-2.756648E-1,7.371340E-1,-1.058553E1,6.426927E0,1.238381E1,1.800000E2,1.800000E2,6.836486E-1,7.371340E-1,2.786667E2,1.855833E2
1.508333E0,4.226639E-1,1.135371E-1,4.376477E-1,4.851700E-1,-1.433457E-1,5.059031E-1,-1.209775E1,5.670818E0,1.336090E1,1.810000E2,1.810000E2,4.851700E-1,5.059031E-1,2.809167E2,1.864167E2
1.516667E0,4.257881E-1,1.129858E-1,4.405239E-1,4.520902E-1,-1.543723E-1,4.777200E-1,1.134164E0,-6.048873E0,6.154282E0,1.820000E2,1.820000E2,4.520902E-1,4.777200E-1,2.823333E2,1.866667E2
1.525000E0,4.301988E-1,1.109643E-1,4.442793E-1,5.403030E-1,-2.756648E-1,6.065627E-1,-1.134164E0,-1.890273E0,2.204418E0,1.830000E2,1.830000E2,5.403030E-1,6.065627E-1,2.843333E2,1.875833E2
1.533333E0,4.347932E-1,1.083914E-1,4.481002E-1,4.410636E-1,-1.984786E-1,4.836640E-1,-6.048873E0,6.804982E0,9.104759E0,1.840000E2,1.840000E2,4.410636E-1,4.836640E-1,2.864167E2,1.887500E2
1.541667E0,4.375498E-1,1.076563E-1,4.505993E-1,3.969573E-1,-1.212925E-1,4.150746E-1,3.024436E0,4.914709E0,5.770752E0,1.850000E2,1.850000E2,3.969573E-1,4.150746E-1,2.876667E2,1.890833E2
1.550000E0,4.414091E-1,1.063698E-1,4.540447E-1,5.182498E-1,-1.433457E-1,5.377089E-1,6.426927E0,-3.402491E0,7.272025E0,1.860000E2,1.860000E2,5.182498E-1,5.377089E-1,2.894167E2,1.896667E2
1.558333E0,4.461873E-1,1.052672E-1,4.584368E-1,5.182498E-1,-1.653989E-1,5.440033E-1,1.890273E0,-1.890273E0,2.673249E0,1.870000E2,1.870000E2,5.182498E-1,5.440033E-1,2.915833E2,1.901667E2
1.566667E0,4.500466E-1,1.036132E-1,4.618200E-1,5.182498E-1,-1.874520E-1,5.511090E-1,3.402491E0,-3.780546E-1,3.423430E0,1.880000E2,1.880000E2,5.182498E-1,5.511090E-1,2.933333E2,1.909167E2
1.575000E0,4.548248E-1,1.021430E-1,4.661532E-1,5.954359E-1,-1.653989E-1,6.179812E-1,1.058553E1,1.890273E0,1.075298E1,1.890000E2,1.890000E2,5.954359E-1,6.179812E-1,2.955000E2,1.915833E2
1.583333E0,4.599706E-1,1.008566E-1,4.708980E-1,6.836486E-1,-1.543723E-1,7.008611E-1,3.780546E0,-8.317200E0,9.136101E0,1.900000E2,1.900000E2,6.836486E-1,7.008611E-1,2.978333E2,1.921667E2
1.591667E0,4.662190E-1,9.957012E-2,4.767330E-1,6.836486E-1,-2.866914E-1,7.413281E-1,4.536655E0,-7.561091E0,8.817672E0,1.910000E2,1.910000E2,6.836486E-1,7.413281E-1,3.006667E2,1.927500E2
1.600000E0,4.713647E-1,9.607836E-2,4.810569E-1,7.167284E-1,-3.307977E-1,7.893838E-1,1.890273E0,-6.048873E0,6.337349E0,1.920000E2,1.920000E2,7.167284E-1,7.893838E-1,3.030000E2,1.943333E2
1.608333E0,4.781644E-1,9.405682E-2,4.873273E-1,7.608348E-1,-3.307977E-1,8.296365E-1,1.323191E1,2.268327E0,1.342493E1,1.930000E2,1.930000E2,7.608348E-1,8.296365E-1,3.060833E2,1.952500E2
1.616667E0,4.840453E-1,9.056507E-2,4.924448E-1,8.821273E-1,-3.418243E-1,9.460404E-1,7.561091E-1,4.914709E0,4.972531E0,1.940000E2,1.940000E2,8.821273E-1,9.460404E-1,3.087500E2,1.968333E2
1.625000E0,4.928666E-1,8.835975E-2,5.007244E-1,8.600741E-1,-2.205318E-1,8.878974E-1,0.000000E0,2.268327E0,2.268327E0,1.950000E2,1.950000E2,8.600741E-1,8.878974E-1,3.127500E2,1.978333E2
1.633333E0,4.983799E-1,8.688954E-2,5.058975E-1,7.828880E-1,-2.866914E-1,8.337299E-1,-8.695255E0,-3.024436E0,9.206230E0,1.960000E2,1.960000E2,7.828880E-1,8.337299E-1,3.152500E2,1.985000E2
1.641667E0,5.059147E-1,8.358156E-2,5.127724E-1,7.939146E-1,-3.197711E-1,8.558936E-1,-9.829418E0,4.158600E0,1.067293E1,1.970000E2,1.970000E2,7.939146E-1,8.558936E-1,3.186667E2,2.000000E2
1.650000E0,5.116118E-1,8.156002E-2,5.180720E-1,5.844093E-1,-1.874520E-1,6.137365E-1,-2.154911E1,1.398802E1,2.569103E1,1.980000E2,1.980000E2,5.844093E-1,6.137365E-1,3.212500E2,2.009167E2
1.658333E0,5.156549E-1,8.045736E-2,5.218940E-1,4.300371E-1,-8.821273E-2,4.389913E-1,-1.247580E1,-7.561091E-1,1.249869E1,1.990000E2,1.990000E2,4.300371E-1,4.389913E-1,3.230833E2,2.014167E2
1.666667E0,5.187791E-1,8.008981E-2,5.249248E-1,3.749041E-1,-1.764255E-1,4.143417E-1,4.536655E0,-7.561091E0,8.817672E0,2.000000E2,2.000000E2,3.749041E-1,4.143417E-1,3.245000E2,2.015833E2
1.675000E0,5.219033E-1,7.751694E-2,5.276286E-1,4.961966E-1,-2.646382E-1,5.623561E-1,1.550024E1,-6.048873E0,1.663870E1,2.010000E2,2.010000E2,4.961966E-1,5.623561E-1,3.259167E2,2.027500E2
1.683333E0,5.270490E-1,7.567917E-2,5.324547E-1,6.615955E-1,-2.425850E-1,7.046673E-1,1.209775E1,4.536655E0,1.292040E1,2.020000E2,2.020000E2,6.615955E-1,7.046673E-1,3.282500E2,2.035833E2
1.691667E0,5.329299E-1,7.347385E-2,5.379708E-1,6.946752E-1,-2.095052E-1,7.255799E-1,1.398802E1,-1.134164E0,1.403392E1,2.030000E2,2.030000E2,6.946752E-1,7.255799E-1,3.309167E2,2.045833E2
1.700000E0,5.386269E-1,7.218742E-2,5.434427E-1,8.600741E-1,-2.315584E-1,8.907002E-1,2.268327E0,1.890273E0,2.952700E0,2.040000E2,2.040000E2,8.600741E-1,8.907002E-1,3.335000E2,2.051667E2
1.708333E0,5.472644E-1,6.961455E-2,5.516743E-1,8.159677E-1,-2.205318E-1,8.452441E-1,-1.058553E1,-3.024436E0,1.100911E1,2.050000E2,2.050000E2,8.159677E-1,8.452441E-1,3.374167E2,2.063333E2
1.716667E0,5.522264E-1,6.851189E-2,5.564601E-1,5.954359E-1,-2.315584E-1,6.388765E-1,-7.561091E0,-1.890273E0,7.793794E0,2.060000E2,2.060000E2,5.954359E-1,6.388765E-1,3.396667E2,2.068333E2
1.725000E0,5.571884E-1,6.575524E-2,5.610549E-1,7.057018E-1,-2.977180E-1,7.659315E-1,1.360996E1,-1.890273E0,1.374061E1,2.070000E2,2.070000E2,7.057018E-1,7.659315E-1,3.419167E2,2.080833E2
1.733333E0,5.639881E-1,6.354992E-2,5.675572E-1,8.490475E-1,-2.425850E-1,8.830227E-1,6.426927E0,3.024436E0,7.103000E0,2.080000E2,2.080000E2,8.490475E-1,8.830227E-1,3.450000E2,2.090833E2
1.741667E0,5.713391E-1,6.171215E-2,5.746623E-1,8.159677E-1,-2.425850E-1,8.512643E-1,-9.829418E0,-3.780546E0,1.053138E1,2.090000E2,2.090000E2,8.159677E-1,8.512643E-1,3.483333E2,2.099167E2
1.750000E0,5.775875E-1,5.950684E-2,5.806448E-1,6.726221E-1,-3.087446E-1,7.400970E-1,-1.852467E1,3.024436E0,1.876994E1,2.100000E2,2.100000E2,6.726221E-1,7.400970E-1,3.511667E2,2.109167E2
1.758333E0,5.825495E-1,5.656641E-2,5.852894E-1,5.072232E-1,-2.205318E-1,5.530910E-1,4.536655E0,2.268327E0,5.072134E0,2.110000E2,2.110000E2,5.072232E-1,5.530910E-1,3.534167E2,2.122500E2
1.766667E0,5.860413E-1,5.583131E-2,5.886947E-1,6.946752E-1,-2.095052E-1,7.255799E-1,2.835409E1,-7.183036E0,2.924980E1,2.120000E2,2.120000E2,6.946752E-1,7.255799E-1,3.550000E2,2.125833E2
1.775000E0,5.941274E-1,5.307466E-2,5.964934E-1,1.058553E0,-3.859307E-1,1.126710E0,1.512218E0,-1.890273E0,2.420730E0,2.130000E2,2.130000E2,1.058553E0,1.126710E0,3.586667E2,2.138333E2
1.783333E0,6.036838E-1,4.939913E-2,6.057016E-1,7.608348E-1,-2.646382E-1,8.055451E-1,-2.079300E1,8.317200E0,2.239475E1,2.140000E2,2.140000E2,7.608348E-1,8.055451E-1,3.630000E2,2.155000E2
1.791667E0,6.068080E-1,4.866402E-2,6.087562E-1,5.623561E-1,-1.764255E-1,5.893814E-1,-6.426927E0,1.512218E0,6.602439E0,2.150000E2,2.150000E2,5.623561E-1,5.893814E-1,3.644167E2,2.158333E2
1.800000E0,6.130564E-1,4.645870E-2,6.148143E-1,7.608348E-1,-2.866914E-1,8.130569E-1,1.776856E1,-9.829418E0,2.030614E1,2.160000E2,2.160000E2,7.608348E-1,8.130569E-1,3.672500E2,2.168333E2
1.808333E0,6.194886E-1,4.388583E-2,6.210411E-1,8.269943E-1,-3.307977E-1,8.907002E-1,-2.646382E0,6.804982E0,7.301446E0,2.170000E2,2.170000E2,8.269943E-1,8.907002E-1,3.701667E2,2.180000E2
1.816667E0,6.268397E-1,4.094541E-2,6.281755E-1,7.498082E-1,-1.984786E-1,7.756327E-1,-7.561091E0,4.536655E0,8.817672E0,2.180000E2,2.180000E2,7.498082E-1,7.756327E-1,3.735000E2,2.193333E2
1.825000E0,6.319854E-1,4.057786E-2,6.332867E-1,6.505689E-1,-1.874520E-1,6.770363E-1,-5.670818E0,1.134164E0,5.783123E0,2.190000E2,2.190000E2,6.505689E-1,6.770363E-1,3.758333E2,2.195000E2
1.833333E0,6.376825E-1,3.782121E-2,6.388031E-1,6.836486E-1,-2.536116E-1,7.291737E-1,3.024436E0,-4.914709E0,5.770752E0,2.200000E2,2.200000E2,6.836486E-1,7.291737E-1,3.784167E2,2.207500E2
1.841667E0,6.433795E-1,3.635100E-2,6.444056E-1,6.946752E-1,-2.205318E-1,7.288402E-1,-1.890273E0,3.780546E0,4.226778E0,2.210000E2,2.210000E2,6.946752E-1,7.288402E-1,3.810000E2,2.214167E2
1.850000E0,6.492604E-1,3.414568E-2,6.501577E-1,6.615955E-1,-2.205318E-1,6.973829E-1,-2.268327E0,-4.536655E0,5.072134E0,2.220000E2,2.220000E2,6.615955E-1,6.973829E-1,3.836667E2,2.224167E2
1.858333E0,6.544061E-1,3.267546E-2,6.552214E-1,6.395423E-1,-2.646382E-1,6.921327E-1,1.058553E1,-5.292764E0,1.183498E1,2.230000E2,2.230000E2,6.395423E-1,6.921327E-1,3.860000E2,2.230833E2
