"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.014974630E-1,-1.219776869E-1,1.619672775E-2,4.368877411E-2
3.063195460E-1,-5.896463990E-2,-1.320695877E-2,-4.672288895E-2
3.111415770E-1,-1.232415438E-2,-4.989290237E-2,-1.445207596E-1
3.159636090E-1,4.271626472E-3,-7.485151291E-2,-2.275938988E-1
3.207856400E-1,7.583171129E-3,-1.000719070E-1,-2.238359451E-1
3.256076710E-1,1.276639104E-2,-9.629058838E-2,-2.182655334E-1
3.304297020E-1,4.523706436E-2,-7.348346710E-2,-2.331790924E-1
3.352517340E-1,7.354861498E-2,-2.961349487E-2,-1.956191063E-1
3.400738170E-1,1.092290878E-1,-3.814697266E-4,-1.369690895E-1
3.448958480E-1,1.530858874E-1,5.077791214E-2,-5.165958405E-2
3.497178800E-1,1.977191865E-1,8.687782288E-2,8.000183105E-2
3.545399110E-1,2.406607270E-1,7.401180267E-2,2.092909813E-1
3.593619420E-1,3.008369207E-1,5.884075165E-2,2.189965248E-1
3.641839730E-1,3.463581502E-1,5.676364899E-2,1.817059517E-1
3.690060570E-1,3.341735005E-1,3.820323944E-2,1.640071869E-1
3.738280880E-1,2.628939152E-1,1.637983322E-2,1.478958130E-1
3.786501190E-1,2.289778888E-1,1.598834991E-2,1.427793503E-1
3.834721500E-1,2.129393220E-1,2.268171310E-2,7.662010193E-2
3.882941820E-1,2.029765248E-1,-3.530502319E-3,-8.516311646E-3
3.931162130E-1,1.543866694E-1,-4.438686371E-2,-5.713701248E-2
3.979382960E-1,1.068314612E-1,-6.787967682E-2,-9.341144562E-2
4.027603270E-1,5.088129640E-2,-5.882453918E-2,-1.801047325E-1
4.075823590E-1,-1.558342576E-2,-7.655620575E-2,-2.329020500E-1
4.124043900E-1,-4.651811719E-2,-1.100587845E-1,-2.017273903E-1
4.172264210E-1,-1.637026668E-2,-1.155281067E-1,-1.702961922E-1
4.220484520E-1,9.389281273E-3,-1.252532005E-1,-1.774225235E-1
4.268705360E-1,4.040020704E-2,-1.108007431E-1,-1.955018044E-1
4.316925670E-1,2.111634612E-2,-9.960603714E-2,-1.784329414E-1
4.365145980E-1,-8.830696344E-3,-7.161569595E-2,-1.278557777E-1
4.413366300E-1,-3.883758187E-2,-2.957916260E-2,-8.299732208E-2
4.461586610E-1,-6.065094471E-2,3.892898560E-3,-3.548240662E-2
4.509806920E-1,-5.576404929E-2,5.362081528E-2,1.946163177E-2
4.558027230E-1,-3.517597914E-2,9.327745438E-2,9.016895294E-2
4.606248070E-1,-4.298505187E-2,1.405420303E-1,1.553564072E-1
4.654468380E-1,-7.300633192E-2,1.810784340E-1,2.069330215E-1
4.702688690E-1,-8.621415496E-2,2.183818817E-1,2.310562134E-1
4.750909000E-1,-7.699063420E-2,2.335238457E-1,2.470593452E-1
4.799129320E-1,-8.242776990E-2,2.138381004E-1,2.006750107E-1
4.847349630E-1,-1.223288774E-1,1.880240440E-1,1.612739563E-1
4.895570460E-1,-1.538203955E-1,1.467857361E-1,1.062197685E-1
4.943790770E-1,-1.603586078E-1,1.246013641E-1,3.920841217E-2
4.992011090E-1,-1.918653846E-1,1.106934547E-1,-5.509042740E-2
5.040231400E-1,-2.138541639E-1,1.133451462E-1,-1.055655479E-1
5.088451710E-1,-1.507823467E-1,1.288199425E-1,-1.233983040E-1
5.136672020E-1,-1.466753781E-1,1.474809647E-1,-9.948921204E-2
5.184892860E-1,-1.501011550E-1,1.302270889E-1,-2.127313614E-2
5.233113170E-1,-1.325960755E-1,1.283478737E-1,-8.825778961E-3
5.281333480E-1,-1.121156216E-1,1.583013535E-1,-2.598142624E-2
5.329553800E-1,-1.100410819E-1,1.607227325E-1,-5.108356476E-3
5.377774110E-1,-9.428355098E-2,1.760983467E-1,6.406259537E-2
5.425994420E-1,-1.063730717E-1,2.302374840E-1,1.030015945E-1
5.474214730E-1,-1.260421872E-1,2.635941505E-1,1.605272293E-1
5.522435570E-1,-1.556677222E-1,2.633080482E-1,2.412476540E-1
5.570655880E-1,-1.950660348E-1,2.699308395E-1,2.633152008E-1
5.618876190E-1,-1.576138139E-1,2.633647919E-1,2.189779282E-1
5.667096500E-1,-1.054908931E-1,2.508850098E-1,1.621718407E-1
5.715316820E-1,-9.189254045E-2,1.994223595E-1,1.178669930E-1
5.763537130E-1,-8.558052778E-2,1.283006668E-1,9.185934067E-2
5.811757440E-1,-7.215151191E-2,6.971311569E-2,3.300762177E-2
5.859978270E-1,-5.991271138E-2,2.119731903E-2,-3.590488434E-2
5.908198590E-1,-6.402844191E-2,-5.529403687E-3,-7.567358017E-2
5.956418900E-1,-5.360126495E-2,-4.853105545E-2,-1.127190590E-1
6.004639210E-1,-4.646977782E-2,-8.048057556E-2,-1.398925781E-1
6.052859520E-1,-2.238863707E-2,-7.661485672E-2,-1.632099152E-1
6.101080360E-1,4.251867533E-3,-8.711719513E-2,-1.032485962E-1
6.149300670E-1,2.383565903E-2,-8.349752426E-2,-3.892755508E-2
6.197520980E-1,3.282019496E-2,-7.656288147E-2,-3.190279007E-2
6.245741300E-1,2.526199818E-2,-7.930660248E-2,-2.299308777E-3
6.293961610E-1,6.041198969E-3,-9.649801254E-2,5.808591843E-2
6.342181920E-1,1.554769278E-2,-1.113166809E-1,5.760765076E-2
6.390402750E-1,-1.183170080E-2,-8.449125290E-2,4.948616028E-3
6.438623070E-1,-5.095046759E-2,-7.675886154E-2,-1.117706299E-3
6.486843380E-1,-1.397865117E-1,-1.128921509E-1,4.376888275E-2
6.535063690E-1,-2.412817776E-1,-1.556706429E-1,1.812744141E-2
6.583284000E-1,-2.510126233E-1,-1.798744202E-1,-6.938123703E-2
6.631504320E-1,-2.562501729E-1,-2.151255608E-1,-1.425018311E-1
6.679724630E-1,-2.805680037E-1,-2.410426140E-1,-1.789412498E-1
6.727945460E-1,-2.787060738E-1,-2.813258171E-1,-2.052106857E-1
6.776165770E-1,-1.901474595E-1,-2.930569649E-1,-2.392716408E-1
6.824386090E-1,-1.105250120E-1,-3.097529411E-1,-2.181277275E-1
6.872606400E-1,7.797926664E-3,-3.446249962E-1,-8.624601364E-2
6.920826710E-1,1.039487422E-1,-3.691239357E-1,-2.481555939E-2
6.969047020E-1,1.615356207E-1,-3.167715073E-1,-8.200502396E-2
7.017267860E-1,1.427341104E-1,-2.512617111E-1,-8.226394653E-2
7.065488170E-1,6.930971146E-2,-1.776266098E-1,-5.744457245E-3
7.113708480E-1,3.284636140E-2,-9.369468689E-2,5.567216873E-2
7.161928800E-1,4.971429706E-2,-1.989793777E-2,9.397649765E-2
7.210149110E-1,7.682174444E-2,3.898191452E-2,1.260843277E-1
7.258369420E-1,8.452531695E-2,9.475326538E-2,1.901845932E-1
7.306589730E-1,8.149528503E-2,1.662406921E-1,2.268671989E-1
7.354810570E-1,9.882691503E-2,2.163953781E-1,2.293758392E-1
7.403030880E-1,7.969337702E-2,2.370657921E-1,2.075190544E-1
7.451251190E-1,6.966820359E-2,2.213416100E-1,1.698427200E-1
7.499471500E-1,2.500250936E-2,2.098298073E-1,1.129612923E-1
7.547691820E-1,1.379695535E-2,1.692943573E-1,6.431102753E-2
7.595912130E-1,2.802968025E-3,1.462898254E-1,2.735567093E-2
7.644132960E-1,6.447553635E-3,1.312232018E-1,-4.667997360E-2
7.692353270E-1,2.938073874E-2,9.801054001E-2,-9.468030930E-2
7.740573590E-1,3.712427616E-2,6.345176697E-2,-6.943082809E-2
7.788793900E-1,7.960271835E-2,4.770612717E-2,-2.016639709E-2
7.837014210E-1,1.161291301E-1,1.267671585E-2,8.994102478E-3
7.885234520E-1,1.322892159E-1,2.147150040E-2,3.476047516E-2
7.933455360E-1,8.864119649E-2,5.127286911E-2,5.824804306E-2
7.981675670E-1,3.635320067E-2,8.543395996E-2,6.391191483E-2
8.029895980E-1,-1.672136784E-2,9.909057617E-2,8.501625061E-2
8.078116300E-1,-8.626252413E-2,1.008758545E-1,8.211946487E-2
8.126336610E-1,-1.179635823E-1,1.040396690E-1,5.767965317E-2
8.174556920E-1,-1.657489836E-1,1.027598381E-1,3.666400909E-2
8.222777230E-1,-1.940355301E-1,9.471750259E-2,3.444051743E-2
8.270998070E-1,-1.972420812E-1,9.786701202E-2,1.989459991E-2
8.319218380E-1,-1.589040756E-1,8.118820190E-2,2.167558670E-2
8.367438690E-1,-1.220507324E-1,6.026172638E-2,1.592493057E-2
8.415659000E-1,-8.782148361E-2,4.325342178E-2,8.798599243E-3
8.463879320E-1,-6.916236877E-2,2.549409866E-2,-4.535198212E-3
8.512100150E-1,-7.286301255E-2,-1.421451569E-3,-2.510356903E-2
8.560320460E-1,-5.824184418E-2,-5.389213562E-3,-3.740549088E-2
8.608540770E-1,-5.622071028E-2,-1.866960526E-2,-7.232093811E-2
8.656761090E-1,-4.036390781E-2,-3.764200211E-2,-1.237001419E-1
8.704981400E-1,-7.015827298E-2,-2.547121048E-2,-1.451430321E-1
8.753201710E-1,-9.417918324E-2,-2.998781204E-2,-1.213722229E-1
8.801422020E-1,-6.970340014E-2,-2.492427826E-2,-8.600282669E-2
8.849642860E-1,-3.846377134E-2,-1.762390137E-2,-5.678319931E-2
8.897863170E-1,7.315278053E-4,-9.267330170E-3,-4.791688919E-2
8.946083480E-1,1.108032465E-2,1.672315598E-2,-1.412582397E-2
8.994303800E-1,3.614455462E-3,4.952669144E-2,-1.731014252E-2
9.042524110E-1,-1.328316331E-2,7.015419006E-2,-1.448631287E-3
9.090744420E-1,-5.625525117E-2,9.407091141E-2,1.199197769E-2
9.138965250E-1,-1.014963686E-1,1.023559570E-1,2.175283432E-2
9.187185570E-1,-1.573126018E-1,1.082754135E-1,1.684188843E-3
9.235405880E-1,-1.666423976E-1,9.767389297E-2,-3.971529007E-2
9.283626190E-1,-1.606598794E-1,1.146869659E-1,-6.438922882E-2
9.331846500E-1,-1.560596824E-1,1.163825989E-1,-6.536674500E-2
9.380066820E-1,-1.659106612E-1,9.931707382E-2,-7.961368561E-2
9.428287130E-1,-1.615557671E-1,1.063404083E-1,-9.276056290E-2
9.476507960E-1,-1.394669414E-1,8.618688583E-2,-7.985401154E-2
9.524728270E-1,-1.152483225E-1,8.645772934E-2,-4.578065872E-2
9.572948590E-1,-1.018895805E-1,6.658315659E-2,-1.794481277E-2
9.621168900E-1,-7.321715355E-2,4.203653336E-2,7.372856140E-3
9.669389210E-1,-6.364610791E-2,4.250192642E-2,2.546882629E-2
9.717609520E-1,-3.388711810E-2,3.097105026E-2,2.930164337E-2
9.765830360E-1,-4.691618681E-2,1.943254471E-2,8.296012878E-3
9.814050670E-1,-5.731442571E-2,9.027481079E-3,1.848220825E-3
9.862270980E-1,-5.681023002E-2,-2.079010010E-4,2.522039413E-2
9.910491300E-1,-4.188588262E-2,-1.189374924E-2,4.380559921E-2
9.958711610E-1,-3.203272820E-3,-9.443283081E-3,5.649423599E-2
1.000693192E0,2.119162679E-2,-2.425193787E-3,5.856132507E-2
1.005515275E0,-1.516252756E-2,3.233909607E-3,7.850980759E-2
1.010337307E0,-9.762343764E-2,2.412986755E-2,7.824325562E-2
1.015159338E0,-1.404970288E-1,4.235792160E-2,8.638095856E-2
1.019981369E0,-1.679891348E-1,8.172988892E-2,6.600904465E-2
1.024803400E0,-1.696621776E-1,7.802009583E-2,6.479930878E-2
1.029625432E0,-1.575180590E-1,6.838417053E-2,6.478500366E-2
1.034447463E0,-1.256072819E-1,4.582214355E-2,2.437686920E-2
1.039269546E0,-9.895876050E-2,3.067779541E-2,-3.360605240E-2
1.044091577E0,-4.770529270E-2,1.561164856E-3,-4.259014130E-2
1.048913609E0,-2.175882459E-2,-4.265928268E-2,-1.360082626E-2
1.053735640E0,-7.794767618E-3,-7.576465607E-2,-5.076885223E-3
1.058557671E0,-2.353852987E-2,-4.797649384E-2,-4.773426056E-2
1.063379755E0,-8.415985107E-2,-2.515840530E-2,-2.241039276E-2
1.068201786E0,-1.454739571E-1,4.493713379E-3,3.838491440E-2
1.073023817E0,-1.743462980E-1,1.008129120E-2,3.942823410E-2
1.077845848E0,-1.708138585E-1,2.268743515E-2,1.204490662E-2
1.082667880E0,-1.671590805E-1,3.765916824E-2,-6.383323669E-2
1.087489911E0,-1.228052676E-1,1.341295242E-2,-9.046936035E-2
1.092311942E0,-9.365513921E-2,-5.457353592E-2,-4.443740845E-2
1.097134025E0,-4.727721214E-2,-1.101264954E-1,-6.281566620E-2
1.101956057E0,5.742579699E-3,-1.294832230E-1,-1.475520134E-1
1.106778088E0,3.095561266E-2,-1.531152725E-1,-1.938424110E-1
1.111600119E0,1.909980178E-2,-1.311850548E-1,-1.723165512E-1
1.116422150E0,-2.128157020E-2,-9.370660782E-2,-1.571292877E-1
1.121244182E0,-4.038116336E-2,-5.614948273E-2,-1.542453766E-1
1.126066265E0,-6.817451119E-2,3.972530365E-3,-1.184339523E-1
1.130888296E0,-8.821409941E-2,3.777074814E-2,-6.653928757E-2
1.135710327E0,-8.410999179E-2,7.383155823E-2,-2.351903915E-2
1.140532359E0,-6.221523881E-2,1.003379822E-1,-8.353710175E-3
1.145354390E0,-6.545117497E-2,1.185379028E-1,-6.289482117E-4
1.150176421E0,-9.861308336E-2,1.379766464E-1,6.835937500E-3
1.154998505E0,-1.225687265E-1,1.407504082E-1,3.547334671E-2
1.159820536E0,-1.066107154E-1,1.399383545E-1,6.147098541E-2
1.164642567E0,-5.823847651E-2,1.390910149E-1,8.013916016E-2
1.169464598E0,-2.513405681E-2,1.345968246E-1,7.853412628E-2
1.174286630E0,-2.137506008E-2,1.229171753E-1,4.497289658E-2
1.179108661E0,-5.022835732E-2,1.123356819E-1,6.165885925E-2
1.183930692E0,-7.347619534E-2,1.371312141E-1,9.624719620E-2
1.188752775E0,-7.208094001E-2,1.364212036E-1,1.379857063E-1
1.193574807E0,-5.559000373E-2,1.246237755E-1,1.441402435E-1
1.198396838E0,-2.397635579E-2,1.432561874E-1,1.234087944E-1
1.203218869E0,-2.578738332E-2,1.553440094E-1,8.665561676E-2
1.208040900E0,-3.798663616E-2,1.277751923E-1,8.499240875E-2
1.212862932E0,-3.541204333E-2,1.083130836E-1,7.307434082E-2
1.217685015E0,-3.105124831E-2,9.218549728E-2,5.570602417E-2
1.222507046E0,-1.873478293E-2,5.695962906E-2,2.570486069E-2
1.227329077E0,1.708826423E-2,3.124856949E-2,-1.441812515E-2
1.232151109E0,3.950417042E-2,4.416465759E-3,-1.366806030E-2
1.236973140E0,4.747176170E-2,-8.048057556E-3,-5.650520325E-3
1.241795171E0,6.006699800E-2,-9.820461273E-3,-1.653242111E-2
1.246617255E0,6.174042821E-2,-9.346008301E-4,-1.122474670E-3
1.251439286E0,7.854777575E-2,6.687164307E-3,3.320837021E-2
1.256261317E0,7.692226768E-2,2.493286133E-2,3.526115417E-2
1.261083348E0,8.052369952E-2,5.729293823E-2,3.375005722E-2
1.265905380E0,4.636466503E-2,7.635784149E-2,6.310176849E-2
1.270727411E0,8.937865496E-3,9.163761139E-2,1.041445732E-1
1.275549494E0,1.203685999E-2,1.019144058E-1,1.378479004E-1
1.280371525E0,2.922779322E-2,1.072158813E-1,1.227593422E-1
1.285193557E0,6.032276154E-2,6.846570969E-2,9.365463257E-2
1.290015588E0,7.560324669E-2,4.776716232E-2,7.197475433E-2
1.294837619E0,6.101453304E-2,4.489469528E-2,6.484413147E-2
1.299659650E0,3.459680080E-2,3.978729248E-3,3.532600403E-2
1.304481734E0,2.254360914E-2,3.713130951E-3,-2.476406097E-2
1.309303765E0,-2.489686012E-4,-8.396148682E-3,-8.555936813E-2
1.314125796E0,-2.310490608E-2,-1.299381256E-3,-1.008820534E-1
1.318947827E0,-5.928486586E-2,-1.320266724E-2,-9.122562408E-2
1.323769859E0,-6.254112720E-2,-2.259922028E-2,-7.460021973E-2
1.328591890E0,-5.813550949E-2,-3.381252289E-3,-6.533432007E-2
1.333413921E0,-2.485036850E-2,-1.147508621E-2,-6.581354141E-2
1.338236005E0,-1.877439022E-2,-1.820421219E-2,-3.560543060E-2
1.343058036E0,1.021510363E-2,-3.198385239E-2,-6.905078888E-3
1.347880067E0,7.257878780E-3,-6.453704834E-2,1.191091537E-2
1.352702098E0,3.317749500E-2,-5.994176865E-2,2.211093903E-2
1.357524130E0,4.736208916E-2,-7.074356079E-2,2.616691589E-2
1.362346161E0,4.755342007E-2,-9.083414078E-2,2.289962769E-2
1.367168244E0,3.402614594E-2,-1.165289879E-1,1.234102249E-2
1.371990275E0,1.043432951E-2,-1.382613182E-1,-1.971387863E-2
1.376812307E0,4.252195358E-3,-1.417531967E-1,-4.585313797E-2
1.381634338E0,2.402901649E-3,-1.484713554E-1,-8.395242691E-2
1.386456369E0,1.807779074E-2,-1.677770615E-1,-1.102619171E-1
1.391278400E0,5.363237858E-2,-1.617264748E-1,-1.176333427E-1
1.396100432E0,5.562806129E-2,-1.600732803E-1,-1.383581161E-1
1.400922515E0,6.947433949E-2,-1.283087730E-1,-1.747493744E-1
1.405744546E0,3.348594904E-2,-1.225013733E-1,-1.981453896E-1
1.410566577E0,1.324361563E-2,-1.104187965E-1,-1.683063507E-1
1.415388609E0,-1.163786650E-2,-8.507061005E-2,-1.045947075E-1
1.420210640E0,-2.212482691E-2,-5.259704590E-2,-7.483148575E-2
1.425032723E0,-3.985530138E-2,-2.856636047E-2,-3.239870071E-2
1.429854755E0,-6.594741344E-2,4.816055298E-3,1.435947418E-2
1.434676786E0,-6.125128269E-2,5.211925507E-2,6.549119949E-2
1.439498817E0,-3.783035278E-2,7.167434692E-2,8.302307129E-2
1.444320848E0,-4.091441631E-2,1.074824333E-1,1.088747978E-1
1.449142880E0,-2.753055096E-2,1.272120476E-1,1.846513748E-1
1.453964911E0,-3.636538982E-3,1.309180260E-1,2.162885666E-1
1.458786994E0,3.799253702E-2,1.175441742E-1,2.089138031E-1
1.463609025E0,9.961110353E-2,1.109199524E-1,1.711978912E-1
1.468431057E0,1.042610407E-1,9.921932220E-2,1.270618439E-1
1.473253088E0,1.105542779E-1,7.424402237E-2,5.870437622E-2
1.478075119E0,8.415251970E-2,5.876111984E-2,-1.241445541E-2
1.482897150E0,5.735385418E-2,3.375005722E-2,-5.783510208E-2
1.487719234E0,7.541567087E-2,4.018306732E-3,-7.299804688E-2
1.492541265E0,8.227401972E-2,-2.985000610E-3,-9.385061264E-2
1.497363296E0,1.089194119E-1,-2.060174942E-2,-1.097269058E-1
1.502185327E0,1.350209713E-1,-3.565597534E-2,-9.934282303E-2
1.507007359E0,1.450107098E-1,-4.104089737E-2,-7.480287552E-2
1.511829390E0,1.127035022E-1,2.337932587E-3,-3.269863129E-2
1.516651473E0,1.082454026E-1,2.399635315E-2,1.857185364E-2
1.521473505E0,1.145863235E-1,5.367994308E-2,8.493471146E-2
1.526295536E0,1.075931191E-1,7.820844650E-2,1.223988533E-1
1.531117567E0,6.578388810E-2,9.762382507E-2,1.691532135E-1
1.535939598E0,2.242928743E-2,1.142568588E-1,1.872119904E-1
1.540761630E0,-4.050529003E-2,1.186652184E-1,1.981267929E-1
1.545583713E0,-5.639451742E-2,1.394252777E-1,1.663656235E-1
1.550405744E0,-5.648934841E-2,1.195378304E-1,9.457826614E-2
1.555227775E0,-3.600382805E-2,9.855127335E-2,3.882551193E-2
1.560049807E0,-4.954558611E-2,7.769584656E-2,1.912117004E-2
1.564871838E0,-2.907049656E-2,4.627466202E-2,1.383590698E-2
1.569693869E0,7.603228092E-3,1.512813568E-2,-4.245042801E-2
1.574515900E0,5.706095695E-2,-1.527309418E-3,-8.758020401E-2
1.579337984E0,8.253037930E-2,-4.055643082E-2,-9.912729263E-2
1.584160015E0,7.489305735E-2,-5.076599121E-2,-9.751939774E-2
1.588982046E0,3.563648462E-2,-5.731391907E-2,-7.811641693E-2
1.593804077E0,1.246994734E-2,-2.946710587E-2,-3.150272369E-2
1.598626109E0,-7.730841637E-3,-1.973342896E-2,5.917549133E-4
1.603448140E0,-3.092938662E-2,-1.130151749E-2,6.376266479E-3
1.608270171E0,-3.217250109E-2,-2.964019775E-3,-4.445552826E-3
1.613092255E0,-3.648024797E-2,2.543640137E-2,-1.747989655E-2
1.617914286E0,-6.871974468E-2,2.760076523E-2,-2.096939087E-2
1.622736317E0,-8.725899458E-2,1.208305359E-2,-1.146888733E-2
1.627558348E0,-7.545763254E-2,3.603935242E-2,-3.421401978E-2
1.632380380E0,-5.622607470E-2,2.561044693E-2,-5.693769455E-2
1.637202463E0,-4.736894369E-2,2.261543274E-2,-4.286098480E-2
1.642024494E0,-2.997487783E-2,-8.679866791E-3,-7.657051086E-3
1.646846525E0,-2.558070421E-2,-9.949207306E-3,1.649904251E-2
1.651668557E0,-1.167434454E-2,-2.875804901E-3,4.518032074E-2
1.656490588E0,8.254051208E-4,-1.013803482E-2,5.585527420E-2
1.661312619E0,2.365559340E-2,-1.264858246E-2,7.240438461E-2
1.666134650E0,3.532844782E-2,-3.776550293E-2,5.564975739E-2
1.670956734E0,7.501912117E-2,-6.508302689E-2,2.954959869E-2
1.675778765E0,7.953757048E-2,-9.696674347E-2,-9.374141693E-3
1.680600796E0,6.200313568E-2,-9.180212021E-2,-4.565477371E-2
1.685422827E0,2.734017372E-2,-8.668088913E-2,-5.676889420E-2
1.690244859E0,-3.397458792E-2,-8.987188339E-2,-6.907272339E-2
1.695066890E0,-6.481516361E-2,-8.356094360E-2,-6.709194183E-2
1.699888973E0,-1.022745967E-1,-4.518938065E-2,-8.781385422E-2
1.704711005E0,-1.391301751E-1,-1.071977615E-2,-6.332492828E-2
1.709533036E0,-1.706354022E-1,2.469682693E-2,-2.254152298E-2
1.714355067E0,-1.837354898E-1,4.788064957E-2,1.434755325E-2
1.719177098E0,-1.522720456E-1,8.978509903E-2,5.450534821E-2
1.723999130E0,-1.285901666E-1,1.276979446E-1,6.471681595E-2
1.728821161E0,-1.386173964E-1,1.509943008E-1,7.250928879E-2
1.733643244E0,-1.545656919E-1,1.491389275E-1,6.247758865E-2
1.738465275E0,-1.691237688E-1,1.295557022E-1,4.893159866E-2
1.743287307E0,-1.892080307E-1,9.832048416E-2,8.191108704E-3
1.748109338E0,-1.907275319E-1,7.581520081E-2,-5.248069763E-2
1.752931369E0,-1.854550838E-1,4.545593262E-2,-1.092624664E-1
1.757753400E0,-1.602787971E-1,5.585575104E-2,-1.217527390E-1
1.762575484E0,-8.076804876E-2,1.292657852E-2,-8.910417557E-2
1.767397515E0,6.480038166E-3,-1.893138885E-2,-4.717922211E-2
1.772219546E0,5.276805162E-2,-3.752565384E-2,-3.512334824E-2
1.777041577E0,9.151095152E-2,-2.640867233E-2,-1.468992233E-2
1.781863609E0,6.916916370E-2,-2.022695541E-2,-1.918840408E-2
1.786685640E0,5.840528011E-2,-1.076221466E-2,-5.598068237E-3
1.791507723E0,4.942163825E-2,-1.459217072E-2,1.874256134E-2
1.796329755E0,2.998757362E-2,-1.033210754E-2,2.531766891E-2
1.801151786E0,-2.301096916E-3,-3.970146179E-3,2.968168259E-2
1.805973817E0,-2.989739180E-2,5.740642548E-3,3.056955338E-2
1.810795848E0,-4.463404417E-2,-1.209545135E-2,2.683639526E-2
1.815617880E0,-3.127241135E-2,-2.039241791E-2,1.607131958E-2
1.820439963E0,9.978652000E-3,-2.980375290E-2,-2.311611176E-2
1.825261994E0,3.033608198E-2,-3.320932388E-2,-2.640628815E-2
1.830084025E0,3.830879927E-2,-4.836654663E-2,-2.502441406E-2
1.834906057E0,4.952138662E-2,-5.728244781E-2,-5.231237411E-2
1.839728088E0,5.935192108E-2,-6.586503983E-2,-9.029102325E-2
1.844550119E0,6.912010908E-2,-7.989215851E-2,-1.200237274E-1
1.849372202E0,1.134357452E-1,-9.225082397E-2,-8.931159973E-2
1.854194234E0,1.315032244E-1,-9.942960739E-2,-7.456254959E-2
1.859016265E0,1.556877792E-1,-7.774829865E-2,-5.189895630E-2
1.863838296E0,1.408566236E-1,-2.151823044E-2,-2.494525909E-2
1.868660327E0,8.604091406E-2,1.786136627E-2,1.346015930E-2
1.873482359E0,4.133468866E-2,5.944395065E-2,6.209278107E-2
1.878304390E0,-5.358159542E-3,9.593009949E-2,1.138854027E-1
1.883126473E0,4.158973694E-3,1.225404739E-1,1.427822113E-1
1.887948505E0,-8.839607239E-3,1.476264000E-1,1.359581947E-1
1.892770536E0,-1.684015989E-2,1.486330032E-1,9.848356247E-2
1.897592567E0,-3.760361671E-2,1.316919327E-1,5.909585953E-2
1.902414598E0,-4.609435797E-2,1.040029526E-1,2.024459839E-2
1.907236630E0,-5.063176155E-2,6.692934036E-2,-2.644968033E-2
1.912058713E0,-4.403269291E-2,4.304790497E-2,-9.629774094E-2
