"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.253606340E-1,-4.199695308E-3,-1.641699113E-2,2.191477455E-2
1.277716230E-1,-3.588830587E-3,-2.069304511E-2,2.008217946E-2
1.301826650E-1,-2.367100911E-3,-2.619082667E-2,1.763872057E-2
1.325937070E-1,-5.345066893E-4,-2.863428742E-2,1.702785492E-2
1.350046960E-1,-1.145371469E-3,-3.474293277E-2,1.702785492E-2
1.374157380E-1,-5.345066893E-4,-3.779725730E-2,1.763872057E-2
1.398267270E-1,1.908952487E-3,-4.207331315E-2,1.763872057E-2
1.422377690E-1,3.130682046E-3,-4.573849961E-2,1.886045001E-2
1.446487590E-1,1.908952487E-3,-4.940368980E-2,2.069304511E-2
1.470598000E-1,3.741546767E-3,-5.184714869E-2,2.252563834E-2
1.494708420E-1,7.406735327E-3,-5.551233515E-2,2.435823344E-2
1.518818320E-1,1.046105940E-2,-5.612320080E-2,2.435823344E-2
1.542928730E-1,1.473711245E-2,-5.673406646E-2,2.435823344E-2
1.567038630E-1,1.718057133E-2,-5.917752534E-2,2.496909723E-2
1.591149040E-1,2.145662531E-2,-5.917752534E-2,2.435823344E-2
1.615259460E-1,2.451094985E-2,-5.856665969E-2,2.313650399E-2
1.639369360E-1,2.939786762E-2,-5.612320080E-2,2.191477455E-2
1.663479770E-1,3.306305781E-2,-5.367974192E-2,2.008217946E-2
1.687589670E-1,3.917170316E-2,-5.062541738E-2,1.763872057E-2
1.711700090E-1,4.283689335E-2,-4.696023092E-2,1.580612548E-2
1.735810500E-1,4.711294547E-2,-4.146244749E-2,1.336266659E-2
1.759920400E-1,5.138900131E-2,-3.657552972E-2,1.030834299E-2
1.784030820E-1,5.505418777E-2,-3.107774630E-2,7.864884101E-3
1.808140710E-1,5.749764666E-2,-2.680169232E-2,4.810560029E-3
1.832251130E-1,5.994110554E-2,-1.947131567E-2,2.977965865E-3
1.856361540E-1,6.055197120E-2,-1.458439697E-2,-7.635809743E-5
1.880471440E-1,6.482802331E-2,-6.643154658E-3,-3.741546767E-3
1.904581860E-1,6.543888897E-2,6.872228696E-4,-6.795870606E-3
1.928691750E-1,6.482802331E-2,6.795870606E-3,-9.850194678E-3
1.952802170E-1,6.666062027E-2,1.290451828E-2,-1.168278884E-2
1.976912070E-1,6.604975462E-2,2.023489587E-2,-1.473711245E-2
2.001022480E-1,6.482802331E-2,2.695440874E-2,-1.718057133E-2
2.025132900E-1,6.543888897E-2,3.306305781E-2,-2.023489587E-2
2.049242790E-1,6.177370250E-2,4.100430012E-2,-2.328922041E-2
2.073353210E-1,5.933023989E-2,4.711294547E-2,-2.512181364E-2
2.097463110E-1,5.749764666E-2,5.261072889E-2,-2.634354308E-2
2.121573520E-1,5.199986324E-2,5.688678101E-2,-2.573267929E-2
2.145683940E-1,4.589121789E-2,6.055197120E-2,-2.573267929E-2
2.169793840E-1,3.978256881E-2,6.543888897E-2,-2.695440874E-2
2.193904250E-1,3.123046272E-2,6.666062027E-2,-2.695440874E-2
2.218014150E-1,2.451094985E-2,7.032580674E-2,-2.573267929E-2
2.242124570E-1,1.779143699E-2,7.093667239E-2,-2.512181364E-2
2.266234980E-1,1.168278884E-2,7.215840369E-2,-2.390008420E-2
2.290344880E-1,3.130682046E-3,7.460185885E-2,-2.390008420E-2
2.314455290E-1,-2.367100911E-3,7.460185885E-2,-2.451094985E-2
2.338565190E-1,-8.475748822E-3,7.338013500E-2,-2.573267929E-2
2.362675610E-1,-1.336266659E-2,7.276926935E-2,-2.939786762E-2
2.386786020E-1,-2.191477455E-2,7.215840369E-2,-3.184132650E-2
2.410895920E-1,-2.374736778E-2,7.032580674E-2,-3.245219216E-2
2.435006340E-1,-2.924515121E-2,6.788235158E-2,-3.672824427E-2
2.459116230E-1,-3.291033953E-2,6.543888897E-2,-3.794997558E-2
2.483226650E-1,-3.657552972E-2,6.238456443E-2,-3.978256881E-2
2.507337070E-1,-3.657552972E-2,5.933023989E-2,-4.039343446E-2
2.531446960E-1,-3.962985426E-2,5.505418777E-2,-4.161516204E-2
2.555557380E-1,-4.207331315E-2,5.261072889E-2,-4.161516204E-2
2.579667270E-1,-4.268417507E-2,4.833467677E-2,-4.039343446E-2
2.603777690E-1,-4.329504073E-2,4.405862093E-2,-4.039343446E-2
2.627887590E-1,-4.268417507E-2,3.856083751E-2,-3.917170316E-2
2.651998000E-1,-4.146244749E-2,3.489565104E-2,-4.039343446E-2
2.676108420E-1,-4.024071619E-2,3.123046272E-2,-4.100430012E-2
2.700218320E-1,-4.024071619E-2,2.695440874E-2,-3.978256881E-2
2.724328730E-1,-3.596466407E-2,2.206749097E-2,-4.039343446E-2
2.748438630E-1,-3.413207084E-2,1.901316643E-2,-4.100430012E-2
2.772549040E-1,-3.168861195E-2,1.595884189E-2,-3.917170316E-2
2.796659460E-1,-2.863428742E-2,1.351538301E-2,-3.917170316E-2
2.820769360E-1,-2.557996288E-2,1.046105940E-2,-3.856083751E-2
2.844879770E-1,-2.313650399E-2,6.795870606E-3,-3.917170316E-2
2.868989670E-1,-2.008217946E-2,2.519817324E-3,-3.856083751E-2
2.893100090E-1,-1.580612548E-2,1.298087649E-3,-3.672824427E-2
2.917209980E-1,-1.275180187E-2,-2.977965865E-3,-3.489565104E-2
2.941320400E-1,-9.697478265E-3,-6.032289471E-3,-3.367391974E-2
2.965430820E-1,-7.254019380E-3,-8.475748822E-3,-3.306305781E-2
2.989540710E-1,-2.977965865E-3,-1.275180187E-2,-3.061959706E-2
3.013651130E-1,-5.345066893E-4,-1.519526169E-2,-2.817613818E-2
3.037761540E-1,2.519817324E-3,-1.824958436E-2,-2.634354308E-2
3.061871440E-1,3.130682046E-3,-2.130390890E-2,-2.512181364E-2
3.085981860E-1,5.574141163E-3,-2.496909723E-2,-2.206749097E-2
3.110091750E-1,5.574141163E-3,-2.802342176E-2,-2.023489587E-2
3.134202170E-1,6.795870606E-3,-3.046688065E-2,-1.840230078E-2
3.158312590E-1,7.406735327E-3,-3.229947388E-2,-1.351538301E-2
3.182422480E-1,4.963276442E-3,-3.657552972E-2,-8.628465235E-3
3.206532900E-1,3.130682046E-3,-3.962985426E-2,-7.406735327E-3
3.230642790E-1,1.298087649E-3,-4.207331315E-2,-1.908952487E-3
3.254753210E-1,-2.977965865E-3,-4.634936526E-2,2.977965865E-3
3.278863110E-1,-4.199695308E-3,-4.818195850E-2,7.254019380E-3
3.302973520E-1,-5.421424750E-3,-4.879282415E-2,1.091920771E-2
3.327083940E-1,-8.475748822E-3,-5.123628303E-2,1.458439697E-2
3.351193840E-1,-1.153007243E-2,-5.123628303E-2,1.641699113E-2
3.375304250E-1,-1.153007243E-2,-5.245801434E-2,1.886045001E-2
3.399414150E-1,-1.458439697E-2,-5.429060757E-2,2.130390890E-2
3.423524570E-1,-1.641699113E-2,-5.429060757E-2,2.252563834E-2
3.447634460E-1,-1.947131567E-2,-5.306887627E-2,2.313650399E-2
3.471744880E-1,-2.130390890E-2,-5.306887627E-2,2.496909723E-2
3.495855290E-1,-2.252563834E-2,-5.245801434E-2,2.496909723E-2
3.519965190E-1,-2.374736778E-2,-5.184714869E-2,2.496909723E-2
3.544075610E-1,-2.619082667E-2,-5.062541738E-2,2.680169232E-2
3.568185500E-1,-2.680169232E-2,-4.940368980E-2,2.802342176E-2
3.592295920E-1,-2.802342176E-2,-4.696023092E-2,2.985601686E-2
3.616406340E-1,-2.863428742E-2,-4.573849961E-2,3.107774630E-2
3.640516230E-1,-3.107774630E-2,-4.451677203E-2,3.229947388E-2
3.664626650E-1,-3.107774630E-2,-4.207331315E-2,3.413207084E-2
3.688736540E-1,-3.229947388E-2,-4.085158184E-2,3.535379842E-2
3.712846960E-1,-3.046688065E-2,-3.901898861E-2,3.657552972E-2
3.736957380E-1,-3.046688065E-2,-3.718639165E-2,3.901898861E-2
3.761067270E-1,-2.924515121E-2,-3.474293277E-2,4.207331315E-2
3.785177690E-1,-2.496909723E-2,-3.229947388E-2,4.451677203E-2
3.809287590E-1,-2.008217946E-2,-2.863428742E-2,4.757109284E-2
3.833398000E-1,-1.580612548E-2,-2.680169232E-2,5.245801434E-2
3.857508420E-1,-1.030834299E-2,-2.374736778E-2,5.306887627E-2
3.881618320E-1,-6.032289471E-3,-2.008217946E-2,5.673406646E-2
3.905728730E-1,-5.345066893E-4,-1.763872057E-2,5.917752534E-2
3.929838630E-1,4.963276442E-3,-1.519526169E-2,5.978839099E-2
3.953949040E-1,1.107192412E-2,-1.153007243E-2,6.101011857E-2
3.978058940E-1,1.534797717E-2,-8.475748822E-3,6.284271181E-2
4.002169360E-1,2.084576152E-2,-6.032289471E-3,6.345357746E-2
4.026279770E-1,2.695440874E-2,-3.588830587E-3,6.406444311E-2
4.050389670E-1,3.184132650E-2,7.635809743E-5,6.467530876E-2
4.074500090E-1,3.611737862E-2,1.908952487E-3,6.284271181E-2
4.098609980E-1,4.161516204E-2,6.185005885E-3,6.223184988E-2
4.122720400E-1,4.466948658E-2,8.628465235E-3,5.978839099E-2
4.146830820E-1,4.772381112E-2,1.229365356E-2,5.612320080E-2
4.170940710E-1,4.955640435E-2,1.351538301E-2,5.306887627E-2
4.195051130E-1,5.261072889E-2,1.595884189E-2,4.879282415E-2
4.219161020E-1,5.322159454E-2,1.901316643E-2,4.512763396E-2
4.243271440E-1,5.505418777E-2,2.023489587E-2,3.962985426E-2
4.267381860E-1,5.627591908E-2,2.206749097E-2,3.413207084E-2
4.291491750E-1,5.566505343E-2,2.451094985E-2,2.924515121E-2
4.315602170E-1,5.444332212E-2,2.573267929E-2,2.374736778E-2
4.339712070E-1,5.261072889E-2,2.695440874E-2,1.824958436E-2
4.363822480E-1,5.138900131E-2,2.756527252E-2,1.214093715E-2
4.387932380E-1,4.772381112E-2,2.634354308E-2,6.032289471E-3
4.412042790E-1,4.222602770E-2,2.695440874E-2,5.345066893E-4
4.436153210E-1,3.856083751E-2,2.756527252E-2,-5.574141163E-3
4.460263110E-1,3.489565104E-2,2.634354308E-2,-1.046105940E-2
4.484373520E-1,2.756527252E-2,2.512181364E-2,-1.412624773E-2
4.508483420E-1,2.328922041E-2,2.512181364E-2,-1.840230078E-2
4.532593840E-1,1.595884189E-2,2.328922041E-2,-2.328922041E-2
4.556704250E-1,9.239329956E-3,2.206749097E-2,-2.634354308E-2
4.580814150E-1,4.352411721E-3,2.145662531E-2,-2.878700197E-2
4.604924570E-1,-1.145371469E-3,1.901316643E-2,-3.184132650E-2
4.629034460E-1,-8.475748822E-3,1.718057133E-2,-3.611737862E-2
4.653144880E-1,-1.336266659E-2,1.718057133E-2,-3.733910993E-2
4.677254770E-1,-2.008217946E-2,1.656970754E-2,-3.794997558E-2
4.701365190E-1,-2.557996288E-2,1.168278884E-2,-4.039343446E-2
4.725475610E-1,-2.985601686E-2,1.107192412E-2,-4.466948658E-2
4.749585500E-1,-3.413207084E-2,1.046105940E-2,-4.650207981E-2
4.773695920E-1,-3.779725730E-2,8.628465235E-3,-4.894553870E-2
4.797805820E-1,-4.207331315E-2,6.185005885E-3,-5.077813566E-2
4.821916230E-1,-4.390590638E-2,5.574141163E-3,-5.138900131E-2
4.846026650E-1,-4.573849961E-2,5.574141163E-3,-5.322159454E-2
4.870136540E-1,-4.757109284E-2,4.963276442E-3,-5.505418777E-2
4.894246960E-1,-4.573849961E-2,3.741546767E-3,-5.566505343E-2
4.918356860E-1,-4.634936526E-2,2.519817324E-3,-5.688678101E-2
4.942467270E-1,-4.634936526E-2,3.741546767E-3,-5.810851231E-2
4.966577690E-1,-4.390590638E-2,3.741546767E-3,-5.749764666E-2
4.990687590E-1,-4.329504073E-2,3.741546767E-3,-5.749764666E-2
5.014798000E-1,-4.085158184E-2,4.352411721E-3,-5.933023989E-2
5.038907900E-1,-3.840812296E-2,3.741546767E-3,-5.994110554E-2
5.063018320E-1,-3.474293277E-2,4.352411721E-3,-6.238456443E-2
5.087128210E-1,-3.168861195E-2,3.130682046E-3,-6.299543381E-2
5.111238630E-1,-2.680169232E-2,4.352411721E-3,-6.299543381E-2
5.135349040E-1,-2.130390890E-2,4.963276442E-3,-6.299543381E-2
5.159458940E-1,-1.641699113E-2,5.574141163E-3,-6.238456443E-2
5.183569360E-1,-1.153007243E-2,5.574141163E-3,-6.177370250E-2
5.207679250E-1,-2.977965865E-3,6.185005885E-3,-5.994110554E-2
5.231789670E-1,-5.345066893E-4,6.185005885E-3,-5.627591908E-2
5.255900090E-1,5.574141163E-3,6.795870606E-3,-5.505418777E-2
5.280009980E-1,1.046105940E-2,6.795870606E-3,-5.138900131E-2
5.304120400E-1,1.473711245E-2,7.406735327E-3,-4.772381112E-2
5.328230290E-1,1.718057133E-2,8.017600514E-3,-4.528035223E-2
5.352340710E-1,2.267835476E-2,9.239329956E-3,-4.161516204E-2
5.376450610E-1,2.695440874E-2,8.628465235E-3,-3.794997558E-2
5.400561020E-1,3.000873141E-2,9.239329956E-3,-3.367391974E-2
5.424671440E-1,3.245219216E-2,1.229365356E-2,-2.939786762E-2
5.448781340E-1,3.733910993E-2,1.351538301E-2,-2.512181364E-2
5.472891750E-1,3.794997558E-2,1.290451828E-2,-2.145662531E-2
5.497001650E-1,4.100430012E-2,1.473711245E-2,-1.962403022E-2
5.521112070E-1,4.344775900E-2,1.718057133E-2,-1.595884189E-2
5.545222480E-1,4.405862093E-2,1.840230078E-2,-1.107192412E-2
5.569332380E-1,4.528035223E-2,1.962403022E-2,-1.107192412E-2
5.593442790E-1,4.528035223E-2,2.206749097E-2,-9.850194678E-3
5.617552690E-1,4.466948658E-2,2.390008420E-2,-6.795870606E-3
5.641663110E-1,4.405862093E-2,2.573267929E-2,-4.963276442E-3
5.665773520E-1,4.405862093E-2,2.756527252E-2,-4.963276442E-3
5.689883420E-1,4.161516204E-2,2.939786762E-2,-2.519817324E-3
5.713993840E-1,3.794997558E-2,2.817613818E-2,-2.519817324E-3
5.738103730E-1,3.733910993E-2,2.939786762E-2,-1.298087649E-3
5.762214150E-1,3.245219216E-2,3.000873141E-2,-7.635809743E-5
5.786324040E-1,2.878700197E-2,3.061959706E-2,5.345066893E-4
5.810434460E-1,2.634354308E-2,3.184132650E-2,2.977965865E-3
5.834544880E-1,2.145662531E-2,3.061959706E-2,4.199695308E-3
5.858654770E-1,1.656970754E-2,2.878700197E-2,6.032289471E-3
5.882765190E-1,1.351538301E-2,3.000873141E-2,7.864884101E-3
5.906875090E-1,9.850194678E-3,2.878700197E-2,1.030834299E-2
5.930985500E-1,6.795870606E-3,2.756527252E-2,1.153007243E-2
5.955095920E-1,4.963276442E-3,2.634354308E-2,1.275180187E-2
5.979205820E-1,3.741546767E-3,2.634354308E-2,1.275180187E-2
6.003316230E-1,7.635809743E-5,2.206749097E-2,1.275180187E-2
6.027426130E-1,-1.756236190E-3,2.206749097E-2,1.275180187E-2
6.051536540E-1,-2.977965865E-3,2.023489587E-2,1.336266659E-2
6.075646960E-1,-6.032289471E-3,1.840230078E-2,1.275180187E-2
6.099756860E-1,-8.475748822E-3,1.595884189E-2,1.275180187E-2
6.123867270E-1,-1.030834299E-2,1.351538301E-2,1.336266659E-2
6.147977170E-1,-1.091920771E-2,1.168278884E-2,1.336266659E-2
6.172087590E-1,-1.030834299E-2,9.850194678E-3,1.458439697E-2
6.196197480E-1,-1.214093715E-2,7.406735327E-3,1.519526169E-2
6.220307900E-1,-1.091920771E-2,5.574141163E-3,1.641699113E-2
6.244418320E-1,-9.086613543E-3,3.130682046E-3,1.458439697E-2
6.268528210E-1,-7.864884101E-3,1.298087649E-3,1.519526169E-2
6.292638630E-1,-6.643154658E-3,-5.345066893E-4,1.519526169E-2
6.316748520E-1,-7.254019380E-3,-4.199695308E-3,1.397353224E-2
6.340858940E-1,-4.810560029E-3,-4.810560029E-3,1.397353224E-2
6.364968840E-1,-4.810560029E-3,-6.032289471E-3,1.336266659E-2
6.389079250E-1,-1.756236190E-3,-6.643154658E-3,1.214093715E-2
6.413189670E-1,-2.367100911E-3,-9.697478265E-3,1.275180187E-2
6.437299570E-1,7.635809743E-5,-1.091920771E-2,1.214093715E-2
6.461409980E-1,6.872228696E-4,-1.214093715E-2,1.153007243E-2
6.485519880E-1,6.872228696E-4,-1.336266659E-2,1.214093715E-2
6.509630290E-1,6.872228696E-4,-1.519526169E-2,1.153007243E-2
6.533740710E-1,7.635809743E-5,-1.641699113E-2,1.214093715E-2
6.557850610E-1,-5.345066893E-4,-1.702785492E-2,1.214093715E-2
6.581961020E-1,-5.345066893E-4,-1.763872057E-2,1.397353224E-2
6.606070920E-1,-1.756236190E-3,-1.886045001E-2,1.397353224E-2
6.630181340E-1,-3.588830587E-3,-2.069304511E-2,1.397353224E-2
6.654291750E-1,-5.421424750E-3,-2.130390890E-2,1.519526169E-2
6.678401650E-1,-6.032289471E-3,-2.191477455E-2,1.397353224E-2
6.702512070E-1,-6.032289471E-3,-2.252563834E-2,1.336266659E-2
6.726621960E-1,-7.864884101E-3,-2.313650399E-2,1.397353224E-2
6.750732380E-1,-1.091920771E-2,-2.496909723E-2,1.153007243E-2
6.774842270E-1,-1.091920771E-2,-2.374736778E-2,1.030834299E-2
6.798952690E-1,-1.336266659E-2,-2.435823344E-2,8.475748822E-3
6.823063110E-1,-1.336266659E-2,-2.435823344E-2,6.032289471E-3
6.847173000E-1,-1.580612548E-2,-2.374736778E-2,6.032289471E-3
6.871283420E-1,-1.580612548E-2,-2.496909723E-2,4.810560029E-3
6.895393840E-1,-1.886045001E-2,-2.619082667E-2,2.977965865E-3
6.919503730E-1,-2.130390890E-2,-2.557996288E-2,2.367100911E-3
6.943614150E-1,-2.374736778E-2,-2.680169232E-2,5.345066893E-4
6.967724040E-1,-2.374736778E-2,-2.741255611E-2,-6.872228696E-4
6.991834460E-1,-2.435823344E-2,-2.741255611E-2,-1.298087649E-3
7.015944360E-1,-2.435823344E-2,-2.741255611E-2,-4.352411721E-3
7.040054770E-1,-2.557996288E-2,-2.741255611E-2,-3.741546767E-3
7.064165190E-1,-2.619082667E-2,-2.680169232E-2,-3.741546767E-3
7.088275090E-1,-2.680169232E-2,-2.802342176E-2,-2.519817324E-3
7.112385500E-1,-2.802342176E-2,-2.863428742E-2,-6.872228696E-4
7.136495400E-1,-2.680169232E-2,-2.924515121E-2,1.756236190E-3
7.160605820E-1,-2.802342176E-2,-3.046688065E-2,4.199695308E-3
7.184715710E-1,-2.863428742E-2,-3.229947388E-2,6.643154658E-3
7.208826130E-1,-2.741255611E-2,-3.352120519E-2,7.254019380E-3
7.232936540E-1,-2.313650399E-2,-3.535379842E-2,1.030834299E-2
7.257046440E-1,-1.702785492E-2,-3.718639165E-2,1.275180187E-2
7.281156860E-1,-1.153007243E-2,-3.718639165E-2,1.641699113E-2
7.305266750E-1,-6.643154658E-3,-3.840812296E-2,2.008217946E-2
7.329377170E-1,-4.810560029E-3,-4.207331315E-2,2.313650399E-2
7.353487590E-1,-1.145371469E-3,-4.329504073E-2,2.557996288E-2
7.377597480E-1,6.872228696E-4,-4.512763396E-2,3.107774630E-2
7.401707900E-1,1.908952487E-3,-4.818195850E-2,3.413207084E-2
7.425817790E-1,4.963276442E-3,-5.001455545E-2,3.901898861E-2
7.449928210E-1,9.239329956E-3,-5.001455545E-2,4.329504073E-2
7.474038110E-1,1.290451828E-2,-5.245801434E-2,4.573849961E-2
7.498148520E-1,1.595884189E-2,-5.184714869E-2,4.940368980E-2
7.522258940E-1,1.962403022E-2,-5.306887627E-2,5.184714869E-2
7.546368840E-1,2.451094985E-2,-5.367974192E-2,5.551233515E-2
7.570479250E-1,2.451094985E-2,-5.490147322E-2,5.673406646E-2
7.594589150E-1,2.512181364E-2,-5.673406646E-2,5.734493211E-2
7.618699570E-1,2.634354308E-2,-5.734493211E-2,5.917752534E-2
7.642809980E-1,2.756527252E-2,-5.551233515E-2,6.101011857E-2
7.666919880E-1,2.939786762E-2,-5.612320080E-2,6.101011857E-2
7.691030290E-1,3.061959706E-2,-5.551233515E-2,6.101011857E-2
7.715140190E-1,3.061959706E-2,-5.367974192E-2,6.039925665E-2
7.739250610E-1,3.184132650E-2,-5.184714869E-2,5.856665969E-2
7.763360500E-1,3.184132650E-2,-5.001455545E-2,5.734493211E-2
7.787470920E-1,3.061959706E-2,-4.879282415E-2,5.367974192E-2
7.811581340E-1,3.061959706E-2,-4.634936526E-2,5.001455545E-2
7.835691230E-1,2.878700197E-2,-4.268417507E-2,4.696023092E-2
7.859801650E-1,2.817613818E-2,-4.024071619E-2,4.512763396E-2
7.883911540E-1,2.512181364E-2,-3.718639165E-2,4.146244749E-2
7.908021960E-1,2.206749097E-2,-3.535379842E-2,3.840812296E-2
7.932132380E-1,1.962403022E-2,-2.985601686E-2,3.535379842E-2
7.956242270E-1,1.595884189E-2,-2.619082667E-2,3.107774630E-2
7.980352690E-1,1.351538301E-2,-2.130390890E-2,2.802342176E-2
8.004462590E-1,8.628465235E-3,-1.702785492E-2,2.496909723E-2
8.028573000E-1,3.741546767E-3,-1.275180187E-2,2.252563834E-2
8.052683420E-1,-1.756236190E-3,-6.643154658E-3,1.886045001E-2
8.076793320E-1,-5.421424750E-3,7.635809743E-5,1.519526169E-2
8.100903730E-1,-9.086613543E-3,5.574141163E-3,1.091920771E-2
8.125013630E-1,-1.702785492E-2,9.850194678E-3,6.643154658E-3
8.149124040E-1,-2.313650399E-2,1.595884189E-2,3.588830587E-3
8.173233940E-1,-2.802342176E-2,2.390008420E-2,5.345066893E-4
8.197344360E-1,-3.413207084E-2,3.000873141E-2,-6.872228696E-4
8.221454770E-1,-3.840812296E-2,3.611737862E-2,-3.130682046E-3
8.245564670E-1,-4.390590638E-2,4.222602770E-2,-3.741546767E-3
8.269675090E-1,-4.818195850E-2,4.894553870E-2,-6.795870606E-3
8.293784980E-1,-5.062541738E-2,5.444332212E-2,-9.239329956E-3
8.317895400E-1,-5.551233515E-2,5.871937796E-2,-9.850194678E-3
8.342005820E-1,-5.917752534E-2,6.421715766E-2,-1.229365356E-2
8.366115710E-1,-6.223184988E-2,6.910407543E-2,-1.656970754E-2
8.390226130E-1,-6.467530876E-2,7.338013500E-2,-2.023489587E-2
8.414336020E-1,-6.589704007E-2,7.521272451E-2,-2.267835476E-2
8.438446440E-1,-6.834049523E-2,7.948877662E-2,-2.512181364E-2
8.462556340E-1,-6.834049523E-2,7.948877662E-2,-2.695440874E-2
8.486666750E-1,-6.895136088E-2,8.132137358E-2,-2.817613818E-2
8.510777170E-1,-6.772962958E-2,8.315397054E-2,-3.000873141E-2
8.534887070E-1,-7.017309219E-2,8.132137358E-2,-3.061959706E-2
8.558997480E-1,-6.772962958E-2,8.009964228E-2,-3.061959706E-2
8.583107380E-1,-6.528617442E-2,7.887791097E-2,-2.878700197E-2
8.607217790E-1,-6.345357746E-2,7.460185885E-2,-2.695440874E-2
8.631328210E-1,-6.039925665E-2,7.154753804E-2,-2.756527252E-2
8.655438110E-1,-5.734493211E-2,6.666062027E-2,-2.695440874E-2
8.679548520E-1,-5.367974192E-2,6.055197120E-2,-2.512181364E-2
8.703658420E-1,-5.001455545E-2,5.444332212E-2,-2.206749097E-2
8.727768840E-1,-4.634936526E-2,4.772381112E-2,-2.084576152E-2
8.751879250E-1,-4.085158184E-2,4.161516204E-2,-2.023489587E-2
8.775989150E-1,-3.718639165E-2,3.428478539E-2,-1.779143699E-2
8.800099570E-1,-2.863428742E-2,2.634354308E-2,-1.534797717E-2
8.824209460E-1,-2.435823344E-2,1.840230078E-2,-1.168278884E-2
8.848319880E-1,-1.824958436E-2,9.239329956E-3,-9.850194678E-3
8.872429770E-1,-1.091920771E-2,1.298087649E-3,-7.406735327E-3
8.896540190E-1,-6.643154658E-3,-7.864884101E-3,-3.130682046E-3
8.920650610E-1,7.635809743E-5,-1.519526169E-2,-1.908952487E-3
8.944760500E-1,4.352411721E-3,-2.496909723E-2,1.145371469E-3
8.968870920E-1,8.628465235E-3,-3.413207084E-2,2.367100911E-3
8.992980820E-1,1.290451828E-2,-4.268417507E-2,5.421424750E-3
9.017091230E-1,1.656970754E-2,-4.879282415E-2,9.086613543E-3
9.041201650E-1,1.840230078E-2,-5.856665969E-2,1.275180187E-2
9.065311540E-1,2.023489587E-2,-6.650790572E-2,1.702785492E-2
9.089421960E-1,2.328922041E-2,-7.261654735E-2,1.947131567E-2
9.113531860E-1,2.206749097E-2,-7.994692773E-2,2.374736778E-2
9.137642270E-1,2.451094985E-2,-8.666644245E-2,2.863428742E-2
9.161752690E-1,2.634354308E-2,-9.094249457E-2,3.168861195E-2
9.185862590E-1,2.512181364E-2,-9.827287495E-2,3.535379842E-2
9.209973000E-1,2.695440874E-2,-1.019380614E-1,3.718639165E-2
9.234082900E-1,2.756527252E-2,-1.062141135E-1,4.024071619E-2
9.258193320E-1,2.817613818E-2,-1.086575761E-1,4.207331315E-2
9.282303210E-1,2.878700197E-2,-1.117118970E-1,4.390590638E-2
9.306413630E-1,2.756527252E-2,-1.117118970E-1,4.696023092E-2
9.330524040E-1,2.756527252E-2,-1.141553521E-1,4.879282415E-2
9.354633940E-1,2.878700197E-2,-1.141553521E-1,5.123628303E-2
9.378744360E-1,2.817613818E-2,-1.147662178E-1,5.245801434E-2
9.402854250E-1,2.878700197E-2,-1.141553521E-1,5.551233515E-2
9.426964670E-1,2.756527252E-2,-1.123227626E-1,5.734493211E-2
9.451075090E-1,2.756527252E-2,-1.104901657E-1,5.734493211E-2
9.475184980E-1,2.634354308E-2,-1.086575761E-1,5.917752534E-2
9.499295400E-1,2.451094985E-2,-1.062141135E-1,6.101011857E-2
