"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
9.579932300E-2,-4.199695215E-2,2.038761228E-2,-9.162971750E-3
9.821026100E-2,-4.199695215E-2,1.977674663E-2,-7.941242307E-3
1.006211980E-1,-4.138609022E-2,1.855501719E-2,-6.108647678E-3
1.030321360E-1,-4.077522457E-2,1.794415340E-2,-6.719512399E-3
1.054430730E-1,-4.077522457E-2,1.794415340E-2,-6.108647678E-3
1.078540110E-1,-4.077522457E-2,1.672242396E-2,-6.108647678E-3
1.102649480E-1,-4.077522457E-2,1.550069358E-2,-7.330377586E-3
1.126758860E-1,-4.199695215E-2,1.488982886E-2,-6.719512399E-3
1.150868750E-1,-4.077522457E-2,1.366809942E-2,-6.719512399E-3
1.174978130E-1,-4.382954910E-2,1.244636998E-2,-7.330377586E-3
1.199087500E-1,-4.382954910E-2,1.183550525E-2,-8.552107029E-3
1.223196880E-1,-4.749473557E-2,9.392046370E-3,-8.552107029E-3
1.247306250E-1,-4.810560122E-2,1.000291109E-2,-7.941242307E-3
1.271415630E-1,-4.932733253E-2,8.170315996E-3,-8.552107029E-3
1.295525000E-1,-4.993819445E-2,7.559451740E-3,-9.773836471E-3
1.319634380E-1,-5.238165334E-2,6.337722298E-3,-1.038470119E-2
1.343743750E-1,-5.299251899E-2,5.115992390E-3,-1.221729536E-2
1.367853130E-1,-5.421425030E-2,3.283398226E-3,-1.404988952E-2
1.391962500E-1,-5.421425030E-2,2.672533505E-3,-1.466075517E-2
1.416071880E-1,-5.360338464E-2,2.672533505E-3,-1.404988952E-2
1.440181250E-1,-5.360338464E-2,2.061668551E-3,-1.466075517E-2
1.464291150E-1,-5.421425030E-2,2.061668551E-3,-1.527161989E-2
1.488400000E-1,-5.238165334E-2,2.672533505E-3,-1.588248461E-2
1.512509900E-1,-5.360338464E-2,4.505127668E-3,-1.649334840E-2
1.536619270E-1,-5.482511222E-2,6.337722298E-3,-1.710421406E-2
1.560728650E-1,-5.482511222E-2,1.000291109E-2,-1.954767294E-2
1.584838020E-1,-5.421425030E-2,1.122464053E-2,-2.076940238E-2
1.608947400E-1,-5.726857483E-2,1.122464053E-2,-2.199113183E-2
1.633056770E-1,-5.787943676E-2,1.305723470E-2,-2.321286127E-2
1.657166150E-1,-5.910116807E-2,1.183550525E-2,-2.382372692E-2
1.681275520E-1,-5.849030241E-2,1.183550525E-2,-2.260199748E-2
1.705384900E-1,-5.971203372E-2,1.122464053E-2,-2.199113183E-2
1.729494270E-1,-5.910116807E-2,1.061377581E-2,-2.260199748E-2
1.753603650E-1,-5.787943676E-2,1.000291109E-2,-2.260199748E-2
1.777713540E-1,-5.726857483E-2,9.392046370E-3,-2.199113183E-2
1.801822920E-1,-5.604684353E-2,9.392046370E-3,-2.321286127E-2
1.825932290E-1,-5.421425030E-2,8.781181648E-3,-2.138026804E-2
1.850041670E-1,-5.177079141E-2,1.000291109E-2,-2.138026804E-2
1.874151040E-1,-5.177079141E-2,1.061377581E-2,-2.015853859E-2
1.898260420E-1,-4.993819445E-2,1.244636998E-2,-2.015853859E-2
1.922369790E-1,-4.810560122E-2,1.366809942E-2,-1.893680729E-2
1.946479170E-1,-4.688387364E-2,1.794415340E-2,-1.710421406E-2
1.970588540E-1,-4.627300799E-2,1.855501719E-2,-1.527161989E-2
1.994697920E-1,-4.199695215E-2,2.160934173E-2,-1.527161989E-2
2.018807290E-1,-4.138609022E-2,2.222020552E-2,-1.343902480E-2
2.042916670E-1,-4.077522457E-2,2.405280061E-2,-1.343902480E-2
2.067026040E-1,-3.772090003E-2,2.588539571E-2,-1.466075517E-2
2.091135420E-1,-3.833176568E-2,2.466366626E-2,-1.404988952E-2
2.115245320E-1,-3.344484791E-2,2.527453005E-2,-1.221729536E-2
2.139354690E-1,-2.977965772E-2,2.466366626E-2,-1.099556591E-2
2.163464070E-1,-2.733619884E-2,2.283107117E-2,-9.773836471E-3
2.187573440E-1,-2.428187430E-2,2.038761228E-2,-9.773836471E-3
2.211682820E-1,-2.183841541E-2,1.794415340E-2,-7.941242307E-3
2.235792190E-1,-2.000582218E-2,1.488982886E-2,-6.108647678E-3
2.259901570E-1,-1.695149764E-2,1.244636998E-2,-5.497782957E-3
2.284010940E-1,-1.695149764E-2,8.781181648E-3,-6.108647678E-3
2.308120320E-1,-1.328630932E-2,5.115992390E-3,-5.497782957E-3
2.332229690E-1,-1.267544460E-2,2.672533505E-3,-6.108647678E-3
2.356339070E-1,-1.023198478E-2,1.450803829E-3,-6.719512399E-3
2.380448440E-1,-8.399390616E-3,2.290742996E-4,-6.719512399E-3
2.404558340E-1,-5.345067009E-3,2.290742996E-4,-6.108647678E-3
2.428667710E-1,-2.901607659E-3,2.290742996E-4,-6.719512399E-3
2.452777090E-1,1.985310577E-3,2.672533505E-3,-5.497782957E-3
2.476886460E-1,5.039634649E-3,5.726857111E-3,-4.886918236E-3
2.500995840E-1,8.093958721E-3,1.183550525E-2,-5.497782957E-3
2.525105210E-1,1.237001177E-2,1.794415340E-2,-4.276053514E-3
2.549214590E-1,1.664606482E-2,2.405280061E-2,-3.054323839E-3
2.573323960E-1,1.970038936E-2,2.893971838E-2,-2.443459118E-3
2.597433340E-1,2.275471389E-2,3.199404106E-2,-1.221729559E-3
2.621542710E-1,2.519817278E-2,3.688096255E-2,-6.108647794E-4
2.645652090E-1,2.641990222E-2,3.688096255E-2,6.108647794E-4
2.669761460E-1,2.825249545E-2,3.810269013E-2,2.443459118E-3
2.693870840E-1,3.130681813E-2,4.054614902E-2,3.054323839E-3
2.717980730E-1,3.008509055E-2,3.749182448E-2,4.276053514E-3
2.742090110E-1,3.252854943E-2,3.443750367E-2,4.276053514E-3
2.766199480E-1,3.436114267E-2,3.382663801E-2,3.665188793E-3
2.790308860E-1,3.558287397E-2,3.138317913E-2,4.276053514E-3
2.814418230E-1,3.680460155E-2,3.016144782E-2,6.108647678E-3
2.838527610E-1,3.863719851E-2,2.893971838E-2,6.108647678E-3
2.862636980E-1,4.046979174E-2,2.955058403E-2,7.941242307E-3
2.886746360E-1,4.046979174E-2,2.832885459E-2,8.552107029E-3
2.910855730E-1,4.169152305E-2,3.077231348E-2,9.773836471E-3
2.934965110E-1,4.169152305E-2,3.199404106E-2,9.773836471E-3
2.959074480E-1,4.291325063E-2,3.504836559E-2,1.099556591E-2
2.983183860E-1,4.352411628E-2,4.054614902E-2,1.099556591E-2
3.007293230E-1,4.474584386E-2,4.421133921E-2,1.099556591E-2
3.031403130E-1,4.535670951E-2,4.848739132E-2,1.099556591E-2
3.055512500E-1,4.352411628E-2,5.215258151E-2,1.038470119E-2
3.079621880E-1,4.474584386E-2,5.581776798E-2,1.038470119E-2
3.103731250E-1,4.596757516E-2,5.948295817E-2,9.162971750E-3
3.127840630E-1,4.596757516E-2,6.314814836E-2,1.038470119E-2
3.151950000E-1,4.718930274E-2,6.375901401E-2,1.038470119E-2
3.176059380E-1,4.841103405E-2,6.559160352E-2,9.162971750E-3
3.200168750E-1,4.718930274E-2,6.681333482E-2,7.941242307E-3
3.224278130E-1,4.657844082E-2,6.559160352E-2,6.719512399E-3
3.248387500E-1,4.474584386E-2,6.498073786E-2,4.886918236E-3
3.272496880E-1,4.413498193E-2,6.192641705E-2,4.276053514E-3
3.296606250E-1,4.291325063E-2,5.703949928E-2,1.221729559E-3
3.320715630E-1,4.108065739E-2,5.154171586E-2,6.108647794E-4
3.344825520E-1,3.863719851E-2,4.482220486E-2,-1.832594397E-3
3.368934900E-1,3.619373962E-2,3.749182448E-2,-2.443459118E-3
3.393044270E-1,3.497200832E-2,3.016144782E-2,-4.886918236E-3
3.417153650E-1,3.130681813E-2,1.977674663E-2,-6.719512399E-3
3.441263020E-1,2.825249545E-2,1.061377581E-2,-6.108647678E-3
3.465372400E-1,2.764163166E-2,3.894262947E-3,-7.941242307E-3
3.489481770E-1,2.336557768E-2,-2.214384731E-3,-9.162971750E-3
3.513591150E-1,2.092211880E-2,-8.323032409E-3,-9.162971750E-3
3.537700520E-1,1.847865991E-2,-1.259908639E-2,-1.038470119E-2
3.561809900E-1,1.725693047E-2,-1.626427472E-2,-1.160643063E-2
3.585919270E-1,1.481347065E-2,-1.870773360E-2,-1.343902480E-2
3.610028650E-1,1.298087649E-2,-1.992946304E-2,-1.343902480E-2
3.634138540E-1,1.114828233E-2,-2.054032870E-2,-1.282816008E-2
3.658247920E-1,9.315688163E-3,-2.115119249E-2,-1.343902480E-2
3.682357290E-1,9.926552884E-3,-1.931859925E-2,-1.282816008E-2
3.706466670E-1,9.926552884E-3,-1.809686981E-2,-1.282816008E-2
3.730576040E-1,8.704823442E-3,-1.687514037E-2,-1.160643063E-2
3.754685420E-1,8.704823442E-3,-1.504254527E-2,-1.099556591E-2
3.778794790E-1,9.926552884E-3,-1.320995111E-2,-1.099556591E-2
3.802904170E-1,8.704823442E-3,-1.198822167E-2,-1.038470119E-2
3.827013540E-1,9.926552884E-3,-7.712167688E-3,-7.941242307E-3
3.851122920E-1,8.093958721E-3,-8.323032409E-3,-6.719512399E-3
3.875232290E-1,9.315688163E-3,-5.268708803E-3,-6.719512399E-3
3.899341670E-1,9.315688163E-3,-3.436114406E-3,-7.330377586E-3
3.923451040E-1,9.315688163E-3,8.399390499E-4,-7.941242307E-3
3.947560420E-1,8.093958721E-3,1.450803829E-3,-7.330377586E-3
3.971670320E-1,1.053741761E-2,2.672533505E-3,-8.552107029E-3
3.995779690E-1,1.175914705E-2,5.115992390E-3,-8.552107029E-3
4.019889070E-1,1.114828233E-2,7.559451740E-3,-9.162971750E-3
4.043998440E-1,1.175914705E-2,8.781181648E-3,-8.552107029E-3
4.068107820E-1,1.175914705E-2,1.061377581E-2,-7.941242307E-3
4.092217190E-1,1.237001177E-2,1.122464053E-2,-6.108647678E-3
4.116326570E-1,1.481347065E-2,1.427896414E-2,-7.330377586E-3
4.140435940E-1,1.542433538E-2,1.488982886E-2,-7.941242307E-3
4.164545320E-1,1.603520103E-2,1.611155830E-2,-9.773836471E-3
4.188654690E-1,1.481347065E-2,1.488982886E-2,-1.099556591E-2
4.212764070E-1,1.603520103E-2,1.550069358E-2,-1.343902480E-2
4.236873440E-1,1.603520103E-2,1.427896414E-2,-1.282816008E-2
4.260983340E-1,1.725693047E-2,1.122464053E-2,-1.282816008E-2
4.285092710E-1,1.908952370E-2,7.559451740E-3,-1.343902480E-2
4.309202090E-1,2.397644334E-2,6.948587019E-3,-1.343902480E-2
4.333311460E-1,2.580903657E-2,3.894262947E-3,-1.466075517E-2
4.357420840E-1,2.947422490E-2,2.061668551E-3,-1.527161989E-2
4.381530210E-1,3.558287397E-2,1.450803829E-3,-1.710421406E-2
4.405639590E-1,3.802633286E-2,2.061668551E-3,-1.954767294E-2
4.429748960E-1,4.046979174E-2,2.672533505E-3,-2.138026804E-2
4.453858340E-1,4.352411628E-2,4.505127668E-3,-2.260199748E-2
4.477967710E-1,4.535670951E-2,8.170315996E-3,-2.260199748E-2
4.502077090E-1,4.474584386E-2,1.427896414E-2,-2.138026804E-2
4.526186460E-1,4.291325063E-2,2.038761228E-2,-1.954767294E-2
4.550295840E-1,4.230238497E-2,2.588539571E-2,-1.832594350E-2
4.574405730E-1,3.863719851E-2,3.260490671E-2,-1.710421406E-2
4.598515110E-1,3.619373962E-2,3.993528336E-2,-1.466075517E-2
4.622624480E-1,3.497200832E-2,4.360047355E-2,-1.404988952E-2
4.646733860E-1,3.252854943E-2,4.726566374E-2,-1.221729536E-2
4.670843230E-1,2.886336111E-2,4.970912263E-2,-9.162971750E-3
4.694952610E-1,2.580903657E-2,4.970912263E-2,-6.719512399E-3
4.719061980E-1,2.519817278E-2,4.970912263E-2,-2.443459118E-3
4.743171360E-1,2.153298259E-2,4.665479809E-2,6.108647794E-4
4.767280730E-1,1.970038936E-2,4.360047355E-2,3.054323839E-3
4.791390110E-1,1.908952370E-2,4.176788032E-2,6.719512399E-3
4.815499480E-1,1.542433538E-2,3.749182448E-2,1.038470119E-2
4.839608860E-1,1.359174121E-2,3.016144782E-2,1.221729536E-2
4.863718230E-1,1.237001177E-2,2.527453005E-2,1.404988952E-2
4.887828130E-1,1.175914705E-2,1.977674663E-2,1.588248461E-2
4.911937500E-1,1.053741761E-2,1.366809942E-2,1.832594350E-2
4.936046880E-1,9.926552884E-3,5.726857111E-3,1.954767294E-2
4.960156250E-1,8.704823442E-3,-9.926552884E-4,2.076940238E-2
4.984265630E-1,9.315688163E-3,-7.712167688E-3,2.076940238E-2
5.008375000E-1,9.315688163E-3,-1.198822167E-2,2.015853859E-2
5.032484380E-1,8.704823442E-3,-1.748600416E-2,1.832594350E-2
5.056593750E-1,9.926552884E-3,-2.237292193E-2,1.649334840E-2
5.080703130E-1,9.315688163E-3,-2.725984156E-2,1.404988952E-2
5.104812500E-1,8.704823442E-3,-3.031416424E-2,1.466075517E-2
5.128921880E-1,9.926552884E-3,-3.336848691E-2,1.221729536E-2
5.153031770E-1,9.926552884E-3,-3.642281145E-2,1.038470119E-2
5.177141150E-1,1.114828233E-2,-3.764454275E-2,7.941242307E-3
5.201250520E-1,1.114828233E-2,-3.764454275E-2,6.108647678E-3
5.225359900E-1,1.237001177E-2,-3.642281145E-2,4.886918236E-3
5.249469270E-1,1.481347065E-2,-3.397935256E-2,2.443459118E-3
5.273578650E-1,1.603520103E-2,-3.214675933E-2,1.221729559E-3
5.297688020E-1,1.908952370E-2,-2.848157100E-2,-6.108647794E-4
5.321797400E-1,2.092211880E-2,-2.603811212E-2,-2.443459118E-3
5.345906770E-1,2.458730713E-2,-2.176205814E-2,-1.832594397E-3
5.370016150E-1,2.703076601E-2,-1.687514037E-2,-1.832594397E-3
5.394125520E-1,3.130681813E-2,-1.259908639E-2,-2.443459118E-3
5.418234900E-1,3.313941509E-2,-9.544761851E-3,-4.276053514E-3
5.442344270E-1,3.436114267E-2,-7.101302966E-3,-4.276053514E-3
5.466454170E-1,3.619373962E-2,-5.268708803E-3,-4.886918236E-3
5.490563540E-1,3.497200832E-2,-4.657844082E-3,-4.886918236E-3
5.514672920E-1,3.313941509E-2,-4.046979360E-3,-6.108647678E-3
5.538782290E-1,3.069595434E-2,-5.268708803E-3,-6.108647678E-3
5.562891670E-1,2.825249545E-2,-5.268708803E-3,-4.276053514E-3
5.587001040E-1,2.519817278E-2,-6.490438245E-3,-6.719512399E-3
5.611110420E-1,2.031125315E-2,-5.879573524E-3,-7.941242307E-3
5.635219790E-1,1.542433538E-2,-7.101302966E-3,-7.941242307E-3
5.659329170E-1,1.175914705E-2,-7.101302966E-3,-7.941242307E-3
5.683438540E-1,8.093958721E-3,-7.101302966E-3,-8.552107029E-3
5.707547920E-1,5.039634649E-3,-5.879573524E-3,-9.773836471E-3
5.731657290E-1,4.428769462E-3,-2.825249685E-3,-1.038470119E-2
5.755766670E-1,3.207040019E-3,-3.817904799E-4,-9.162971750E-3
5.779876570E-1,3.207040019E-3,2.061668551E-3,-7.330377586E-3
5.803985940E-1,3.207040019E-3,2.061668551E-3,-7.330377586E-3
5.828095320E-1,3.817904973E-3,6.948587019E-3,-6.108647678E-3
5.852204690E-1,5.039634649E-3,1.061377581E-2,-4.276053514E-3
5.876314070E-1,6.261364091E-3,1.305723470E-2,-1.221729559E-3
5.900423440E-1,8.704823442E-3,1.794415340E-2,-2.443459118E-3
5.924532820E-1,9.926552884E-3,2.160934173E-2,-1.221729559E-3
5.948642190E-1,1.237001177E-2,2.405280061E-2,-1.221729559E-3
5.972751570E-1,1.298087649E-2,2.710712515E-2,-1.221729559E-3
5.996860940E-1,1.481347065E-2,2.771798894E-2,-6.108647794E-4
6.020970320E-1,1.603520103E-2,2.893971838E-2,0.000000000E0
6.045079690E-1,1.542433538E-2,2.710712515E-2,1.221729559E-3
6.069189070E-1,1.603520103E-2,2.649625950E-2,6.108647794E-4
6.093298960E-1,1.603520103E-2,2.283107117E-2,6.108647794E-4
6.117408340E-1,1.481347065E-2,2.099847607E-2,0.000000000E0
6.141517710E-1,1.237001177E-2,1.794415340E-2,-6.108647794E-4
6.165627090E-1,1.053741761E-2,1.488982886E-2,-1.221729559E-3
6.189736460E-1,6.872228812E-3,1.183550525E-2,-1.832594397E-3
6.213845840E-1,3.207040019E-3,1.000291109E-2,-2.443459118E-3
6.237955210E-1,-1.679878100E-3,5.726857111E-3,-2.443459118E-3
6.262064590E-1,-7.177661173E-3,5.115992390E-3,-3.054323839E-3
6.286173960E-1,-1.267544460E-2,3.894262947E-3,-1.221729559E-3
6.310283340E-1,-1.695149764E-2,2.061668551E-3,-1.832594397E-3
6.334392710E-1,-2.122755162E-2,2.290742996E-4,-2.443459118E-3
6.358502610E-1,-2.733619884E-2,-3.817904799E-4,-3.054323839E-3
6.382611460E-1,-3.405570984E-2,-1.603520010E-3,-3.665188793E-3
6.406721360E-1,-3.894263133E-2,-2.825249685E-3,-3.054323839E-3
6.430830730E-1,-4.321868345E-2,-4.046979360E-3,-3.665188793E-3
6.454940110E-1,-4.688387364E-2,-4.046979360E-3,-3.054323839E-3
6.479049480E-1,-4.871646687E-2,-3.436114406E-3,-1.832594397E-3
6.503158860E-1,-5.421425030E-2,-4.657844082E-3,-1.221729559E-3
6.527268230E-1,-5.421425030E-2,-2.214384731E-3,-6.108647794E-4
6.551377610E-1,-5.726857483E-2,-9.926552884E-4,1.832594397E-3
6.575486980E-1,-5.787943676E-2,2.061668551E-3,1.832594397E-3
6.599596360E-1,-5.849030241E-2,3.894262947E-3,4.886918236E-3
6.623705730E-1,-6.032289565E-2,6.948587019E-3,6.719512399E-3
6.647815630E-1,-6.032289565E-2,8.781181648E-3,8.552107029E-3
6.671925000E-1,-6.154462695E-2,1.183550525E-2,8.552107029E-3
6.696034380E-1,-6.032289565E-2,1.672242396E-2,1.099556591E-2
6.720143750E-1,-6.093376130E-2,1.916588284E-2,1.282816008E-2
6.744253130E-1,-5.971203372E-2,2.222020552E-2,1.466075517E-2
6.768362500E-1,-6.093376130E-2,2.344193682E-2,1.527161989E-2
6.792471880E-1,-6.032289565E-2,2.588539571E-2,1.588248461E-2
6.816581250E-1,-6.032289565E-2,2.527453005E-2,1.710421406E-2
6.840690630E-1,-6.032289565E-2,2.588539571E-2,1.771507785E-2
6.864800000E-1,-6.032289565E-2,2.527453005E-2,1.832594350E-2
6.888909380E-1,-6.093376130E-2,2.588539571E-2,1.710421406E-2
6.913018750E-1,-6.154462695E-2,2.588539571E-2,1.649334840E-2
6.937128130E-1,-6.337722391E-2,2.222020552E-2,1.710421406E-2
6.961238020E-1,-6.520981342E-2,2.160934173E-2,1.588248461E-2
6.985347400E-1,-6.826414168E-2,2.038761228E-2,1.588248461E-2
7.009456770E-1,-7.070759684E-2,1.977674663E-2,1.527161989E-2
7.033566150E-1,-7.498364896E-2,1.672242396E-2,1.588248461E-2
7.057675520E-1,-7.925970852E-2,1.550069358E-2,1.404988952E-2
7.081784900E-1,-8.292489499E-2,1.488982886E-2,1.160643063E-2
7.105894270E-1,-8.720094711E-2,1.366809942E-2,9.162971750E-3
7.130003650E-1,-9.025526792E-2,1.366809942E-2,7.941242307E-3
7.154113020E-1,-9.392046183E-2,1.122464053E-2,6.108647678E-3
7.178222400E-1,-9.758564830E-2,1.122464053E-2,5.497782957E-3
7.202331770E-1,-1.018617004E-1,9.392046370E-3,2.443459118E-3
7.226441150E-1,-1.049160287E-1,8.170315996E-3,1.832594397E-3
7.250551040E-1,-1.085812151E-1,5.726857111E-3,0.000000000E0
7.274660420E-1,-1.104138121E-1,3.894262947E-3,-1.221729559E-3
7.298769790E-1,-1.122464016E-1,-9.926552884E-4,-1.221729559E-3
7.322879170E-1,-1.134681329E-1,-5.268708803E-3,-3.054323839E-3
7.346988540E-1,-1.153007299E-1,-9.544761851E-3,-1.832594397E-3
7.371097920E-1,-1.153007299E-1,-1.504254527E-2,-1.832594397E-3
7.395207290E-1,-1.159115955E-1,-1.870773360E-2,-3.054323839E-3
7.419316670E-1,-1.171333194E-1,-2.481638081E-2,-3.054323839E-3
7.443426040E-1,-1.153007299E-1,-3.031416424E-2,-3.665188793E-3
7.467535420E-1,-1.153007299E-1,-3.520108387E-2,-4.276053514E-3
7.491644790E-1,-1.153007299E-1,-3.886627033E-2,-4.276053514E-3
7.515754170E-1,-1.122464016E-1,-4.314232618E-2,-4.276053514E-3
7.539864070E-1,-1.128572673E-1,-4.680751264E-2,-4.276053514E-3
7.563973440E-1,-1.110246703E-1,-4.802924395E-2,-3.665188793E-3
7.588082820E-1,-1.104138121E-1,-4.986183718E-2,-4.886918236E-3
7.612192190E-1,-1.104138121E-1,-5.108356848E-2,-4.886918236E-3
7.636301570E-1,-1.098029464E-1,-5.169443041E-2,-6.108647678E-3
7.660410940E-1,-1.073594838E-1,-5.047270283E-2,-6.108647678E-3
7.684520320E-1,-1.049160287E-1,-4.925097153E-2,-7.330377586E-3
7.708629690E-1,-1.030834317E-1,-4.558578506E-2,-7.330377586E-3
7.732739070E-1,-1.006399691E-1,-4.192059487E-2,-6.719512399E-3
7.756848440E-1,-9.636391699E-2,-3.886627033E-2,-6.719512399E-3
7.780957820E-1,-9.208786488E-2,-3.459021822E-2,-6.108647678E-3
7.805067190E-1,-8.781181276E-2,-2.909243479E-2,-5.497782957E-3
7.829177090E-1,-8.292489499E-2,-2.298378758E-2,-3.054323839E-3
7.853286460E-1,-7.864884287E-2,-1.687514037E-2,-4.276053514E-3
7.877395840E-1,-7.437278330E-2,-1.259908639E-2,-3.665188793E-3
7.901505210E-1,-7.070759684E-2,-6.490438245E-3,-3.665188793E-3
7.925614590E-1,-6.520981342E-2,-1.603520010E-3,-3.665188793E-3
7.949723960E-1,-6.398808211E-2,1.450803829E-3,-2.443459118E-3
7.973833340E-1,-6.093376130E-2,4.505127668E-3,-1.832594397E-3
7.997942710E-1,-5.849030241E-2,7.559451740E-3,6.108647794E-4
8.022052090E-1,-5.665770918E-2,9.392046370E-3,1.832594397E-3
8.046161460E-1,-5.299251899E-2,1.183550525E-2,3.665188793E-3
8.070270840E-1,-5.421425030E-2,1.366809942E-2,4.886918236E-3
8.094380210E-1,-5.238165334E-2,1.366809942E-2,6.719512399E-3
8.118490110E-1,-5.054906011E-2,1.550069358E-2,5.497782957E-3
8.142599480E-1,-4.993819445E-2,1.550069358E-2,7.330377586E-3
8.166708860E-1,-4.871646687E-2,1.366809942E-2,7.330377586E-3
8.190818230E-1,-4.627300799E-2,1.488982886E-2,8.552107029E-3
8.214927610E-1,-4.505127668E-2,1.366809942E-2,1.038470119E-2
8.239036980E-1,-4.260781780E-2,1.244636998E-2,1.160643063E-2
8.263146360E-1,-4.077522457E-2,1.061377581E-2,1.221729536E-2
8.287255730E-1,-4.016435891E-2,1.000291109E-2,1.343902480E-2
8.311365110E-1,-3.894263133E-2,8.781181648E-3,1.588248461E-2
8.335474480E-1,-3.711003438E-2,1.000291109E-2,1.710421406E-2
8.359583860E-1,-3.711003438E-2,1.061377581E-2,1.649334840E-2
8.383693230E-1,-3.649916872E-2,1.244636998E-2,1.954767294E-2
8.407803130E-1,-3.527744114E-2,1.427896414E-2,1.832594350E-2
8.431912500E-1,-3.405570984E-2,1.488982886E-2,2.015853859E-2
8.456021880E-1,-3.222311661E-2,1.733328775E-2,1.832594350E-2
8.480131250E-1,-3.100138716E-2,1.672242396E-2,1.954767294E-2
8.504240630E-1,-2.977965772E-2,1.672242396E-2,1.893680729E-2
8.528350000E-1,-3.161225095E-2,1.488982886E-2,1.771507785E-2
8.552459380E-1,-2.855792828E-2,1.366809942E-2,1.649334840E-2
8.576568750E-1,-2.611446939E-2,1.061377581E-2,1.527161989E-2
8.600678130E-1,-2.550360374E-2,7.559451740E-3,1.404988952E-2
8.624787500E-1,-2.489273995E-2,5.726857111E-3,1.343902480E-2
8.648896880E-1,-2.428187430E-2,-3.817904799E-4,1.099556591E-2
8.673006250E-1,-2.244928107E-2,-2.825249685E-3,9.162971750E-3
8.697116150E-1,-2.306014486E-2,-5.268708803E-3,7.941242307E-3
8.721225520E-1,-2.550360374E-2,-8.933897130E-3,7.941242307E-3
8.745334900E-1,-2.428187430E-2,-1.198822167E-2,5.497782957E-3
8.769444270E-1,-2.244928107E-2,-1.504254527E-2,3.054323839E-3
8.793553650E-1,-2.183841541E-2,-1.504254527E-2,2.443459118E-3
8.817663020E-1,-2.244928107E-2,-1.626427472E-2,1.832594397E-3
8.841772400E-1,-2.061668597E-2,-1.687514037E-2,6.108647794E-4
8.865881770E-1,-1.939495653E-2,-1.565340906E-2,-6.108647794E-4
8.889991150E-1,-1.817322709E-2,-1.687514037E-2,6.108647794E-4
8.914100520E-1,-1.634063199E-2,-1.504254527E-2,1.221729559E-3
8.938209900E-1,-1.206457894E-2,-1.382081583E-2,3.665188793E-3
8.962319790E-1,-8.399390616E-3,-1.076649129E-2,6.108647678E-3
8.986429170E-1,-7.177661173E-3,-9.544761851E-3,7.941242307E-3
9.010538540E-1,-3.512472380E-3,-5.268708803E-3,9.773836471E-3
9.034647920E-1,1.527161949E-4,-2.825249685E-3,1.343902480E-2
9.058757290E-1,4.428769462E-3,5.115992390E-3,1.710421406E-2
9.082866670E-1,8.704823442E-3,1.305723470E-2,2.138026804E-2
9.106976040E-1,1.298087649E-2,2.344193682E-2,2.565632015E-2
9.131085420E-1,1.970038936E-2,3.565923125E-2,2.809977904E-2
9.155194790E-1,2.764163166E-2,4.787652567E-2,3.176496923E-2
9.179304170E-1,3.436114267E-2,5.887209252E-2,3.420842811E-2
