"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.110805880E-1,3.741546767E-3,1.436295807E-1,-2.016617358E-1
2.134916300E-1,-1.756236190E-3,1.375209391E-1,-1.973856837E-1
2.159026710E-1,-6.643154658E-3,1.314122826E-1,-1.900553107E-1
2.183136610E-1,-1.153007243E-2,1.234710440E-1,-1.821140647E-1
2.207247020E-1,-1.519526169E-2,1.161406636E-1,-1.760054082E-1
2.231356920E-1,-2.252563834E-2,1.045342386E-1,-1.668424457E-1
2.255467340E-1,-2.680169232E-2,9.292780608E-2,-1.576794684E-1
2.279577230E-1,-3.107774630E-2,7.887791097E-2,-1.472947747E-1
2.303687650E-1,-3.535379842E-2,6.360629201E-2,-1.344666034E-1
2.327798070E-1,-3.718639165E-2,4.833467677E-2,-1.234710440E-1
2.351907960E-1,-3.779725730E-2,3.184132650E-2,-1.094211563E-1
2.376018380E-1,-3.657552972E-2,1.412624773E-2,-9.598212689E-2
2.400128270E-1,-3.718639165E-2,-3.588830587E-3,-8.315397054E-2
2.424238690E-1,-3.657552972E-2,-2.130390890E-2,-7.093667239E-2
2.448348590E-1,-3.291033953E-2,-4.024071619E-2,-5.994110554E-2
2.472459000E-1,-2.985601686E-2,-5.917752534E-2,-4.833467677E-2
2.496569420E-1,-2.191477455E-2,-7.506000996E-2,-3.733910993E-2
2.520679320E-1,-2.069304511E-2,-9.644027799E-2,-2.573267929E-2
2.544789730E-1,-1.458439697E-2,-1.123227626E-1,-1.351538301E-2
2.568899630E-1,-6.643154658E-3,-1.275943816E-1,-1.908952487E-3
2.593010050E-1,1.908952487E-3,-1.398116797E-1,1.030834299E-2
2.617119940E-1,9.239329956E-3,-1.514181048E-1,2.313650399E-2
2.641230360E-1,1.656970754E-2,-1.630245447E-1,3.779725730E-2
2.665340770E-1,2.328922041E-2,-1.697440445E-1,5.062541738E-2
2.689450670E-1,3.123046272E-2,-1.746309698E-1,6.223184988E-2
2.713561090E-1,3.978256881E-2,-1.764635593E-1,7.506000996E-2
2.737670980E-1,4.528035223E-2,-1.734092385E-1,8.605557680E-2
2.761781400E-1,5.199986324E-2,-1.685223281E-1,9.766200930E-2
2.785891820E-1,5.871937796E-2,-1.593593508E-1,1.080467105E-1
2.810001710E-1,6.299543381E-2,-1.489746422E-1,1.184314117E-1
2.834112130E-1,6.727148592E-2,-1.337030232E-1,1.257617921E-1
2.858222020E-1,7.154753804E-2,-1.153770834E-1,1.337030232E-1
2.882332440E-1,7.521272451E-2,-9.521854669E-2,1.428660005E-1
2.906442340E-1,7.765618712E-2,-7.506000996E-2,1.495855153E-1
2.930552750E-1,8.071050793E-2,-5.123628303E-2,1.581376195E-1
2.954663170E-1,8.315397054E-2,-2.741255611E-2,1.648571342E-1
2.978773070E-1,8.498656005E-2,-5.345066893E-4,1.715766490E-1
3.002883480E-1,8.681915700E-2,2.512181364E-2,1.776852906E-1
3.026993380E-1,8.804088831E-2,5.077813566E-2,1.819613427E-1
3.051103800E-1,8.559742570E-2,7.582359016E-2,1.868482679E-1
3.075214210E-1,8.498656005E-2,1.014799103E-1,1.911243200E-1
3.099324110E-1,8.071050793E-2,1.265253723E-1,1.941786408E-1
3.123434520E-1,7.643445581E-2,1.491273642E-1,1.966221035E-1
3.147544420E-1,6.910407543E-2,1.711184978E-1,1.966221035E-1
3.171654840E-1,6.482802331E-2,1.918879002E-1,1.990655661E-1
3.195764730E-1,5.871937796E-2,2.108247131E-1,2.015090138E-1
3.219875150E-1,5.199986324E-2,2.267071903E-1,2.039524764E-1
3.243985570E-1,4.650207981E-2,2.395353466E-1,2.057850659E-1
3.268095460E-1,3.978256881E-2,2.499200553E-1,2.070067972E-1
3.292205880E-1,3.367391974E-2,2.584721744E-1,2.082285285E-1
3.316315770E-1,2.817613818E-2,2.615264952E-1,2.082285285E-1
3.340426190E-1,1.962403022E-2,2.615264952E-1,2.076176703E-1
3.364536090E-1,1.412624773E-2,2.578612864E-1,2.070067972E-1
3.388646500E-1,9.239329956E-3,2.523635030E-1,2.045633495E-1
3.412756920E-1,5.574141163E-3,2.432005405E-1,2.021198869E-1
3.436866820E-1,1.298087649E-3,2.328158319E-1,1.984546930E-1
3.460977230E-1,6.872228696E-4,2.193768173E-1,1.947895139E-1
3.485087130E-1,6.872228696E-4,2.041051984E-1,1.905134469E-1
3.509197550E-1,2.519817324E-3,1.863901168E-1,1.844048053E-1
3.533307440E-1,5.574141163E-3,1.686750352E-1,1.795178801E-1
3.557417860E-1,1.046105940E-2,1.491273642E-1,1.740200967E-1
3.581528270E-1,1.412624773E-2,1.308014244E-1,1.660788655E-1
3.605638170E-1,1.718057133E-2,1.100320220E-1,1.563050300E-1
3.629748590E-1,1.901316643E-2,9.109520912E-2,1.465311944E-1
3.653858480E-1,2.206749097E-2,7.093667239E-2,1.367573589E-1
3.677968900E-1,2.390008420E-2,5.566505343E-2,1.275943816E-1
3.702079320E-1,2.512181364E-2,3.672824427E-2,1.190422773E-1
3.726189210E-1,2.634354308E-2,1.962403022E-2,1.117118970E-1
3.750299630E-1,2.939786762E-2,4.963276442E-3,1.037706509E-1
3.774409520E-1,3.184132650E-2,-8.475748822E-3,9.582941234E-2
3.798519940E-1,3.245219216E-2,-2.069304511E-2,8.727730811E-2
3.822629840E-1,3.306305781E-2,-3.474293277E-2,8.116865903E-2
3.846740250E-1,3.184132650E-2,-4.451677203E-2,7.383827865E-2
3.870850670E-1,3.061959706E-2,-5.306887627E-2,6.650790572E-2
3.894960570E-1,2.817613818E-2,-6.039925665E-2,6.039925665E-2
3.919070980E-1,2.634354308E-2,-6.589704007E-2,5.551233515E-2
3.943180880E-1,2.145662531E-2,-7.078395784E-2,4.818195850E-2
3.967291300E-1,1.962403022E-2,-7.383827865E-2,4.268417507E-2
3.991401710E-1,1.595884189E-2,-7.261654735E-2,3.840812296E-2
4.015511610E-1,9.850194678E-3,-7.444914430E-2,3.474293277E-2
4.039622020E-1,3.130682046E-3,-7.261654735E-2,3.168861195E-2
4.063731920E-1,-3.588830587E-3,-6.956222653E-2,2.924515121E-2
4.087842340E-1,-9.086613543E-3,-6.650790572E-2,2.680169232E-2
4.111952230E-1,-1.641699113E-2,-6.345357746E-2,2.619082667E-2
4.136062650E-1,-2.252563834E-2,-5.917752534E-2,2.313650399E-2
4.160173070E-1,-2.924515121E-2,-5.367974192E-2,2.191477455E-2
4.184282960E-1,-3.535379842E-2,-4.573849961E-2,1.886045001E-2
4.208393380E-1,-4.024071619E-2,-3.901898861E-2,1.458439697E-2
4.232503270E-1,-4.696023092E-2,-2.863428742E-2,1.153007243E-2
4.256613690E-1,-5.367974192E-2,-2.008217946E-2,5.421424750E-3
4.280724110E-1,-6.101011857E-2,-1.030834299E-2,3.588830587E-3
4.304834000E-1,-6.834049523E-2,-1.756236190E-3,-6.872228696E-4
4.328944420E-1,-7.567087561E-2,9.239329956E-3,-1.908952487E-3
4.353054320E-1,-8.361211419E-2,1.840230078E-2,-5.574141163E-3
4.377164730E-1,-8.727730811E-2,2.878700197E-2,-6.795870606E-3
4.401274630E-1,-9.216422588E-2,3.733910993E-2,-8.017600514E-3
4.425385050E-1,-9.644027799E-2,4.711294547E-2,-7.406735327E-3
4.449495460E-1,-1.001054645E-1,5.627591908E-2,-9.850194678E-3
4.473605360E-1,-1.049923822E-1,6.360629201E-2,-1.107192412E-2
4.497715770E-1,-1.080467105E-1,6.910407543E-2,-1.107192412E-2
4.521825670E-1,-1.086575761E-1,7.582359016E-2,-1.107192412E-2
4.545936090E-1,-1.092684343E-1,8.071050793E-2,-1.351538301E-2
4.570045980E-1,-1.092684343E-1,8.437569439E-2,-1.412624773E-2
4.594156400E-1,-1.074358448E-1,8.681915700E-2,-1.351538301E-2
4.618266820E-1,-1.031597927E-1,9.048434347E-2,-1.412624773E-2
4.642376710E-1,-1.013271958E-1,9.170607477E-2,-1.351538301E-2
4.666487130E-1,-9.644027799E-2,9.353867173E-2,-1.290451828E-2
4.690597020E-1,-9.216422588E-2,9.231694043E-2,-1.168278884E-2
4.714707440E-1,-8.422297984E-2,9.109520912E-2,-1.046105940E-2
4.738817340E-1,-7.811433077E-2,8.987347782E-2,-1.046105940E-2
4.762927750E-1,-7.200568914E-2,8.804088831E-2,-7.406735327E-3
4.787038170E-1,-6.650790572E-2,8.437569439E-2,-4.963276442E-3
4.811148070E-1,-5.978839099E-2,8.193223923E-2,-3.130682046E-3
4.835258480E-1,-5.123628303E-2,8.071050793E-2,-6.872228696E-4
4.859368380E-1,-4.634936526E-2,7.887791097E-2,1.756236190E-3
4.883478800E-1,-4.024071619E-2,7.765618712E-2,6.032289471E-3
4.907589210E-1,-3.413207084E-2,7.643445581E-2,1.030834299E-2
4.931699110E-1,-2.863428742E-2,7.643445581E-2,1.275180187E-2
4.955809520E-1,-2.435823344E-2,7.704532146E-2,1.702785492E-2
4.979919420E-1,-1.947131567E-2,8.009964228E-2,2.252563834E-2
5.004029840E-1,-1.824958436E-2,8.071050793E-2,2.802342176E-2
5.028139730E-1,-1.702785492E-2,8.193223923E-2,3.413207084E-2
5.052250150E-1,-1.214093715E-2,8.315397054E-2,3.901898861E-2
5.076360570E-1,-1.153007243E-2,8.132137358E-2,4.268417507E-2
5.100470460E-1,-9.086613543E-3,8.315397054E-2,4.757109284E-2
5.124580880E-1,-6.643154658E-3,8.254310489E-2,5.062541738E-2
5.148690770E-1,-3.588830587E-3,8.132137358E-2,5.551233515E-2
5.172801190E-1,-5.345066893E-4,8.071050793E-2,6.039925665E-2
5.196911610E-1,3.130682046E-3,7.948877662E-2,6.467530876E-2
5.221021500E-1,5.574141163E-3,7.643445581E-2,6.834049523E-2
5.245131920E-1,8.628465235E-3,7.521272451E-2,7.078395784E-2
5.269241820E-1,1.046105940E-2,7.276926935E-2,7.506000996E-2
5.293352230E-1,1.107192412E-2,7.032580674E-2,7.689260691E-2
5.317462130E-1,9.850194678E-3,6.482802331E-2,7.872519642E-2
5.341572550E-1,1.168278884E-2,6.177370250E-2,8.116865903E-2
5.365682960E-1,1.107192412E-2,5.688678101E-2,8.422297984E-2
5.389792860E-1,1.290451828E-2,5.199986324E-2,8.605557680E-2
5.413903270E-1,1.473711245E-2,4.894553870E-2,8.849903196E-2
5.438013170E-1,1.656970754E-2,4.283689335E-2,9.094249457E-2
5.462123590E-1,1.718057133E-2,3.611737862E-2,9.277509153E-2
5.486233480E-1,1.962403022E-2,2.939786762E-2,9.521854669E-2
5.510343900E-1,2.206749097E-2,2.328922041E-2,1.001054645E-1
5.534454320E-1,2.390008420E-2,1.779143699E-2,1.037706509E-1
5.558564210E-1,2.756527252E-2,1.351538301E-2,1.080467105E-1
5.582674630E-1,3.061959706E-2,7.406735327E-3,1.111010313E-1
5.606784520E-1,3.184132650E-2,3.130682046E-3,1.135444939E-1
5.630894940E-1,3.306305781E-2,-5.345066893E-4,1.159879491E-1
5.655005360E-1,3.489565104E-2,-2.977965865E-3,1.184314117E-1
5.679115250E-1,3.489565104E-2,-5.421424750E-3,1.184314117E-1
5.703225670E-1,3.550651670E-2,-6.032289471E-3,1.190422773E-1
5.727335570E-1,3.794997558E-2,-5.421424750E-3,1.196531355E-1
5.751445980E-1,3.794997558E-2,-6.032289471E-3,1.202640012E-1
5.775555880E-1,3.978256881E-2,-6.032289471E-3,1.196531355E-1
5.799666300E-1,4.039343446E-2,-4.199695308E-3,1.196531355E-1
5.823776190E-1,3.978256881E-2,-2.977965865E-3,1.202640012E-1
5.847886610E-1,3.978256881E-2,-2.367100911E-3,1.196531355E-1
5.871997020E-1,4.039343446E-2,1.908952487E-3,1.190422773E-1
5.896106920E-1,4.039343446E-2,6.185005885E-3,1.178205460E-1
5.920217340E-1,4.100430012E-2,9.850194678E-3,1.165988147E-1
5.944327230E-1,3.917170316E-2,1.290451828E-2,1.159879491E-1
5.968437650E-1,3.978256881E-2,1.595884189E-2,1.141553521E-1
5.992548070E-1,3.978256881E-2,1.962403022E-2,1.129336283E-1
6.016657960E-1,4.100430012E-2,2.451094985E-2,1.111010313E-1
6.040768380E-1,4.100430012E-2,2.756527252E-2,1.080467105E-1
6.064878270E-1,4.222602770E-2,3.123046272E-2,1.049923822E-1
6.088988690E-1,4.283689335E-2,3.367391974E-2,1.007163301E-1
6.113099110E-1,4.711294547E-2,3.733910993E-2,9.949459881E-2
6.137209000E-1,4.894553870E-2,3.856083751E-2,9.644027799E-2
6.161319420E-1,5.261072889E-2,3.917170316E-2,9.216422588E-2
6.185429320E-1,5.627591908E-2,3.978256881E-2,8.910989761E-2
6.209539730E-1,5.749764666E-2,3.917170316E-2,8.544471115E-2
6.233649630E-1,5.933023989E-2,3.794997558E-2,8.239039034E-2
6.257760050E-1,6.238456443E-2,3.611737862E-2,7.872519642E-2
6.281870460E-1,6.666062027E-2,3.489565104E-2,7.506000996E-2
6.305980360E-1,6.971494108E-2,3.245219216E-2,7.139482349E-2
6.330090770E-1,7.215840369E-2,3.123046272E-2,6.772962958E-2
6.354200670E-1,7.338013500E-2,2.817613818E-2,6.406444311E-2
6.378311090E-1,7.338013500E-2,2.451094985E-2,6.101011857E-2
6.402421500E-1,7.154753804E-2,2.084576152E-2,5.856665969E-2
6.426531400E-1,6.971494108E-2,1.779143699E-2,5.734493211E-2
6.450641820E-1,6.849320978E-2,1.412624773E-2,5.551233515E-2
6.474751710E-1,6.788235158E-2,1.046105940E-2,5.612320080E-2
6.498862130E-1,6.543888897E-2,8.017600514E-3,5.795579776E-2
6.522972020E-1,6.360629201E-2,4.963276442E-3,6.039925665E-2
6.547082440E-1,5.994110554E-2,1.298087649E-3,6.406444311E-2
6.571192860E-1,5.322159454E-2,-1.756236190E-3,6.772962958E-2
6.595302750E-1,4.528035223E-2,-4.199695308E-3,6.956222653E-2
6.619413170E-1,3.611737862E-2,-5.421424750E-3,7.322741300E-2
6.643523070E-1,2.634354308E-2,-7.254019380E-3,7.628174126E-2
6.667633480E-1,1.534797717E-2,-6.032289471E-3,7.811433077E-2
6.691743380E-1,3.741546767E-3,-4.810560029E-3,8.116865903E-2
6.715853800E-1,-8.475748822E-3,-4.199695308E-3,8.422297984E-2
6.739964210E-1,-2.191477455E-2,-2.367100911E-3,8.605557680E-2
6.764074110E-1,-3.596466407E-2,-5.345066893E-4,8.544471115E-2
6.788184520E-1,-4.879282415E-2,6.872228696E-4,8.422297984E-2
6.812294420E-1,-6.223184988E-2,7.635809743E-5,8.239039034E-2
6.836404840E-1,-7.322741300E-2,-5.345066893E-4,7.933606207E-2
6.860514730E-1,-8.300124854E-2,-2.367100911E-3,7.322741300E-2
6.884625150E-1,-8.972076327E-2,-6.032289471E-3,6.711876392E-2
6.908735570E-1,-9.888373315E-2,-1.091920771E-2,5.978839099E-2
6.932845460E-1,-1.062141135E-1,-1.519526169E-2,5.123628303E-2
6.956955880E-1,-1.165988147E-1,-2.069304511E-2,4.207331315E-2
6.981065770E-1,-1.275943816E-1,-2.741255611E-2,3.291033953E-2
7.005176190E-1,-1.330921650E-1,-3.535379842E-2,2.374736778E-2
7.029286610E-1,-1.404225379E-1,-4.268417507E-2,1.763872057E-2
7.053396500E-1,-1.446985900E-1,-5.123628303E-2,1.030834299E-2
7.077506920E-1,-1.483637840E-1,-6.284271181E-2,4.810560029E-3
7.101616820E-1,-1.514181048E-1,-7.261654735E-2,5.345066893E-4
7.125727230E-1,-1.538615674E-1,-8.361211419E-2,-4.352411721E-3
7.149837650E-1,-1.538615674E-1,-9.338594973E-2,-1.046105940E-2
7.173947550E-1,-1.532506943E-1,-1.043815166E-1,-1.595884189E-2
7.198057960E-1,-1.520289779E-1,-1.117118970E-1,-2.084576152E-2
7.222167860E-1,-1.501963735E-1,-1.220965981E-1,-2.634354308E-2
7.246278270E-1,-1.465311944E-1,-1.300378442E-1,-3.245219216E-2
7.270388170E-1,-1.404225379E-1,-1.355356276E-1,-3.733910993E-2
7.294498590E-1,-1.343138963E-1,-1.410334110E-1,-4.283689335E-2
7.318608480E-1,-1.269835234E-1,-1.434768587E-1,-4.833467677E-2
7.342718900E-1,-1.184314117E-1,-1.477529258E-1,-5.505418777E-2
7.366829320E-1,-1.092684343E-1,-1.477529258E-1,-5.871937796E-2
7.390939210E-1,-1.001054645E-1,-1.459203213E-1,-6.421715766E-2
7.415049630E-1,-9.277509153E-2,-1.422551423E-1,-7.032580674E-2
7.439159520E-1,-8.361211419E-2,-1.385899484E-1,-7.521272451E-2
7.463269940E-1,-7.261654735E-2,-1.306487024E-1,-7.887791097E-2
7.487380360E-1,-6.345357746E-2,-1.208748668E-1,-8.193223923E-2
7.511490250E-1,-5.429060757E-2,-1.104901657E-1,-8.498656005E-2
7.535600670E-1,-4.573849961E-2,-9.888373315E-2,-8.804088831E-2
7.559710570E-1,-3.474293277E-2,-8.361211419E-2,-9.109520912E-2
7.583820980E-1,-2.680169232E-2,-6.772962958E-2,-9.292780608E-2
7.607930880E-1,-1.886045001E-2,-5.001455545E-2,-9.659299254E-2
7.632041300E-1,-1.030834299E-2,-3.168861195E-2,-1.002581790E-1
7.656151710E-1,-2.977965865E-3,-1.214093715E-2,-1.014799103E-1
7.680261610E-1,3.741546767E-3,7.406735327E-3,-1.039233729E-1
7.704372020E-1,1.046105940E-2,2.695440874E-2,-1.069776937E-1
7.728481920E-1,1.595884189E-2,4.711294547E-2,-1.112537459E-1
7.752592340E-1,2.390008420E-2,6.604975462E-2,-1.136972085E-1
7.776702750E-1,3.061959706E-2,8.498656005E-2,-1.179732606E-1
7.800812650E-1,3.611737862E-2,1.051450968E-1,-1.210275814E-1
7.824923070E-1,4.405862093E-2,1.234710440E-1,-1.253036410E-1
7.849032960E-1,4.833467677E-2,1.375209391E-1,-1.308014244E-1
7.873143380E-1,5.383246019E-2,1.534034163E-1,-1.350774765E-1
7.897253270E-1,6.055197120E-2,1.650098413E-1,-1.387426704E-1
7.921363690E-1,6.421715766E-2,1.753945500E-1,-1.399643868E-1
7.945474110E-1,6.666062027E-2,1.827249229E-1,-1.424078494E-1
7.969584000E-1,6.849320978E-2,1.894444376E-1,-1.430187225E-1
7.993694420E-1,7.093667239E-2,1.931096315E-1,-1.430187225E-1
8.017804320E-1,7.093667239E-2,1.931096315E-1,-1.417969912E-1
8.041914730E-1,7.154753804E-2,1.918879002E-1,-1.393535286E-1
8.066025150E-1,6.910407543E-2,1.900553107E-1,-1.375209391E-1
8.090135050E-1,6.727148592E-2,1.857792437E-1,-1.350774765E-1
8.114245460E-1,6.482802331E-2,1.790597439E-1,-1.301905513E-1
8.138355360E-1,5.933023989E-2,1.717293561E-1,-1.259144992E-1
8.162465770E-1,5.566505343E-2,1.631772518E-1,-1.204167232E-1
8.186575670E-1,4.894553870E-2,1.540142894E-1,-1.149189398E-1
8.210686090E-1,4.528035223E-2,1.442404389E-1,-1.088102907E-1
8.234795980E-1,3.856083751E-2,1.350774765E-1,-1.014799103E-1
8.258906400E-1,3.061959706E-2,1.222493127E-1,-9.414953738E-2
8.283016820E-1,2.634354308E-2,1.112537459E-1,-8.804088831E-2
8.307126710E-1,1.962403022E-2,9.781472385E-2,-8.376483619E-2
8.331237130E-1,1.534797717E-2,8.559742570E-2,-7.887791097E-2
8.355347020E-1,8.628465235E-3,7.215840369E-2,-7.460185885E-2
8.379457440E-1,4.963276442E-3,6.055197120E-2,-7.093667239E-2
8.403567860E-1,3.130682046E-3,4.833467677E-2,-6.543888897E-2
8.427677750E-1,-1.145371469E-3,3.733910993E-2,-6.116283685E-2
8.451788170E-1,-7.254019380E-3,2.512181364E-2,-5.627591908E-2
8.475898070E-1,-8.475748822E-3,1.656970754E-2,-5.322159454E-2
8.500008480E-1,-1.214093715E-2,7.406735327E-3,-4.955640435E-2
8.524118900E-1,-1.519526169E-2,-1.145371469E-3,-4.589121789E-2
8.548228800E-1,-1.763872057E-2,-8.475748822E-3,-4.405862093E-2
8.572339210E-1,-2.069304511E-2,-1.458439697E-2,-4.039343446E-2
8.596449110E-1,-2.252563834E-2,-2.008217946E-2,-3.733910993E-2
8.620559520E-1,-2.496909723E-2,-2.557996288E-2,-3.367391974E-2
8.644669420E-1,-2.680169232E-2,-2.741255611E-2,-3.245219216E-2
8.668779840E-1,-2.863428742E-2,-3.229947388E-2,-3.000873141E-2
8.692890250E-1,-3.107774630E-2,-3.474293277E-2,-2.756527252E-2
8.717000150E-1,-3.291033953E-2,-3.901898861E-2,-2.328922041E-2
8.741110570E-1,-3.352120519E-2,-4.024071619E-2,-1.840230078E-2
8.765220460E-1,-3.291033953E-2,-4.207331315E-2,-1.656970754E-2
8.789330880E-1,-3.596466407E-2,-4.573849961E-2,-1.229365356E-2
8.813440770E-1,-3.413207084E-2,-4.512763396E-2,-1.046105940E-2
8.837551190E-1,-3.352120519E-2,-4.634936526E-2,-8.628465235E-3
8.861661610E-1,-3.168861195E-2,-4.634936526E-2,-6.795870606E-3
8.885771500E-1,-3.168861195E-2,-4.696023092E-2,-5.574141163E-3
8.909881920E-1,-2.985601686E-2,-4.573849961E-2,-4.352411721E-3
8.933991820E-1,-2.863428742E-2,-4.512763396E-2,-2.519817324E-3
8.958102230E-1,-2.802342176E-2,-4.451677203E-2,-1.298087649E-3
8.982212650E-1,-2.557996288E-2,-4.268417507E-2,-6.872228696E-4
9.006322550E-1,-2.619082667E-2,-4.024071619E-2,-7.635809743E-5
9.030432960E-1,-2.557996288E-2,-3.901898861E-2,1.145371469E-3
9.054542860E-1,-2.435823344E-2,-3.840812296E-2,4.199695308E-3
9.078653270E-1,-2.313650399E-2,-3.718639165E-2,6.032289471E-3
9.102763170E-1,-2.191477455E-2,-3.657552972E-2,1.030834299E-2
9.126873590E-1,-2.313650399E-2,-3.657552972E-2,1.458439697E-2
9.150984000E-1,-2.252563834E-2,-3.535379842E-2,1.947131567E-2
9.175093900E-1,-2.435823344E-2,-3.596466407E-2,2.435823344E-2
9.199204320E-1,-2.680169232E-2,-3.413207084E-2,2.863428742E-2
9.223314210E-1,-2.924515121E-2,-3.352120519E-2,3.474293277E-2
9.247424630E-1,-3.107774630E-2,-3.168861195E-2,3.901898861E-2
9.271534520E-1,-3.596466407E-2,-3.046688065E-2,4.390590638E-2
9.295644940E-1,-3.901898861E-2,-2.863428742E-2,4.818195850E-2
9.319755360E-1,-4.268417507E-2,-2.741255611E-2,5.306887627E-2
9.343865250E-1,-4.757109284E-2,-2.313650399E-2,5.734493211E-2
9.367975670E-1,-5.123628303E-2,-2.130390890E-2,6.284271181E-2
9.392085570E-1,-5.367974192E-2,-2.069304511E-2,6.772962958E-2
9.416195980E-1,-5.734493211E-2,-1.824958436E-2,7.261654735E-2
9.440305880E-1,-6.101011857E-2,-1.336266659E-2,7.628174126E-2
9.464416300E-1,-6.345357746E-2,-1.275180187E-2,7.872519642E-2
9.488526710E-1,-6.528617442E-2,-9.697478265E-3,8.177952468E-2
9.512636610E-1,-6.650790572E-2,-7.864884101E-3,8.483384550E-2
9.536747020E-1,-6.772962958E-2,-7.864884101E-3,8.666644245E-2
9.560856920E-1,-6.834049523E-2,-5.421424750E-3,8.788817376E-2
9.584967340E-1,-6.772962958E-2,-3.588830587E-3,8.972076327E-2
9.609077230E-1,-6.650790572E-2,-1.756236190E-3,9.277509153E-2
9.633187650E-1,-6.467530876E-2,7.635809743E-5,9.277509153E-2
9.657298070E-1,-6.345357746E-2,2.519817324E-3,9.338594973E-2
9.681407960E-1,-6.162098423E-2,3.741546767E-3,9.338594973E-2
9.705518380E-1,-6.039925665E-2,4.963276442E-3,9.399681538E-2
9.729628270E-1,-5.734493211E-2,7.406735327E-3,9.338594973E-2
9.753738690E-1,-5.673406646E-2,9.850194678E-3,9.399681538E-2
