"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
5.846636020E-1,-4.701000452E-2,5.593204498E-2,-2.462482452E-2
5.894856340E-1,-5.176955462E-2,3.126859665E-2,-1.917743683E-2
5.943077170E-1,-2.111744881E-2,2.954959869E-2,-1.042556763E-2
5.991297480E-1,3.206908703E-3,-8.760929108E-3,-2.085924149E-2
6.039517790E-1,2.719217539E-2,-2.641963959E-2,-4.557371140E-2
6.087738110E-1,2.593773603E-2,-4.612159729E-2,-9.513664246E-2
6.135958420E-1,1.384699345E-2,-5.604982376E-2,-9.340333939E-2
6.184178730E-1,9.977400303E-3,-6.587743759E-2,-6.919670105E-2
6.232399570E-1,7.160305977E-3,-7.685327530E-2,-5.941343307E-2
6.280619880E-1,4.456186295E-2,-7.716083527E-2,-6.031513214E-2
6.328840190E-1,6.134992838E-2,-9.648513794E-2,-5.525922775E-2
6.377060500E-1,4.476374388E-2,-7.897281647E-2,-3.237533569E-2
6.425280820E-1,3.887051344E-2,-7.117891312E-2,-2.149343491E-2
6.473501130E-1,1.517122984E-2,-5.402803421E-2,-9.466171265E-3
6.521721960E-1,1.885241270E-2,-6.311464310E-2,-1.654195786E-2
6.569942270E-1,5.800962448E-3,-5.786371231E-2,-2.003574371E-2
6.618162590E-1,-6.070137024E-3,-3.953504562E-2,-1.408576965E-2
6.666382900E-1,-3.688693047E-3,-2.955961227E-2,-1.173019409E-3
6.714603210E-1,3.188085556E-2,-6.384849548E-4,2.226686478E-2
6.762823520E-1,6.007254124E-2,2.344226837E-2,3.469896317E-2
6.811044360E-1,8.221715689E-2,3.436708450E-2,4.932022095E-2
6.859264670E-1,6.152528524E-2,4.647874832E-2,4.001045227E-2
6.907484980E-1,5.053424835E-2,4.678201675E-2,6.905078888E-3
6.955705290E-1,6.222486496E-2,4.959058762E-2,1.310396194E-2
7.003925610E-1,7.508379221E-2,1.562643051E-2,3.346776962E-2
7.052146440E-1,2.618116140E-2,2.170562744E-3,-1.757287979E-2
7.100366750E-1,-4.378253222E-2,-1.231241226E-2,-3.027582169E-2
7.148587070E-1,-8.251911402E-2,-4.146575928E-3,-4.524993896E-2
7.196807380E-1,-3.455901146E-2,-1.027679443E-2,-4.707765579E-2
7.245027690E-1,-7.031637430E-2,-9.526729584E-3,5.220746994E-2
7.293248000E-1,-1.131678224E-1,-6.813049316E-3,9.763097763E-2
7.341468840E-1,-1.026426554E-1,1.819038391E-2,2.065849304E-2
7.389689150E-1,-1.163423061E-1,4.993057251E-2,-4.249334335E-2
7.437909460E-1,-1.291384101E-1,4.439878464E-2,-1.120901108E-2
7.486129770E-1,-1.373667717E-1,-5.121231079E-4,3.665924072E-2
7.534350090E-1,-1.042439938E-1,6.871700287E-3,2.861309052E-2
7.582570400E-1,-5.735516548E-2,1.038074493E-3,-1.724863052E-2
7.630791230E-1,-2.758872509E-2,4.662036896E-3,-9.269237518E-3
7.679011540E-1,-1.231652498E-2,-1.083469391E-2,2.959442139E-2
7.727231860E-1,2.789974213E-2,-1.437520981E-2,2.784538269E-2
7.775452170E-1,7.396000624E-2,-2.617788315E-2,2.493524551E-2
7.823672480E-1,1.176636517E-1,-5.204534531E-2,4.218578339E-3
7.871892790E-1,1.127310991E-1,-7.282972336E-2,2.573966980E-3
7.920113630E-1,9.283870459E-2,-6.711864471E-2,-9.907245636E-3
7.968333940E-1,9.976211190E-2,-7.189941406E-2,-9.408473969E-3
8.016554250E-1,1.023803353E-1,-7.039451599E-2,-4.001760483E-2
8.064774570E-1,1.032275558E-1,-7.447624207E-2,-6.947278976E-2
8.112994880E-1,1.059068441E-1,-7.461166382E-2,-8.591127396E-2
8.161215190E-1,1.020900607E-1,-7.666587830E-2,-1.061487198E-1
8.209436020E-1,6.685769558E-2,-6.882858276E-2,-1.241588593E-1
8.257656340E-1,5.500650406E-2,-5.596160889E-2,-1.126427650E-1
8.305876650E-1,3.072547913E-2,-4.769229889E-2,-1.014213562E-1
8.354096960E-1,6.291997433E-2,-5.226182938E-2,-1.059365273E-1
8.402317270E-1,9.415528178E-2,-5.424165726E-2,-9.986352921E-2
8.450537590E-1,7.681679726E-2,-5.015325546E-2,-7.612800598E-2
8.498758420E-1,5.744564533E-2,-8.122920990E-3,-4.546213150E-2
8.546978730E-1,2.162283659E-2,2.053308487E-2,-2.693748474E-2
8.595199040E-1,-2.836656570E-2,6.776714325E-2,-1.220703125E-4
8.643419360E-1,-5.924147367E-2,1.096696854E-1,3.137540817E-2
8.691639670E-1,-4.767030478E-2,1.284260750E-1,5.806064606E-2
8.739860500E-1,-5.216532946E-2,1.550359726E-1,6.102848053E-2
8.788080820E-1,-7.742154598E-2,1.573123932E-1,7.970237732E-2
8.836301130E-1,-9.611254930E-2,1.603355408E-1,9.617900848E-2
8.884521440E-1,-1.035586596E-1,1.522030830E-1,1.105041504E-1
8.932741750E-1,-8.677238226E-2,1.330623627E-1,9.891748428E-2
8.980962070E-1,-9.700614214E-2,1.280078888E-1,7.341527939E-2
9.029182900E-1,-1.209673285E-1,1.061310768E-1,3.762340546E-2
9.077403210E-1,-1.336576939E-1,1.032490730E-1,6.968975067E-3
9.125623520E-1,-1.493536830E-1,7.777166367E-2,-6.809234619E-3
9.173843840E-1,-1.465694904E-1,6.189250946E-2,9.307861328E-4
9.222064150E-1,-1.300708652E-1,6.387424469E-2,1.574945450E-2
9.270284460E-1,-1.021983027E-1,7.765054703E-2,3.521537781E-2
9.318505290E-1,-9.498339891E-2,1.067552567E-1,5.804347992E-2
9.366725610E-1,-1.081817746E-1,1.011681557E-1,6.528615952E-2
9.414945920E-1,-1.071408987E-1,1.134223938E-1,4.992151260E-2
9.463166230E-1,-8.587199450E-2,9.595298767E-2,3.703165054E-2
9.511386540E-1,-7.417100668E-2,6.212997437E-2,1.703834534E-2
9.559607380E-1,-6.701183319E-2,3.580904007E-2,1.888751984E-3
9.607827690E-1,-5.125409365E-2,1.325511932E-2,-4.100799561E-5
9.656048000E-1,-6.644964218E-3,-1.923561096E-3,-3.162384033E-3
9.704268320E-1,6.232857704E-3,-2.526140213E-2,-2.402019501E-2
9.752488630E-1,6.844708323E-2,-4.486417770E-2,-2.326631546E-2
9.800708940E-1,1.001550555E-1,-7.030344009E-2,-3.069305420E-2
9.848929770E-1,8.026561141E-2,-9.787702560E-2,-8.428764343E-2
9.897150090E-1,5.900090933E-2,-1.453475952E-1,-9.351491928E-2
9.945370400E-1,8.041363955E-2,-1.912074089E-1,-9.312582016E-2
9.993590710E-1,1.227371097E-1,-2.033810616E-1,-1.224117279E-1
1.004181102E0,1.573614776E-1,-2.117524147E-1,-1.574459076E-1
1.009003134E0,1.736152172E-1,-1.830639839E-1,-1.531634331E-1
1.013825217E0,1.692555547E-1,-1.687140465E-1,-9.796285629E-2
1.018647248E0,1.905586720E-1,-1.757264137E-1,-4.445743561E-2
1.023469279E0,1.790466309E-1,-1.682863235E-1,-3.065252304E-2
1.028291311E0,1.443193257E-1,-1.250572205E-1,-5.632066727E-2
1.033113342E0,6.374543905E-2,-8.897113800E-2,-7.496023178E-2
1.037935373E0,2.765345573E-2,-7.894229889E-2,-6.292343140E-2
1.042757457E0,-3.330862522E-2,-8.290433884E-2,-5.012798309E-2
1.047579488E0,-3.953939676E-2,-5.796098709E-2,-3.071832657E-2
1.052401519E0,-7.234734297E-2,-3.171253204E-2,3.607273102E-3
1.057223550E0,-7.111752033E-2,-1.736259460E-2,4.572963715E-2
1.062045582E0,-8.722233772E-2,2.909183502E-3,7.429361343E-2
1.066867613E0,-1.146669984E-1,5.044460297E-2,5.970621109E-2
1.071689696E0,-1.415941715E-1,7.510614395E-2,5.578660965E-2
1.076511727E0,-1.714413166E-1,6.274175644E-2,7.204389572E-2
1.081333759E0,-1.721805930E-1,6.930351257E-2,1.024875641E-1
1.086155790E0,-1.201590300E-1,7.556962967E-2,1.079368591E-1
1.090977821E0,-8.913850784E-2,6.962299347E-2,7.680463791E-2
1.095799904E0,-5.635577440E-2,6.110525131E-2,5.918598175E-2
1.100621936E0,-5.368506908E-2,5.225038528E-2,4.208183289E-2
1.105443967E0,-3.696244955E-2,5.967521667E-2,5.870580673E-2
1.110265998E0,-2.873504162E-2,5.591058731E-2,4.357481003E-2
1.115088029E0,-7.482051849E-3,4.114532471E-2,-5.503654480E-3
1.119910061E0,1.488465071E-2,4.395198822E-2,-2.892112732E-2
1.124732144E0,6.811666489E-2,6.130695343E-3,-2.815055847E-2
1.129554175E0,1.248324215E-1,1.936292648E-2,-5.738735199E-3
1.134376207E0,1.493116915E-1,2.155303955E-2,2.030658722E-2
1.139198238E0,1.275374293E-1,9.281635284E-3,3.685522079E-2
1.144020269E0,9.296846390E-2,2.661705017E-2,5.104637146E-2
1.148842300E0,4.799139500E-2,5.909395218E-2,7.829952240E-2
1.153664384E0,3.647744656E-2,8.170843124E-2,1.065955162E-1
1.158486415E0,1.658052206E-2,8.864164352E-2,1.026735306E-1
1.163308446E0,-1.638692617E-2,9.553384781E-2,1.082444191E-1
1.168130477E0,-2.329343557E-2,7.392263412E-2,1.030397415E-1
1.172952509E0,-1.021641493E-2,7.385683060E-2,9.547710419E-2
1.177774540E0,5.004346371E-3,5.605316162E-2,6.774568558E-2
1.182596623E0,2.357995510E-2,4.797983170E-2,3.066301346E-2
1.187418654E0,5.747389793E-2,3.660202026E-2,-6.281375885E-3
1.192240686E0,6.284695864E-2,1.232337952E-2,-2.989912033E-2
1.197062717E0,9.106999636E-2,6.110191345E-3,-1.657485962E-2
1.201884748E0,1.327112317E-1,-1.263618469E-4,1.505374908E-3
1.206706779E0,1.331044436E-1,1.858186722E-2,-7.781505585E-3
1.211528863E0,1.032454371E-1,2.649879456E-2,-6.800031662E-2
1.216350894E0,3.615856171E-2,-1.769304276E-2,-1.705393791E-1
1.221172925E0,1.996213198E-2,-6.371021271E-2,-1.881151199E-1
1.225994957E0,5.693495274E-3,-9.022331238E-2,-1.700310707E-1
1.230816988E0,4.796069860E-2,-9.498310089E-2,-1.616997719E-1
1.235639071E0,1.036294699E-1,-6.274127960E-2,-1.618561745E-1
1.240461102E0,1.239942312E-1,-6.732988358E-2,-1.514754295E-1
1.245283134E0,1.317993402E-1,-8.476161957E-2,-9.738636017E-2
1.250105165E0,1.139198840E-1,-9.958124161E-2,-4.379129410E-2
1.254927196E0,8.703410625E-2,-8.445167542E-2,-1.449680328E-2
1.259749227E0,4.747104645E-2,-5.625057220E-2,1.381397247E-3
1.264571311E0,-1.353859901E-3,-2.696704865E-2,1.581382751E-2
1.269393342E0,-5.351305008E-2,-2.028179169E-2,8.581638336E-3
1.274215373E0,-7.605850697E-2,7.839202881E-4,2.370834351E-3
1.279037404E0,-1.417446733E-1,1.233434677E-2,3.138542175E-3
1.283859436E0,-1.826968193E-1,1.915264130E-2,3.814029694E-2
1.288681467E0,-1.909906864E-1,3.546524048E-2,2.288532257E-2
1.293503550E0,-1.763532758E-1,4.814100266E-2,3.135585785E-2
1.298325582E0,-1.163840294E-1,4.990482330E-2,7.776927948E-2
1.303147613E0,-3.860974312E-2,3.362846375E-2,1.037812233E-1
1.307969644E0,4.380649328E-2,2.325248718E-2,9.764194489E-2
1.312791675E0,8.816409111E-2,2.219676971E-2,6.208133698E-2
1.317613759E0,6.989526749E-2,1.383972168E-2,2.576112747E-2
1.322435790E0,2.259975672E-2,1.250171661E-2,-1.016044617E-2
1.327257821E0,-3.700053692E-2,6.246566772E-3,-2.788925171E-2
1.332079852E0,-7.796370983E-2,-1.420974731E-4,-3.706502914E-2
1.336901884E0,-1.051459908E-1,-2.084064484E-2,-4.374313354E-2
1.341723915E0,-1.210219860E-1,-1.772451401E-2,-4.560661316E-2
1.346545998E0,-1.254968643E-1,-1.120996475E-2,-4.974794388E-2
1.351368029E0,-1.161894798E-1,-1.904487610E-2,-1.706218719E-2
1.356190061E0,-5.748802423E-2,-2.333545685E-2,2.252006531E-2
1.361012092E0,-2.194792032E-2,-3.904342651E-3,2.740001678E-2
1.365834123E0,-9.345650673E-3,-4.728794098E-3,2.148675919E-2
1.370656207E0,-3.707510233E-2,2.293157578E-2,2.987194061E-2
1.375478238E0,-7.277232409E-2,4.333448410E-2,3.099727631E-2
1.380300269E0,-9.966552258E-2,6.243085861E-2,4.632520676E-2
1.385122300E0,-1.059290171E-1,7.906103134E-2,5.911350250E-2
1.389944332E0,-1.094170213E-1,8.851480484E-2,5.514240265E-2
1.394766363E0,-1.030011177E-1,9.084939957E-2,2.387571335E-2
1.399588394E0,-9.733033180E-2,8.971405029E-2,1.060771942E-2
1.404410477E0,-6.866848469E-2,5.891561508E-2,3.072214127E-2
1.409232509E0,-6.368458271E-3,5.924606323E-2,-3.156661987E-4
1.414054540E0,5.255657434E-2,3.706359863E-2,-5.717134476E-2
1.418876571E0,6.527709961E-2,4.829549789E-2,-9.334564209E-2
1.423698602E0,2.624565363E-2,6.897306442E-2,-1.244750023E-1
1.428520686E0,-3.592157364E-2,7.522773743E-2,-1.007332802E-1
1.433342717E0,-1.153062582E-1,1.003470421E-1,-1.103429794E-1
1.438164748E0,-2.180570960E-1,1.571984291E-1,-1.186208725E-1
1.442986779E0,-3.003294468E-1,2.265539169E-1,-1.268048286E-1
1.447808811E0,-3.589838147E-1,2.820634842E-1,-5.647039413E-2
1.452630842E0,-3.906807303E-1,3.272228241E-1,3.613328934E-2
1.457452925E0,-3.874761462E-1,3.442435265E-1,9.037590027E-2
1.462274957E0,-4.221309423E-1,3.486704826E-1,1.600689888E-1
1.467096988E0,-4.076907635E-1,3.869347572E-1,1.655454636E-1
1.471919019E0,-3.884654045E-1,3.755493164E-1,2.000317574E-1
1.476741050E0,-3.763101697E-1,3.279943466E-1,2.466702461E-1
1.481563082E0,-3.365884423E-1,3.014941216E-1,2.365894318E-1
1.486385165E0,-1.911270618E-1,2.569656372E-1,1.047821045E-1
1.491207196E0,-6.635868549E-2,1.875400543E-1,1.001601219E-1
1.496029227E0,-1.673903465E-1,6.588554382E-2,2.313966751E-1
1.500851259E0,-1.457954049E-1,-1.494216919E-2,2.054300308E-1
1.505673290E0,-4.635095596E-2,-4.769849777E-2,-2.194929123E-2
1.510495373E0,4.995748401E-2,-9.659242630E-2,-1.586098671E-1
1.515317404E0,1.244033575E-1,-1.781001091E-1,-1.554584503E-1
1.520139436E0,2.190267593E-1,-2.658066750E-1,-1.275815964E-1
1.524961467E0,3.340219259E-1,-3.334636688E-1,-1.357660294E-1
1.529783498E0,4.479748011E-1,-3.952879906E-1,-1.810784340E-1
1.534605582E0,5.149146318E-1,-4.405326843E-1,-2.348370552E-1
1.539427613E0,5.329539776E-1,-4.965319633E-1,-2.413020134E-1
1.544249644E0,5.038025379E-1,-5.168571472E-1,-2.258486748E-1
1.549071675E0,5.026291609E-1,-5.159621239E-1,-2.219629288E-1
1.553893707E0,4.899453819E-1,-4.785161018E-1,-2.403182983E-1
1.558715738E0,4.658972919E-1,-4.439139366E-1,-2.451968193E-1
1.563537821E0,4.209647179E-1,-3.800973892E-1,-1.999406815E-1
1.568359852E0,3.504821062E-1,-3.526825905E-1,-1.285843849E-1
1.573181884E0,2.770004272E-1,-3.247327805E-1,-1.142625809E-1
1.578003915E0,2.063013613E-1,-2.784824371E-1,-9.953212738E-2
1.582825946E0,1.679914594E-1,-2.284145355E-1,-7.362556458E-2
1.587647977E0,1.332745254E-1,-1.640300751E-1,-3.886556625E-2
1.592470061E0,7.702249289E-2,-1.010360718E-1,-3.479003906E-3
1.597292092E0,3.485509753E-2,-7.633256912E-2,-2.942085266E-3
1.602114123E0,-4.799270630E-2,-2.449274063E-2,-2.614450455E-2
1.606936154E0,-1.037780643E-1,2.447891235E-2,-1.228094101E-2
1.611758186E0,-1.528716087E-1,4.419660568E-2,7.423210144E-2
1.616580217E0,-1.609730124E-1,5.247783661E-2,1.345257759E-1
1.621402300E0,-1.058315337E-1,5.765676498E-2,1.380386353E-1
1.626224332E0,-5.200293660E-2,7.167816162E-2,1.148519516E-1
1.631046363E0,-6.636500359E-3,6.461715698E-2,1.329951286E-1
1.635868394E0,5.412426591E-2,5.908584595E-2,2.064661980E-1
1.640690425E0,7.308605313E-2,5.974483490E-2,2.530016899E-1
1.645512509E0,8.838516474E-2,7.014226913E-2,2.478590012E-1
1.650334540E0,6.420803070E-2,8.198451996E-2,2.103457451E-1
1.655156571E0,-1.137042046E-2,6.939411163E-2,1.333594322E-1
1.659978602E0,-1.085519791E-1,5.883836746E-2,9.416913986E-2
1.664800634E0,-1.847237349E-1,6.109666824E-2,9.707117081E-2
1.669622665E0,-2.474757433E-1,9.515285492E-2,7.870244980E-2
1.674444748E0,-3.397958279E-1,1.525979042E-1,4.737520218E-2
1.679266779E0,-3.630860448E-1,2.013421059E-1,5.169296265E-2
1.684088811E0,-3.582894206E-1,1.856355667E-1,1.068344116E-1
1.688910842E0,-3.385151625E-1,1.891646385E-1,1.138172150E-1
1.693732873E0,-3.299070597E-1,1.952424049E-1,6.822061539E-2
1.698554957E0,-3.465238810E-1,2.062573433E-1,5.587625504E-2
1.703376988E0,-3.130974174E-1,2.066154480E-1,8.971023560E-2
1.708199019E0,-2.238346934E-1,1.880350113E-1,1.362018585E-1
1.713021050E0,-1.167014241E-1,1.742835045E-1,1.455698013E-1
1.717843082E0,-1.170635223E-2,1.249518394E-1,1.193647385E-1
1.722665113E0,1.428902149E-2,8.550071716E-2,2.935218811E-2
1.727487196E0,6.195837259E-2,1.313352585E-2,-5.390739441E-2
1.732309227E0,1.052697897E-1,-6.462478638E-2,-9.837961197E-2
1.737131259E0,1.468405724E-1,-1.073141098E-1,-1.697015762E-1
1.741953290E0,1.631527543E-1,-1.269898415E-1,-2.582435608E-1
1.746775321E0,1.366011500E-1,-1.439261436E-1,-3.437786102E-1
1.751597404E0,1.019696593E-1,-1.722908020E-1,-3.884563446E-1
1.756419436E0,1.007474661E-1,-1.894850731E-1,-3.652977943E-1
1.761241467E0,1.006818414E-1,-2.063269615E-1,-3.080382347E-1
1.766063498E0,1.242208481E-1,-2.357892990E-1,-2.360320091E-1
1.770885529E0,1.771590710E-1,-2.338585854E-1,-1.944880486E-1
1.775707561E0,2.236544490E-1,-2.267518044E-1,-1.690583229E-1
1.780529644E0,2.837630510E-1,-2.370142937E-1,-1.430497169E-1
1.785351675E0,2.801480293E-1,-2.479090691E-1,-7.730150223E-2
1.790173707E0,2.250497639E-1,-2.367286682E-1,-6.723022461E-2
1.794995738E0,1.268412769E-1,-2.341384888E-1,-2.147865295E-1
1.799817769E0,5.203354359E-2,-2.433176041E-1,-3.884735107E-1
1.804639800E0,-3.544068336E-2,-2.983746529E-1,-4.826922417E-1
1.809461884E0,-1.101392508E-2,-3.551769257E-1,-4.042406082E-1
1.814283915E0,1.160812378E-1,-3.818531036E-1,-2.469215393E-1
1.819105946E0,3.167549968E-1,-3.500180244E-1,-3.888087273E-1
1.823927977E0,4.138236344E-1,-3.067426682E-1,-1.840329170E-1
1.828750009E0,4.899688363E-1,-3.259310722E-1,-8.727169037E-2
1.833572092E0,4.585022628E-1,-2.172765732E-1,-1.450562477E-1
1.838394123E0,3.579972386E-1,-1.694331169E-1,-1.459946632E-1
1.843216154E0,2.398300171E-1,-2.413768768E-1,-8.805036545E-2
1.848038186E0,1.548144817E-1,-3.739089966E-1,-1.260385513E-1
1.852860217E0,5.489647388E-2,-4.962482452E-1,-3.508033752E-1
1.857682300E0,-2.275989056E-1,-7.172193527E-1,-6.378278732E-1
1.862504332E0,-3.780335784E-1,-1.952565670E0,-4.354877472E-1
1.867326363E0,-3.287647963E-1,-3.977799177E0,1.717196941E0
1.872148394E0,-4.517918825E-1,-4.352294445E0,1.665261269E0
1.876970425E0,-2.784104943E-1,-4.587755203E0,6.639614105E-1
1.881792457E0,-8.073979616E-2,-4.762210846E0,-3.043150902E-1
1.886614488E0,9.212404490E-2,-4.851504803E0,-9.607529640E-1
