"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.379516730E-1,-2.773561180E-1,-1.546788216E-1,-2.257633209E-2
3.427736000E-1,-2.091883272E-1,-1.880512238E-1,-1.124877930E-1
3.475955270E-1,-1.447114199E-1,-1.840462685E-1,-1.827569008E-1
3.524175060E-1,-9.562584758E-2,-1.913852692E-1,-2.524571419E-1
3.572394330E-1,-7.218703628E-2,-1.827745438E-1,-3.215789795E-1
3.620613600E-1,-5.286498368E-2,-1.619548798E-1,-3.724727631E-1
3.668832870E-1,-4.953977466E-2,-1.409215927E-1,-3.937492371E-1
3.717052660E-1,-2.561125159E-2,-1.089768410E-1,-3.893308640E-1
3.765271930E-1,-3.794911504E-2,-9.108638763E-2,-3.726673126E-1
3.813491210E-1,-2.466382086E-2,-4.826831818E-2,-3.487567902E-1
3.861711000E-1,-3.185182810E-2,-2.703428268E-2,-2.896680832E-1
3.909930270E-1,-4.025191069E-2,-2.362918854E-2,-2.054738998E-1
3.958149540E-1,-2.268931270E-2,-2.245903015E-4,-1.296520233E-1
4.006369330E-1,1.232063770E-2,6.270408630E-3,-5.506372452E-2
4.054588600E-1,3.382869065E-2,4.318189621E-2,3.359127045E-2
4.102807870E-1,4.084472358E-2,8.414649963E-2,1.007828712E-1
4.151027660E-1,8.842751384E-3,1.254611015E-1,1.844491959E-1
4.199246930E-1,-4.158088565E-2,1.316018105E-1,2.747926712E-1
4.247466210E-1,-7.943612337E-2,1.501836777E-1,3.539900780E-1
4.295685480E-1,-9.440255165E-2,1.172327995E-1,4.174079895E-1
4.343905270E-1,-1.045408174E-1,7.951068878E-2,4.417362213E-1
4.392124540E-1,-9.591813385E-2,4.421567917E-2,4.334855080E-1
4.440343810E-1,-8.304609358E-2,-3.894329071E-3,4.109487534E-1
4.488563600E-1,-1.014366373E-1,-2.802991867E-2,3.696231842E-1
4.536782870E-1,-1.281718612E-1,-6.252431870E-2,2.922592163E-1
4.585002140E-1,-1.546643227E-1,-8.711576462E-2,1.899790764E-1
4.633221930E-1,-1.736262888E-1,-8.779096603E-2,9.373903275E-2
4.681441210E-1,-2.051197588E-1,-3.988599777E-2,-1.886177063E-2
4.729660480E-1,-2.299620807E-1,-6.432533264E-4,-1.038789749E-1
4.777879750E-1,-2.553934455E-1,5.962705612E-2,-1.982793808E-1
4.826099540E-1,-2.223042250E-1,8.987426758E-2,-2.665090561E-1
4.874318810E-1,-2.236614227E-1,1.117901802E-1,-3.218498230E-1
4.922538080E-1,-2.023270726E-1,1.113104820E-1,-3.325219154E-1
4.970757870E-1,-1.927710176E-1,1.111221313E-1,-3.239240646E-1
5.018977140E-1,-1.795029044E-1,8.039045334E-2,-3.046360016E-1
5.067196410E-1,-1.518348008E-1,6.913328171E-2,-2.712259293E-1
5.115416210E-1,-1.407587528E-1,6.158876419E-2,-1.908822060E-1
5.163635480E-1,-1.390443593E-1,4.942655563E-2,-1.102528572E-1
5.211854750E-1,-1.278169006E-1,3.499841690E-2,-2.819538116E-2
5.260074540E-1,-1.073369086E-1,1.703310013E-2,5.044937134E-2
5.308293810E-1,-6.013596058E-2,-2.462816238E-2,1.457891464E-1
5.356513080E-1,-4.817081988E-2,-4.606533051E-2,2.350544930E-1
5.404732870E-1,-3.436900675E-2,-6.645727158E-2,3.088378906E-1
5.452952140E-1,-3.646571934E-2,-6.687498093E-2,3.483729362E-1
5.501171410E-1,-4.934108257E-2,-6.536483765E-2,3.574833870E-1
5.549390680E-1,-3.847560287E-2,-3.582382202E-2,3.590526581E-1
5.597610480E-1,-3.262145817E-2,-3.528785706E-2,3.319339752E-1
5.645829750E-1,-2.813388407E-2,-3.388404846E-2,2.941408157E-1
5.694049020E-1,-2.967612445E-2,-3.279733658E-2,2.410430908E-1
5.742268810E-1,-4.908640683E-2,-1.668214798E-2,1.727185249E-1
5.790488080E-1,-3.993850946E-2,2.298355103E-4,1.166849136E-1
5.838707350E-1,-3.787091374E-2,1.794576645E-2,2.897787094E-2
5.886927140E-1,-5.220596492E-2,2.714967728E-2,-5.083656311E-2
5.935146410E-1,-4.000473022E-2,4.585313797E-2,-1.309905052E-1
5.983365680E-1,-3.210888803E-2,5.865287781E-2,-2.102208138E-1
6.031584960E-1,-4.021964967E-2,6.215906143E-2,-2.659177780E-1
6.079804750E-1,-1.923929155E-2,6.235265732E-2,-2.888545990E-1
6.128024020E-1,-3.956511617E-3,4.503774643E-2,-2.781400681E-1
6.176243290E-1,1.114591956E-2,2.103757858E-2,-2.565946579E-1
6.224463080E-1,2.098983526E-2,-9.603977203E-3,-1.958551407E-1
6.272682350E-1,2.538438141E-2,-2.207040787E-2,-1.367154121E-1
6.320901620E-1,6.609931588E-3,-1.768779755E-2,-8.031845093E-2
6.369121410E-1,5.954504013E-4,-6.139755249E-3,-2.194213867E-2
6.417340680E-1,2.712756395E-4,-6.525516510E-3,2.647686005E-2
6.465559960E-1,1.411284506E-2,-1.766443253E-2,7.796144485E-2
6.513779750E-1,6.926208735E-4,5.501747131E-3,1.477937698E-1
6.561999020E-1,6.667524576E-4,2.699947357E-2,1.835274696E-1
6.610218290E-1,-2.053546906E-2,6.812095642E-2,2.245187759E-1
6.658438080E-1,-3.303584456E-2,1.025590897E-1,2.623662949E-1
6.706657350E-1,-3.204138577E-2,1.232805252E-1,2.639021873E-1
6.754876620E-1,-3.073699772E-2,1.233487129E-1,2.389931679E-1
6.803095890E-1,-3.977987170E-2,9.824275970E-2,2.092709541E-1
6.851315680E-1,-5.700080842E-2,5.543804169E-2,1.784963608E-1
6.899534960E-1,-4.096546769E-2,1.136779785E-3,1.396884918E-1
6.947754230E-1,-3.597952425E-2,-4.793596268E-2,8.819198608E-2
6.995974020E-1,-1.585939527E-2,-6.793308258E-2,2.902364731E-2
7.044193290E-1,6.085216999E-3,-6.025600433E-2,-4.127931595E-2
7.092412560E-1,3.582997620E-2,-4.877567291E-2,-9.880447388E-2
7.140632350E-1,7.681642473E-2,-4.290628433E-2,-1.649007797E-1
7.188851620E-1,9.709562361E-2,-2.232122421E-2,-2.370162010E-1
7.237070890E-1,1.160244793E-1,-2.508020401E-2,-2.960896492E-1
7.285290680E-1,1.089506298E-1,-4.853534698E-2,-3.279151917E-1
7.333509960E-1,8.578392863E-2,-8.302259445E-2,-3.481464386E-1
7.381729230E-1,6.813468039E-2,-9.633398056E-2,-3.567986488E-1
7.429949020E-1,4.170013964E-2,-9.817123413E-2,-3.611154556E-1
7.478168290E-1,1.939523220E-2,-7.676410675E-2,-3.528203964E-1
7.526387560E-1,-7.396340370E-3,-5.251789093E-2,-2.988314629E-1
7.574606830E-1,-3.296501935E-2,-3.991365433E-2,-2.389025688E-1
7.622826620E-1,-5.617445707E-2,-3.656148911E-2,-1.731648445E-1
7.671045890E-1,-6.626492739E-2,-4.257392883E-2,-9.949350357E-2
7.719265160E-1,-8.223003149E-2,-3.297805786E-2,-4.645299911E-2
7.767484960E-1,-7.879871130E-2,-4.433631897E-3,1.094436646E-2
7.815704230E-1,-7.498573512E-2,2.504682541E-2,3.463029861E-2
7.863923500E-1,-4.705809802E-2,5.892419815E-2,8.648586273E-2
7.912143290E-1,-2.512045205E-2,7.337236404E-2,1.484203339E-1
7.960362560E-1,2.024641633E-2,6.836509705E-2,2.165946960E-1
8.008581830E-1,2.801139653E-2,1.044745445E-1,2.683167458E-1
8.056801100E-1,2.337493002E-2,1.137037277E-1,2.965726852E-1
8.105020890E-1,3.376254439E-2,1.152205467E-1,3.098211288E-1
8.153240160E-1,4.099065065E-2,1.316733360E-1,3.165369034E-1
8.201459430E-1,5.224619806E-2,1.154885292E-1,2.942414284E-1
8.249679230E-1,5.916641653E-2,7.764434814E-2,2.752404213E-1
8.297898500E-1,7.016269863E-2,4.569005966E-2,2.489113808E-1
8.346118290E-1,7.822348177E-2,2.558660507E-2,2.070932388E-1
8.394337560E-1,5.273091793E-2,3.152275085E-2,1.416568756E-1
8.442556830E-1,4.765591025E-2,3.133821487E-2,8.373594284E-2
8.490776100E-1,4.168005288E-2,4.165410995E-2,4.152679443E-2
8.538995890E-1,2.638623118E-2,5.407714844E-2,1.371383667E-2
8.587215160E-1,-5.432814360E-3,5.912876129E-2,-9.278774261E-3
8.635434430E-1,-4.083360732E-2,4.022121429E-2,-1.922225952E-2
8.683654230E-1,-8.466996253E-2,-7.343292236E-5,-2.689933777E-2
8.731873500E-1,-1.237434074E-1,-9.856224060E-4,-1.681900024E-2
8.780092770E-1,-1.672523916E-1,-3.259658813E-3,-2.362585068E-2
8.828312560E-1,-2.100938261E-1,4.993915558E-3,-1.988649368E-2
8.876531830E-1,-2.295484990E-1,4.615211487E-2,-4.588127136E-3
8.924751100E-1,-2.363941669E-1,7.358026505E-2,3.631114960E-2
8.972970890E-1,-2.316776216E-1,6.127929688E-2,5.393791199E-2
9.021190160E-1,-2.035545111E-1,4.650783539E-2,4.389286041E-2
9.069409430E-1,-1.689248681E-1,4.227399826E-2,6.804084778E-2
9.117629230E-1,-1.517663151E-1,3.063535690E-2,1.058697701E-1
9.165848500E-1,-1.379233599E-1,1.168298721E-2,1.418790817E-1
9.214067770E-1,-1.192322150E-1,8.047103882E-3,1.654410362E-1
9.262287040E-1,-1.065811217E-1,-1.235532761E-2,1.648831367E-1
9.310506830E-1,-7.633354515E-2,-2.080249786E-2,1.464543343E-1
9.358726100E-1,-9.636476636E-3,-2.210187912E-2,1.127161980E-1
9.406945370E-1,1.465460658E-2,-1.980686188E-2,9.353303909E-2
9.455165160E-1,5.257596076E-2,-4.119443893E-2,6.984281540E-2
9.503384430E-1,1.002333909E-1,-3.618907928E-2,4.411315918E-2
9.551603710E-1,1.089526713E-1,-4.533815384E-2,-2.403259277E-4
9.599823500E-1,1.231355220E-1,-5.422687531E-2,-6.300354004E-2
9.648042770E-1,1.346700042E-1,-7.343530655E-2,-9.883737564E-2
9.696262040E-1,1.603154391E-1,-4.818391800E-2,-1.647953987E-1
9.744481830E-1,1.667937636E-1,-2.615976334E-2,-2.284483910E-1
9.792701100E-1,1.886946708E-1,-3.810358047E-2,-2.849841118E-1
9.840920370E-1,2.198552638E-1,-3.502035141E-2,-3.130316734E-1
9.889139640E-1,2.317837775E-1,-3.019666672E-2,-3.283705711E-1
9.937359430E-1,2.353275120E-1,-3.197288513E-2,-3.085837364E-1
9.985578710E-1,2.173963785E-1,-3.686332703E-2,-2.825717926E-1
1.003379798E0,1.922818124E-1,-6.895065308E-3,-2.254872322E-1
1.008201777E0,1.433683187E-1,-2.544832230E-2,-1.910161972E-1
1.013023704E0,1.016851664E-1,-5.182838440E-2,-1.410551071E-1
1.017845631E0,9.809018672E-2,-5.401468277E-2,-1.007323265E-1
1.022667610E0,8.716553450E-2,-5.950021744E-2,-7.352781296E-2
1.027489537E0,6.070010364E-2,-5.761814117E-2,-3.564500809E-2
1.032311464E0,7.681357861E-2,-5.560016632E-2,1.396274567E-2
1.037133443E0,9.373587370E-2,-7.251930237E-2,5.730390549E-2
1.041955371E0,6.053569913E-2,-6.445550919E-2,9.309864044E-2
1.046777298E0,2.764143050E-2,-4.587173462E-2,1.285028458E-1
1.051599277E0,2.152180672E-2,-7.391452789E-3,1.350054741E-1
1.056421204E0,6.777614355E-3,1.167011261E-2,1.140246391E-1
1.061243131E0,-1.293721795E-2,2.344465256E-2,8.013534546E-2
1.066065110E0,1.114003360E-2,-2.865314484E-3,6.072330475E-2
1.070887037E0,-4.585281014E-3,-3.836107254E-2,2.849721909E-2
1.075708964E0,4.841387272E-4,-5.807781219E-2,-3.406047821E-3
1.080530943E0,-2.622869611E-2,-1.141824722E-1,-3.598928452E-2
1.085352871E0,-1.946608722E-2,-1.339306831E-1,-8.933210373E-2
1.090174798E0,-5.768805742E-3,-1.164298058E-1,-1.193490028E-1
1.094996777E0,1.467418671E-2,-9.886264801E-2,-1.500563622E-1
1.099818704E0,4.880394042E-2,-7.418394089E-2,-1.566085815E-1
1.104640631E0,8.579291403E-2,-4.607391357E-2,-1.641869545E-1
1.109462610E0,8.880682290E-2,3.215312958E-3,-1.478891373E-1
1.114284537E0,8.771908283E-2,2.609157562E-2,-1.588835716E-1
1.119106464E0,6.947296858E-2,4.164266586E-2,-1.199483871E-1
1.123928391E0,6.834402680E-3,6.647443771E-2,-8.021211624E-2
1.128750371E0,-2.602852881E-2,9.561967850E-2,-2.205085754E-2
1.133572298E0,-3.261771798E-2,1.041169167E-1,3.300666809E-2
1.138394225E0,-3.772628307E-2,1.299796104E-1,9.907293320E-2
1.143216204E0,-1.259973645E-2,1.386656761E-1,1.594467163E-1
1.148038131E0,-3.557637334E-3,1.219449043E-1,2.022294998E-1
1.152860058E0,9.766846895E-3,1.096940041E-1,2.548556328E-1
1.157682037E0,1.173025370E-2,9.475564957E-2,2.923297882E-1
1.162503964E0,3.073057532E-2,6.888723373E-2,3.172020912E-1
1.167325891E0,-7.171377540E-3,8.790636063E-2,3.473396301E-1
1.172147871E0,-5.663120747E-2,1.229777336E-1,3.328881264E-1
1.176969798E0,-2.877771854E-2,1.277198792E-1,3.312001228E-1
1.181791725E0,1.515200734E-2,1.071739197E-1,3.137459755E-1
1.186613704E0,5.733974278E-2,6.161928177E-2,2.439460754E-1
1.191435631E0,8.963550627E-2,2.571392059E-2,1.839790344E-1
1.196257558E0,1.193653941E-1,-2.787923813E-2,1.112480164E-1
1.201079537E0,7.874503732E-2,3.239154816E-3,3.915691376E-2
1.205901464E0,3.344495595E-2,5.675029755E-2,-4.407072067E-2
1.210723391E0,3.452569246E-3,1.110816002E-1,-7.785797119E-2
1.215545318E0,1.327876747E-2,1.245903969E-1,-8.527421951E-2
1.220367298E0,4.114791751E-2,1.117067337E-1,-9.042692184E-2
1.225189225E0,4.679474235E-2,1.010856628E-1,-6.965589523E-2
1.230011152E0,3.663697839E-2,8.676624298E-2,-7.183885574E-2
1.234833131E0,2.298930287E-2,6.180858612E-2,-8.002138138E-2
1.239655058E0,8.493870497E-3,3.113651276E-2,-9.050369263E-2
1.244476985E0,-2.923561633E-2,-5.065441132E-3,-8.651065826E-2
1.249298964E0,-4.020798206E-2,-2.301311493E-2,-6.696701050E-2
1.254120891E0,-2.947805822E-2,-5.613183975E-2,-3.086853027E-2
1.258942818E0,-1.752981544E-2,-8.423328400E-2,1.322603226E-2
1.263764798E0,-1.623320580E-2,-1.073861122E-1,6.403160095E-2
1.268586725E0,-4.347135127E-2,-1.423602104E-1,1.106929779E-1
1.273408652E0,-7.889045775E-2,-1.522612572E-1,1.200413704E-1
1.278230631E0,-1.319481730E-1,-1.443753242E-1,1.161656380E-1
1.283052558E0,-1.800123751E-1,-1.009263992E-1,1.111803055E-1
1.287874485E0,-1.932603717E-1,-8.752059937E-2,7.655382156E-2
1.292696464E0,-2.206398994E-1,-4.810810089E-2,3.155660629E-2
1.297518391E0,-2.156309485E-1,-2.447986603E-2,-1.240253448E-3
1.302340318E0,-2.176412791E-1,-1.121044159E-3,-7.746696472E-3
1.307162298E0,-2.063303292E-1,1.489925385E-2,-4.270887375E-2
1.311984225E0,-2.028198689E-1,3.084039688E-2,-9.276342392E-2
1.316806152E0,-2.021595091E-1,4.806470871E-2,-1.243753433E-1
1.321628131E0,-1.910807639E-1,5.357837677E-2,-1.732230186E-1
1.326450058E0,-1.660871208E-1,7.489156723E-2,-2.058062553E-1
1.331271985E0,-1.343931258E-1,1.166248322E-1,-2.258110046E-1
1.336093912E0,-1.046712101E-1,1.452646255E-1,-1.931271553E-1
1.340915891E0,-4.274642467E-2,1.549992561E-1,-1.663074493E-1
1.345737818E0,6.770791113E-2,2.170977592E-1,-1.216588020E-1
1.350559746E0,1.883967817E-1,3.134260178E-1,-1.327781677E-1
1.355381725E0,3.773458600E-1,4.366984367E-1,-1.563591957E-1
1.360203652E0,5.671948195E-1,5.735197067E-1,-1.615753174E-1
1.365025631E0,6.557745934E-1,5.752682686E-1,-5.862808228E-2
1.369847558E0,6.416590214E-1,5.983161926E-1,3.392124176E-2
1.374669485E0,6.071346998E-1,6.507496834E-1,1.623969078E-1
1.379491412E0,5.532972813E-1,7.073154449E-1,2.528438568E-1
1.384313391E0,3.697201312E-1,6.478171349E-1,3.775920868E-1
1.389135318E0,2.581581473E-3,4.333119392E-1,6.352233887E-1
1.393957246E0,-3.253873885E-1,2.756447792E-1,9.682235718E-1
1.398779225E0,-6.537773609E-1,6.574306488E-1,1.067728519E0
1.403601152E0,-1.231901288E0,1.433755875E0,1.066640854E0
1.408423079E0,-2.377535582E0,2.775850296E0,1.378609657E0
1.413245058E0,-1.945096374E0,3.347724915E0,1.270252705E0
1.418066985E0,-6.026219726E-1,4.497623444E0,1.642870903E0
1.422888912E0,-1.410837770E-1,4.780191898E0,2.154561520E0
1.427710891E0,-9.953660518E-2,4.649955750E0,2.563828945E0
1.432532818E0,-8.660800755E-2,4.469220638E0,3.008022308E0
1.437354746E0,-8.191199601E-2,4.284271717E0,3.458351135E0
1.442176725E0,-7.600089163E-2,4.103046894E0,3.905232430E0
1.446998652E0,-7.608069479E-2,3.927550077E0,4.304655075E0
1.451820579E0,-7.639411092E-2,3.743086338E0,4.631900311E0
1.456642558E0,-8.780289441E-2,3.592423916E0,4.838707447E0
1.461464485E0,-9.040473402E-2,3.449058533E0,4.943798065E0
1.466286412E0,-8.452743292E-2,3.330758572E0,4.949212551E0
1.471108391E0,-9.681756794E-2,3.224342346E0,4.840398312E0
1.475930318E0,-8.477360010E-2,3.162092686E0,4.608881950E0
1.480752246E0,-8.698433638E-2,3.089231014E0,4.308264732E0
1.485574225E0,-7.407277822E-2,3.033487320E0,3.908501625E0
1.490396152E0,-6.205791235E-2,2.986774921E0,3.461903095E0
1.495218079E0,-5.252292752E-2,2.929221630E0,3.000363350E0
1.500040006E0,-4.229456186E-2,2.866000175E0,2.554371834E0
1.504861985E0,-2.703768015E-2,2.803537369E0,2.149546623E0
1.509683912E0,-1.304015517E-2,2.709927559E0,1.798162460E0
1.514505839E0,-1.738351583E-2,2.616761684E0,1.506563187E0
1.519327818E0,-2.967566252E-2,2.508928299E0,1.301235199E0
1.524149746E0,-3.584635258E-2,2.417988300E0,1.181185722E0
1.528971673E0,-5.060982704E-2,2.314409256E0,1.128586769E0
1.533793652E0,-7.539224625E-2,2.209448099E0,1.128106117E0
1.538615579E0,-9.853351116E-2,2.108419180E0,1.170399666E0
1.543437506E0,-1.118422747E-1,2.039374352E0,1.242582321E0
1.548259485E0,-1.261575222E-1,1.972976685E0,1.298349380E0
1.553081412E0,-1.510546803E-1,1.926628828E0,1.320166588E0
1.557903339E0,-1.876049638E-1,1.880802870E0,1.333468437E0
1.562725318E0,-2.317493558E-1,1.917587042E0,1.319111824E0
1.567547246E0,4.144445658E-1,-4.757251740E-1,-8.684688568E0
1.572369173E0,6.882187128E-1,-7.685205936E-1,-9.391788483E0
1.577191152E0,-2.487275004E-2,1.864479303E0,-7.678102493E0
1.582013079E0,-2.196917981E-1,2.987023115E0,-2.510666847E0
1.586835006E0,-2.269837111E-1,2.968036413E0,-2.992644310E0
1.591656985E0,-2.397131324E-1,2.909134388E0,-3.402112961E0
1.596478912E0,-2.914432883E-1,2.813889742E0,-3.805139542E0
1.601300839E0,-3.092867136E-1,2.776541471E0,-3.880023479E0
1.606122818E0,-3.242543042E-1,2.723839045E0,-3.715254784E0
1.610944746E0,-3.189097643E-1,2.661838055E0,-3.368016243E0
1.615766673E0,-2.792748213E-1,2.616380215E0,-2.636702061E0
1.620588652E0,-1.944809556E-1,2.550330162E0,-1.857019424E0
1.625410579E0,-8.695143461E-2,2.453749180E0,-7.686119080E-1
1.630232506E0,4.968613386E-2,2.347871065E0,2.774705887E-1
1.635054485E0,2.214293480E-1,2.239337921E0,1.452528000E0
1.639876412E0,3.776781559E-1,2.076364517E0,2.512475967E0
1.644698339E0,4.970837235E-1,1.899094105E0,3.494519234E0
1.649520318E0,6.135644317E-1,1.757093191E0,4.430086136E0
1.654342246E0,6.767098308E-1,1.585450649E0,5.173135757E0
1.659164173E0,6.970663071E-1,1.420534015E0,5.810848236E0
1.663986152E0,6.734583974E-1,1.270426273E0,6.184722900E0
1.668808079E0,5.895719528E-1,1.140604258E0,6.363348961E0
1.673630006E0,4.987505376E-1,1.028532147E0,6.243347168E0
1.678451985E0,3.848556578E-1,9.542765617E-1,5.912261009E0
1.683273912E0,2.793483138E-1,8.867952824E-1,5.421358109E0
1.688095839E0,2.174797356E-1,8.439792395E-1,4.820240021E0
1.692917818E0,1.608802080E-1,7.876605988E-1,4.190293312E0
1.697739746E0,1.253030300E-1,7.395355701E-1,3.596937180E0
1.702561673E0,1.245409250E-1,6.852823496E-1,3.093241692E0
1.707383600E0,1.165932417E-1,6.048310995E-1,2.662833214E0
1.712205579E0,1.229660511E-1,5.089439154E-1,2.400163651E0
1.717027506E0,1.151629686E-1,4.166764021E-1,2.258585930E0
1.721849433E0,8.518111706E-2,2.886489630E-1,2.258380890E0
1.726671412E0,3.453493118E-2,1.307910681E-1,2.404235840E0
1.731493339E0,-5.064749718E-2,-2.605438232E-2,2.667475700E0
1.736315266E0,-1.686427593E-1,-1.880002022E-1,3.018435478E0
1.741137246E0,-2.875525951E-1,-3.790744543E-1,3.445640564E0
1.745959173E0,-4.278590679E-1,-5.683552027E-1,3.848419189E0
1.750781100E0,-5.784641504E-1,-7.725617290E-1,4.234089851E0
1.755603079E0,-7.289204597E-1,-9.501578212E-1,4.601930618E0
1.760425006E0,-8.789341450E-1,-1.161940575E0,4.858557701E0
1.765246933E0,-9.857053757E-1,-1.336223245E0,5.022123337E0
1.770068912E0,-1.070241809E0,-1.505127192E0,5.100263596E0
1.774890839E0,-1.151611447E0,-1.664831638E0,5.062568665E0
1.779712766E0,-1.175479174E0,-1.835322142E0,4.950332642E0
1.784534746E0,-1.194435358E0,-1.975665450E0,4.793916702E0
1.789356673E0,-1.193650723E0,-2.109344244E0,4.566145897E0
1.794178600E0,-1.147390008E0,-2.251388073E0,4.305233002E0
1.799000579E0,-1.108629346E0,-2.355944633E0,4.070403099E0
1.803822506E0,-1.053570390E0,-2.495366812E0,3.826086998E0
1.808644433E0,-9.490811825E-1,-2.585566998E0,3.592489243E0
1.813466412E0,-8.434374332E-1,-2.688145876E0,3.383421898E0
1.818288339E0,-7.098318338E-1,-2.765473843E0,3.174155235E0
1.823110266E0,-5.780624151E-1,-2.823061466E0,2.955313683E0
1.827932246E0,-4.211038351E-1,-2.889044762E0,2.717400551E0
1.832754173E0,-2.591851354E-1,-2.935513496E0,2.441397667E0
1.837576100E0,-1.298030615E-1,-2.982132912E0,2.183529854E0
1.842398079E0,-9.163022041E-3,-3.009371042E0,1.871224403E0
1.847220006E0,1.126239300E-1,-3.040713549E0,1.521825790E0
1.852041933E0,1.980806589E-1,-3.079229116E0,1.136195183E0
1.856863912E0,2.606889009E-1,-3.104232311E0,7.894325256E-1
1.861685839E0,3.204977512E-1,-3.147650242E0,4.528932571E-1
1.866507766E0,3.576756716E-1,-3.178004503E0,1.471033096E-1
1.871329746E0,3.966174126E-1,-3.216577530E0,-8.105945587E-2
1.876151673E0,4.182790518E-1,-3.261779785E0,-2.635478973E-1
1.880973600E0,4.286619425E-1,-3.281108141E0,-3.725137711E-1
1.885795579E0,4.325867295E-1,-3.312498093E0,-3.683118820E-1
1.890617506E0,4.310278594E-1,-3.312671900E0,-2.806558609E-1
1.895439433E0,4.249733686E-1,-3.298078537E0,-9.994888306E-2
1.900261412E0,3.924168944E-1,-3.286328793E0,1.856231689E-1
1.905083339E0,3.602955341E-1,-3.247168303E0,5.279426575E-1
1.909905266E0,2.991280854E-1,-3.211405754E0,9.122571945E-1
1.914727246E0,2.056002915E-1,-3.164377689E0,1.316416740E0
1.919549173E0,1.087213159E-1,-3.116672277E0,1.707414627E0
