"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
8.049226780E-1,-1.152723432E-1,1.459259987E-1,-2.020835876E-3
8.097447100E-1,-2.871498466E-2,8.163690567E-2,-1.486158371E-2
8.145667410E-1,4.167543352E-2,4.742193222E-2,-3.696680069E-2
8.193887720E-1,1.163165644E-1,1.329898834E-2,-7.677078247E-3
8.242107510E-1,1.632933319E-1,-1.009273529E-2,2.990913391E-2
8.290327820E-1,2.196671665E-1,-4.663181305E-2,4.730796814E-2
8.338548140E-1,2.106869668E-1,-2.977943420E-2,3.995609283E-2
8.386768450E-1,1.771333516E-1,-1.326656342E-2,4.592180252E-2
8.434988760E-1,1.144463569E-1,-1.013517380E-2,1.881504059E-2
8.483209070E-1,5.722466111E-2,1.062250137E-2,-1.985549927E-3
8.531429390E-1,1.486326754E-2,2.053070068E-2,-3.328561783E-2
8.579649700E-1,-3.050591052E-2,3.509044647E-2,-5.125570297E-2
8.627870010E-1,-3.032754362E-2,2.596426010E-2,-7.160663605E-2
8.676090320E-1,-3.113903105E-2,5.116462708E-4,-9.435844421E-2
8.724310640E-1,-3.060053289E-2,-1.969385147E-2,-1.077089310E-1
8.772530950E-1,1.869171858E-2,-2.284002304E-2,-1.164751053E-1
8.820751260E-1,6.301338971E-2,-5.056095123E-2,-9.106636047E-2
8.868971570E-1,8.462975919E-2,-7.777690887E-2,-7.206535339E-2
8.917191890E-1,1.085312739E-1,-8.791446686E-2,-4.990005493E-2
8.965412200E-1,1.382367015E-1,-8.702325821E-2,-4.122877121E-2
9.013632510E-1,1.522790939E-1,-1.060423851E-1,-3.763914108E-2
9.061852300E-1,1.518717259E-1,-1.044363976E-1,-4.386711121E-2
9.110072620E-1,1.371041089E-1,-1.274943352E-1,-5.386781693E-2
9.158292930E-1,1.281303018E-1,-1.264185905E-1,-2.841043472E-2
9.206513240E-1,1.653851867E-1,-1.323275566E-1,-1.398706436E-2
9.254733550E-1,2.223810554E-1,-1.226081848E-1,-1.027584076E-3
9.302953870E-1,2.349678129E-1,-1.343150139E-1,2.486515045E-2
9.351174180E-1,2.295960784E-1,-1.257848740E-1,5.531549454E-2
9.399394490E-1,2.135967314E-1,-9.719800949E-2,5.945491791E-2
9.447614800E-1,1.715632677E-1,-4.995536804E-2,4.466152191E-2
9.495835120E-1,9.769921005E-2,6.303310394E-3,4.786539078E-2
9.544055430E-1,3.495191038E-2,6.432008743E-2,2.982616425E-2
9.592275740E-1,-3.830079734E-2,1.051912308E-1,1.197528839E-2
9.640496050E-1,-1.077119112E-1,1.348996162E-1,5.084037781E-3
9.688716370E-1,-1.615821719E-1,1.654677391E-1,-7.620811462E-3
9.736936680E-1,-1.786222756E-1,1.920499802E-1,-2.124929428E-2
9.785156470E-1,-1.841992438E-1,2.052254677E-1,-3.465223312E-2
9.833376780E-1,-1.686584353E-1,1.956911087E-1,-6.332111359E-2
9.881597100E-1,-1.606504321E-1,1.742730141E-1,-7.386684418E-2
9.929817410E-1,-1.338758767E-1,1.469922066E-1,-8.422279358E-2
9.978037720E-1,-1.227951050E-1,1.578493118E-1,-6.003236771E-2
1.002625803E0,-1.106872857E-1,1.862096786E-1,-3.110027313E-2
1.007447835E0,-9.501272440E-2,2.034564018E-1,2.270603180E-2
1.012269866E0,-7.686352730E-2,2.261481285E-1,6.336021423E-2
1.017091897E0,-6.802096963E-2,2.162637711E-1,9.336042404E-2
1.021913928E0,-4.810395837E-2,2.203154564E-1,1.175737381E-1
1.026735960E0,-5.510860682E-2,2.405400276E-1,1.289548874E-1
1.031557991E0,-5.549746752E-2,1.996417046E-1,1.312150955E-1
1.036380022E0,-3.742036223E-2,1.705436707E-1,1.398148537E-1
1.041202053E0,-3.528398275E-2,1.009378433E-1,1.179370880E-1
1.046024085E0,8.044302464E-3,6.945896149E-2,8.839035034E-2
1.050846116E0,9.220862389E-2,1.665782928E-2,2.138900757E-2
1.055668095E0,1.587202549E-1,-6.200647354E-2,-2.582883835E-2
1.060490178E0,1.815193444E-1,-1.246232986E-1,-7.495927811E-2
1.065312157E0,1.701084971E-1,-1.843900681E-1,-8.208417892E-2
1.070134189E0,1.779654324E-1,-2.068896294E-1,-5.471611023E-2
1.074956220E0,2.188773453E-1,-2.291898727E-1,-1.927804947E-2
1.079778251E0,2.460604608E-1,-2.334618568E-1,-4.232263565E-2
1.084600282E0,2.404194325E-1,-2.482051849E-1,-4.756689072E-2
1.089422314E0,2.114520818E-1,-2.507295609E-1,-3.997898102E-2
1.094244345E0,1.815971434E-1,-2.504787445E-1,-6.491661072E-2
1.099066376E0,1.496255100E-1,-2.093858719E-1,-9.613323212E-2
1.103888407E0,1.237477660E-1,-1.953291893E-1,-1.170659065E-1
1.108710439E0,8.125838637E-2,-1.818704605E-1,-1.255426407E-1
1.113532470E0,6.384271383E-2,-1.701426506E-1,-1.418857574E-1
1.118354501E0,7.261273265E-2,-1.624617577E-1,-1.150479317E-1
1.123176532E0,7.428452373E-2,-1.221594810E-1,-6.303119659E-2
1.127998564E0,7.853172719E-2,-1.005563736E-1,-2.515935898E-2
1.132820543E0,4.876881838E-2,-7.863664627E-2,9.500503540E-3
1.137642574E0,5.664169788E-3,-6.475257874E-2,-2.868652344E-3
1.142464605E0,-2.559104562E-2,-3.398418427E-2,-1.315879822E-2
1.147286637E0,-4.015395045E-2,-7.974147797E-3,-1.174068451E-2
1.152108668E0,-3.908145428E-2,-4.561424255E-3,-9.932518005E-4
1.156930699E0,-3.888633847E-2,1.422262192E-2,-3.341674805E-3
1.161752730E0,2.119749784E-3,1.500129700E-2,-2.813482285E-2
1.166574762E0,3.755369782E-2,2.982568741E-2,-3.233432770E-2
1.171396793E0,3.081747890E-2,4.662179947E-2,-1.957702637E-2
1.176218824E0,3.801584244E-2,7.002401352E-2,-5.336284637E-3
1.181040855E0,4.602393508E-2,9.741735458E-2,1.886606216E-2
1.185862887E0,3.700780869E-2,1.157603264E-1,2.442741394E-2
1.190684918E0,2.281908691E-2,1.333780289E-1,2.222871780E-2
1.195506949E0,-1.918603480E-2,1.479020119E-1,3.131532669E-2
1.200328980E0,-5.566917360E-2,1.830325127E-1,5.638647079E-2
1.205151012E0,-1.036071032E-1,2.148966789E-1,8.066463470E-2
1.209972991E0,-1.488435119E-1,2.732520103E-1,6.611251831E-2
1.214795022E0,-2.259944230E-1,3.200860023E-1,3.423357010E-2
1.219617053E0,-3.291511834E-1,3.531827927E-1,-7.781028748E-3
1.224439085E0,-4.285824895E-1,3.787007332E-1,-2.199602127E-2
1.229261116E0,-4.758214951E-1,3.896312714E-1,-2.649116516E-2
1.234083147E0,-4.843040407E-1,3.671145439E-1,1.305818558E-2
1.238905178E0,-4.103736579E-1,3.504948616E-1,7.858085632E-2
1.243727210E0,-3.400283456E-1,2.898359299E-1,1.343283653E-1
1.248549241E0,-2.351276875E-1,2.269754410E-1,1.519689560E-1
1.253371272E0,-1.181815714E-1,1.607561111E-1,1.389393806E-1
1.258193303E0,-1.522614062E-2,7.579040527E-2,1.263437271E-1
1.263015335E0,1.025168300E-1,7.865905762E-3,1.343150139E-1
1.267837366E0,1.639661789E-1,-5.860662460E-2,1.188168526E-1
1.272659397E0,2.218577415E-1,-1.211485863E-1,6.806516647E-2
1.277481428E0,2.906665206E-1,-1.868166924E-1,1.548242569E-2
1.282303407E0,3.406625986E-1,-2.483291626E-1,-6.040954590E-2
1.287125491E0,3.970951438E-1,-3.044281006E-1,-1.191816330E-1
1.291947470E0,4.087401628E-1,-3.181838989E-1,-1.647377014E-1
1.296769501E0,3.973373175E-1,-3.230395317E-1,-2.376608849E-1
1.301591532E0,3.070780635E-1,-3.307847977E-1,-2.999172211E-1
1.306413564E0,1.787101030E-1,-2.831339836E-1,-2.852907181E-1
1.311235595E0,7.162488997E-2,-2.470593452E-1,-2.204637527E-1
1.316057626E0,4.462376237E-3,-1.903729439E-1,-2.115111351E-1
1.320879657E0,-3.043416142E-2,-1.630597115E-1,-1.808710098E-1
1.325701689E0,-6.663618982E-2,-1.482973099E-1,-1.370015144E-1
1.330523720E0,-8.991555870E-2,-1.175684929E-1,-1.072378159E-1
1.335345751E0,-8.623515069E-2,-1.326389313E-1,-9.508419037E-2
1.340167782E0,-8.073465526E-2,-1.208887100E-1,-8.720970154E-2
1.344989814E0,-6.033666432E-2,-1.407032013E-1,-6.574869156E-2
1.349811845E0,-1.981407404E-4,-1.752791405E-1,-5.684471130E-2
1.354633876E0,4.847732186E-2,-1.842422485E-1,-6.029653549E-2
1.359455907E0,8.345276862E-2,-1.774311066E-1,-4.976224899E-2
1.364277887E0,1.049654633E-1,-1.858606339E-1,-3.243589401E-2
1.369099918E0,1.380930990E-1,-1.940937042E-1,-4.503726959E-2
1.373921949E0,1.650026143E-1,-1.522598267E-1,-9.210062027E-2
1.378743980E0,1.561869830E-1,-1.272873878E-1,-9.733247757E-2
1.383566012E0,1.082180738E-1,-1.060633659E-1,-8.948373795E-2
1.388388043E0,5.944903940E-2,-5.768823624E-2,-6.868124008E-2
1.393210074E0,7.440760732E-3,8.926391602E-4,-6.458854675E-2
1.398032105E0,-7.517123222E-2,5.773878098E-2,-6.877136230E-2
1.402854137E0,-1.715008169E-1,9.860420227E-2,-6.808757782E-2
1.407676168E0,-2.423629761E-1,1.497192383E-1,-3.647422791E-2
1.412498199E0,-2.642200589E-1,1.860418320E-1,-1.211452484E-2
1.417320230E0,-2.718656659E-1,2.111701965E-1,2.767944336E-2
1.422142262E0,-2.855149806E-1,2.227110863E-1,7.696008682E-2
1.426964293E0,-2.623538971E-1,2.136077881E-1,1.238355637E-1
1.431786272E0,-2.382408082E-1,2.089180946E-1,1.541204453E-1
1.436608303E0,-2.177531570E-1,2.097072601E-1,2.012562752E-1
1.441430335E0,-1.830534190E-1,1.944923401E-1,2.485728264E-1
1.446252366E0,-1.541810185E-1,1.989607811E-1,2.569622993E-1
1.451074397E0,-1.320869774E-1,1.945142746E-1,2.551836967E-1
1.455896428E0,-6.797704101E-2,1.955180168E-1,2.088632584E-1
1.460718460E0,1.380577683E-3,1.331892014E-1,1.633896828E-1
1.465540491E0,5.942564458E-2,8.872365952E-2,1.484260559E-1
1.470362522E0,1.360265762E-1,2.059507370E-2,7.815217972E-2
1.475184553E0,1.657847166E-1,-4.592800140E-2,-2.577066422E-2
1.480006585E0,1.942671239E-1,-1.083374023E-1,-1.038827896E-1
1.484828616E0,2.000241876E-1,-1.487154961E-1,-1.755380630E-1
1.489650647E0,1.748147756E-1,-1.742291451E-1,-2.243151665E-1
1.494472678E0,1.508168131E-1,-1.719212532E-1,-2.290792465E-1
1.499294710E0,1.229119599E-1,-1.633090973E-1,-2.009496689E-1
1.504116689E0,8.032009006E-2,-1.353626251E-1,-1.983685493E-1
1.508938720E0,7.623277605E-2,-1.024813652E-1,-1.831626892E-1
1.513760751E0,4.359890521E-2,-8.020496368E-2,-1.019821167E-1
1.518582782E0,7.292985916E-3,-5.308389664E-2,-1.938629150E-2
1.523404814E0,-2.459682524E-2,-2.235651016E-2,2.783346176E-2
1.528226845E0,-3.226909041E-2,8.303642273E-3,6.140375137E-2
1.533048876E0,-4.682561755E-2,2.581596375E-2,1.111235619E-1
1.537870907E0,-6.959256530E-2,6.107187271E-2,1.318297386E-1
1.542692939E0,-8.154956996E-2,6.998252869E-2,1.131248474E-1
1.547514970E0,-1.088993400E-1,9.071111679E-2,9.451246262E-2
1.552337001E0,-1.312926114E-1,9.348487854E-2,7.362890244E-2
1.557159032E0,-1.035420597E-1,7.954978943E-2,6.719875336E-2
1.561981064E0,-3.180162609E-2,3.468513489E-2,7.878875732E-2
1.566803095E0,3.767265379E-2,4.195213318E-3,9.761810303E-2
1.571625074E0,1.074996144E-1,-9.807109833E-3,1.154713631E-1
1.576447105E0,1.482640207E-1,-4.310655594E-2,9.919214249E-2
1.581269137E0,1.759433448E-1,-7.055044174E-2,6.917095184E-2
1.586091168E0,1.599251777E-1,-6.839990616E-2,-4.194259644E-3
1.590913199E0,1.338689029E-1,-6.404447556E-2,-6.610584259E-2
1.595735230E0,9.444538504E-2,-4.195642471E-2,-1.322016716E-1
1.600557262E0,2.750094235E-2,-1.297426224E-2,-1.442971230E-1
1.605379293E0,-1.576928794E-2,2.174854279E-2,-1.159853935E-1
1.610201324E0,-6.284953654E-2,6.097650528E-2,-1.021771431E-1
1.615023355E0,-8.529520035E-2,1.035461426E-1,-7.077980042E-2
1.619845387E0,-9.407225251E-2,1.197271347E-1,-1.596784592E-2
1.624667418E0,-8.338357508E-2,1.215114594E-1,4.198646545E-2
1.629489449E0,-7.717230916E-2,1.268653870E-1,7.334184647E-2
1.634311480E0,-4.924815893E-2,1.297683716E-1,9.855318069E-2
1.639133512E0,-3.423042595E-2,1.136927605E-1,8.438730240E-2
1.643955543E0,-1.073911786E-2,8.474111557E-2,6.082105637E-2
1.648777574E0,-2.393984795E-2,6.560230255E-2,3.975629807E-2
1.653599553E0,-1.800289750E-2,4.666137695E-2,-9.639263153E-3
1.658421585E0,-4.170125723E-2,1.616573334E-2,-6.588602066E-2
1.663243616E0,-7.243174314E-2,-2.458286285E-2,-1.040363312E-1
1.668065647E0,-8.422160149E-2,-5.532026291E-2,-1.361212730E-1
1.672887678E0,-8.448201418E-2,-8.092975616E-2,-1.312952042E-1
1.677709710E0,-4.834374785E-2,-8.838844299E-2,-1.361517906E-1
1.682531741E0,1.794618368E-2,-8.381891251E-2,-1.304030418E-1
1.687353772E0,5.831021070E-2,-9.350490570E-2,-1.152462959E-1
1.692175803E0,8.011254668E-2,-8.286523819E-2,-9.911918640E-2
1.696997835E0,1.156038642E-1,-7.221555710E-2,-9.035491943E-2
1.701819866E0,1.242381036E-1,-5.448150635E-2,-3.783559799E-2
1.706641897E0,8.492299914E-2,-5.701828003E-2,-9.544372559E-3
1.711463928E0,7.268092036E-2,-1.441717148E-2,6.594657898E-3
1.716285960E0,4.214972258E-2,5.404615402E-2,3.482818604E-3
1.721107939E0,-1.802176237E-3,5.680465698E-2,2.516889572E-2
1.725929970E0,-2.342784405E-2,8.808374405E-2,4.895830154E-2
1.730752001E0,-4.308259487E-2,1.108975410E-1,6.531333923E-2
1.735574032E0,-3.334921598E-2,1.074357033E-1,9.336519241E-2
1.740396064E0,-2.043023705E-2,1.016902924E-1,1.045041084E-1
1.745218095E0,-3.159677982E-2,1.019001007E-1,1.048903465E-1
1.750040126E0,-2.500846982E-2,1.128249168E-1,8.387756348E-2
1.754862157E0,9.990125895E-3,8.216238022E-2,5.114936829E-2
1.759684189E0,1.643109322E-2,8.018779755E-2,3.298187256E-2
1.764506220E0,4.199990630E-2,7.222461700E-2,4.352188110E-2
1.769328251E0,5.699089170E-2,4.166078568E-2,2.682065964E-2
1.774150282E0,6.873491406E-2,3.846454620E-2,-2.604961395E-3
1.778972314E0,6.299266219E-2,1.019096375E-2,-1.141786575E-2
1.783794345E0,3.281460702E-2,6.856441498E-3,-2.705335617E-2
1.788616376E0,-1.450701058E-2,9.352207184E-3,-8.631753922E-2
1.793438355E0,-5.504716933E-2,1.651668549E-2,-1.402697563E-1
1.798260387E0,-7.114671171E-2,-7.438659668E-5,-1.771831512E-1
1.803082418E0,-9.500187635E-2,1.210832596E-2,-2.210478783E-1
1.807904449E0,-9.936249256E-2,1.742362976E-3,-2.195434570E-1
1.812726480E0,-6.296470761E-2,2.280712128E-3,-1.885123253E-1
1.817548512E0,-5.155235529E-3,-1.605463028E-2,-1.186828613E-1
1.822370543E0,4.899194837E-2,-3.064870834E-2,-3.639984131E-2
1.827192574E0,1.018436253E-1,-4.632234573E-2,3.810691833E-2
1.832014605E0,1.343645155E-1,-1.091527939E-2,9.308671951E-2
1.836836637E0,1.014522612E-1,-1.250553131E-2,9.414863586E-2
1.841658668E0,6.992690265E-2,3.800868988E-3,8.799695969E-2
1.846480699E0,2.894309163E-2,-1.269340515E-3,7.940578461E-2
1.851302730E0,-3.341895342E-2,-1.208353043E-2,5.887079239E-2
1.856124762E0,-4.829221964E-2,-3.098011017E-2,4.904079437E-2
1.860946793E0,-5.416378379E-2,-3.770208359E-2,1.776838303E-2
1.865768772E0,-2.871373296E-2,-4.896068573E-2,1.268386841E-2
1.870590803E0,-1.604250073E-2,-7.071876526E-2,1.346969604E-2
1.875412835E0,5.341053009E-3,-9.454107285E-2,3.425121307E-3
1.880234866E0,3.410491347E-2,-1.252398491E-1,-4.338121414E-2
1.885056897E0,6.673935056E-2,-1.294808388E-1,-5.669355392E-2
1.889878928E0,9.609161317E-2,-1.371560097E-1,-6.762742996E-2
1.894700960E0,1.057249010E-1,-1.329164505E-1,-5.355358124E-2
1.899522991E0,1.113508493E-1,-1.179838181E-1,-3.965330124E-2
