"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.701498660E-1,-1.866401732E-1,7.061219692E0,7.173682213E0
1.725608550E-1,-1.746760458E-1,7.075576782E0,7.228717327E0
1.749718970E-1,-1.603191197E-1,7.099504948E0,7.264609337E0
1.773828870E-1,-1.651047617E-1,7.140182972E0,7.274180889E0
1.797938760E-1,-1.866401732E-1,7.168896675E0,7.298109055E0
1.822049180E-1,-2.129612118E-1,7.176074982E0,7.322037220E0
1.846159070E-1,-2.225325108E-1,7.188039303E0,7.360322475E0
1.870269490E-1,-2.560320199E-1,7.197610378E0,7.410571575E0
1.894379390E-1,-2.703889608E-1,7.197610378E0,7.441678524E0
1.918489800E-1,-2.656033039E-1,7.195217609E0,7.441678524E0
1.942599700E-1,-2.919243574E-1,7.221538544E0,7.427321434E0
1.966710120E-1,-3.182454109E-1,7.219145775E0,7.405786037E0
1.990820010E-1,-3.517449200E-1,7.223931789E0,7.386643410E0
2.014930430E-1,-3.732803464E-1,7.243073940E0,7.403393269E0
2.039040320E-1,-4.091726840E-1,7.262216568E0,7.427321434E0
2.063150740E-1,-4.426721931E-1,7.262216568E0,7.446464062E0
2.087260640E-1,-4.522434771E-1,7.259823799E0,7.463213921E0
2.111371050E-1,-4.618147612E-1,7.255038261E0,7.482356548E0
2.135480950E-1,-4.857429862E-1,7.269395351E0,7.475177765E0
2.159591370E-1,-4.857429862E-1,7.278966427E0,7.503891945E0
2.183701260E-1,-4.642075896E-1,7.271788120E0,7.503891945E0
2.207811680E-1,-4.498506486E-1,7.264609337E0,7.506284714E0
2.231921570E-1,-4.594219327E-1,7.247859955E0,7.518248558E0
2.256031470E-1,-4.737788737E-1,7.245467186E0,7.503891945E0
2.280141890E-1,-4.857429862E-1,7.223931789E0,7.467999458E0
2.304251780E-1,-5.120640397E-1,7.228717327E0,7.432106972E0
2.328362200E-1,-5.359922647E-1,7.204789162E0,7.398607731E0
2.352472100E-1,-5.599204898E-1,7.185646534E0,7.362715244E0
2.376582510E-1,-5.910272002E-1,7.176074982E0,7.324429989E0
2.400692410E-1,-6.053841114E-1,7.161718369E0,7.293323517E0
2.424802820E-1,-6.173482537E-1,7.149754047E0,7.252645493E0
2.448912720E-1,-6.388836503E-1,7.128218651E0,7.202396393E0
2.473023140E-1,-6.340979934E-1,7.123433113E0,7.168896675E0
2.497133030E-1,-6.149554253E-1,7.073183537E0,7.140182972E0
2.521243450E-1,-6.077769399E-1,7.018148899E0,7.133004189E0
2.545353350E-1,-5.862415433E-1,6.979863644E0,7.121040344E0
2.569463760E-1,-5.383850932E-1,6.958328247E0,7.133004189E0
2.593573660E-1,-5.168496966E-1,6.939185619E0,7.135396957E0
2.617683550E-1,-4.594219327E-1,6.900900364E0,7.144968510E0
2.641793970E-1,-4.163511395E-1,6.876972198E0,7.159325123E0
2.665903870E-1,-3.732803464E-1,6.865008354E0,7.188039303E0
2.690014280E-1,-3.493520916E-1,6.865008354E0,7.226324558E0
2.714124180E-1,-3.182454109E-1,6.826723099E0,7.267002583E0
2.738234600E-1,-2.943171859E-1,6.812366009E0,7.293323517E0
2.762344490E-1,-2.967100143E-1,6.817151546E0,7.314858913E0
2.786454910E-1,-2.895315289E-1,6.838686943E0,7.324429989E0
2.810564800E-1,-2.943171859E-1,6.850651264E0,7.300501823E0
2.834675220E-1,-3.038884699E-1,6.843472958E0,7.300501823E0
2.858785120E-1,-3.134597540E-1,6.838686943E0,7.300501823E0
2.882895530E-1,-3.445664644E-1,6.836294174E0,7.307680130E0
2.907005430E-1,-3.565305769E-1,6.836294174E0,7.331608772E0
2.931115850E-1,-3.684946895E-1,6.848258495E0,7.367500782E0
2.955225740E-1,-3.876372576E-1,6.879364967E0,7.386643410E0
2.979336160E-1,-4.043870270E-1,6.898507595E0,7.398607731E0
3.003446050E-1,-4.235295951E-1,6.915257454E0,7.420143127E0
3.027556470E-1,-4.307080805E-1,6.915257454E0,7.420143127E0
3.051666370E-1,-4.378865361E-1,6.893722057E0,7.401000500E0
3.075776260E-1,-4.426721931E-1,6.896114826E0,7.384250641E0
3.099886680E-1,-4.426721931E-1,6.891329288E0,7.362715244E0
3.123996570E-1,-4.354937077E-1,6.896114826E0,7.324429989E0
3.148106990E-1,-4.378865361E-1,6.888936520E0,7.267002583E0
3.172216890E-1,-4.402793646E-1,6.896114826E0,7.211967468E0
3.196327300E-1,-4.378865361E-1,6.917650223E0,7.176074982E0
3.220437200E-1,-4.331009090E-1,6.917650223E0,7.144968510E0
3.244547620E-1,-4.115654826E-1,6.905686378E0,7.125825882E0
3.268657510E-1,-3.948157430E-1,6.900900364E0,7.128218651E0
3.292767930E-1,-4.019941986E-1,6.908079147E0,7.106683254E0
3.316877820E-1,-3.684946895E-1,6.874579430E0,7.089933395E0
3.340988240E-1,-3.302095234E-1,6.869793892E0,7.080362320E0
3.365098140E-1,-2.943171859E-1,6.874579430E0,7.042077065E0
3.389208550E-1,-2.632105052E-1,6.853044033E0,6.987041950E0
3.413318450E-1,-2.273181528E-1,6.821937561E0,6.955935478E0
3.437428870E-1,-1.842473447E-1,6.821937561E0,6.929614544E0
3.461538760E-1,-1.507478207E-1,6.819544315E0,6.908079147E0
3.485648660E-1,-1.339980662E-1,6.795616150E0,6.884150982E0
3.509759070E-1,-1.220339537E-1,6.776473522E0,6.869793892E0
3.533868970E-1,-1.076770201E-1,6.764509678E0,6.867401123E0
3.557979390E-1,-8.614161611E-2,6.778866768E0,6.886543751E0
3.582089280E-1,-9.810572863E-2,6.795616150E0,6.929614544E0
3.606199700E-1,-1.100698411E-1,6.807580471E0,6.963113785E0
3.630309600E-1,-1.196411327E-1,6.824330330E0,7.008577347E0
3.654420010E-1,-1.268195957E-1,6.848258495E0,7.049255371E0
3.678529910E-1,-1.196411327E-1,6.848258495E0,7.087540627E0
3.702640320E-1,-1.292124242E-1,6.888936520E0,7.113861561E0
3.726750220E-1,-1.316052526E-1,6.898507595E0,7.142575741E0
3.750860640E-1,-1.196411327E-1,6.922435760E0,7.164111137E0
3.774970530E-1,-1.339980662E-1,6.953542709E0,7.180860519E0
3.799080950E-1,-1.411765367E-1,6.948757172E0,7.178467751E0
3.823190850E-1,-1.651047617E-1,6.960721016E0,7.180860519E0
3.847300740E-1,-1.698904037E-1,6.972685337E0,7.188039303E0
3.871411160E-1,-1.818545163E-1,7.015756130E0,7.192824841E0
3.895521570E-1,-1.770688742E-1,7.015756130E0,7.200003147E0
3.919631470E-1,-1.866401732E-1,7.025327206E0,7.188039303E0
3.943741370E-1,-1.818545163E-1,7.032505512E0,7.178467751E0
3.967851780E-1,-1.986042857E-1,7.042077065E0,7.176074982E0
3.991961680E-1,-1.866401732E-1,7.037291527E0,7.176074982E0
4.016072100E-1,-1.794617027E-1,7.018148899E0,7.147361279E0
4.040181990E-1,-1.842473447E-1,7.008577347E0,7.133004189E0
4.064292410E-1,-1.579262912E-1,7.001399040E0,7.121040344E0
4.088402300E-1,-1.339980662E-1,6.991827965E0,7.077969551E0
4.112512720E-1,-1.220339537E-1,6.967899323E0,7.039684296E0
4.136622620E-1,-9.810572863E-2,6.955935478E0,7.010970116E0
4.160733030E-1,-9.571290761E-2,6.927221775E0,6.951149940E0
4.184842930E-1,-9.092725813E-2,6.929614544E0,6.888936520E0
4.208953350E-1,-1.028913707E-1,6.912864685E0,6.836294174E0
4.233063240E-1,-1.148554832E-1,6.900900364E0,6.817151546E0
4.257173660E-1,-1.172483116E-1,6.898507595E0,6.807580471E0
4.281283550E-1,-1.292124242E-1,6.884150982E0,6.817151546E0
4.305393970E-1,-1.507478207E-1,6.874579430E0,6.836294174E0
4.329503870E-1,-1.363908947E-1,6.865008354E0,6.836294174E0
4.353613760E-1,-1.627119333E-1,6.874579430E0,6.855436802E0
4.377724180E-1,-1.627119333E-1,6.881757736E0,6.860222340E0
4.401834070E-1,-1.531406492E-1,6.898507595E0,6.867401123E0
4.425944490E-1,-1.531406492E-1,6.915257454E0,6.900900364E0
4.450054390E-1,-1.579262912E-1,6.917650223E0,6.929614544E0
4.474164800E-1,-1.722832322E-1,6.941578388E0,6.963113785E0
4.498274700E-1,-1.794617027E-1,6.982256413E0,6.999006271E0
4.522385120E-1,-2.033899277E-1,6.977470875E0,7.034898758E0
4.546495010E-1,-2.009970993E-1,7.018148899E0,7.061219692E0
4.570605430E-1,-2.273181528E-1,7.066005230E0,7.063612461E0
4.594715320E-1,-2.656033039E-1,7.082755089E0,7.109076023E0
4.618825740E-1,-2.967100143E-1,7.104290485E0,7.128218651E0
4.642935640E-1,-3.158525825E-1,7.101897717E0,7.168896675E0
4.667045530E-1,-3.517449200E-1,7.121040344E0,7.192824841E0
4.691155950E-1,-3.900300860E-1,7.133004189E0,7.211967468E0
4.715266370E-1,-4.043870270E-1,7.161718369E0,7.221538544E0
4.739376260E-1,-4.235295951E-1,7.168896675E0,7.245467186E0
4.763486160E-1,-4.498506486E-1,7.171289444E0,7.250252724E0
4.787596570E-1,-4.594219327E-1,7.173682213E0,7.262216568E0
4.811706470E-1,-4.570291340E-1,7.176074982E0,7.283751965E0
4.835816890E-1,-4.594219327E-1,7.180860519E0,7.281359196E0
4.859926780E-1,-4.713860750E-1,7.204789162E0,7.300501823E0
4.884037200E-1,-4.594219327E-1,7.200003147E0,7.300501823E0
4.908147100E-1,-4.498506486E-1,7.192824841E0,7.293323517E0
4.932257510E-1,-4.307080805E-1,7.183253765E0,7.288537979E0
4.956367410E-1,-3.996013701E-1,7.164111137E0,7.278966427E0
4.980477820E-1,-3.852444589E-1,7.171289444E0,7.290930748E0
5.004587720E-1,-3.756731451E-1,7.152146816E0,7.307680130E0
5.028698140E-1,-3.517449200E-1,7.135396957E0,7.302894592E0
5.052808030E-1,-3.326023519E-1,7.128218651E0,7.300501823E0
5.076918450E-1,-3.230310678E-1,7.125825882E0,7.276573658E0
5.101028350E-1,-2.991028428E-1,7.111468792E0,7.269395351E0
5.125138240E-1,-2.823530734E-1,7.111468792E0,7.267002583E0
5.149248660E-1,-2.440679073E-1,7.116254330E0,7.252645493E0
5.173358550E-1,-2.368894368E-1,7.094718933E0,7.247859955E0
5.197468970E-1,-2.129612118E-1,7.097112179E0,7.235895634E0
5.221578870E-1,-1.986042857E-1,7.099504948E0,7.223931789E0
5.245689280E-1,-1.890329868E-1,7.099504948E0,7.214360237E0
5.269799180E-1,-1.722832322E-1,7.082755089E0,7.211967468E0
5.293909600E-1,-1.674975902E-1,7.099504948E0,7.183253765E0
5.318019490E-1,-1.435693651E-1,7.104290485E0,7.152146816E0
5.342129910E-1,-1.028913707E-1,7.087540627E0,7.133004189E0
5.366239800E-1,-9.810572863E-2,7.070790768E0,7.121040344E0
5.390350220E-1,-7.657032460E-2,7.061219692E0,7.104290485E0
5.414460120E-1,-6.460621208E-2,7.058826923E0,7.106683254E0
5.438570530E-1,-5.982056633E-2,7.063612461E0,7.085147858E0
5.462680430E-1,-7.657032460E-2,7.058826923E0,7.066005230E0
5.486790850E-1,-8.853443712E-2,7.034898758E0,7.032505512E0
5.510900740E-1,-9.092725813E-2,7.037291527E0,7.013363361E0
5.535010640E-1,-9.332008660E-2,7.027719975E0,7.018148899E0
5.559121050E-1,-1.268195957E-1,7.044469833E0,7.015756130E0
5.583230950E-1,-1.483550072E-1,7.039684296E0,7.022934437E0
5.607341370E-1,-1.627119333E-1,7.042077065E0,7.039684296E0
5.631451260E-1,-1.866401732E-1,7.061219692E0,7.049255371E0
5.655561680E-1,-2.081755698E-1,7.077969551E0,7.068397999E0
5.679671570E-1,-2.249253243E-1,7.104290485E0,7.092326164E0
5.703781990E-1,-2.368894368E-1,7.147361279E0,7.085147858E0
5.727891890E-1,-2.656033039E-1,7.173682213E0,7.104290485E0
5.752002300E-1,-2.703889608E-1,7.171289444E0,7.135396957E0
5.776112200E-1,-2.679961324E-1,7.166503906E0,7.144968510E0
5.800222620E-1,-2.727817893E-1,7.152146816E0,7.147361279E0
5.824332510E-1,-2.775674164E-1,7.140182972E0,7.166503906E0
5.848442930E-1,-2.727817893E-1,7.135396957E0,7.176074982E0
5.872552820E-1,-2.703889608E-1,7.106683254E0,7.183253765E0
5.896663240E-1,-2.632105052E-1,7.099504948E0,7.192824841E0
5.920773140E-1,-2.392822653E-1,7.094718933E0,7.195217609E0
5.944883030E-1,-2.129612118E-1,7.099504948E0,7.190432072E0
5.968993450E-1,-1.746760458E-1,7.063612461E0,7.188039303E0
5.993103350E-1,-1.531406492E-1,7.034898758E0,7.188039303E0
6.017213760E-1,-1.292124242E-1,7.027719975E0,7.178467751E0
6.041323660E-1,-8.853443712E-2,6.979863644E0,7.152146816E0
6.065434070E-1,-7.178468257E-2,6.951149940E0,7.118647575E0
6.089543970E-1,-4.546362907E-2,6.932007313E0,7.087540627E0
6.113654390E-1,-2.632104978E-2,6.888936520E0,7.058826923E0
6.137764280E-1,-1.435693540E-2,6.879364967E0,7.022934437E0
6.161874700E-1,2.392822644E-3,6.869793892E0,7.003791809E0
6.185984600E-1,1.674975827E-2,6.860222340E0,7.001399040E0
6.210095010E-1,-9.571290575E-3,6.848258495E0,6.984649181E0
6.234204910E-1,-1.674975827E-2,6.845865726E0,6.963113785E0
6.258315320E-1,-4.546362907E-2,6.841079712E0,6.955935478E0
6.282425220E-1,-4.785645381E-2,6.848258495E0,6.941578388E0
6.306535640E-1,-6.699903309E-2,6.850651264E0,6.936792850E0
6.330645530E-1,-6.221338734E-2,6.850651264E0,6.946363926E0
6.354755430E-1,-5.742774159E-2,6.843472958E0,6.960721016E0
6.378865850E-1,-6.699903309E-2,6.831508636E0,6.977470875E0
6.402975740E-1,-7.417750359E-2,6.814758778E0,7.006184578E0
6.427086160E-1,-5.742774159E-2,6.836294174E0,7.032505512E0
6.451196050E-1,-6.939185411E-2,6.833901405E0,7.030112743E0
6.475306470E-1,-5.264209956E-2,6.860222340E0,7.032505512E0
6.499416370E-1,-7.417750359E-2,6.888936520E0,7.006184578E0
6.523526780E-1,-9.332008660E-2,6.915257454E0,6.989434719E0
6.547636680E-1,-1.196411327E-1,6.929614544E0,6.979863644E0
6.571747100E-1,-1.531406492E-1,6.943971157E0,6.982256413E0
6.595856990E-1,-1.890329868E-1,6.951149940E0,6.984649181E0
6.619967410E-1,-2.201396823E-1,6.984649181E0,7.013363361E0
6.644077300E-1,-2.656033039E-1,7.006184578E0,7.039684296E0
6.668187720E-1,-2.895315289E-1,7.030112743E0,7.056434155E0
6.692297620E-1,-3.110669553E-1,7.027719975E0,7.061219692E0
6.716408030E-1,-3.230310678E-1,7.044469833E0,7.068397999E0
6.740517930E-1,-3.326023519E-1,7.051648140E0,7.073183537E0
6.764627820E-1,-3.397808075E-1,7.073183537E0,7.087540627E0
6.788738240E-1,-3.373879790E-1,7.075576782E0,7.092326164E0
6.812848140E-1,-3.637090325E-1,7.075576782E0,7.099504948E0
6.836958550E-1,-3.637090325E-1,7.070790768E0,7.116254330E0
6.861068450E-1,-3.637090325E-1,7.073183537E0,7.135396957E0
6.885178870E-1,-3.756731451E-1,7.063612461E0,7.125825882E0
6.909288760E-1,-3.876372576E-1,7.075576782E0,7.106683254E0
6.933399180E-1,-3.996013701E-1,7.094718933E0,7.080362320E0
6.957509070E-1,-4.043870270E-1,7.104290485E0,7.073183537E0
6.981619490E-1,-4.259224236E-1,7.109076023E0,7.063612461E0
7.005729390E-1,-4.450650215E-1,7.101897717E0,7.051648140E0
7.029839800E-1,-4.283152521E-1,7.094718933E0,7.061219692E0
7.053949700E-1,-4.259224236E-1,7.080362320E0,7.063612461E0
7.078060120E-1,-4.115654826E-1,7.085147858E0,7.054041386E0
7.102170010E-1,-3.852444589E-1,7.061219692E0,7.044469833E0
7.126279910E-1,-3.469592929E-1,7.051648140E0,7.046862602E0
7.150390320E-1,-3.134597540E-1,7.054041386E0,7.051648140E0
7.174500220E-1,-2.943171859E-1,7.034898758E0,7.051648140E0
7.198610640E-1,-2.584248483E-1,7.034898758E0,7.056434155E0
7.222720530E-1,-2.153540403E-1,7.046862602E0,7.063612461E0
7.246830950E-1,-1.770688742E-1,7.037291527E0,7.080362320E0
7.270940850E-1,-1.555334777E-1,7.030112743E0,7.106683254E0
7.295051260E-1,-1.100698411E-1,7.020541668E0,7.121040344E0
7.319161160E-1,-7.417750359E-2,7.022934437E0,7.137789726E0
7.343271570E-1,-4.067798331E-2,7.020541668E0,7.161718369E0
7.367381470E-1,-3.110669367E-2,7.010970116E0,7.171289444E0
7.391491890E-1,-4.785645287E-3,6.994220734E0,7.188039303E0
7.415601780E-1,-2.392822690E-2,6.977470875E0,7.204789162E0
7.439712200E-1,-2.632104978E-2,6.984649181E0,7.200003147E0
7.463822100E-1,-4.307080805E-2,6.987041950E0,7.183253765E0
7.487932510E-1,-7.178468257E-2,6.989434719E0,7.161718369E0
7.512042410E-1,-1.172483116E-1,6.994220734E0,7.130611420E0
7.536152300E-1,-1.411765367E-1,7.030112743E0,7.101897717E0
7.560262720E-1,-1.722832322E-1,7.046862602E0,7.087540627E0
7.584372620E-1,-2.201396823E-1,7.051648140E0,7.080362320E0
7.608483030E-1,-2.440679073E-1,7.068397999E0,7.073183537E0
7.632592930E-1,-3.014956415E-1,7.106683254E0,7.070790768E0
7.656703350E-1,-3.445664644E-1,7.123433113E0,7.077969551E0
7.680813240E-1,-3.804588020E-1,7.159325123E0,7.089933395E0
7.704923660E-1,-4.019941986E-1,7.192824841E0,7.109076023E0
7.729033550E-1,-4.067798555E-1,7.211967468E0,7.142575741E0
7.753143970E-1,-4.091726840E-1,7.223931789E0,7.161718369E0
7.777253870E-1,-4.139583111E-1,7.235895634E0,7.171289444E0
7.801364280E-1,-4.163511395E-1,7.247859955E0,7.204789162E0
7.825474180E-1,-4.091726840E-1,7.252645493E0,7.219145775E0
7.849584600E-1,-3.996013701E-1,7.264609337E0,7.226324558E0
7.873694490E-1,-3.996013701E-1,7.271788120E0,7.202396393E0
7.897804390E-1,-3.756731451E-1,7.250252724E0,7.171289444E0
7.921914800E-1,-3.708875179E-1,7.243073940E0,7.159325123E0
7.946024700E-1,-3.613162339E-1,7.226324558E0,7.133004189E0
7.970135120E-1,-3.661018610E-1,7.221538544E0,7.125825882E0
7.994245010E-1,-3.541377485E-1,7.197610378E0,7.118647575E0
8.018355430E-1,-3.302095234E-1,7.190432072E0,7.125825882E0
8.042465320E-1,-3.110669553E-1,7.152146816E0,7.133004189E0
8.066575740E-1,-2.632105052E-1,7.116254330E0,7.130611420E0
8.090685640E-1,-2.057827413E-1,7.099504948E0,7.101897717E0
8.114796050E-1,-1.674975902E-1,7.085147858E0,7.094718933E0
8.138905950E-1,-1.603191197E-1,7.063612461E0,7.092326164E0
8.163016370E-1,-1.052841991E-1,7.054041386E0,7.111468792E0
8.187126260E-1,-7.178468257E-2,7.027719975E0,7.133004189E0
8.211236680E-1,-4.546362907E-2,7.030112743E0,7.144968510E0
8.235346570E-1,-3.589234129E-2,7.006184578E0,7.173682213E0
8.259456470E-1,1.196411345E-2,6.979863644E0,7.180860519E0
8.283566890E-1,2.153540403E-2,6.984649181E0,7.171289444E0
8.307676780E-1,9.571290575E-3,7.001399040E0,7.164111137E0
8.331787200E-1,7.178467698E-3,6.999006271E0,7.171289444E0
8.355897100E-1,-1.435693540E-2,7.020541668E0,7.173682213E0
8.380007510E-1,-3.589234129E-2,7.015756130E0,7.171289444E0
8.404117410E-1,-7.657032460E-2,7.020541668E0,7.147361279E0
8.428227820E-1,-1.004985496E-1,7.025327206E0,7.140182972E0
8.452337720E-1,-1.316052526E-1,7.034898758E0,7.125825882E0
8.476448140E-1,-1.627119333E-1,7.056434155E0,7.116254330E0
8.500558030E-1,-1.842473447E-1,7.058826923E0,7.097112179E0
8.524668450E-1,-1.986042857E-1,7.056434155E0,7.077969551E0
8.548778350E-1,-2.368894368E-1,7.075576782E0,7.075576782E0
8.572888760E-1,-2.416750938E-1,7.073183537E0,7.058826923E0
8.596998660E-1,-2.392822653E-1,7.077969551E0,7.049255371E0
8.621108550E-1,-2.440679073E-1,7.056434155E0,7.039684296E0
8.645218970E-1,-2.464607358E-1,7.042077065E0,7.022934437E0
8.669328870E-1,-2.440679073E-1,7.044469833E0,7.015756130E0
8.693439280E-1,-2.464607358E-1,7.015756130E0,7.006184578E0
8.717549180E-1,-2.488535494E-1,7.032505512E0,7.001399040E0
8.741659600E-1,-2.225325108E-1,7.027719975E0,6.991827965E0
8.765769490E-1,-1.794617027E-1,7.015756130E0,6.994220734E0
8.789879910E-1,-1.579262912E-1,7.001399040E0,7.013363361E0
8.813989800E-1,-1.603191197E-1,6.987041950E0,7.020541668E0
8.838100220E-1,-1.483550072E-1,6.970292568E0,7.032505512E0
8.862210120E-1,-1.316052526E-1,6.963113785E0,7.037291527E0
8.886320530E-1,-1.268195957E-1,6.955935478E0,7.049255371E0
8.910430430E-1,-1.100698411E-1,6.955935478E0,7.063612461E0
8.934540850E-1,-8.853443712E-2,6.948757172E0,7.058826923E0
8.958650740E-1,-9.332008660E-2,6.963113785E0,7.070790768E0
8.982761160E-1,-7.896314561E-2,6.934400082E0,7.075576782E0
9.006871050E-1,-7.896314561E-2,6.936792850E0,7.061219692E0
9.030981470E-1,-7.178468257E-2,6.941578388E0,7.068397999E0
9.055091370E-1,-9.092725813E-2,6.929614544E0,7.056434155E0
9.079201260E-1,-9.332008660E-2,6.903293133E0,7.046862602E0
9.103311680E-1,-1.028913707E-1,6.917650223E0,7.058826923E0
9.127421570E-1,-1.220339537E-1,6.917650223E0,7.073183537E0
9.151531990E-1,-9.571290761E-2,6.900900364E0,7.085147858E0
9.175641890E-1,-7.896314561E-2,6.908079147E0,7.089933395E0
9.199752300E-1,-6.699903309E-2,6.893722057E0,7.099504948E0
9.223862200E-1,-2.632104978E-2,6.908079147E0,7.106683254E0
9.247972620E-1,-7.178467698E-3,6.908079147E0,7.111468792E0
9.272082510E-1,-9.571290575E-3,6.898507595E0,7.128218651E0
9.296192930E-1,0.000000000E0,6.888936520E0,7.144968510E0
9.320302820E-1,-7.178467698E-3,6.886543751E0,7.156932354E0
9.344413240E-1,-1.435693540E-2,6.912864685E0,7.180860519E0
9.368523140E-1,-2.153540403E-2,6.929614544E0,7.176074982E0
9.392633550E-1,-3.349951655E-2,6.922435760E0,7.173682213E0
9.416743450E-1,-5.982056633E-2,6.958328247E0,7.161718369E0
9.440853870E-1,-8.135596663E-2,6.984649181E0,7.161718369E0
9.464963760E-1,-1.316052526E-1,7.010970116E0,7.164111137E0
9.489073660E-1,-1.603191197E-1,7.042077065E0,7.168896675E0
9.513184070E-1,-1.962114573E-1,7.066005230E0,7.154539585E0
9.537293970E-1,-2.249253243E-1,7.101897717E0,7.144968510E0
9.561404390E-1,-2.632105052E-1,7.121040344E0,7.140182972E0
9.585514280E-1,-3.086741269E-1,7.128218651E0,7.125825882E0
9.609624700E-1,-3.373879790E-1,7.152146816E0,7.125825882E0
9.633734600E-1,-3.780659735E-1,7.156932354E0,7.128218651E0
9.657845010E-1,-4.091726840E-1,7.183253765E0,7.113861561E0
9.681954910E-1,-4.187439680E-1,7.188039303E0,7.116254330E0
9.706065320E-1,-4.307080805E-1,7.211967468E0,7.111468792E0
9.730175220E-1,-4.354937077E-1,7.214360237E0,7.092326164E0
9.754285640E-1,-4.450650215E-1,7.228717327E0,7.094718933E0
9.778395530E-1,-4.354937077E-1,7.226324558E0,7.082755089E0
9.802505430E-1,-4.283152521E-1,7.226324558E0,7.068397999E0
9.826615850E-1,-4.235295951E-1,7.211967468E0,7.051648140E0
9.850725740E-1,-4.307080805E-1,7.204789162E0,7.046862602E0
9.874836160E-1,-4.067798555E-1,7.192824841E0,7.051648140E0
