"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.877953710E-1,2.440679073E-1,-7.058826923E0,7.056434155E0
1.902063080E-1,2.440679073E-1,-7.039684296E0,7.085147858E0
1.926172980E-1,2.416750938E-1,-7.046862602E0,7.089933395E0
1.950282870E-1,2.440679073E-1,-7.046862602E0,7.106683254E0
1.974392250E-1,2.321037948E-1,-7.022934437E0,7.109076023E0
1.998502140E-1,2.225325108E-1,-7.032505512E0,7.125825882E0
2.022611520E-1,2.105683982E-1,-7.013363361E0,7.111468792E0
2.046721410E-1,2.033899277E-1,-6.984649181E0,7.097112179E0
2.070831310E-1,2.201396823E-1,-6.989434719E0,7.087540627E0
2.094940680E-1,2.105683982E-1,-6.994220734E0,7.068397999E0
2.119050580E-1,2.392822653E-1,-6.994220734E0,7.046862602E0
2.143160480E-1,2.488535494E-1,-6.991827965E0,7.025327206E0
2.167269850E-1,2.536391914E-1,-6.989434719E0,7.013363361E0
2.191379750E-1,2.679961324E-1,-6.989434719E0,6.979863644E0
2.215489640E-1,2.943171859E-1,-6.994220734E0,6.941578388E0
2.239599020E-1,3.349951804E-1,-7.008577347E0,6.898507595E0
2.263708910E-1,3.613162339E-1,-7.008577347E0,6.891329288E0
2.287818810E-1,3.876372576E-1,-7.008577347E0,6.872186661E0
2.311928180E-1,3.972085714E-1,-7.018148899E0,6.860222340E0
2.336038080E-1,4.163511395E-1,-7.003791809E0,6.843472958E0
2.360147980E-1,4.402793646E-1,-7.006184578E0,6.853044033E0
2.384257350E-1,4.402793646E-1,-6.984649181E0,6.853044033E0
2.408367250E-1,4.426721931E-1,-6.982256413E0,6.845865726E0
2.432477140E-1,4.594219327E-1,-6.975078106E0,6.845865726E0
2.456586520E-1,4.426721931E-1,-6.965506554E0,6.848258495E0
2.480696410E-1,4.666004181E-1,-6.987041950E0,6.867401123E0
2.504806310E-1,4.522434771E-1,-6.987041950E0,6.867401123E0
2.528915680E-1,4.283152521E-1,-6.955935478E0,6.867401123E0
2.553025580E-1,4.474578202E-1,-6.955935478E0,6.867401123E0
2.577134960E-1,4.331009090E-1,-6.951149940E0,6.869793892E0
2.601244850E-1,4.307080805E-1,-6.958328247E0,6.872186661E0
2.625354750E-1,4.211367965E-1,-6.955935478E0,6.879364967E0
2.649464120E-1,4.091726840E-1,-6.943971157E0,6.898507595E0
2.673574020E-1,3.948157430E-1,-6.948757172E0,6.891329288E0
2.697683910E-1,3.637090325E-1,-6.915257454E0,6.888936520E0
2.721793290E-1,3.493520916E-1,-6.903293133E0,6.898507595E0
2.745903180E-1,3.613162339E-1,-6.917650223E0,6.912864685E0
2.770013080E-1,3.373879790E-1,-6.929614544E0,6.929614544E0
2.794122460E-1,3.062812984E-1,-6.927221775E0,6.955935478E0
2.818232350E-1,2.823530734E-1,-6.922435760E0,6.979863644E0
2.842342250E-1,2.416750938E-1,-6.927221775E0,7.010970116E0
2.866451620E-1,2.057827413E-1,-6.939185619E0,7.034898758E0
2.890561520E-1,1.794617027E-1,-6.934400082E0,7.056434155E0
2.914671410E-1,1.268195957E-1,-6.943971157E0,7.099504948E0
2.938780790E-1,8.374879509E-2,-6.936792850E0,7.125825882E0
2.962890680E-1,6.460621208E-2,-6.934400082E0,7.154539585E0
2.987000580E-1,3.349951655E-2,-6.970292568E0,7.152146816E0
3.011109960E-1,-7.178467698E-3,-6.955935478E0,7.164111137E0
3.035219850E-1,-3.589234129E-2,-6.963113785E0,7.171289444E0
3.059329750E-1,-5.024927482E-2,-6.967899323E0,7.180860519E0
3.083439120E-1,-6.939185411E-2,-6.975078106E0,7.176074982E0
3.107549020E-1,-9.092725813E-2,-6.979863644E0,7.173682213E0
3.131658390E-1,-1.076770201E-1,-7.006184578E0,7.154539585E0
3.155768290E-1,-1.220339537E-1,-7.025327206E0,7.144968510E0
3.179878180E-1,-1.220339537E-1,-7.042077065E0,7.125825882E0
3.203987560E-1,-1.220339537E-1,-7.061219692E0,7.087540627E0
3.228097460E-1,-1.268195957E-1,-7.085147858E0,7.056434155E0
3.252207350E-1,-1.435693651E-1,-7.106683254E0,7.025327206E0
3.276316730E-1,-1.244267747E-1,-7.123433113E0,6.999006271E0
3.300426620E-1,-7.896314561E-2,-7.137789726E0,6.963113785E0
3.324536520E-1,-5.024927482E-2,-7.161718369E0,6.939185619E0
3.348645890E-1,-3.110669367E-2,-7.168896675E0,6.886543751E0
3.372755790E-1,2.392822644E-3,-7.197610378E0,6.838686943E0
3.396865680E-1,4.067798331E-2,-7.204789162E0,6.805187702E0
3.420975060E-1,6.221338734E-2,-7.202396393E0,6.766902447E0
3.445084960E-1,1.004985496E-1,-7.197610378E0,6.731009960E0
3.469194850E-1,1.244267747E-1,-7.207181931E0,6.692724705E0
3.493304230E-1,1.292124242E-1,-7.214360237E0,6.656832695E0
3.517414120E-1,1.363908947E-1,-7.209574699E0,6.616154671E0
3.541524020E-1,1.579262912E-1,-7.202396393E0,6.582654953E0
3.565633390E-1,1.603191197E-1,-7.188039303E0,6.551548481E0
3.589743290E-1,1.674975902E-1,-7.190432072E0,6.530013084E0
3.613852660E-1,1.627119333E-1,-7.176074982E0,6.520441532E0
3.637962560E-1,1.674975902E-1,-7.168896675E0,6.501298904E0
3.662072460E-1,1.890329868E-1,-7.149754047E0,6.501298904E0
3.686181830E-1,1.866401732E-1,-7.140182972E0,6.510870457E0
3.710291730E-1,1.818545163E-1,-7.140182972E0,6.513263226E0
3.734401620E-1,1.674975902E-1,-7.123433113E0,6.513263226E0
3.758511000E-1,1.818545163E-1,-7.106683254E0,6.520441532E0
3.782620890E-1,1.938186288E-1,-7.080362320E0,6.534798622E0
3.806730790E-1,1.914258152E-1,-7.070790768E0,6.558726788E0
3.830840160E-1,1.698904037E-1,-7.082755089E0,6.597012043E0
3.854950060E-1,1.698904037E-1,-7.085147858E0,6.637690067E0
3.879059960E-1,1.746760458E-1,-7.070790768E0,6.671189308E0
3.903169330E-1,1.866401732E-1,-7.054041386E0,6.709474564E0
3.927279230E-1,1.938186288E-1,-7.063612461E0,6.738188744E0
3.951389120E-1,2.177468538E-1,-7.054041386E0,6.774080753E0
3.975498500E-1,2.344966233E-1,-7.058826923E0,6.812366009E0
3.999608390E-1,2.416750938E-1,-7.034898758E0,6.857829571E0
4.023718290E-1,2.560320199E-1,-7.010970116E0,6.898507595E0
4.047827660E-1,2.632105052E-1,-6.989434719E0,6.927221775E0
4.071937560E-1,2.512463629E-1,-6.979863644E0,6.958328247E0
4.096047460E-1,2.368894368E-1,-6.953542709E0,7.008577347E0
4.120156830E-1,2.153540403E-1,-6.936792850E0,7.042077065E0
4.144266730E-1,1.842473447E-1,-6.941578388E0,7.085147858E0
4.168376620E-1,1.674975902E-1,-6.939185619E0,7.147361279E0
4.192486000E-1,1.483550072E-1,-6.920042992E0,7.183253765E0
4.216595890E-1,1.268195957E-1,-6.924828529E0,7.211967468E0
4.240705270E-1,1.316052526E-1,-6.939185619E0,7.252645493E0
4.264815160E-1,1.124626622E-1,-6.972685337E0,7.276573658E0
4.288925060E-1,1.076770201E-1,-6.987041950E0,7.290930748E0
4.313034430E-1,1.148554832E-1,-7.001399040E0,7.295716286E0
4.337144330E-1,1.148554832E-1,-7.015756130E0,7.293323517E0
4.361254230E-1,1.244267747E-1,-7.044469833E0,7.286144733E0
4.385363600E-1,1.387837082E-1,-7.068397999E0,7.276573658E0
4.409473500E-1,1.268195957E-1,-7.089933395E0,7.267002583E0
4.433583390E-1,1.292124242E-1,-7.092326164E0,7.250252724E0
4.457692770E-1,1.004985496E-1,-7.116254330E0,7.219145775E0
4.481802660E-1,8.853443712E-2,-7.140182972E0,7.180860519E0
4.505912560E-1,8.853443712E-2,-7.140182972E0,7.140182972E0
4.530021930E-1,6.939185411E-2,-7.159325123E0,7.085147858E0
4.554131830E-1,5.503492057E-2,-7.173682213E0,7.034898758E0
4.578241210E-1,5.024927482E-2,-7.176074982E0,6.987041950E0
4.602351100E-1,3.589234129E-2,-7.161718369E0,6.941578388E0
4.626461000E-1,2.392822690E-2,-7.133004189E0,6.876972198E0
4.650570890E-1,-2.392822644E-3,-7.111468792E0,6.824330330E0
4.674680270E-1,-9.571290575E-3,-7.106683254E0,6.778866768E0
4.698790160E-1,-2.153540403E-2,-7.061219692E0,6.747759819E0
4.722899540E-1,-5.264209956E-2,-7.025327206E0,6.687939167E0
4.747009430E-1,-3.349951655E-2,-7.022934437E0,6.642475605E0
4.771119330E-1,-1.674975827E-2,-7.006184578E0,6.606583118E0
4.795228710E-1,-7.178467698E-3,-6.982256413E0,6.577869415E0
4.819338600E-1,-9.571290575E-3,-6.975078106E0,6.541976929E0
4.843448500E-1,-2.153540403E-2,-6.970292568E0,6.520441532E0
4.867558390E-1,-7.178467698E-3,-6.967899323E0,6.515655994E0
4.891667770E-1,1.435693540E-2,-6.979863644E0,6.513263226E0
4.915777660E-1,1.196411345E-2,-6.970292568E0,6.513263226E0
4.939887040E-1,9.571290575E-3,-6.979863644E0,6.520441532E0
4.963996930E-1,1.196411345E-2,-6.996613503E0,6.525227547E0
4.988106830E-1,3.110669367E-2,-7.018148899E0,6.534798622E0
5.012216210E-1,5.264209956E-2,-7.020541668E0,6.541976929E0
5.036326100E-1,4.067798331E-2,-7.020541668E0,6.573083878E0
5.060436000E-1,6.460621208E-2,-7.034898758E0,6.618547440E0
5.084545370E-1,4.546362907E-2,-7.025327206E0,6.647261143E0
5.108655270E-1,5.024927482E-2,-7.042077065E0,6.687939167E0
5.132765160E-1,5.742774159E-2,-7.046862602E0,6.731009960E0
5.156874540E-1,6.221338734E-2,-7.058826923E0,6.769295216E0
5.180984430E-1,6.221338734E-2,-7.063612461E0,6.807580471E0
5.205094330E-1,7.896314561E-2,-7.073183537E0,6.841079712E0
5.229203710E-1,8.135596663E-2,-7.089933395E0,6.888936520E0
5.253313600E-1,1.244267747E-1,-7.113861561E0,6.934400082E0
5.277423500E-1,1.268195957E-1,-7.137789726E0,6.984649181E0
5.301532870E-1,1.268195957E-1,-7.144968510E0,7.022934437E0
5.325642770E-1,1.459621787E-1,-7.154539585E0,7.075576782E0
5.349752660E-1,1.411765367E-1,-7.173682213E0,7.113861561E0
5.373862040E-1,1.579262912E-1,-7.171289444E0,7.135396957E0
5.397971930E-1,1.579262912E-1,-7.168896675E0,7.159325123E0
5.422081830E-1,1.363908947E-1,-7.180860519E0,7.173682213E0
5.446191210E-1,1.268195957E-1,-7.180860519E0,7.171289444E0
5.470301100E-1,1.411765367E-1,-7.168896675E0,7.185646534E0
5.494410480E-1,1.483550072E-1,-7.144968510E0,7.190432072E0
5.518520370E-1,1.411765367E-1,-7.147361279E0,7.176074982E0
5.542630270E-1,1.435693651E-1,-7.147361279E0,7.168896675E0
5.566739640E-1,1.579262912E-1,-7.144968510E0,7.149754047E0
5.590849540E-1,1.579262912E-1,-7.147361279E0,7.133004189E0
5.614959430E-1,1.531406492E-1,-7.142575741E0,7.116254330E0
5.639068810E-1,1.555334777E-1,-7.135396957E0,7.087540627E0
5.663178710E-1,1.531406492E-1,-7.152146816E0,7.061219692E0
5.687288600E-1,1.411765367E-1,-7.137789726E0,7.018148899E0
5.711397980E-1,1.292124242E-1,-7.116254330E0,6.999006271E0
5.735507870E-1,1.387837082E-1,-7.116254330E0,6.979863644E0
5.759617770E-1,1.507478207E-1,-7.101897717E0,6.929614544E0
5.783727140E-1,1.483550072E-1,-7.089933395E0,6.891329288E0
5.807837040E-1,1.459621787E-1,-7.089933395E0,6.845865726E0
5.831946930E-1,1.387837082E-1,-7.092326164E0,6.812366009E0
5.856056310E-1,1.268195957E-1,-7.066005230E0,6.766902447E0
5.880166210E-1,1.411765367E-1,-7.051648140E0,6.738188744E0
5.904276100E-1,1.483550072E-1,-7.066005230E0,6.680760860E0
5.928385480E-1,1.579262912E-1,-7.051648140E0,6.652047157E0
5.952495370E-1,1.459621787E-1,-7.037291527E0,6.606583118E0
5.976605270E-1,1.387837082E-1,-7.037291527E0,6.577869415E0
6.000714640E-1,1.459621787E-1,-7.042077065E0,6.565905571E0
6.024824540E-1,1.651047617E-1,-7.039684296E0,6.546762943E0
6.048933910E-1,1.579262912E-1,-7.037291527E0,6.546762943E0
6.073043810E-1,1.722832322E-1,-7.054041386E0,6.549155712E0
6.097153710E-1,1.770688742E-1,-7.056434155E0,6.561119556E0
6.121263600E-1,1.770688742E-1,-7.070790768E0,6.570691109E0
6.145372980E-1,1.986042857E-1,-7.087540627E0,6.577869415E0
6.169482870E-1,1.938186288E-1,-7.104290485E0,6.613761902E0
6.193592250E-1,1.986042857E-1,-7.116254330E0,6.652047157E0
6.217702140E-1,2.009970993E-1,-7.128218651E0,6.683153629E0
6.241812040E-1,1.986042857E-1,-7.118647575E0,6.697510719E0
6.265921410E-1,1.842473447E-1,-7.121040344E0,6.733402729E0
6.290031310E-1,1.770688742E-1,-7.118647575E0,6.757331371E0
6.314141210E-1,1.770688742E-1,-7.111468792E0,6.790830612E0
6.338250580E-1,1.722832322E-1,-7.106683254E0,6.814758778E0
6.362360480E-1,1.698904037E-1,-7.106683254E0,6.843472958E0
6.386470370E-1,1.794617027E-1,-7.113861561E0,6.857829571E0
6.410579750E-1,1.938186288E-1,-7.128218651E0,6.898507595E0
6.434689640E-1,1.842473447E-1,-7.116254330E0,6.905686378E0
6.458799540E-1,1.722832322E-1,-7.109076023E0,6.958328247E0
6.482908910E-1,1.794617027E-1,-7.089933395E0,6.987041950E0
6.507018810E-1,1.842473447E-1,-7.077969551E0,6.996613503E0
6.531128710E-1,1.674975902E-1,-7.077969551E0,7.022934437E0
6.555238080E-1,1.603191197E-1,-7.046862602E0,7.034898758E0
6.579347980E-1,1.483550072E-1,-7.025327206E0,7.070790768E0
6.603457870E-1,1.435693651E-1,-7.010970116E0,7.089933395E0
6.627567250E-1,1.387837082E-1,-6.989434719E0,7.097112179E0
6.651677140E-1,1.435693651E-1,-6.979863644E0,7.104290485E0
6.675787040E-1,1.387837082E-1,-6.975078106E0,7.092326164E0
6.699896410E-1,1.483550072E-1,-6.970292568E0,7.077969551E0
6.724006310E-1,1.339980662E-1,-6.979863644E0,7.075576782E0
6.748115680E-1,1.292124242E-1,-6.991827965E0,7.061219692E0
6.772225580E-1,1.316052526E-1,-7.003791809E0,7.039684296E0
6.796335480E-1,1.148554832E-1,-7.030112743E0,7.034898758E0
6.820444850E-1,1.076770201E-1,-7.046862602E0,7.010970116E0
6.844554750E-1,1.292124242E-1,-7.073183537E0,6.994220734E0
6.868664640E-1,1.220339537E-1,-7.109076023E0,6.979863644E0
6.892774020E-1,1.244267747E-1,-7.133004189E0,6.958328247E0
6.916883910E-1,1.339980662E-1,-7.144968510E0,6.917650223E0
6.940993810E-1,1.411765367E-1,-7.161718369E0,6.891329288E0
6.965103180E-1,1.555334777E-1,-7.154539585E0,6.869793892E0
6.989213080E-1,1.603191197E-1,-7.152146816E0,6.821937561E0
7.013322980E-1,1.794617027E-1,-7.147361279E0,6.800402164E0
7.037432350E-1,1.914258152E-1,-7.135396957E0,6.764509678E0
7.061542250E-1,2.081755698E-1,-7.140182972E0,6.742974281E0
7.085652140E-1,2.273181528E-1,-7.140182972E0,6.707081795E0
7.109761520E-1,2.560320199E-1,-7.123433113E0,6.666403770E0
7.133871410E-1,2.512463629E-1,-7.113861561E0,6.635297298E0
7.157981310E-1,2.751746178E-1,-7.109076023E0,6.589833736E0
7.182090680E-1,2.847459018E-1,-7.104290485E0,6.563512325E0
7.206200580E-1,2.823530734E-1,-7.125825882E0,6.537191391E0
7.230310480E-1,2.871387303E-1,-7.137789726E0,6.522834301E0
7.254419850E-1,2.679961324E-1,-7.142575741E0,6.506084919E0
7.278529750E-1,2.679961324E-1,-7.164111137E0,6.486942291E0
7.302639640E-1,2.416750938E-1,-7.190432072E0,6.491727829E0
7.326749020E-1,2.392822653E-1,-7.190432072E0,6.474977970E0
7.350858910E-1,2.344966233E-1,-7.197610378E0,6.474977970E0
7.374968810E-1,2.201396823E-1,-7.204789162E0,6.470192432E0
7.399078180E-1,1.986042857E-1,-7.195217609E0,6.458228111E0
7.423188080E-1,1.914258152E-1,-7.195217609E0,6.458228111E0
7.447297980E-1,1.794617027E-1,-7.171289444E0,6.472585201E0
7.471407350E-1,1.651047617E-1,-7.166503906E0,6.503692150E0
7.495517250E-1,1.483550072E-1,-7.161718369E0,6.520441532E0
7.519626620E-1,1.292124242E-1,-7.159325123E0,6.551548481E0
7.543736520E-1,1.292124242E-1,-7.154539585E0,6.577869415E0
7.567846410E-1,1.052841991E-1,-7.159325123E0,6.601797581E0
7.591955790E-1,1.028913707E-1,-7.159325123E0,6.644868374E0
7.616065680E-1,9.332008660E-2,-7.176074982E0,6.680760860E0
7.640175580E-1,9.092725813E-2,-7.166503906E0,6.699903488E0
7.664284960E-1,7.657032460E-2,-7.173682213E0,6.723831654E0
7.688394850E-1,7.178468257E-2,-7.161718369E0,6.750152588E0
7.712504750E-1,6.939185411E-2,-7.144968510E0,6.783652306E0
7.736614120E-1,8.135596663E-2,-7.144968510E0,6.793223381E0
7.760724020E-1,7.417750359E-2,-7.125825882E0,6.793223381E0
7.784833910E-1,7.896314561E-2,-7.116254330E0,6.819544315E0
7.808943290E-1,9.332008660E-2,-7.104290485E0,6.841079712E0
7.833053180E-1,1.100698411E-1,-7.080362320E0,6.865008354E0
7.857163080E-1,1.172483116E-1,-7.082755089E0,6.893722057E0
7.881272460E-1,1.244267747E-1,-7.082755089E0,6.927221775E0
7.905382350E-1,1.531406492E-1,-7.097112179E0,6.963113785E0
7.929492250E-1,1.746760458E-1,-7.087540627E0,6.987041950E0
7.953601620E-1,1.746760458E-1,-7.061219692E0,7.018148899E0
7.977711520E-1,1.651047617E-1,-7.058826923E0,7.030112743E0
8.001821410E-1,1.531406492E-1,-7.061219692E0,7.049255371E0
8.025930790E-1,1.746760458E-1,-7.046862602E0,7.051648140E0
8.050040680E-1,1.794617027E-1,-7.061219692E0,7.058826923E0
8.074150060E-1,1.674975902E-1,-7.049255371E0,7.066005230E0
8.098259960E-1,1.746760458E-1,-7.034898758E0,7.068397999E0
8.122369850E-1,1.866401732E-1,-7.046862602E0,7.068397999E0
8.146479750E-1,1.914258152E-1,-7.049255371E0,7.049255371E0
8.170589120E-1,1.938186288E-1,-7.068397999E0,7.042077065E0
8.194699020E-1,2.009970993E-1,-7.094718933E0,7.027719975E0
8.218808390E-1,2.009970993E-1,-7.101897717E0,7.025327206E0
8.242918290E-1,2.081755698E-1,-7.121040344E0,7.013363361E0
8.267028180E-1,2.201396823E-1,-7.142575741E0,6.987041950E0
8.291138080E-1,2.297109663E-1,-7.159325123E0,6.975078106E0
8.315247460E-1,2.201396823E-1,-7.147361279E0,6.941578388E0
8.339357350E-1,2.081755698E-1,-7.140182972E0,6.910471916E0
8.363467250E-1,1.962114573E-1,-7.156932354E0,6.874579430E0
8.387576620E-1,2.009970993E-1,-7.144968510E0,6.845865726E0
8.411686520E-1,1.986042857E-1,-7.154539585E0,6.821937561E0
8.435795890E-1,1.962114573E-1,-7.149754047E0,6.798008919E0
8.459905790E-1,1.962114573E-1,-7.130611420E0,6.783652306E0
8.484015680E-1,1.866401732E-1,-7.130611420E0,6.769295216E0
8.508125060E-1,1.794617027E-1,-7.125825882E0,6.754938126E0
8.532234960E-1,1.579262912E-1,-7.118647575E0,6.745367050E0
8.556344850E-1,1.483550072E-1,-7.128218651E0,6.731009960E0
8.580454230E-1,1.268195957E-1,-7.142575741E0,6.723831654E0
8.604564120E-1,1.124626622E-1,-7.142575741E0,6.731009960E0
8.628674020E-1,8.853443712E-2,-7.188039303E0,6.726224422E0
8.652783390E-1,6.699903309E-2,-7.178467751E0,6.711867332E0
8.676893290E-1,5.982056633E-2,-7.180860519E0,6.731009960E0
8.701003180E-1,2.153540403E-2,-7.188039303E0,6.726224422E0
8.725112560E-1,2.392822644E-3,-7.188039303E0,6.719046116E0
8.749222460E-1,-4.785645287E-3,-7.185646534E0,6.723831654E0
8.773332350E-1,-3.349951655E-2,-7.185646534E0,6.721438885E0
8.797441730E-1,-5.264209956E-2,-7.171289444E0,6.728617191E0
8.821551620E-1,-5.742774159E-2,-7.154539585E0,6.733402729E0
8.845661520E-1,-6.699903309E-2,-7.118647575E0,6.747759819E0
8.869770890E-1,-5.982056633E-2,-7.111468792E0,6.778866768E0
8.893880790E-1,-7.896314561E-2,-7.104290485E0,6.786045074E0
8.917990680E-1,-6.939185411E-2,-7.111468792E0,6.798008919E0
8.942100060E-1,-6.221338734E-2,-7.125825882E0,6.805187702E0
8.966209960E-1,-5.264209956E-2,-7.128218651E0,6.795616150E0
8.990319850E-1,-2.632104978E-2,-7.135396957E0,6.790830612E0
9.014429230E-1,-1.196411345E-2,-7.130611420E0,6.805187702E0
9.038539120E-1,-2.392822644E-3,-7.137789726E0,6.833901405E0
9.062648500E-1,0.000000000E0,-7.142575741E0,6.843472958E0
9.086758390E-1,1.435693540E-2,-7.144968510E0,6.876972198E0
9.110868290E-1,1.674975827E-2,-7.147361279E0,6.891329288E0
9.134978180E-1,1.914258115E-2,-7.173682213E0,6.908079147E0
9.159087560E-1,3.349951655E-2,-7.161718369E0,6.924828529E0
9.183197460E-1,3.349951655E-2,-7.161718369E0,6.929614544E0
9.207306830E-1,3.828516230E-2,-7.180860519E0,6.936792850E0
9.231416730E-1,4.785645381E-2,-7.178467751E0,6.924828529E0
9.255526620E-1,5.503492057E-2,-7.178467751E0,6.917650223E0
9.279636000E-1,8.614161611E-2,-7.192824841E0,6.915257454E0
9.303745890E-1,1.316052526E-1,-7.183253765E0,6.896114826E0
9.327855790E-1,1.387837082E-1,-7.185646534E0,6.876972198E0
9.351965160E-1,1.579262912E-1,-7.180860519E0,6.879364967E0
9.376075060E-1,1.579262912E-1,-7.178467751E0,6.862615108E0
9.400184960E-1,1.866401732E-1,-7.195217609E0,6.857829571E0
9.424294330E-1,2.033899277E-1,-7.202396393E0,6.843472958E0
9.448404230E-1,2.225325108E-1,-7.195217609E0,6.831508636E0
9.472514120E-1,2.632105052E-1,-7.188039303E0,6.824330330E0
9.496623500E-1,2.512463629E-1,-7.192824841E0,6.802794933E0
9.520733390E-1,2.536391914E-1,-7.204789162E0,6.769295216E0
9.544843290E-1,2.656033039E-1,-7.200003147E0,6.738188744E0
9.568952660E-1,2.703889608E-1,-7.211967468E0,6.711867332E0
9.593062560E-1,2.799602449E-1,-7.231110096E0,6.707081795E0
9.617172460E-1,2.823530734E-1,-7.216753006E0,6.673582554E0
9.641281830E-1,3.062812984E-1,-7.209574699E0,6.647261143E0
9.665391730E-1,3.110669553E-1,-7.185646534E0,6.601797581E0
9.689501620E-1,3.182454109E-1,-7.178467751E0,6.575476646E0
9.713611000E-1,3.158525825E-1,-7.171289444E0,6.544369698E0
9.737720890E-1,3.349951804E-1,-7.176074982E0,6.513263226E0
9.761830790E-1,3.469592929E-1,-7.197610378E0,6.489335060E0
9.785940160E-1,3.732803464E-1,-7.188039303E0,6.477370739E0
9.810050060E-1,3.756731451E-1,-7.180860519E0,6.463014126E0
