"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.609822020E-1,-1.292124242E-1,6.673582554E0,7.422535896E0
1.633932440E-1,-1.555334777E-1,6.702296257E0,7.427321434E0
1.658042340E-1,-1.746760458E-1,6.721438885E0,7.434499741E0
1.682152750E-1,-2.033899277E-1,6.738188744E0,7.456035137E0
1.706263170E-1,-2.656033039E-1,6.783652306E0,7.456035137E0
1.730373070E-1,-2.967100143E-1,6.790830612E0,7.470392227E0
1.754483480E-1,-3.349951804E-1,6.800402164E0,7.489534855E0
1.778593380E-1,-3.565305769E-1,6.795616150E0,7.496713161E0
1.802703800E-1,-3.517449200E-1,6.798008919E0,7.477570534E0
1.826813690E-1,-3.661018610E-1,6.790830612E0,7.470392227E0
1.850924110E-1,-3.326023519E-1,6.802794933E0,7.460821152E0
1.875034520E-1,-3.158525825E-1,6.807580471E0,7.448856831E0
1.899144420E-1,-3.086741269E-1,6.809973240E0,7.444071293E0
1.923254840E-1,-3.134597540E-1,6.819544315E0,7.448856831E0
1.947364730E-1,-3.158525825E-1,6.821937561E0,7.434499741E0
1.971475150E-1,-3.206382394E-1,6.809973240E0,7.427321434E0
1.995585050E-1,-3.349951804E-1,6.800402164E0,7.398607731E0
2.019695460E-1,-3.565305769E-1,6.790830612E0,7.365108013E0
2.043805880E-1,-3.708875179E-1,6.778866768E0,7.353144169E0
2.067915770E-1,-3.804588020E-1,6.750152588E0,7.334001541E0
2.092026190E-1,-4.163511395E-1,6.754938126E0,7.326822758E0
2.116136090E-1,-4.450650215E-1,6.721438885E0,7.317251682E0
2.140246500E-1,-4.594219327E-1,6.716653347E0,7.278966427E0
2.164356920E-1,-4.594219327E-1,6.692724705E0,7.255038261E0
2.188466820E-1,-4.833501875E-1,6.692724705E0,7.214360237E0
2.212577230E-1,-5.096712112E-1,6.690331936E0,7.171289444E0
2.236687130E-1,-5.575276613E-1,6.661618233E0,7.147361279E0
2.260797550E-1,-6.125625968E-1,6.678368092E0,7.152146816E0
2.284907440E-1,-6.604190469E-1,6.692724705E0,7.159325123E0
2.309017860E-1,-7.034898400E-1,6.687939167E0,7.161718369E0
2.333128270E-1,-7.322037220E-1,6.690331936E0,7.190432072E0
2.357238170E-1,-7.369893789E-1,6.687939167E0,7.214360237E0
2.381348590E-1,-7.322037220E-1,6.697510719E0,7.226324558E0
2.405458480E-1,-7.082754970E-1,6.714260101E0,7.262216568E0
2.429568900E-1,-6.891329288E-1,6.747759819E0,7.290930748E0
2.453678800E-1,-6.532405615E-1,6.769295216E0,7.319644451E0
2.477789210E-1,-6.556333899E-1,6.788437843E0,7.343572617E0
2.501899630E-1,-6.675975323E-1,6.793223381E0,7.384250641E0
2.526009520E-1,-6.747759581E-1,6.824330330E0,7.422535896E0
2.550119940E-1,-6.915257573E-1,6.845865726E0,7.465606689E0
2.574229840E-1,-7.202396393E-1,6.876972198E0,7.496713161E0
2.598340250E-1,-7.465606928E-1,6.886543751E0,7.520641804E0
2.622450150E-1,-7.345965505E-1,6.888936520E0,7.542177200E0
2.646560570E-1,-7.345965505E-1,6.898507595E0,7.542177200E0
2.670670980E-1,-7.298108935E-1,6.910471916E0,7.556533813E0
2.694780880E-1,-7.345965505E-1,6.910471916E0,7.563712597E0
2.718891300E-1,-7.226324677E-1,6.922435760E0,7.558926582E0
2.743001190E-1,-6.987041831E-1,6.915257454E0,7.556533813E0
2.767111610E-1,-6.699903607E-1,6.912864685E0,7.549355507E0
2.791222020E-1,-6.508477330E-1,6.886543751E0,7.525427341E0
2.815331920E-1,-6.364908218E-1,6.872186661E0,7.484749317E0
2.839442340E-1,-6.293123364E-1,6.857829571E0,7.470392227E0
2.863552230E-1,-6.173482537E-1,6.867401123E0,7.458428383E0
2.887662650E-1,-5.982056856E-1,6.848258495E0,7.451249599E0
2.911772550E-1,-5.886343718E-1,6.841079712E0,7.444071293E0
2.935882960E-1,-5.742774606E-1,6.819544315E0,7.427321434E0
2.959993380E-1,-5.766702294E-1,6.800402164E0,7.420143127E0
2.984103270E-1,-5.647061467E-1,6.786045074E0,7.393822193E0
3.008213690E-1,-5.455635786E-1,6.766902447E0,7.343572617E0
3.032323590E-1,-5.072783828E-1,6.752545357E0,7.302894592E0
3.056434000E-1,-4.737788737E-1,6.747759819E0,7.245467186E0
3.080544420E-1,-4.450650215E-1,6.719046116E0,7.202396393E0
3.104654320E-1,-4.402793646E-1,6.711867332E0,7.137789726E0
3.128764730E-1,-4.331009090E-1,6.702296257E0,7.092326164E0
3.152874630E-1,-4.187439680E-1,6.680760860E0,7.066005230E0
3.176985050E-1,-4.211367965E-1,6.666403770E0,7.068397999E0
3.201094940E-1,-4.259224236E-1,6.666403770E0,7.082755089E0
3.225205360E-1,-4.235295951E-1,6.668796539E0,7.080362320E0
3.249315770E-1,-4.163511395E-1,6.671189308E0,7.068397999E0
3.273425670E-1,-3.876372576E-1,6.683153629E0,7.046862602E0
3.297536090E-1,-3.900300860E-1,6.702296257E0,7.058826923E0
3.321645980E-1,-3.732803464E-1,6.726224422E0,7.073183537E0
3.345756400E-1,-3.493520916E-1,6.747759819E0,7.097112179E0
3.369866300E-1,-3.373879790E-1,6.762116909E0,7.130611420E0
3.393976710E-1,-3.134597540E-1,6.771687984E0,7.149754047E0
3.418087130E-1,-2.943171859E-1,6.802794933E0,7.195217609E0
3.442197020E-1,-2.656033039E-1,6.836294174E0,7.252645493E0
3.466307440E-1,-2.440679073E-1,6.855436802E0,7.322037220E0
3.490417340E-1,-2.201396823E-1,6.860222340E0,7.391428947E0
3.514527750E-1,-2.009970993E-1,6.843472958E0,7.467999458E0
3.538637650E-1,-1.674975902E-1,6.850651264E0,7.511070251E0
3.562748070E-1,-1.363908947E-1,6.826723099E0,7.515855789E0
3.586858480E-1,-9.810572863E-2,6.841079712E0,7.489534855E0
3.610968380E-1,-7.178468257E-2,6.833901405E0,7.477570534E0
3.635078800E-1,-5.503492057E-2,6.833901405E0,7.458428383E0
3.659188690E-1,-5.982056633E-2,6.826723099E0,7.458428383E0
3.683299110E-1,-7.417750359E-2,6.807580471E0,7.446464062E0
3.707409520E-1,-1.244267747E-1,6.795616150E0,7.436892986E0
3.731519420E-1,-1.363908947E-1,6.798008919E0,7.439285755E0
3.755629840E-1,-1.507478207E-1,6.793223381E0,7.451249599E0
3.779739730E-1,-1.627119333E-1,6.802794933E0,7.417750359E0
3.803850150E-1,-1.627119333E-1,6.805187702E0,7.386643410E0
3.827960050E-1,-1.674975902E-1,6.807580471E0,7.350750923E0
3.852070460E-1,-1.674975902E-1,6.778866768E0,7.305287361E0
3.876180880E-1,-1.674975902E-1,6.783652306E0,7.259823799E0
3.900290770E-1,-1.962114573E-1,6.747759819E0,7.235895634E0
3.924401190E-1,-2.225325108E-1,6.733402729E0,7.228717327E0
3.948511090E-1,-2.416750938E-1,6.726224422E0,7.211967468E0
3.972621500E-1,-2.608176768E-1,6.707081795E0,7.176074982E0
3.996731920E-1,-2.847459018E-1,6.721438885E0,7.128218651E0
4.020841820E-1,-3.206382394E-1,6.728617191E0,7.080362320E0
4.044952230E-1,-3.613162339E-1,6.711867332E0,7.051648140E0
4.069062130E-1,-3.708875179E-1,6.699903488E0,7.044469833E0
4.093172550E-1,-3.876372576E-1,6.675975323E0,7.058826923E0
4.117282440E-1,-4.019941986E-1,6.664011002E0,7.094718933E0
4.141392860E-1,-3.732803464E-1,6.664011002E0,7.106683254E0
4.165503270E-1,-3.517449200E-1,6.659225464E0,7.106683254E0
4.189613170E-1,-3.397808075E-1,6.637690067E0,7.099504948E0
4.213723590E-1,-3.302095234E-1,6.659225464E0,7.097112179E0
4.237833480E-1,-3.062812984E-1,6.656832695E0,7.082755089E0
4.261943900E-1,-2.991028428E-1,6.661618233E0,7.075576782E0
4.286054320E-1,-3.134597540E-1,6.661618233E0,7.082755089E0
4.310164210E-1,-3.302095234E-1,6.671189308E0,7.109076023E0
4.334274630E-1,-3.469592929E-1,6.683153629E0,7.130611420E0
4.358384520E-1,-3.589234054E-1,6.697510719E0,7.164111137E0
4.382494940E-1,-3.756731451E-1,6.723831654E0,7.188039303E0
4.406604840E-1,-3.948157430E-1,6.733402729E0,7.200003147E0
4.430715250E-1,-4.115654826E-1,6.745367050E0,7.231110096E0
4.454825670E-1,-4.091726840E-1,6.771687984E0,7.257431030E0
4.478935570E-1,-4.163511395E-1,6.800402164E0,7.278966427E0
4.503045980E-1,-4.019941986E-1,6.809973240E0,7.326822758E0
4.527155880E-1,-4.019941986E-1,6.826723099E0,7.362715244E0
4.551266300E-1,-3.828516304E-1,6.857829571E0,7.393822193E0
4.575376190E-1,-3.852444589E-1,6.872186661E0,7.429714203E0
4.599486610E-1,-4.235295951E-1,6.903293133E0,7.467999458E0
4.623597020E-1,-4.307080805E-1,6.915257454E0,7.494320393E0
4.647706920E-1,-4.474578202E-1,6.939185619E0,7.518248558E0
4.671817340E-1,-4.642075896E-1,6.948757172E0,7.523034573E0
4.695927230E-1,-4.498506486E-1,6.979863644E0,7.549355507E0
4.720037650E-1,-4.498506486E-1,6.975078106E0,7.556533813E0
4.744147550E-1,-4.546363056E-1,6.984649181E0,7.558926582E0
4.768257960E-1,-4.594219327E-1,6.970292568E0,7.532605648E0
4.792368380E-1,-4.642075896E-1,6.951149940E0,7.499105930E0
4.816478270E-1,-4.977070987E-1,6.941578388E0,7.491927624E0
4.840588690E-1,-5.144568682E-1,6.929614544E0,7.467999458E0
4.864698590E-1,-5.407779217E-1,6.908079147E0,7.441678524E0
4.888809000E-1,-5.431707501E-1,6.881757736E0,7.412964344E0
4.912919420E-1,-5.359922647E-1,6.872186661E0,7.379465103E0
4.937029320E-1,-5.694918036E-1,6.874579430E0,7.343572617E0
4.961139730E-1,-5.790630579E-1,6.862615108E0,7.298109055E0
4.985249630E-1,-5.982056856E-1,6.857829571E0,7.235895634E0
5.009360050E-1,-6.340979934E-1,6.853044033E0,7.211967468E0
5.033469940E-1,-5.958128572E-1,6.874579430E0,7.219145775E0
5.057580360E-1,-5.599204898E-1,6.886543751E0,7.195217609E0
5.081690770E-1,-5.503492355E-1,6.874579430E0,7.197610378E0
5.105800670E-1,-5.575276613E-1,6.900900364E0,7.209574699E0
5.129911090E-1,-5.503492355E-1,6.900900364E0,7.228717327E0
5.154020980E-1,-5.575276613E-1,6.886543751E0,7.274180889E0
5.178131400E-1,-5.623133183E-1,6.884150982E0,7.319644451E0
5.202241820E-1,-5.527420044E-1,6.872186661E0,7.312466145E0
5.226351710E-1,-5.359922647E-1,6.898507595E0,7.305287361E0
5.250462130E-1,-5.288137794E-1,6.910471916E0,7.295716286E0
5.274572020E-1,-5.216353536E-1,6.924828529E0,7.286144733E0
5.298682440E-1,-5.288137794E-1,6.922435760E0,7.290930748E0
5.322792340E-1,-5.192425251E-1,6.922435760E0,7.331608772E0
5.346902750E-1,-5.120640397E-1,6.929614544E0,7.369893551E0
5.371013170E-1,-5.048855543E-1,6.951149940E0,7.391428947E0
5.395123070E-1,-5.192425251E-1,6.982256413E0,7.408178806E0
5.419233480E-1,-5.216353536E-1,7.013363361E0,7.432106972E0
5.443343380E-1,-5.312066078E-1,7.025327206E0,7.456035137E0
5.467453800E-1,-5.479564071E-1,7.044469833E0,7.501499176E0
5.491563690E-1,-5.575276613E-1,7.034898758E0,7.546962738E0
5.515674110E-1,-5.790630579E-1,7.042077065E0,7.575676441E0
5.539784520E-1,-6.077769399E-1,7.042077065E0,7.585247993E0
5.563894420E-1,-6.053841114E-1,7.056434155E0,7.585247993E0
5.588004840E-1,-5.814558864E-1,7.056434155E0,7.556533813E0
5.612114730E-1,-5.527420044E-1,7.037291527E0,7.527820110E0
5.636225150E-1,-5.240281820E-1,7.044469833E0,7.503891945E0
5.660335570E-1,-5.000999570E-1,7.032505512E0,7.467999458E0
5.684445460E-1,-4.953143001E-1,7.003791809E0,7.446464062E0
5.708555880E-1,-4.953143001E-1,6.977470875E0,7.436892986E0
5.732665770E-1,-4.905286431E-1,6.946363926E0,7.422535896E0
5.756776190E-1,-4.809573591E-1,6.898507595E0,7.408178806E0
5.780886090E-1,-4.737788737E-1,6.881757736E0,7.379465103E0
5.804996500E-1,-4.642075896E-1,6.850651264E0,7.331608772E0
5.829106400E-1,-4.522434771E-1,6.824330330E0,7.298109055E0
5.853216820E-1,-4.546363056E-1,6.814758778E0,7.271788120E0
5.877327230E-1,-4.426721931E-1,6.809973240E0,7.259823799E0
5.901437130E-1,-4.666004181E-1,6.778866768E0,7.226324558E0
5.925547550E-1,-4.522434771E-1,6.762116909E0,7.209574699E0
5.949657440E-1,-4.307080805E-1,6.742974281E0,7.197610378E0
5.973767860E-1,-4.354937077E-1,6.723831654E0,7.185646534E0
5.997878270E-1,-4.283152521E-1,6.719046116E0,7.161718369E0
6.021988170E-1,-4.139583111E-1,6.721438885E0,7.140182972E0
6.046098590E-1,-3.972085714E-1,6.731009960E0,7.154539585E0
6.070208480E-1,-3.900300860E-1,6.714260101E0,7.185646534E0
6.094318900E-1,-3.637090325E-1,6.719046116E0,7.223931789E0
6.118429320E-1,-3.565305769E-1,6.721438885E0,7.257431030E0
6.142539210E-1,-3.541377485E-1,6.721438885E0,7.276573658E0
6.166649630E-1,-3.397808075E-1,6.728617191E0,7.274180889E0
6.190759520E-1,-3.493520916E-1,6.731009960E0,7.269395351E0
6.214869940E-1,-3.493520916E-1,6.735795975E0,7.283751965E0
6.238979840E-1,-3.517449200E-1,6.721438885E0,7.314858913E0
6.263090250E-1,-3.661018610E-1,6.707081795E0,7.343572617E0
6.287200670E-1,-3.708875179E-1,6.719046116E0,7.372286797E0
6.311310570E-1,-3.565305769E-1,6.711867332E0,7.374679565E0
6.335420980E-1,-3.589234054E-1,6.687939167E0,7.336394310E0
6.359530880E-1,-3.756731451E-1,6.721438885E0,7.312466145E0
6.383641300E-1,-3.924229145E-1,6.735795975E0,7.288537979E0
6.407751710E-1,-4.043870270E-1,6.745367050E0,7.288537979E0
6.431861610E-1,-4.402793646E-1,6.731009960E0,7.295716286E0
6.455972020E-1,-4.833501875E-1,6.716653347E0,7.331608772E0
6.480081920E-1,-5.383850932E-1,6.690331936E0,7.338787079E0
6.504192340E-1,-5.934200287E-1,6.664011002E0,7.324429989E0
6.528302230E-1,-6.317051649E-1,6.659225464E0,7.290930748E0
6.552412650E-1,-6.173482537E-1,6.644868374E0,7.245467186E0
6.576523070E-1,-6.269195080E-1,6.630511761E0,7.190432072E0
6.600632960E-1,-6.197410822E-1,6.606583118E0,7.156932354E0
6.624743380E-1,-6.340979934E-1,6.597012043E0,7.128218651E0
6.648853270E-1,-6.460621357E-1,6.587440968E0,7.106683254E0
6.672963690E-1,-6.556333899E-1,6.561119556E0,7.101897717E0
6.697073590E-1,-6.628118753E-1,6.541976929E0,7.082755089E0
6.721184000E-1,-6.340979934E-1,6.520441532E0,7.070790768E0
6.745294420E-1,-5.814558864E-1,6.518048763E0,7.046862602E0
6.769404320E-1,-5.359922647E-1,6.513263226E0,7.037291527E0
6.793514730E-1,-5.072783828E-1,6.498906136E0,7.042077065E0
6.817624630E-1,-4.474578202E-1,6.489335060E0,7.085147858E0
6.841735050E-1,-3.924229145E-1,6.470192432E0,7.161718369E0
6.865844940E-1,-3.206382394E-1,6.436692715E0,7.233502865E0
6.889955360E-1,-2.751746178E-1,6.419943333E0,7.269395351E0
6.914065770E-1,-2.392822653E-1,6.424728870E0,7.255038261E0
6.938175670E-1,-2.033899277E-1,6.446264267E0,7.228717327E0
6.962286090E-1,-1.890329868E-1,6.489335060E0,7.188039303E0
6.986395980E-1,-2.009970993E-1,6.510870457E0,7.188039303E0
7.010506400E-1,-2.225325108E-1,6.541976929E0,7.235895634E0
7.034616820E-1,-2.679961324E-1,6.568298340E0,7.278966427E0
7.058726710E-1,-2.967100143E-1,6.618547440E0,7.307680130E0
7.082837130E-1,-3.062812984E-1,6.649653912E0,7.341179848E0
7.106947020E-1,-3.254238665E-1,6.692724705E0,7.379465103E0
7.131057440E-1,-3.110669553E-1,6.733402729E0,7.405786037E0
7.155167860E-1,-2.799602449E-1,6.745367050E0,7.403393269E0
7.179277750E-1,-2.632105052E-1,6.781259537E0,7.427321434E0
7.203388170E-1,-2.656033039E-1,6.805187702E0,7.458428383E0
7.227498070E-1,-2.560320199E-1,6.831508636E0,7.494320393E0
7.251608480E-1,-2.488535494E-1,6.857829571E0,7.532605648E0
7.275718380E-1,-2.584248483E-1,6.900900364E0,7.549355507E0
7.299828800E-1,-2.440679073E-1,6.924828529E0,7.563712597E0
7.323938690E-1,-2.321037948E-1,6.946363926E0,7.561319351E0
7.348049110E-1,-2.273181528E-1,6.975078106E0,7.568498135E0
7.372159520E-1,-2.440679073E-1,6.989434719E0,7.558926582E0
7.396269420E-1,-2.464607358E-1,6.970292568E0,7.537391186E0
7.420379840E-1,-2.440679073E-1,6.960721016E0,7.527820110E0
7.444489730E-1,-2.608176768E-1,6.965506554E0,7.501499176E0
7.468600150E-1,-2.943171859E-1,6.955935478E0,7.475177765E0
7.492710570E-1,-2.967100143E-1,6.946363926E0,7.446464062E0
7.516820460E-1,-3.014956415E-1,6.920042992E0,7.422535896E0
7.540930880E-1,-3.110669553E-1,6.900900364E0,7.405786037E0
7.565040770E-1,-3.134597540E-1,6.886543751E0,7.396214962E0
7.589151190E-1,-3.230310678E-1,6.888936520E0,7.360322475E0
7.613261090E-1,-3.230310678E-1,6.876972198E0,7.319644451E0
7.637371500E-1,-3.110669553E-1,6.869793892E0,7.288537979E0
7.661481920E-1,-2.967100143E-1,6.853044033E0,7.257431030E0
7.685591820E-1,-2.991028428E-1,6.829115868E0,7.252645493E0
7.709702230E-1,-2.991028428E-1,6.812366009E0,7.269395351E0
7.733812130E-1,-2.919243574E-1,6.802794933E0,7.288537979E0
7.757922550E-1,-2.751746178E-1,6.793223381E0,7.324429989E0
7.782032960E-1,-2.440679073E-1,6.793223381E0,7.329215527E0
7.806142860E-1,-2.297109663E-1,6.764509678E0,7.345965385E0
7.830253270E-1,-2.321037948E-1,6.754938126E0,7.362715244E0
7.854363170E-1,-2.225325108E-1,6.757331371E0,7.369893551E0
7.878473590E-1,-2.249253243E-1,6.783652306E0,7.386643410E0
7.902583480E-1,-2.512463629E-1,6.786045074E0,7.396214962E0
7.926693900E-1,-3.038884699E-1,6.819544315E0,7.403393269E0
7.950804320E-1,-3.302095234E-1,6.836294174E0,7.403393269E0
7.974914210E-1,-3.517449200E-1,6.843472958E0,7.403393269E0
7.999024630E-1,-3.828516304E-1,6.848258495E0,7.424928665E0
8.023134520E-1,-4.283152521E-1,6.865008354E0,7.420143127E0
8.047244940E-1,-4.642075896E-1,6.855436802E0,7.422535896E0
8.071355360E-1,-5.096712112E-1,6.867401123E0,7.412964344E0
8.095465250E-1,-5.168496966E-1,6.867401123E0,7.405786037E0
8.119575670E-1,-5.431707501E-1,6.867401123E0,7.377072334E0
8.143685570E-1,-5.814558864E-1,6.872186661E0,7.367500782E0
8.167795980E-1,-5.958128572E-1,6.865008354E0,7.369893551E0
8.191905880E-1,-6.173482537E-1,6.865008354E0,7.362715244E0
8.216016300E-1,-6.364908218E-1,6.860222340E0,7.367500782E0
8.240126190E-1,-6.340979934E-1,6.869793892E0,7.353144169E0
8.264236610E-1,-6.436693072E-1,6.865008354E0,7.345965385E0
8.288347020E-1,-6.221339107E-1,6.850651264E0,7.348358154E0
8.312456920E-1,-5.934200287E-1,6.853044033E0,7.353144169E0
8.336567340E-1,-5.814558864E-1,6.838686943E0,7.353144169E0
8.360677230E-1,-5.718846321E-1,6.824330330E0,7.336394310E0
8.384787650E-1,-5.503492355E-1,6.812366009E0,7.341179848E0
8.408898070E-1,-5.431707501E-1,6.817151546E0,7.334001541E0
8.433007960E-1,-5.359922647E-1,6.807580471E0,7.331608772E0
8.457118380E-1,-5.264210105E-1,6.786045074E0,7.317251682E0
8.481228270E-1,-5.312066078E-1,6.769295216E0,7.310073376E0
8.505338690E-1,-5.431707501E-1,6.769295216E0,7.298109055E0
8.529449110E-1,-5.312066078E-1,6.781259537E0,7.298109055E0
8.553559000E-1,-5.168496966E-1,6.747759819E0,7.286144733E0
8.577669420E-1,-5.288137794E-1,6.752545357E0,7.267002583E0
8.601779320E-1,-5.168496966E-1,6.747759819E0,7.247859955E0
8.625889730E-1,-5.120640397E-1,6.731009960E0,7.219145775E0
8.649999630E-1,-5.024927258E-1,6.728617191E0,7.192824841E0
8.674110050E-1,-5.216353536E-1,6.735795975E0,7.178467751E0
8.698220460E-1,-5.527420044E-1,6.745367050E0,7.190432072E0
8.722330360E-1,-5.647061467E-1,6.738188744E0,7.197610378E0
8.746440770E-1,-5.575276613E-1,6.731009960E0,7.219145775E0
8.770550670E-1,-5.407779217E-1,6.738188744E0,7.235895634E0
8.794661090E-1,-5.312066078E-1,6.738188744E0,7.252645493E0
8.818770980E-1,-5.048855543E-1,6.742974281E0,7.269395351E0
8.842881400E-1,-5.024927258E-1,6.745367050E0,7.278966427E0
8.866991820E-1,-4.833501875E-1,6.747759819E0,7.276573658E0
8.891101710E-1,-4.426721931E-1,6.754938126E0,7.290930748E0
8.915212130E-1,-4.474578202E-1,6.766902447E0,7.314858913E0
8.939322020E-1,-4.546363056E-1,6.786045074E0,7.322037220E0
8.963432440E-1,-4.618147612E-1,6.812366009E0,7.324429989E0
8.987542860E-1,-4.522434771E-1,6.805187702E0,7.307680130E0
9.011652750E-1,-4.642075896E-1,6.826723099E0,7.329215527E0
9.035763170E-1,-4.809573591E-1,6.831508636E0,7.336394310E0
9.059873070E-1,-5.024927258E-1,6.841079712E0,7.345965385E0
9.083983480E-1,-5.264210105E-1,6.865008354E0,7.348358154E0
9.108093380E-1,-5.407779217E-1,6.857829571E0,7.355536938E0
9.132203800E-1,-5.766702294E-1,6.865008354E0,7.360322475E0
9.156314210E-1,-6.077769399E-1,6.869793892E0,7.343572617E0
9.180424110E-1,-6.197410822E-1,6.865008354E0,7.334001541E0
9.204534520E-1,-6.221339107E-1,6.853044033E0,7.307680130E0
9.228644420E-1,-6.221339107E-1,6.860222340E0,7.288537979E0
9.252754840E-1,-6.101697683E-1,6.872186661E0,7.281359196E0
9.276864730E-1,-6.197410822E-1,6.874579430E0,7.267002583E0
9.300975150E-1,-6.077769399E-1,6.879364967E0,7.276573658E0
9.325085570E-1,-6.101697683E-1,6.869793892E0,7.271788120E0
9.349195460E-1,-6.149554253E-1,6.855436802E0,7.267002583E0
9.373305880E-1,-6.197410822E-1,6.857829571E0,7.255038261E0
9.397415770E-1,-6.149554253E-1,6.869793892E0,7.252645493E0
9.421526190E-1,-6.077769399E-1,6.855436802E0,7.245467186E0
9.445636090E-1,-6.029912829E-1,6.838686943E0,7.252645493E0
9.469746500E-1,-5.718846321E-1,6.843472958E0,7.274180889E0
9.493856920E-1,-5.670989752E-1,6.843472958E0,7.290930748E0
9.517966820E-1,-5.551348329E-1,6.836294174E0,7.307680130E0
9.542077230E-1,-5.551348329E-1,6.826723099E0,7.319644451E0
9.566187130E-1,-5.359922647E-1,6.809973240E0,7.338787079E0
9.590297550E-1,-5.144568682E-1,6.800402164E0,7.348358154E0
9.614407440E-1,-5.144568682E-1,6.783652306E0,7.365108013E0
9.638517860E-1,-5.096712112E-1,6.790830612E0,7.379465103E0
9.662628270E-1,-4.953143001E-1,6.790830612E0,7.374679565E0
9.686738170E-1,-4.761717021E-1,6.778866768E0,7.379465103E0
9.710848590E-1,-4.642075896E-1,6.776473522E0,7.386643410E0
9.734958480E-1,-4.737788737E-1,6.774080753E0,7.369893551E0
9.759068900E-1,-4.881358147E-1,6.754938126E0,7.357929707E0
9.783179320E-1,-4.905286431E-1,6.757331371E0,7.357929707E0
9.807289210E-1,-4.881358147E-1,6.747759819E0,7.360322475E0
9.831399630E-1,-4.977070987E-1,6.745367050E0,7.367500782E0
9.855509520E-1,-4.761717021E-1,6.738188744E0,7.401000500E0
9.879619940E-1,-4.713860750E-1,6.731009960E0,7.401000500E0
9.903730360E-1,-4.689932466E-1,6.726224422E0,7.408178806E0
