"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.475928210E-1,-6.963114142E-1,6.958328247E0,7.317251682E0
1.500038630E-1,-6.819544435E-1,6.939185619E0,7.314858913E0
1.524148520E-1,-6.508477330E-1,6.924828529E0,7.314858913E0
1.548258940E-1,-6.317051649E-1,6.903293133E0,7.302894592E0
1.572368840E-1,-6.149554253E-1,6.881757736E0,7.281359196E0
1.596479250E-1,-5.982056856E-1,6.865008354E0,7.269395351E0
1.620589670E-1,-5.790630579E-1,6.836294174E0,7.245467186E0
1.644699570E-1,-5.551348329E-1,6.819544315E0,7.235895634E0
1.668809980E-1,-5.335994363E-1,6.814758778E0,7.233502865E0
1.692919880E-1,-5.144568682E-1,6.802794933E0,7.223931789E0
1.717030290E-1,-5.048855543E-1,6.793223381E0,7.209574699E0
1.741140710E-1,-5.048855543E-1,6.800402164E0,7.216753006E0
1.765250610E-1,-4.977070987E-1,6.798008919E0,7.202396393E0
1.789361020E-1,-5.120640397E-1,6.786045074E0,7.192824841E0
1.813470920E-1,-5.048855543E-1,6.778866768E0,7.171289444E0
1.837581340E-1,-5.072783828E-1,6.764509678E0,7.178467751E0
1.861691750E-1,-5.144568682E-1,6.776473522E0,7.173682213E0
1.885801650E-1,-5.144568682E-1,6.766902447E0,7.185646534E0
1.909912070E-1,-5.168496966E-1,6.764509678E0,7.226324558E0
1.934021960E-1,-5.216353536E-1,6.786045074E0,7.235895634E0
1.958132380E-1,-5.192425251E-1,6.786045074E0,7.247859955E0
1.982242270E-1,-5.072783828E-1,6.798008919E0,7.252645493E0
2.006352690E-1,-5.216353536E-1,6.821937561E0,7.247859955E0
2.030463110E-1,-5.431707501E-1,6.826723099E0,7.257431030E0
2.054573000E-1,-5.479564071E-1,6.829115868E0,7.252645493E0
2.078683420E-1,-5.718846321E-1,6.838686943E0,7.267002583E0
2.102793320E-1,-5.934200287E-1,6.838686943E0,7.255038261E0
2.126903730E-1,-6.101697683E-1,6.824330330E0,7.245467186E0
2.151014150E-1,-6.412764788E-1,6.824330330E0,7.231110096E0
2.175124040E-1,-6.508477330E-1,6.831508636E0,7.216753006E0
2.199234460E-1,-6.699903607E-1,6.824330330E0,7.214360237E0
2.223344360E-1,-6.795616150E-1,6.824330330E0,7.231110096E0
2.247454770E-1,-6.867401004E-1,6.819544315E0,7.238288403E0
2.271565190E-1,-6.675975323E-1,6.802794933E0,7.250252724E0
2.295675090E-1,-6.412764788E-1,6.807580471E0,7.274180889E0
2.319785500E-1,-5.982056856E-1,6.798008919E0,7.271788120E0
2.343895400E-1,-5.718846321E-1,6.800402164E0,7.269395351E0
2.368005820E-1,-5.551348329E-1,6.798008919E0,7.257431030E0
2.392116230E-1,-5.431707501E-1,6.812366009E0,7.264609337E0
2.416226130E-1,-5.407779217E-1,6.805187702E0,7.262216568E0
2.440336540E-1,-5.455635786E-1,6.783652306E0,7.278966427E0
2.464446440E-1,-5.647061467E-1,6.781259537E0,7.288537979E0
2.488556860E-1,-5.934200287E-1,6.764509678E0,7.293323517E0
2.512667270E-1,-6.053841114E-1,6.752545357E0,7.278966427E0
2.536777170E-1,-6.221339107E-1,6.728617191E0,7.262216568E0
2.560887590E-1,-6.317051649E-1,6.731009960E0,7.243073940E0
2.584997480E-1,-6.340979934E-1,6.738188744E0,7.235895634E0
2.609107900E-1,-6.317051649E-1,6.728617191E0,7.238288403E0
2.633217790E-1,-6.293123364E-1,6.726224422E0,7.223931789E0
2.657328210E-1,-6.317051649E-1,6.735795975E0,7.221538544E0
2.681438630E-1,-6.269195080E-1,6.733402729E0,7.207181931E0
2.705548520E-1,-6.269195080E-1,6.735795975E0,7.195217609E0
2.729658940E-1,-6.293123364E-1,6.728617191E0,7.188039303E0
2.753768840E-1,-6.245267391E-1,6.714260101E0,7.173682213E0
2.777879250E-1,-6.245267391E-1,6.714260101E0,7.166503906E0
2.801989670E-1,-6.317051649E-1,6.721438885E0,7.164111137E0
2.826099570E-1,-6.364908218E-1,6.719046116E0,7.164111137E0
2.850209980E-1,-6.436693072E-1,6.735795975E0,7.159325123E0
2.874319880E-1,-6.556333899E-1,6.738188744E0,7.171289444E0
2.898430290E-1,-6.532405615E-1,6.754938126E0,7.178467751E0
2.922540190E-1,-6.604190469E-1,6.759724140E0,7.200003147E0
2.946650610E-1,-6.628118753E-1,6.771687984E0,7.221538544E0
2.970761020E-1,-6.723831892E-1,6.807580471E0,7.238288403E0
2.994870920E-1,-6.771687865E-1,6.826723099E0,7.262216568E0
3.018981340E-1,-6.628118753E-1,6.850651264E0,7.269395351E0
3.043091750E-1,-6.771687865E-1,6.867401123E0,7.286144733E0
3.067201650E-1,-7.106683254E-1,6.884150982E0,7.290930748E0
3.091312070E-1,-7.250252366E-1,6.905686378E0,7.295716286E0
3.115421960E-1,-7.417750359E-1,6.922435760E0,7.307680130E0
3.139532380E-1,-7.609176040E-1,6.922435760E0,7.312466145E0
3.163642790E-1,-7.585247755E-1,6.920042992E0,7.300501823E0
3.187752690E-1,-7.776673436E-1,6.932007313E0,7.302894592E0
3.211863110E-1,-7.992027402E-1,6.934400082E0,7.317251682E0
3.235973000E-1,-8.063812256E-1,6.948757172E0,7.322037220E0
3.260083420E-1,-8.015955687E-1,6.948757172E0,7.336394310E0
3.284193320E-1,-7.968099117E-1,6.943971157E0,7.369893551E0
3.308303730E-1,-7.800601721E-1,6.927221775E0,7.372286797E0
3.332414150E-1,-7.633104324E-1,6.943971157E0,7.377072334E0
3.356524040E-1,-7.274180651E-1,6.934400082E0,7.379465103E0
3.380634460E-1,-7.250252366E-1,6.939185619E0,7.374679565E0
3.404744360E-1,-7.202396393E-1,6.941578388E0,7.374679565E0
3.428854770E-1,-6.963114142E-1,6.939185619E0,7.369893551E0
3.452964670E-1,-6.843472719E-1,6.932007313E0,7.372286797E0
3.477075090E-1,-6.843472719E-1,6.934400082E0,7.365108013E0
3.501185500E-1,-6.699903607E-1,6.946363926E0,7.350750923E0
3.525295400E-1,-6.819544435E-1,6.924828529E0,7.326822758E0
3.549405820E-1,-6.771687865E-1,6.915257454E0,7.317251682E0
3.573515710E-1,-6.723831892E-1,6.900900364E0,7.298109055E0
3.597626130E-1,-6.819544435E-1,6.898507595E0,7.257431030E0
3.621736540E-1,-6.747759581E-1,6.886543751E0,7.238288403E0
3.645846440E-1,-6.675975323E-1,6.896114826E0,7.247859955E0
3.669956860E-1,-6.819544435E-1,6.881757736E0,7.223931789E0
3.694066750E-1,-6.819544435E-1,6.884150982E0,7.221538544E0
3.718177170E-1,-6.939185858E-1,6.908079147E0,7.223931789E0
3.742287590E-1,-7.034898400E-1,6.924828529E0,7.226324558E0
3.766397480E-1,-7.345965505E-1,6.915257454E0,7.238288403E0
3.790507900E-1,-7.417750359E-1,6.932007313E0,7.262216568E0
3.814617790E-1,-7.513462901E-1,6.941578388E0,7.276573658E0
3.838728210E-1,-7.369893789E-1,6.955935478E0,7.298109055E0
3.862838630E-1,-7.322037220E-1,6.941578388E0,7.295716286E0
3.886948520E-1,-7.106683254E-1,6.943971157E0,7.288537979E0
3.911058940E-1,-6.891329288E-1,6.939185619E0,7.276573658E0
3.935168840E-1,-6.747759581E-1,6.929614544E0,7.267002583E0
3.959279250E-1,-6.675975323E-1,6.915257454E0,7.257431030E0
3.983389150E-1,-6.747759581E-1,6.912864685E0,7.269395351E0
4.007499570E-1,-6.675975323E-1,6.912864685E0,7.276573658E0
4.031609980E-1,-6.317051649E-1,6.898507595E0,7.286144733E0
4.055719880E-1,-6.221339107E-1,6.896114826E0,7.276573658E0
4.079830290E-1,-5.910272002E-1,6.865008354E0,7.262216568E0
4.103940190E-1,-5.479564071E-1,6.853044033E0,7.245467186E0
4.128050610E-1,-5.168496966E-1,6.829115868E0,7.238288403E0
4.152161020E-1,-5.024927258E-1,6.817151546E0,7.235895634E0
4.176270920E-1,-4.737788737E-1,6.790830612E0,7.240681171E0
4.200381340E-1,-4.618147612E-1,6.771687984E0,7.247859955E0
4.224491230E-1,-4.618147612E-1,6.752545357E0,7.252645493E0
4.248601650E-1,-4.522434771E-1,6.747759819E0,7.259823799E0
4.272712070E-1,-4.522434771E-1,6.733402729E0,7.259823799E0
4.296821960E-1,-4.259224236E-1,6.742974281E0,7.252645493E0
4.320932380E-1,-4.139583111E-1,6.738188744E0,7.255038261E0
4.345042270E-1,-4.115654826E-1,6.745367050E0,7.247859955E0
4.369152690E-1,-4.139583111E-1,6.740581512E0,7.238288403E0
4.393262590E-1,-4.307080805E-1,6.738188744E0,7.245467186E0
4.417373000E-1,-4.235295951E-1,6.745367050E0,7.250252724E0
4.441483420E-1,-4.307080805E-1,6.752545357E0,7.257431030E0
4.465593320E-1,-4.546363056E-1,6.754938126E0,7.262216568E0
4.489703730E-1,-4.737788737E-1,6.759724140E0,7.252645493E0
4.513813630E-1,-4.857429862E-1,6.778866768E0,7.262216568E0
4.537924040E-1,-5.048855543E-1,6.786045074E0,7.262216568E0
4.562034460E-1,-5.144568682E-1,6.805187702E0,7.252645493E0
4.586144360E-1,-5.527420044E-1,6.826723099E0,7.257431030E0
4.610254770E-1,-5.479564071E-1,6.831508636E0,7.264609337E0
4.634364670E-1,-5.575276613E-1,6.838686943E0,7.278966427E0
4.658475090E-1,-5.383850932E-1,6.848258495E0,7.288537979E0
4.682584980E-1,-5.575276613E-1,6.862615108E0,7.283751965E0
4.706695400E-1,-5.694918036E-1,6.867401123E0,7.276573658E0
4.730805820E-1,-5.599204898E-1,6.857829571E0,7.262216568E0
4.754915710E-1,-5.527420044E-1,6.853044033E0,7.269395351E0
4.779026130E-1,-5.647061467E-1,6.867401123E0,7.278966427E0
4.803136020E-1,-5.527420044E-1,6.881757736E0,7.269395351E0
4.827246440E-1,-5.862415433E-1,6.884150982E0,7.274180889E0
4.851356860E-1,-5.838487148E-1,6.872186661E0,7.283751965E0
4.875466750E-1,-5.814558864E-1,6.865008354E0,7.286144733E0
4.899577170E-1,-5.886343718E-1,6.860222340E0,7.278966427E0
4.923687070E-1,-5.814558864E-1,6.857829571E0,7.281359196E0
4.947797480E-1,-5.886343718E-1,6.853044033E0,7.255038261E0
4.971907900E-1,-6.005984545E-1,6.853044033E0,7.238288403E0
4.996017790E-1,-5.886343718E-1,6.845865726E0,7.240681171E0
5.020128210E-1,-5.670989752E-1,6.826723099E0,7.228717327E0
5.044238110E-1,-5.814558864E-1,6.817151546E0,7.235895634E0
5.068348520E-1,-5.838487148E-1,6.819544315E0,7.245467186E0
5.092458420E-1,-5.934200287E-1,6.836294174E0,7.238288403E0
5.116568840E-1,-6.293123364E-1,6.845865726E0,7.252645493E0
5.140679250E-1,-6.412764788E-1,6.833901405E0,7.262216568E0
5.164789150E-1,-6.484549642E-1,6.831508636E0,7.276573658E0
5.188899570E-1,-6.747759581E-1,6.845865726E0,7.290930748E0
5.213009460E-1,-6.843472719E-1,6.843472958E0,7.274180889E0
5.237119880E-1,-6.891329288E-1,6.848258495E0,7.255038261E0
5.261230290E-1,-7.106683254E-1,6.862615108E0,7.250252724E0
5.285340190E-1,-7.298108935E-1,6.850651264E0,7.252645493E0
5.309450610E-1,-7.513462901E-1,6.869793892E0,7.238288403E0
5.333560500E-1,-7.585247755E-1,6.881757736E0,7.240681171E0
5.357670920E-1,-7.824530005E-1,6.893722057E0,7.269395351E0
5.381780820E-1,-7.800601721E-1,6.905686378E0,7.288537979E0
5.405891230E-1,-7.824530005E-1,6.924828529E0,7.300501823E0
5.430001650E-1,-7.920243144E-1,6.920042992E0,7.307680130E0
5.454111540E-1,-7.752745152E-1,6.920042992E0,7.312466145E0
5.478221960E-1,-7.585247755E-1,6.917650223E0,7.324429989E0
5.502331860E-1,-7.441678643E-1,6.927221775E0,7.336394310E0
5.526442270E-1,-7.369893789E-1,6.948757172E0,7.334001541E0
5.550552690E-1,-7.250252366E-1,6.941578388E0,7.341179848E0
5.574662590E-1,-7.274180651E-1,6.936792850E0,7.331608772E0
5.598773000E-1,-6.939185858E-1,6.936792850E0,7.334001541E0
5.622882900E-1,-6.891329288E-1,6.936792850E0,7.336394310E0
5.646993320E-1,-6.939185858E-1,6.929614544E0,7.336394310E0
5.671103730E-1,-6.819544435E-1,6.920042992E0,7.329215527E0
5.695213630E-1,-6.747759581E-1,6.932007313E0,7.300501823E0
5.719324040E-1,-6.867401004E-1,6.934400082E0,7.276573658E0
5.743433940E-1,-6.795616150E-1,6.943971157E0,7.288537979E0
5.767544360E-1,-6.939185858E-1,6.934400082E0,7.278966427E0
5.791654250E-1,-7.082754970E-1,6.924828529E0,7.250252724E0
5.815764670E-1,-7.010970116E-1,6.932007313E0,7.240681171E0
5.839875090E-1,-7.010970116E-1,6.910471916E0,7.243073940E0
5.863984980E-1,-7.106683254E-1,6.896114826E0,7.247859955E0
5.888095400E-1,-7.034898400E-1,6.898507595E0,7.245467186E0
5.912205290E-1,-6.915257573E-1,6.898507595E0,7.247859955E0
5.936315710E-1,-6.628118753E-1,6.893722057E0,7.262216568E0
5.960426130E-1,-6.532405615E-1,6.865008354E0,7.250252724E0
5.984536020E-1,-6.532405615E-1,6.850651264E0,7.238288403E0
6.008646440E-1,-6.293123364E-1,6.841079712E0,7.233502865E0
6.032756340E-1,-6.293123364E-1,6.838686943E0,7.204789162E0
6.056866750E-1,-6.269195080E-1,6.826723099E0,7.178467751E0
6.080977170E-1,-6.340979934E-1,6.812366009E0,7.159325123E0
6.105087070E-1,-6.340979934E-1,6.809973240E0,7.168896675E0
6.129197480E-1,-6.508477330E-1,6.807580471E0,7.171289444E0
6.153307380E-1,-6.484549642E-1,6.805187702E0,7.188039303E0
6.177417790E-1,-6.436693072E-1,6.790830612E0,7.200003147E0
6.201527690E-1,-6.508477330E-1,6.781259537E0,7.202396393E0
6.225638110E-1,-6.460621357E-1,6.790830612E0,7.204789162E0
6.249748520E-1,-6.221339107E-1,6.793223381E0,7.204789162E0
6.273858420E-1,-5.982056856E-1,6.776473522E0,7.200003147E0
6.297968840E-1,-5.862415433E-1,6.762116909E0,7.200003147E0
6.322078730E-1,-5.982056856E-1,6.766902447E0,7.214360237E0
6.346189150E-1,-6.077769399E-1,6.781259537E0,7.226324558E0
6.370299040E-1,-6.077769399E-1,6.781259537E0,7.233502865E0
6.394409460E-1,-6.077769399E-1,6.781259537E0,7.243073940E0
6.418519880E-1,-6.173482537E-1,6.795616150E0,7.238288403E0
6.442629770E-1,-6.269195080E-1,6.802794933E0,7.257431030E0
6.466740190E-1,-6.436693072E-1,6.807580471E0,7.247859955E0
6.490850090E-1,-6.364908218E-1,6.800402164E0,7.252645493E0
6.514960500E-1,-6.245267391E-1,6.790830612E0,7.238288403E0
6.539070920E-1,-6.388836503E-1,6.795616150E0,7.238288403E0
6.563180820E-1,-6.460621357E-1,6.805187702E0,7.245467186E0
6.587291230E-1,-6.556333899E-1,6.819544315E0,7.240681171E0
6.611401130E-1,-6.508477330E-1,6.817151546E0,7.255038261E0
6.635511540E-1,-6.532405615E-1,6.817151546E0,7.257431030E0
6.659621960E-1,-6.460621357E-1,6.838686943E0,7.264609337E0
6.683731860E-1,-6.269195080E-1,6.848258495E0,7.286144733E0
6.707842270E-1,-5.982056856E-1,6.865008354E0,7.283751965E0
6.731952170E-1,-5.934200287E-1,6.881757736E0,7.295716286E0
6.756062590E-1,-5.718846321E-1,6.879364967E0,7.300501823E0
6.780172480E-1,-5.599204898E-1,6.881757736E0,7.305287361E0
6.804282900E-1,-5.575276613E-1,6.900900364E0,7.322037220E0
6.828393320E-1,-5.670989752E-1,6.898507595E0,7.305287361E0
6.852503210E-1,-5.886343718E-1,6.908079147E0,7.305287361E0
6.876613630E-1,-5.886343718E-1,6.903293133E0,7.276573658E0
6.900724040E-1,-5.862415433E-1,6.903293133E0,7.269395351E0
6.924833940E-1,-5.766702294E-1,6.910471916E0,7.274180889E0
6.948944360E-1,-5.718846321E-1,6.900900364E0,7.286144733E0
6.973054250E-1,-5.575276613E-1,6.876972198E0,7.305287361E0
6.997164670E-1,-5.623133183E-1,6.865008354E0,7.298109055E0
7.021274570E-1,-5.934200287E-1,6.857829571E0,7.262216568E0
7.045384980E-1,-6.221339107E-1,6.855436802E0,7.240681171E0
7.069495400E-1,-6.675975323E-1,6.845865726E0,7.238288403E0
7.093605290E-1,-6.867401004E-1,6.836294174E0,7.240681171E0
7.117715710E-1,-7.058826685E-1,6.841079712E0,7.226324558E0
7.141825610E-1,-7.250252366E-1,6.855436802E0,7.223931789E0
7.165936020E-1,-6.819544435E-1,6.838686943E0,7.214360237E0
7.190045920E-1,-6.508477330E-1,6.843472958E0,7.233502865E0
7.214156340E-1,-6.771687865E-1,6.841079712E0,7.290930748E0
7.238266750E-1,-7.250252366E-1,6.841079712E0,7.357929707E0
7.262376650E-1,-7.417750359E-1,6.850651264E0,7.384250641E0
7.286487070E-1,-7.441678643E-1,6.836294174E0,7.357929707E0
7.310596960E-1,-7.393822074E-1,6.848258495E0,7.319644451E0
7.334707380E-1,-7.226324677E-1,6.888936520E0,7.269395351E0
7.358817790E-1,-7.417750359E-1,6.898507595E0,7.238288403E0
7.382927690E-1,-7.441678643E-1,6.903293133E0,7.223931789E0
7.407038110E-1,-7.489534616E-1,6.900900364E0,7.245467186E0
7.431148000E-1,-7.585247755E-1,6.891329288E0,7.278966427E0
7.455258420E-1,-7.728816867E-1,6.853044033E0,7.300501823E0
7.479368320E-1,-7.465606928E-1,6.850651264E0,7.319644451E0
7.503478730E-1,-7.345965505E-1,6.862615108E0,7.302894592E0
7.527589150E-1,-7.130611539E-1,6.857829571E0,7.300501823E0
7.551699040E-1,-6.795616150E-1,6.855436802E0,7.267002583E0
7.575809460E-1,-6.675975323E-1,6.855436802E0,7.243073940E0
7.599919360E-1,-6.436693072E-1,6.860222340E0,7.255038261E0
7.624029770E-1,-6.364908218E-1,6.860222340E0,7.269395351E0
7.648140190E-1,-6.364908218E-1,6.845865726E0,7.290930748E0
7.672250090E-1,-6.053841114E-1,6.845865726E0,7.310073376E0
7.696360500E-1,-5.910272002E-1,6.855436802E0,7.298109055E0
7.720470400E-1,-5.623133183E-1,6.831508636E0,7.298109055E0
7.744580820E-1,-5.407779217E-1,6.841079712E0,7.305287361E0
7.768690710E-1,-5.120640397E-1,6.824330330E0,7.283751965E0
7.792801130E-1,-4.833501875E-1,6.821937561E0,7.267002583E0
7.816911540E-1,-4.737788737E-1,6.793223381E0,7.278966427E0
7.841021440E-1,-4.785645306E-1,6.781259537E0,7.271788120E0
7.865131860E-1,-4.809573591E-1,6.793223381E0,7.269395351E0
7.889241750E-1,-4.977070987E-1,6.795616150E0,7.259823799E0
7.913352170E-1,-4.953143001E-1,6.790830612E0,7.255038261E0
7.937462590E-1,-4.857429862E-1,6.786045074E0,7.259823799E0
7.961572480E-1,-4.881358147E-1,6.790830612E0,7.255038261E0
7.985682900E-1,-4.881358147E-1,6.790830612E0,7.235895634E0
8.009792790E-1,-4.761717021E-1,6.788437843E0,7.216753006E0
8.033903210E-1,-4.785645306E-1,6.793223381E0,7.204789162E0
8.058013630E-1,-4.809573591E-1,6.776473522E0,7.188039303E0
8.082123520E-1,-4.833501875E-1,6.778866768E0,7.178467751E0
8.106233940E-1,-4.689932466E-1,6.788437843E0,7.180860519E0
8.130343840E-1,-4.689932466E-1,6.776473522E0,7.164111137E0
8.154454250E-1,-4.905286431E-1,6.783652306E0,7.154539585E0
8.178564150E-1,-5.120640397E-1,6.786045074E0,7.144968510E0
8.202674570E-1,-5.192425251E-1,6.786045074E0,7.137789726E0
8.226784980E-1,-5.288137794E-1,6.788437843E0,7.149754047E0
8.250894880E-1,-5.288137794E-1,6.805187702E0,7.156932354E0
8.275005290E-1,-5.479564071E-1,6.814758778E0,7.161718369E0
8.299115190E-1,-5.623133183E-1,6.790830612E0,7.168896675E0
8.323225610E-1,-5.335994363E-1,6.795616150E0,7.166503906E0
8.347336020E-1,-5.168496966E-1,6.795616150E0,7.156932354E0
8.371445920E-1,-5.000999570E-1,6.790830612E0,7.166503906E0
8.395556340E-1,-4.929214716E-1,6.790830612E0,7.171289444E0
8.419666230E-1,-5.120640397E-1,6.786045074E0,7.188039303E0
8.443776650E-1,-5.216353536E-1,6.798008919E0,7.200003147E0
8.467886540E-1,-5.312066078E-1,6.826723099E0,7.221538544E0
8.491996960E-1,-5.479564071E-1,6.836294174E0,7.231110096E0
8.516107380E-1,-5.670989752E-1,6.853044033E0,7.240681171E0
8.540217270E-1,-5.910272002E-1,6.862615108E0,7.252645493E0
8.564327690E-1,-6.293123364E-1,6.896114826E0,7.262216568E0
8.588437590E-1,-6.364908218E-1,6.910471916E0,7.288537979E0
8.612548000E-1,-6.604190469E-1,6.934400082E0,7.298109055E0
8.636658420E-1,-6.747759581E-1,6.953542709E0,7.319644451E0
8.660768320E-1,-6.628118753E-1,6.951149940E0,7.329215527E0
8.684878730E-1,-6.556333899E-1,6.972685337E0,7.345965385E0
8.708988630E-1,-6.604190469E-1,6.994220734E0,7.341179848E0
8.733099040E-1,-6.723831892E-1,6.982256413E0,7.343572617E0
8.757209460E-1,-6.843472719E-1,6.994220734E0,7.357929707E0
8.781319360E-1,-7.034898400E-1,6.987041950E0,7.367500782E0
8.805429770E-1,-7.130611539E-1,6.999006271E0,7.374679565E0
8.829539670E-1,-7.154539824E-1,6.989434719E0,7.386643410E0
8.853650090E-1,-7.274180651E-1,6.989434719E0,7.396214962E0
8.877759980E-1,-7.178468108E-1,6.984649181E0,7.396214962E0
8.901870400E-1,-6.987041831E-1,6.963113785E0,7.393822193E0
8.925980820E-1,-7.130611539E-1,6.975078106E0,7.377072334E0
8.950090710E-1,-7.202396393E-1,6.970292568E0,7.369893551E0
8.974201130E-1,-7.106683254E-1,6.960721016E0,7.350750923E0
8.998311020E-1,-7.250252366E-1,6.953542709E0,7.331608772E0
9.022421440E-1,-7.513462901E-1,6.936792850E0,7.317251682E0
9.046531860E-1,-7.489534616E-1,6.951149940E0,7.305287361E0
9.070641750E-1,-7.489534616E-1,6.936792850E0,7.281359196E0
9.094752170E-1,-7.537391186E-1,6.929614544E0,7.281359196E0
9.118862070E-1,-7.704889178E-1,6.910471916E0,7.276573658E0
9.142972480E-1,-7.537391186E-1,6.900900364E0,7.276573658E0
9.167082900E-1,-7.585247755E-1,6.910471916E0,7.295716286E0
9.191192790E-1,-7.417750359E-1,6.910471916E0,7.298109055E0
9.215303210E-1,-7.298108935E-1,6.908079147E0,7.302894592E0
9.239413110E-1,-7.010970116E-1,6.920042992E0,7.314858913E0
9.263523520E-1,-7.058826685E-1,6.929614544E0,7.324429989E0
9.287633420E-1,-6.915257573E-1,6.951149940E0,7.331608772E0
9.311743840E-1,-6.915257573E-1,6.960721016E0,7.353144169E0
9.335854250E-1,-7.034898400E-1,6.943971157E0,7.353144169E0
9.359964150E-1,-6.963114142E-1,6.960721016E0,7.345965385E0
9.384074570E-1,-6.987041831E-1,6.972685337E0,7.336394310E0
9.408184460E-1,-6.891329288E-1,6.960721016E0,7.331608772E0
9.432294880E-1,-6.795616150E-1,6.963113785E0,7.329215527E0
9.456405290E-1,-6.556333899E-1,6.939185619E0,7.312466145E0
9.480515190E-1,-6.580262184E-1,6.929614544E0,7.302894592E0
9.504625610E-1,-6.436693072E-1,6.908079147E0,7.298109055E0
9.528735500E-1,-6.412764788E-1,6.900900364E0,7.293323517E0
9.552845920E-1,-6.364908218E-1,6.886543751E0,7.276573658E0
9.576956340E-1,-6.293123364E-1,6.884150982E0,7.290930748E0
9.601066230E-1,-6.077769399E-1,6.860222340E0,7.274180889E0
9.625176650E-1,-5.910272002E-1,6.867401123E0,7.281359196E0
9.649286540E-1,-5.479564071E-1,6.848258495E0,7.276573658E0
9.673396960E-1,-5.575276613E-1,6.843472958E0,7.259823799E0
9.697506860E-1,-5.479564071E-1,6.826723099E0,7.255038261E0
9.721617270E-1,-5.048855543E-1,6.821937561E0,7.247859955E0
9.745727690E-1,-4.689932466E-1,6.809973240E0,7.267002583E0
9.769837590E-1,-4.474578202E-1,6.795616150E0,7.264609337E0
9.793948000E-1,-4.570291340E-1,6.786045074E0,7.233502865E0
9.818057900E-1,-4.689932466E-1,6.778866768E0,7.207181931E0
9.842168320E-1,-4.713860750E-1,6.747759819E0,7.180860519E0
9.866278730E-1,-4.881358147E-1,6.723831654E0,7.178467751E0
9.890388630E-1,-4.929214716E-1,6.707081795E0,7.188039303E0
9.914499040E-1,-4.666004181E-1,6.678368092E0,7.185646534E0
