"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
4.926927300E-1,-3.474293277E-2,2.878700197E-2,1.349247545E-1
4.951037200E-1,-3.168861195E-2,1.779143699E-2,1.373682171E-1
4.975147620E-1,-2.741255611E-2,7.406735327E-3,1.404225379E-1
4.999257510E-1,-2.313650399E-2,-1.756236190E-3,1.434768587E-1
5.023367930E-1,-1.824958436E-2,-1.275180187E-2,1.459203213E-1
5.047477820E-1,-1.397353224E-2,-2.191477455E-2,1.483637840E-1
5.071588240E-1,-8.475748822E-3,-3.107774630E-2,1.477529258E-1
5.095698140E-1,-4.810560029E-3,-4.024071619E-2,1.495855153E-1
5.119808030E-1,-5.345066893E-4,-4.757109284E-2,1.489746422E-1
5.143918450E-1,4.963276442E-3,-5.612320080E-2,1.495855153E-1
5.168028350E-1,9.239329956E-3,-6.284271181E-2,1.471420527E-1
5.192138760E-1,1.656970754E-2,-6.895136088E-2,1.453094631E-1
5.216248660E-1,1.901316643E-2,-7.444914430E-2,1.434768587E-1
5.240359070E-1,2.634354308E-2,-7.689260691E-2,1.410334110E-1
5.264468970E-1,3.000873141E-2,-8.055779338E-2,1.392008066E-1
5.288579390E-1,3.550651670E-2,-8.055779338E-2,1.361464858E-1
5.312689280E-1,3.917170316E-2,-8.116865903E-2,1.324812919E-1
5.336799700E-1,4.161516204E-2,-7.933606207E-2,1.275943816E-1
5.360909600E-1,4.589121789E-2,-7.628174126E-2,1.239291951E-1
5.385020010E-1,4.833467677E-2,-7.444914430E-2,1.196531355E-1
5.409129910E-1,5.016727000E-2,-7.017309219E-2,1.141553521E-1
5.433240320E-1,5.383246019E-2,-6.345357746E-2,1.086575761E-1
5.457350220E-1,5.566505343E-2,-5.612320080E-2,1.043815166E-1
5.481460640E-1,5.749764666E-2,-4.940368980E-2,9.888373315E-2
5.505570530E-1,5.871937796E-2,-4.329504073E-2,9.338594973E-2
5.529680430E-1,5.749764666E-2,-3.413207084E-2,8.910989761E-2
5.553790850E-1,5.627591908E-2,-2.619082667E-2,8.361211419E-2
5.577900740E-1,5.627591908E-2,-1.702785492E-2,8.177952468E-2
5.602011160E-1,5.566505343E-2,-9.086613543E-3,7.872519642E-2
5.626121050E-1,5.566505343E-2,-5.345066893E-4,7.567087561E-2
5.650231470E-1,5.444332212E-2,1.046105940E-2,7.567087561E-2
5.674341370E-1,5.505418777E-2,1.779143699E-2,7.383827865E-2
5.698451780E-1,5.444332212E-2,2.573267929E-2,7.383827865E-2
5.722561680E-1,5.383246019E-2,3.550651670E-2,7.200568914E-2
5.746672100E-1,5.383246019E-2,4.222602770E-2,7.261654735E-2
5.770781990E-1,5.444332212E-2,5.199986324E-2,7.322741300E-2
5.794892410E-1,5.444332212E-2,5.810851231E-2,7.139482349E-2
5.819002300E-1,5.322159454E-2,6.421715766E-2,7.078395784E-2
5.843112720E-1,5.444332212E-2,7.154753804E-2,7.078395784E-2
5.867222620E-1,5.505418777E-2,7.582359016E-2,7.078395784E-2
5.891333030E-1,5.688678101E-2,8.254310489E-2,7.139482349E-2
5.915442930E-1,5.749764666E-2,8.620829135E-2,7.017309219E-2
5.939552820E-1,5.871937796E-2,9.231694043E-2,6.772962958E-2
5.963663240E-1,6.055197120E-2,9.659299254E-2,6.650790572E-2
5.987773140E-1,6.238456443E-2,9.964732081E-2,6.284271181E-2
6.011883550E-1,6.360629201E-2,1.002581790E-1,5.917752534E-2
6.035993450E-1,6.543888897E-2,1.020907760E-1,5.367974192E-2
6.060103870E-1,6.727148592E-2,1.057559624E-1,4.879282415E-2
6.084213760E-1,6.727148592E-2,1.063668281E-1,4.329504073E-2
6.108324180E-1,6.604975462E-2,1.069776937E-1,3.596466407E-2
6.132434070E-1,6.482802331E-2,1.081994250E-1,2.802342176E-2
6.156544490E-1,6.360629201E-2,1.106428802E-1,2.069304511E-2
6.180654390E-1,6.238456443E-2,1.118646115E-1,1.214093715E-2
6.204764800E-1,5.933023989E-2,1.100320220E-1,4.199695308E-3
6.228874700E-1,5.688678101E-2,1.100320220E-1,-1.908952487E-3
6.252985120E-1,5.444332212E-2,1.088102907E-1,-9.239329956E-3
6.277095010E-1,5.261072889E-2,1.081994250E-1,-1.473711245E-2
6.301205430E-1,4.894553870E-2,1.057559624E-1,-2.206749097E-2
6.325315320E-1,4.344775900E-2,1.045342386E-1,-2.817613818E-2
6.349425220E-1,3.978256881E-2,1.020907760E-1,-3.428478539E-2
6.373535640E-1,3.672824427E-2,9.903645515E-2,-4.161516204E-2
6.397645530E-1,3.306305781E-2,9.353867173E-2,-4.650207981E-2
6.421755950E-1,3.123046272E-2,9.048434347E-2,-5.261072889E-2
6.445865850E-1,2.756527252E-2,8.193223923E-2,-5.933023989E-2
6.469976260E-1,2.573267929E-2,7.521272451E-2,-6.604975462E-2
6.494086160E-1,2.206749097E-2,6.910407543E-2,-7.154753804E-2
6.518196570E-1,1.656970754E-2,6.055197120E-2,-7.704532146E-2
6.542306470E-1,1.168278884E-2,5.261072889E-2,-8.071050793E-2
6.566416890E-1,5.574141163E-3,4.283689335E-2,-8.620829135E-2
6.590526780E-1,-1.145371469E-3,3.428478539E-2,-8.926261961E-2
6.614637200E-1,-6.643154658E-3,2.573267929E-2,-9.109520912E-2
6.638747100E-1,-1.153007243E-2,1.534797717E-2,-9.109520912E-2
6.662857510E-1,-1.580612548E-2,4.352411721E-3,-9.231694043E-2
6.686967410E-1,-2.191477455E-2,-7.864884101E-3,-9.170607477E-2
6.711077820E-1,-2.619082667E-2,-1.824958436E-2,-9.048434347E-2
6.735187720E-1,-3.168861195E-2,-2.985601686E-2,-8.987347782E-2
6.759297620E-1,-3.413207084E-2,-4.085158184E-2,-8.926261961E-2
6.783408030E-1,-3.901898861E-2,-5.429060757E-2,-8.743002266E-2
6.807517930E-1,-4.329504073E-2,-6.711876392E-2,-8.498656005E-2
6.831628350E-1,-4.634936526E-2,-7.933606207E-2,-8.376483619E-2
6.855738240E-1,-4.940368980E-2,-9.094249457E-2,-8.132137358E-2
6.879848660E-1,-5.062541738E-2,-1.013271958E-1,-8.009964228E-2
6.903958550E-1,-5.306887627E-2,-1.123227626E-1,-7.582359016E-2
6.928068970E-1,-5.795579776E-2,-1.220965981E-1,-7.215840369E-2
6.952178870E-1,-5.978839099E-2,-1.300378442E-1,-6.910407543E-2
6.976289280E-1,-6.284271181E-2,-1.379790753E-1,-6.543888897E-2
7.000399180E-1,-6.528617442E-2,-1.440877318E-1,-6.177370250E-2
7.024509600E-1,-6.834049523E-2,-1.501963735E-1,-5.688678101E-2
7.048619490E-1,-6.834049523E-2,-1.544724256E-1,-5.322159454E-2
7.072729910E-1,-6.956222653E-2,-1.575267613E-1,-4.955640435E-2
7.096839800E-1,-7.078395784E-2,-1.587484777E-1,-4.528035223E-2
7.120949700E-1,-7.017309219E-2,-1.587484777E-1,-4.283689335E-2
7.145060120E-1,-7.200568914E-2,-1.599702090E-1,-3.978256881E-2
7.169170010E-1,-7.017309219E-2,-1.575267613E-1,-3.794997558E-2
7.193280430E-1,-6.895136088E-2,-1.544724256E-1,-3.733910993E-2
7.217390320E-1,-6.834049523E-2,-1.495855153E-1,-3.856083751E-2
7.241500740E-1,-6.528617442E-2,-1.446985900E-1,-3.978256881E-2
7.265610640E-1,-6.162098423E-2,-1.373682171E-1,-4.283689335E-2
7.289721050E-1,-5.917752534E-2,-1.318704337E-1,-4.466948658E-2
7.313830950E-1,-5.612320080E-2,-1.239291951E-1,-4.894553870E-2
7.337941370E-1,-5.062541738E-2,-1.165988147E-1,-5.322159454E-2
7.362051260E-1,-4.512763396E-2,-1.092684343E-1,-5.627591908E-2
7.386161680E-1,-3.901898861E-2,-1.001054645E-1,-6.238456443E-2
7.410271570E-1,-3.352120519E-2,-9.033162892E-2,-6.910407543E-2
7.434381990E-1,-2.863428742E-2,-8.116865903E-2,-7.276926935E-2
7.458491890E-1,-2.313650399E-2,-7.322741300E-2,-7.704532146E-2
7.482602300E-1,-1.947131567E-2,-6.345357746E-2,-8.193223923E-2
7.506712200E-1,-1.519526169E-2,-5.551233515E-2,-8.437569439E-2
7.530822100E-1,-1.336266659E-2,-4.696023092E-2,-8.620829135E-2
7.554932510E-1,-1.275180187E-2,-3.901898861E-2,-8.804088831E-2
7.579042410E-1,-1.153007243E-2,-3.229947388E-2,-8.804088831E-2
7.603152820E-1,-1.091920771E-2,-2.496909723E-2,-8.620829135E-2
7.627262720E-1,-1.091920771E-2,-1.824958436E-2,-8.498656005E-2
7.651373140E-1,-1.153007243E-2,-1.214093715E-2,-7.948877662E-2
7.675483030E-1,-1.153007243E-2,-6.032289471E-3,-7.643445581E-2
7.699593450E-1,-1.153007243E-2,-1.145371469E-3,-7.154753804E-2
7.723703350E-1,-1.275180187E-2,3.130682046E-3,-6.666062027E-2
7.747813760E-1,-1.030834299E-2,6.185005885E-3,-5.994110554E-2
7.771923660E-1,-1.030834299E-2,9.239329956E-3,-5.383246019E-2
7.796034070E-1,-1.091920771E-2,1.046105940E-2,-4.833467677E-2
7.820143970E-1,-7.254019380E-3,1.168278884E-2,-4.283689335E-2
7.844254390E-1,-4.199695308E-3,1.290451828E-2,-3.794997558E-2
7.868364280E-1,-3.588830587E-3,1.168278884E-2,-3.367391974E-2
7.892474180E-1,-2.367100911E-3,1.107192412E-2,-2.756527252E-2
7.916584600E-1,-1.145371469E-3,1.168278884E-2,-2.267835476E-2
7.940694490E-1,7.635809743E-5,1.107192412E-2,-1.840230078E-2
7.964804910E-1,7.635809743E-5,1.046105940E-2,-1.412624773E-2
7.988914800E-1,1.298087649E-3,9.850194678E-3,-9.850194678E-3
8.013025220E-1,6.872228696E-4,8.017600514E-3,-5.574141163E-3
8.037135120E-1,3.741546767E-3,8.017600514E-3,-2.519817324E-3
8.061245530E-1,4.352411721E-3,6.795870606E-3,1.145371469E-3
8.085355430E-1,4.963276442E-3,7.406735327E-3,1.756236190E-3
8.109465850E-1,6.185005885E-3,6.185005885E-3,1.756236190E-3
8.133575740E-1,8.628465235E-3,4.352411721E-3,5.345066893E-4
8.157686160E-1,9.850194678E-3,3.741546767E-3,-1.298087649E-3
8.181796050E-1,1.351538301E-2,3.130682046E-3,-3.130682046E-3
8.205906470E-1,1.656970754E-2,1.908952487E-3,-6.185005885E-3
8.230016370E-1,1.962403022E-2,1.908952487E-3,-1.107192412E-2
8.254126260E-1,2.451094985E-2,6.872228696E-4,-1.534797717E-2
8.278236680E-1,2.878700197E-2,7.635809743E-5,-2.145662531E-2
8.302346570E-1,3.306305781E-2,-5.345066893E-4,-2.573267929E-2
8.326456990E-1,3.794997558E-2,7.635809743E-5,-3.123046272E-2
8.350566890E-1,4.222602770E-2,6.872228696E-4,-3.672824427E-2
8.374677300E-1,4.528035223E-2,7.635809743E-5,-4.039343446E-2
8.398787200E-1,4.711294547E-2,7.635809743E-5,-4.405862093E-2
8.422897620E-1,5.077813566E-2,2.519817324E-3,-4.589121789E-2
8.447007510E-1,5.322159454E-2,3.130682046E-3,-4.772381112E-2
8.471117930E-1,5.566505343E-2,6.185005885E-3,-4.833467677E-2
8.495227820E-1,5.688678101E-2,6.795870606E-3,-4.955640435E-2
8.519338240E-1,5.688678101E-2,9.850194678E-3,-4.833467677E-2
8.543448140E-1,5.566505343E-2,1.229365356E-2,-4.894553870E-2
8.567558550E-1,5.688678101E-2,1.656970754E-2,-4.772381112E-2
8.591668450E-1,5.627591908E-2,2.023489587E-2,-4.650207981E-2
8.615778350E-1,5.261072889E-2,2.206749097E-2,-4.405862093E-2
8.639888760E-1,5.077813566E-2,2.634354308E-2,-4.344775900E-2
8.663998660E-1,4.772381112E-2,2.939786762E-2,-4.283689335E-2
8.688109070E-1,4.344775900E-2,3.367391974E-2,-4.161516204E-2
8.712218970E-1,3.917170316E-2,3.794997558E-2,-3.978256881E-2
8.736329390E-1,3.489565104E-2,4.039343446E-2,-3.856083751E-2
8.760439280E-1,3.123046272E-2,4.222602770E-2,-3.856083751E-2
8.784549700E-1,2.634354308E-2,4.344775900E-2,-3.917170316E-2
8.808659600E-1,2.206749097E-2,4.466948658E-2,-4.039343446E-2
8.832770010E-1,1.718057133E-2,4.772381112E-2,-4.161516204E-2
8.856879910E-1,1.412624773E-2,4.894553870E-2,-4.283689335E-2
8.880990320E-1,9.239329956E-3,4.955640435E-2,-4.528035223E-2
8.905100220E-1,6.795870606E-3,5.016727000E-2,-4.589121789E-2
8.929210640E-1,2.519817324E-3,4.894553870E-2,-4.711294547E-2
8.953320530E-1,-1.145371469E-3,4.833467677E-2,-5.016727000E-2
8.977430950E-1,-4.810560029E-3,4.528035223E-2,-5.261072889E-2
9.001540850E-1,-8.475748822E-3,4.222602770E-2,-5.566505343E-2
9.025651260E-1,-1.275180187E-2,3.978256881E-2,-5.933023989E-2
9.049761160E-1,-1.641699113E-2,3.550651670E-2,-6.177370250E-2
9.073871050E-1,-2.191477455E-2,3.061959706E-2,-6.360629201E-2
9.097981470E-1,-2.496909723E-2,2.817613818E-2,-6.666062027E-2
9.122091370E-1,-2.863428742E-2,2.206749097E-2,-6.727148592E-2
9.146201780E-1,-3.107774630E-2,1.656970754E-2,-6.971494108E-2
9.170311680E-1,-3.474293277E-2,1.046105940E-2,-7.215840369E-2
9.194422100E-1,-3.535379842E-2,6.185005885E-3,-7.582359016E-2
9.218531990E-1,-3.840812296E-2,6.872228696E-4,-7.948877662E-2
9.242642410E-1,-4.085158184E-2,-5.421424750E-3,-8.376483619E-2
9.266752300E-1,-4.146244749E-2,-1.030834299E-2,-8.743002266E-2
9.290862720E-1,-4.146244749E-2,-1.519526169E-2,-9.170607477E-2
9.314972620E-1,-4.085158184E-2,-2.069304511E-2,-9.781472385E-2
9.339083030E-1,-4.085158184E-2,-2.619082667E-2,-1.014799103E-1
9.363192930E-1,-3.901898861E-2,-3.107774630E-2,-1.063668281E-1
9.387303350E-1,-3.901898861E-2,-3.413207084E-2,-1.106428802E-1
9.411413240E-1,-3.779725730E-2,-3.779725730E-2,-1.124754772E-1
9.435523660E-1,-3.657552972E-2,-4.085158184E-2,-1.155297980E-1
9.459633550E-1,-3.474293277E-2,-4.329504073E-2,-1.161406636E-1
9.483743450E-1,-3.474293277E-2,-4.573849961E-2,-1.155297980E-1
9.507853870E-1,-3.168861195E-2,-4.757109284E-2,-1.167515293E-1
9.531963760E-1,-2.924515121E-2,-4.940368980E-2,-1.155297980E-1
9.556074180E-1,-2.863428742E-2,-5.001455545E-2,-1.124754772E-1
9.580184070E-1,-2.802342176E-2,-5.123628303E-2,-1.081994250E-1
9.604294490E-1,-2.741255611E-2,-5.306887627E-2,-1.039233729E-1
9.628404390E-1,-2.435823344E-2,-5.123628303E-2,-9.842558950E-2
9.652514800E-1,-2.313650399E-2,-5.245801434E-2,-9.353867173E-2
