t (s),U1(V),U2(V)
2.84800000,-0.15253100,0.00000000
2.84820000,-0.15253100,0.00000000
2.84840000,-0.15253100,0.00526000
2.84860000,-0.15253100,0.00000000
2.84880000,-0.15253100,0.00000000
2.84900000,-0.15253100,0.00000000
2.84920000,-0.15253100,0.00000000
2.84940000,-0.15253100,0.00526000
2.84960000,-0.15253100,0.00000000
2.84980000,-0.15253100,0.00526000
2.85000000,-0.15253100,0.00000000
2.85020000,-0.15253100,0.00000000
2.85040000,-0.14727100,0.00000000
2.85060000,-0.15253100,0.00000000
2.85080000,-0.15253100,0.00000000
2.85100000,-0.15253100,0.00000000
2.85120000,-0.15253100,0.00000000
2.85140000,-0.15253100,0.00000000
2.85160000,-0.15253100,0.00000000
2.85180000,-0.15253100,0.00000000
2.85200000,-0.15253100,0.00000000
2.85220000,-0.15253100,0.00000000
2.85240000,-0.15253100,0.00000000
2.85260000,-0.15253100,0.00000000
2.85280000,-0.15253100,0.00000000
2.85300000,-0.15253100,0.00526000
2.85320000,-0.15253100,0.00526000
2.85340000,-0.15253100,0.00526000
2.85360000,-0.15253100,0.00000000
2.85380000,-0.15253100,0.00000000
2.85400000,-0.15253100,0.00000000
2.85420000,-0.15253100,0.00526000
2.85440000,-0.15253100,0.00526000
2.85460000,-0.15253100,0.00000000
2.85480000,-0.15253100,0.00000000
2.85500000,-0.15253100,0.00000000
2.85520000,-0.15253100,0.00000000
2.85540000,-0.15253100,0.00000000
2.85560000,-0.15779100,0.00000000
2.85580000,-0.15779100,0.00000000
2.85600000,-0.15253100,0.00000000
2.85620000,-0.15779100,0.00000000
2.85640000,-0.15779100,0.00526000
2.85660000,-0.15779100,0.00526000
2.85680000,-0.15779100,0.00526000
2.85700000,-0.15779100,0.00526000
2.85720000,-0.15253100,0.00526000
2.85740000,-0.15253100,0.00000000
2.85760000,-0.15779100,0.00000000
2.85780000,-0.15253100,0.00000000
2.85800000,-0.15779100,0.00000000
2.85820000,-0.15779100,0.00000000
2.85840000,-0.15779100,0.00000000
2.85860000,-0.15779100,0.00000000
2.85880000,-0.15779100,0.00000000
2.85900000,-0.15779100,0.00526000
2.85920000,-0.15779100,0.00000000
2.85940000,-0.15779100,0.00000000
2.85960000,-0.15779100,0.00526000
2.85980000,-0.15779100,0.00000000
2.86000000,-0.15779100,0.00526000
2.86020000,-0.15779100,0.00000000
2.86040000,-0.15253100,0.00526000
2.86060000,-0.15779100,0.00000000
2.86080000,-0.15779100,0.00000000
2.86100000,-0.15779100,0.00000000
2.86120000,-0.15779100,0.00000000
2.86140000,-0.15779100,0.00526000
2.86160000,-0.15779100,0.00000000
2.86180000,-0.15779100,0.00000000
2.86200000,-0.15779100,0.00000000
2.86220000,-0.15779100,0.00000000
2.86240000,-0.15779100,0.00526000
2.86260000,-0.15779100,0.00526000
2.86280000,-0.15779100,0.00000000
2.86300000,-0.15779100,0.00000000
2.86320000,-0.15779100,0.00000000
2.86340000,-0.15779100,0.00000000
2.86360000,-0.15779100,0.00000000
2.86380000,-0.15779100,0.00000000
2.86400000,-0.15779100,0.00000000
2.86420000,-0.15779100,0.00526000
2.86440000,-0.15779100,0.00526000
2.86460000,-0.15779100,0.00000000
2.86480000,-0.15779100,0.00000000
2.86500000,-0.15779100,0.00000000
2.86520000,-0.15779100,0.00000000
2.86540000,-0.15779100,0.00000000
2.86560000,-0.15779100,0.00000000
2.86580000,-0.15779100,0.00000000
2.86600000,-0.15779100,0.00000000
2.86620000,-0.15779100,0.00526000
2.86640000,-0.15779100,0.00000000
2.86660000,-0.15779100,0.00000000
2.86680000,-0.16305000,0.00000000
2.86700000,-0.15779100,0.00000000
2.86720000,-0.15779100,0.00000000
2.86740000,-0.15779100,0.00526000
2.86760000,-0.15779100,0.00000000
2.86780000,-0.15779100,0.00000000
2.86800000,-0.15779100,0.00000000
2.86820000,-0.16305000,0.00000000
2.86840000,-0.15779100,0.00526000
2.86860000,-0.16305000,0.00526000
2.86880000,-0.15779100,0.00000000
2.86900000,-0.15779100,0.00000000
2.86920000,-0.15779100,0.00526000
2.86940000,-0.15779100,0.00526000
2.86960000,-0.15779100,0.00000000
2.86980000,-0.15779100,0.00000000
2.87000000,-0.16305000,0.00526000
2.87020000,-0.16305000,0.00000000
2.87040000,-0.16305000,0.00526000
2.87060000,-0.16305000,0.00000000
2.87080000,-0.16305000,0.00000000
2.87100000,-0.16305000,0.00000000
2.87120000,-0.16305000,0.00000000
2.87140000,-0.16305000,0.00526000
2.87160000,-0.15779100,0.00526000
2.87180000,-0.15779100,0.00000000
2.87200000,-0.16305000,0.00000000
2.87220000,-0.15779100,0.00000000
2.87240000,-0.16305000,0.00000000
2.87260000,-0.16305000,0.00000000
2.87280000,-0.16305000,0.00000000
2.87300000,-0.16305000,0.00000000
2.87320000,-0.16305000,0.00526000
2.87340000,-0.16305000,0.00526000
2.87360000,-0.15779100,0.00000000
2.87380000,-0.16305000,0.00526000
2.87400000,-0.16305000,0.00526000
2.87420000,-0.16305000,0.00000000
2.87440000,-0.16305000,0.00000000
2.87460000,-0.15779100,0.00000000
2.87480000,-0.16305000,0.00000000
2.87500000,-0.16305000,0.00000000
2.87520000,-0.16305000,0.00000000
2.87540000,-0.16305000,0.00526000
2.87560000,-0.16305000,0.00000000
2.87580000,-0.16305000,0.00526000
2.87600000,-0.16305000,0.00526000
2.87620000,-0.16305000,0.00000000
2.87640000,-0.16305000,0.00000000
2.87660000,-0.16305000,0.00000000
2.87680000,-0.16305000,0.00000000
2.87700000,-0.16305000,0.00000000
2.87720000,-0.16831000,0.00000000
2.87740000,-0.16305000,0.00000000
2.87760000,-0.16305000,0.00000000
2.87780000,-0.16305000,0.00526000
2.87800000,-0.16305000,0.00000000
2.87820000,-0.16305000,0.00000000
2.87840000,-0.16305000,0.00526000
2.87860000,-0.16305000,0.00526000
2.87880000,-0.16305000,0.00000000
2.87900000,-0.16305000,0.00526000
2.87920000,-0.16305000,0.00526000
2.87940000,-0.16305000,0.00000000
2.87960000,-0.16305000,0.00000000
2.87980000,-0.16305000,0.00000000
2.88000000,-0.16305000,0.00000000
2.88020000,-0.16305000,0.00526000
2.88040000,-0.16305000,0.00000000
2.88060000,-0.16305000,0.00000000
2.88080000,-0.16305000,0.00000000
2.88100000,-0.16305000,0.00526000
2.88120000,-0.16305000,0.00000000
2.88140000,-0.16305000,0.00000000
2.88160000,-0.16305000,0.00000000
2.88180000,-0.16305000,0.00000000
2.88200000,-0.16305000,0.00000000
2.88220000,-0.16305000,0.00000000
2.88240000,-0.16305000,0.00000000
2.88260000,-0.16831000,0.00526000
2.88280000,-0.16305000,0.00000000
2.88300000,-0.16305000,0.00000000
2.88320000,-0.16831000,0.00000000
2.88340000,-0.16305000,0.00000000
2.88360000,-0.16305000,0.00000000
2.88380000,-0.16305000,0.00000000
2.88400000,-0.16305000,0.00526000
2.88420000,-0.16305000,0.00000000
2.88440000,-0.16305000,0.00000000
2.88460000,-0.16831000,0.00000000
2.88480000,-0.16305000,0.00000000
2.88500000,-0.16305000,0.00000000
2.88520000,-0.16831000,0.00000000
2.88540000,-0.16305000,0.00000000
2.88560000,-0.16305000,0.00000000
2.88580000,-0.16305000,0.00000000
2.88600000,-0.16305000,0.00526000
2.88620000,-0.16305000,0.00526000
2.88640000,-0.16831000,0.00526000
2.88660000,-0.16305000,0.00000000
2.88680000,-0.16305000,0.00000000
2.88700000,-0.16831000,0.00000000
2.88720000,-0.16831000,0.00526000
2.88740000,-0.16831000,0.00000000
2.88760000,-0.16305000,0.00000000
2.88780000,-0.16831000,0.00000000
2.88800000,-0.16305000,0.00000000
2.88820000,-0.16831000,0.00526000
2.88840000,-0.16305000,0.00000000
2.88860000,-0.16831000,0.00000000
2.88880000,-0.16831000,0.00000000
2.88900000,-0.16831000,0.00526000
2.88920000,-0.16831000,0.00526000
2.88940000,-0.16831000,0.00526000
2.88960000,-0.16831000,0.00526000
2.88980000,-0.16831000,0.00000000
2.89000000,-0.16831000,0.00526000
2.89020000,-0.16831000,0.00000000
2.89040000,-0.16831000,0.00000000
2.89060000,-0.16831000,0.00526000
2.89080000,-0.16831000,0.00000000
2.89100000,-0.16831000,0.00000000
2.89120000,-0.16305000,0.00000000
2.89140000,-0.16831000,0.00000000
2.89160000,-0.16831000,0.00000000
2.89180000,-0.16831000,0.00000000
2.89200000,-0.16831000,0.00000000
2.89220000,-0.16831000,0.00000000
2.89240000,-0.16831000,0.00000000
2.89260000,-0.16831000,0.00000000
2.89280000,-0.16831000,0.00000000
2.89300000,-0.16831000,0.00000000
2.89320000,-0.16831000,0.00000000
2.89340000,-0.16831000,0.00000000
2.89360000,-0.16831000,-0.00526000
2.89380000,-0.16305000,0.00000000
2.89400000,-0.16831000,0.00000000
2.89420000,-0.16831000,0.00000000
2.89440000,-0.16831000,0.00526000
2.89460000,-0.16831000,0.00000000
2.89480000,-0.16831000,0.00000000
2.89500000,-0.16831000,0.00000000
2.89520000,-0.16831000,0.00526000
2.89540000,-0.16831000,0.00000000
2.89560000,-0.16831000,0.00000000
2.89580000,-0.16831000,0.00000000
2.89600000,-0.16831000,0.00000000
2.89620000,-0.16831000,0.00000000
2.89640000,-0.16831000,0.00526000
2.89660000,-0.16831000,0.00526000
2.89680000,-0.16305000,0.00000000
2.89700000,-0.16831000,0.00000000
2.89720000,-0.17357000,0.00000000
2.89740000,-0.16831000,0.00000000
2.89760000,-0.16831000,0.00000000
2.89780000,-0.16831000,0.00000000
2.89800000,-0.16831000,0.00526000
2.89820000,-0.16831000,0.00000000
2.89840000,-0.16831000,0.00000000
2.89860000,-0.17357000,0.00000000
2.89880000,-0.16831000,0.00000000
2.89900000,-0.17357000,0.00526000
2.89920000,-0.16831000,0.00000000
2.89940000,-0.16831000,0.00000000
2.89960000,-0.17357000,0.00526000
2.89980000,-0.16831000,0.00000000
2.90000000,-0.16831000,0.00000000
2.90020000,-0.16831000,0.00526000
2.90040000,-0.16831000,0.00526000
2.90060000,-0.16831000,0.00526000
2.90080000,-0.16831000,0.00526000
2.90100000,-0.16831000,0.00526000
2.90120000,-0.16831000,0.00000000
2.90140000,-0.16831000,0.00000000
2.90160000,-0.16831000,0.00000000
2.90180000,-0.16831000,0.00000000
2.90200000,-0.17357000,0.00000000
2.90220000,-0.17357000,0.00000000
2.90240000,-0.17357000,0.00000000
2.90260000,-0.17357000,0.00000000
2.90280000,-0.16831000,0.00526000
2.90300000,-0.16831000,0.00526000
2.90320000,-0.17357000,0.00526000
2.90340000,-0.17357000,0.00000000
2.90360000,-0.16831000,0.00000000
2.90380000,-0.17357000,0.00000000
2.90400000,-0.16831000,0.00000000
2.90420000,-0.17357000,0.00000000
2.90440000,-0.16831000,0.00000000
2.90460000,-0.16831000,0.00000000
2.90480000,-0.17357000,0.00000000
2.90500000,-0.17357000,0.00526000
2.90520000,-0.17357000,0.00000000
2.90540000,-0.17357000,0.00526000
2.90560000,-0.17357000,0.00000000
2.90580000,-0.17357000,0.00000000
2.90600000,-0.16831000,0.00000000
2.90620000,-0.16831000,0.00526000
2.90640000,-0.17357000,0.00000000
2.90660000,-0.17357000,0.00000000
2.90680000,-0.17357000,0.00000000
2.90700000,-0.17357000,0.00000000
2.90720000,-0.16831000,0.00000000
2.90740000,-0.17357000,0.00000000
2.90760000,-0.17357000,0.00000000
2.90780000,-0.17357000,0.00526000
2.90800000,-0.17357000,0.00526000
2.90820000,-0.17357000,0.00526000
2.90840000,-0.17357000,0.00526000
2.90860000,-0.17357000,0.00000000
2.90880000,-0.17357000,0.00000000
2.90900000,-0.17357000,0.00526000
2.90920000,-0.17357000,0.00000000
2.90940000,-0.17357000,0.00526000
2.90960000,-0.17357000,0.00000000
2.90980000,-0.17357000,0.00000000
2.91000000,-0.17357000,0.00526000
2.91020000,-0.17357000,0.00000000
2.91040000,-0.16831000,0.00000000
2.91060000,-0.17357000,0.00000000
2.91080000,-0.17357000,0.00000000
2.91100000,-0.17357000,0.00526000
2.91120000,-0.17357000,0.00000000
2.91140000,-0.17357000,0.00000000
2.91160000,-0.17357000,0.00000000
2.91180000,-0.17357000,0.00000000
2.91200000,-0.17357000,0.00000000
2.91220000,-0.17357000,0.00526000
2.91240000,-0.17357000,0.00000000
2.91260000,-0.17357000,0.00000000
2.91280000,-0.17357000,0.00000000
2.91300000,-0.17357000,0.00000000
2.91320000,-0.17357000,0.00526000
2.91340000,-0.17357000,0.00000000
2.91360000,-0.17357000,0.00526000
2.91380000,-0.17357000,0.00000000
2.91400000,-0.17357000,0.00000000
2.91420000,-0.17357000,0.00000000
2.91440000,-0.17357000,0.00526000
2.91460000,-0.17357000,0.00000000
2.91480000,-0.17357000,0.00526000
2.91500000,-0.17357000,0.00000000
2.91520000,-0.17357000,0.00000000
2.91540000,-0.17357000,0.00000000
2.91560000,-0.17357000,0.00000000
2.91580000,-0.17357000,0.00000000
2.91600000,-0.17357000,0.00000000
2.91620000,-0.17882900,0.00000000
2.91640000,-0.17882900,0.00526000
2.91660000,-0.17357000,0.00000000
2.91680000,-0.17357000,0.00000000
2.91700000,-0.17882900,0.00526000
2.91720000,-0.17357000,0.00000000
2.91740000,-0.17357000,0.00000000
2.91760000,-0.17357000,0.00000000
2.91780000,-0.17357000,0.00526000
2.91800000,-0.17357000,0.00526000
2.91820000,-0.17357000,0.00000000
2.91840000,-0.17357000,0.00526000
2.91860000,-0.17357000,0.00526000
2.91880000,-0.17357000,0.00000000
2.91900000,-0.17357000,0.00000000
2.91920000,-0.17357000,0.00000000
2.91940000,-0.17357000,0.00526000
2.91960000,-0.17357000,0.00000000
2.91980000,-0.17357000,0.00000000
2.92000000,-0.17882900,0.00000000
2.92020000,-0.17357000,0.00000000
2.92040000,-0.17882900,0.00526000
2.92060000,-0.17357000,0.00000000
2.92080000,-0.17882900,0.00000000
2.92100000,-0.17357000,0.00526000
2.92120000,-0.17882900,0.00000000
2.92140000,-0.17882900,0.00000000
2.92160000,-0.17882900,0.00526000
2.92180000,-0.17357000,0.00526000
2.92200000,-0.17882900,0.00526000
2.92220000,-0.17357000,0.00526000
2.92240000,-0.17357000,0.00000000
2.92260000,-0.17357000,0.00000000
2.92280000,-0.17882900,0.00000000
2.92300000,-0.17357000,0.00526000
2.92320000,-0.17882900,0.00526000
2.92340000,-0.17882900,0.00000000
2.92360000,-0.17882900,0.00000000
2.92380000,-0.17357000,0.00526000
2.92400000,-0.17882900,0.00000000
2.92420000,-0.17882900,0.00000000
2.92440000,-0.17882900,0.00000000
2.92460000,-0.17882900,0.00526000
2.92480000,-0.17882900,0.00526000
2.92500000,-0.17882900,0.00000000
2.92520000,-0.17357000,0.00000000
2.92540000,-0.17882900,0.00000000
2.92560000,-0.17357000,0.00000000
2.92580000,-0.17357000,0.00000000
2.92600000,-0.17882900,0.00000000
2.92620000,-0.17357000,0.00000000
2.92640000,-0.17882900,0.00000000
2.92660000,-0.17882900,0.00000000
2.92680000,-0.17357000,0.00526000
2.92700000,-0.17882900,0.00000000
2.92720000,-0.17882900,0.00000000
2.92740000,-0.17357000,0.00526000
2.92760000,-0.17882900,0.00526000
2.92780000,-0.17882900,0.00000000
2.92800000,-0.17882900,0.00526000
2.92820000,-0.17357000,0.00000000
2.92840000,-0.17882900,0.00526000
2.92860000,-0.17882900,0.00000000
2.92880000,-0.17882900,0.00000000
2.92900000,-0.17882900,0.00000000
2.92920000,-0.17882900,0.00000000
2.92940000,-0.17882900,0.00000000
2.92960000,-0.17882900,0.00000000
2.92980000,-0.17882900,0.00000000
2.93000000,-0.17882900,0.00526000
2.93020000,-0.17882900,0.00000000
2.93040000,-0.17882900,0.00000000
2.93060000,-0.17882900,0.00000000
2.93080000,-0.17882900,0.00000000
2.93100000,-0.17882900,0.00000000
2.93120000,-0.17882900,0.00526000
2.93140000,-0.17882900,0.00000000
2.93160000,-0.17882900,0.00526000
2.93180000,-0.17357000,0.00526000
2.93200000,-0.17882900,0.00526000
2.93220000,-0.17882900,0.00526000
2.93240000,-0.17882900,0.00526000
2.93260000,-0.17882900,0.00000000
2.93280000,-0.17357000,0.00526000
2.93300000,-0.17882900,0.00000000
2.93320000,-0.17882900,0.00000000
2.93340000,-0.17882900,0.00000000
2.93360000,-0.17882900,0.00000000
2.93380000,-0.17882900,0.00526000
2.93400000,-0.17882900,0.00000000
2.93420000,-0.17882900,0.00000000
2.93440000,-0.17882900,0.00000000
2.93460000,-0.17882900,0.00000000
2.93480000,-0.17882900,0.00000000
2.93500000,-0.17882900,0.00526000
2.93520000,-0.17882900,0.00000000
2.93540000,-0.17882900,0.00000000
2.93560000,-0.17882900,0.00000000
2.93580000,-0.17882900,0.00000000
2.93600000,-0.17882900,0.00526000
2.93620000,-0.17882900,0.00000000
2.93640000,-0.17882900,0.00000000
2.93660000,-0.17882900,0.00000000
2.93680000,-0.17882900,0.00000000
2.93700000,-0.17882900,0.00000000
2.93720000,-0.17882900,0.00526000
2.93740000,-0.17882900,0.00526000
2.93760000,-0.17882900,0.00000000
2.93780000,-0.17882900,0.00526000
2.93800000,-0.17882900,0.00000000
2.93820000,-0.17882900,0.00000000
2.93840000,-0.17882900,0.00000000
2.93860000,-0.17882900,0.00000000
2.93880000,-0.17882900,0.00000000
2.93900000,-0.17882900,0.00000000
2.93920000,-0.17882900,0.00000000
2.93940000,-0.17882900,0.00000000
2.93960000,-0.17882900,0.00000000
2.93980000,-0.17882900,0.00526000
2.94000000,-0.17882900,0.00000000
2.94020000,-0.17882900,0.00000000
2.94040000,-0.17882900,0.00000000
2.94060000,-0.17882900,0.00000000
2.94080000,-0.17882900,0.00526000
2.94100000,-0.17882900,0.00000000
2.94120000,-0.18408900,0.00000000
2.94140000,-0.17882900,0.00000000
2.94160000,-0.17882900,0.00000000
2.94180000,-0.18408900,0.00000000
2.94200000,-0.18408900,0.00000000
2.94220000,-0.17882900,0.00000000
2.94240000,-0.18408900,0.00000000
2.94260000,-0.18408900,0.00000000
2.94280000,-0.17882900,0.00000000
2.94300000,-0.17882900,0.00000000
2.94320000,-0.17882900,0.00000000
2.94340000,-0.18408900,0.00526000
2.94360000,-0.18408900,0.00000000
2.94380000,-0.17882900,0.00000000
2.94400000,-0.17882900,0.00000000
2.94420000,-0.18408900,0.00000000
2.94440000,-0.17882900,0.00000000
2.94460000,-0.17882900,0.00000000
2.94480000,-0.17882900,0.00000000
2.94500000,-0.17882900,0.00000000
2.94520000,-0.17882900,0.00000000
2.94540000,-0.17882900,0.00000000
2.94560000,-0.17882900,0.00526000
2.94580000,-0.17882900,0.00000000
2.94600000,-0.17882900,0.00000000
2.94620000,-0.17882900,0.00000000
2.94640000,-0.17882900,0.00000000
2.94660000,-0.17882900,0.00000000
2.94680000,-0.18408900,0.00000000
2.94700000,-0.18408900,0.00000000
2.94720000,-0.17882900,0.00000000
2.94740000,-0.18408900,0.00000000
2.94760000,-0.17882900,0.00000000
2.94780000,-0.18408900,0.00000000
2.94800000,-0.18408900,0.00000000
2.94820000,-0.18408900,0.00000000
2.94840000,-0.17882900,0.00000000
2.94860000,-0.18408900,0.00000000
2.94880000,-0.18408900,0.00000000
2.94900000,-0.18408900,0.00000000
2.94920000,-0.18408900,0.00526000
2.94940000,-0.18408900,0.00000000
2.94960000,-0.18408900,0.00000000
2.94980000,-0.18408900,0.00000000
2.95000000,-0.17882900,0.00000000
2.95020000,-0.18408900,0.00526000
2.95040000,-0.17882900,0.00526000
2.95060000,-0.17882900,0.00000000
2.95080000,-0.18408900,0.00000000
2.95100000,-0.18408900,0.00000000
2.95120000,-0.18408900,0.00000000
2.95140000,-0.18408900,0.00526000
2.95160000,-0.18408900,0.00526000
2.95180000,-0.18408900,0.00000000
2.95200000,-0.18408900,0.00526000
2.95220000,-0.18408900,0.00000000
2.95240000,-0.18408900,0.00526000
2.95260000,-0.18408900,0.00526000
2.95280000,-0.18408900,0.00526000
2.95300000,-0.18408900,0.00000000
2.95320000,-0.18408900,0.00000000
2.95340000,-0.18408900,0.00000000
2.95360000,-0.18408900,0.00000000
2.95380000,-0.18408900,0.00526000
2.95400000,-0.18408900,0.00000000
2.95420000,-0.18408900,0.00000000
2.95440000,-0.18408900,0.00000000
2.95460000,-0.18408900,0.00000000
2.95480000,-0.18408900,0.00000000
2.95500000,-0.18408900,0.00526000
2.95520000,-0.18408900,0.00000000
2.95540000,-0.18408900,0.00000000
2.95560000,-0.18408900,0.00000000
2.95580000,-0.18408900,0.00000000
2.95600000,-0.18408900,0.00000000
2.95620000,-0.18408900,0.00000000
2.95640000,-0.18408900,0.00000000
2.95660000,-0.18408900,0.00526000
2.95680000,-0.18408900,0.00000000
2.95700000,-0.18408900,0.00000000
2.95720000,-0.18408900,0.00000000
2.95740000,-0.18408900,0.00000000
2.95760000,-0.18408900,0.00526000
2.95780000,-0.18408900,0.00526000
2.95800000,-0.18408900,0.00000000
2.95820000,-0.18408900,0.00000000
2.95840000,-0.18408900,0.00526000
2.95860000,-0.18408900,0.00526000
2.95880000,-0.18408900,0.00000000
2.95900000,-0.18408900,0.00526000
2.95920000,-0.17882900,0.00526000
2.95940000,-0.18408900,0.00526000
2.95960000,-0.18408900,0.00000000
2.95980000,-0.18934900,0.00000000
2.96000000,-0.18408900,0.00000000
2.96020000,-0.18408900,0.00000000
2.96040000,-0.18408900,0.00526000
2.96060000,-0.18408900,0.00000000
2.96080000,-0.18408900,0.00000000
2.96100000,-0.18408900,0.00526000
2.96120000,-0.18408900,0.00000000
2.96140000,-0.18408900,0.00000000
2.96160000,-0.18408900,0.00000000
2.96180000,-0.18408900,0.00000000
2.96200000,-0.18408900,0.00000000
2.96220000,-0.18408900,0.00000000
2.96240000,-0.18408900,0.00000000
2.96260000,-0.18408900,0.00000000
2.96280000,-0.18408900,0.00000000
2.96300000,-0.18408900,0.00526000
2.96320000,-0.18408900,0.00000000
2.96340000,-0.18408900,0.00000000
2.96360000,-0.18408900,0.00000000
2.96380000,-0.18408900,0.00526000
2.96400000,-0.18408900,0.00000000
2.96420000,-0.18408900,0.00000000
2.96440000,-0.18408900,0.00000000
2.96460000,-0.18408900,0.00526000
2.96480000,-0.18408900,0.00526000
2.96500000,-0.18408900,0.00526000
2.96520000,-0.18408900,0.00526000
2.96540000,-0.18408900,0.00000000
2.96560000,-0.18408900,0.00526000
2.96580000,-0.18934900,0.00000000
2.96600000,-0.18408900,0.00000000
2.96620000,-0.18408900,0.00000000
2.96640000,-0.18408900,0.00000000
2.96660000,-0.18408900,0.00526000
2.96680000,-0.18408900,0.00000000
2.96700000,-0.18408900,0.00526000
2.96720000,-0.18934900,0.00000000
2.96740000,-0.18408900,0.00526000
2.96760000,-0.18408900,0.00526000
2.96780000,-0.18408900,0.00000000
2.96800000,-0.18408900,0.00000000
2.96820000,-0.18408900,0.00000000
2.96840000,-0.18408900,0.00526000
2.96860000,-0.18408900,0.00000000
2.96880000,-0.18934900,0.00526000
2.96900000,-0.18408900,0.00000000
2.96920000,-0.18934900,0.00526000
2.96940000,-0.18408900,0.00526000
2.96960000,-0.18408900,0.00000000
2.96980000,-0.18408900,0.00000000
2.97000000,-0.18408900,0.00526000
2.97020000,-0.18408900,0.00000000
2.97040000,-0.18408900,0.00000000
2.97060000,-0.18408900,0.00000000
2.97080000,-0.18408900,0.00000000
2.97100000,-0.18408900,0.00000000
2.97120000,-0.18408900,0.00000000
2.97140000,-0.18408900,0.00000000
2.97160000,-0.18934900,0.00000000
2.97180000,-0.18408900,0.00000000
2.97200000,-0.18934900,0.00000000
2.97220000,-0.18408900,0.00000000
2.97240000,-0.18934900,0.00000000
2.97260000,-0.18408900,0.00526000
2.97280000,-0.18408900,0.00000000
2.97300000,-0.18408900,0.00000000
2.97320000,-0.18408900,0.00000000
2.97340000,-0.18934900,0.00000000
2.97360000,-0.18408900,0.00000000
2.97380000,-0.18934900,0.00000000
2.97400000,-0.18408900,0.00000000
2.97420000,-0.18408900,0.00526000
2.97440000,-0.18408900,0.00526000
2.97460000,-0.18934900,0.00000000
2.97480000,-0.18934900,0.00000000
2.97500000,-0.18934900,0.00000000
2.97520000,-0.18934900,0.00000000
2.97540000,-0.18408900,0.00000000
2.97560000,-0.18408900,0.00000000
2.97580000,-0.18408900,0.00000000
2.97600000,-0.18934900,0.00000000
2.97620000,-0.18934900,0.00526000
2.97640000,-0.18408900,0.00000000
2.97660000,-0.18408900,0.00000000
2.97680000,-0.18408900,0.00000000
2.97700000,-0.18934900,0.00000000
2.97720000,-0.18934900,0.00000000
2.97740000,-0.18934900,0.00000000
2.97760000,-0.18934900,0.00000000
2.97780000,-0.18408900,0.00000000
2.97800000,-0.18408900,0.00526000
2.97820000,-0.18934900,0.00000000
2.97840000,-0.18934900,0.00526000
2.97860000,-0.18934900,0.00000000
2.97880000,-0.18934900,0.00000000
2.97900000,-0.18408900,0.00000000
2.97920000,-0.18408900,0.00526000
2.97940000,-0.18408900,0.00000000
2.97960000,-0.18408900,0.00000000
2.97980000,-0.18408900,0.00000000
2.98000000,-0.18934900,0.00000000
2.98020000,-0.18934900,0.00526000
2.98040000,-0.18934900,0.00000000
2.98060000,-0.18408900,0.00526000
2.98080000,-0.18934900,0.00526000
2.98100000,-0.18934900,0.00000000
2.98120000,-0.18408900,0.00526000
2.98140000,-0.18934900,0.00000000
2.98160000,-0.18408900,0.00000000
2.98180000,-0.18934900,0.00526000
2.98200000,-0.18934900,0.00526000
2.98220000,-0.18934900,0.00000000
2.98240000,-0.18408900,0.00000000
2.98260000,-0.18934900,0.00526000
2.98280000,-0.18934900,0.00000000
2.98300000,-0.18934900,0.00000000
2.98320000,-0.18934900,0.00526000
2.98340000,-0.18408900,0.00000000
2.98360000,-0.18408900,0.00000000
2.98380000,-0.18934900,0.00000000
2.98400000,-0.18934900,0.00000000
2.98420000,-0.18934900,0.00000000
2.98440000,-0.18408900,0.00000000
2.98460000,-0.18408900,0.00000000
2.98480000,-0.18934900,0.00000000
2.98500000,-0.18934900,0.00526000
2.98520000,-0.18934900,0.00000000
2.98540000,-0.18408900,0.00526000
2.98560000,-0.18934900,0.00000000
2.98580000,-0.18408900,0.00000000
2.98600000,-0.18408900,0.00000000
2.98620000,-0.18934900,0.00000000
2.98640000,-0.18934900,0.00526000
2.98660000,-0.18934900,0.00000000
2.98680000,-0.18934900,0.00000000
2.98700000,-0.18934900,0.00000000
2.98720000,-0.18934900,0.00000000
2.98740000,-0.18934900,0.00000000
2.98760000,-0.18934900,0.00526000
2.98780000,-0.18934900,0.00000000
2.98800000,-0.18934900,0.00000000
2.98820000,-0.18934900,0.00526000
2.98840000,-0.18934900,0.00000000
2.98860000,-0.18934900,0.00000000
2.98880000,-0.18934900,0.00526000
2.98900000,-0.18934900,0.00000000
2.98920000,-0.18934900,0.00000000
2.98940000,-0.18934900,0.00526000
2.98960000,-0.18934900,0.00000000
2.98980000,-0.18934900,0.00000000
2.99000000,-0.18934900,0.00526000
2.99020000,-0.18934900,0.00526000
2.99040000,-0.18934900,0.00000000
2.99060000,-0.18934900,0.00000000
2.99080000,-0.18934900,0.00000000
2.99100000,-0.18408900,0.00000000
2.99120000,-0.18934900,0.00000000
2.99140000,-0.18934900,0.00000000
2.99160000,-0.18934900,0.00526000
2.99180000,-0.18408900,0.00000000
2.99200000,-0.18934900,0.00000000
2.99220000,-0.18934900,0.00526000
2.99240000,-0.18934900,0.00000000
2.99260000,-0.18934900,0.00000000
2.99280000,-0.18934900,0.00526000
2.99300000,-0.18934900,0.00000000
2.99320000,-0.18408900,0.00000000
2.99340000,-0.18934900,0.00526000
2.99360000,-0.18934900,0.00000000
2.99380000,-0.18934900,0.00000000
2.99400000,-0.18934900,0.00000000
2.99420000,-0.18934900,0.00000000
2.99440000,-0.18934900,0.00000000
2.99460000,-0.18934900,0.00000000
2.99480000,-0.18934900,0.00000000
2.99500000,-0.18934900,0.00000000
